"Name","Genes (tot)","Stat (dist.dir.up)","p (dist.dir.up)","p adj (dist.dir.up)","Stat (dist.dir.dn)","p (dist.dir.dn)","p adj (dist.dir.dn)","Stat (non-dir.)","p (non-dir.)","p adj (non-dir.)","Genes (up)","Stat (mix.dir.up)","p (mix.dir.up)","p adj (mix.dir.up)","Genes (down)","Stat (mix.dir.dn)","p (mix.dir.dn)","p adj (mix.dir.dn)"
"'de novo' L-methionine biosynthetic process [GO:0071266]",3,0.82559,0.38456,1,0.17441,0.61554,0.93447,0.34597,0.9878,0.9999,1,0.99571,1,1,2,0.021097,0.73233,1
"transsulfuration [GO:0019346]",5,0.89535,0.55374,1,0.10465,0.44636,0.81904,0.20758,0.9671,0.9999,1,0.99571,1,1,4,0.010549,0.52695,0.97913
"cysteine biosynthetic process from serine [GO:0006535]",3,0.92886,0.43246,1,0.071144,0.56804,0.90983,0.14229,0.86171,0.9999,0,NA,NA,NA,3,0.14229,0.92831,1
"phosphatidylinositol dephosphorylation [GO:0046856]",14,0.82868,0.36376,1,0.17132,0.63634,0.94594,0.20678,0.9969,0.9999,2,0.52448,0.9687,1,12,0.15383,0.9939,1
"autophagosome-lysosome fusion [GO:0061909]",4,0.65771,0.11099,0.462,0.34229,0.88911,1,0.23781,0.9665,0.9999,1,0.10646,0.75132,1,3,0.28159,0.9801,1
"cytidine deamination [GO:0009972]",4,0.99331,0.70313,1,0.006687,0.29697,0.71047,0.013374,0.50065,0.89369,0,NA,NA,NA,4,0.013374,0.55874,0.97913
"dUMP biosynthetic process [GO:0006226]",3,0.99297,0.61904,1,0.0070342,0.38206,0.76819,0.014068,0.56874,0.9033,0,NA,NA,NA,3,0.014068,0.62314,0.99397
"ceramide catabolic process [GO:0046514]",6,0.90513,0.60694,1,0.094867,0.39316,0.77385,0.1883,0.9674,0.9999,1,0.99571,1,1,5,0.026822,0.63734,0.99397
"adenosine 5'-(hexahydrogen pentaphosphate) catabolic process [GO:1901911]",4,0.99809,0.78982,1,0.0019105,0.21028,0.55198,0.003821,0.34997,0.77816,0,NA,NA,NA,4,0.003821,0.39726,0.86883
"diadenosine hexaphosphate catabolic process [GO:1901909]",4,0.99809,0.78982,1,0.0019105,0.21028,0.55198,0.003821,0.34997,0.77816,0,NA,NA,NA,4,0.003821,0.39726,0.86883
"diadenosine pentaphosphate catabolic process [GO:1901907]",4,0.99809,0.78982,1,0.0019105,0.21028,0.55198,0.003821,0.34997,0.77816,0,NA,NA,NA,4,0.003821,0.39726,0.86883
"diphosphoinositol polyphosphate metabolic process [GO:0071543]",4,0.99809,0.78982,1,0.0019105,0.21028,0.55198,0.003821,0.34997,0.77816,0,NA,NA,NA,4,0.003821,0.39726,0.86883
"inositol phosphate catabolic process [GO:0071545]",6,0.99291,0.80682,1,0.0070936,0.19328,0.55198,0.014187,0.40096,0.81463,0,NA,NA,NA,6,0.014187,0.48915,0.97411
"intracellular phosphate ion homeostasis [GO:0030643]",6,0.99291,0.80682,1,0.0070936,0.19328,0.55198,0.014187,0.40096,0.81463,0,NA,NA,NA,6,0.014187,0.48915,0.97411
"polyphosphate catabolic process [GO:0006798]",4,0.99809,0.78982,1,0.0019105,0.21028,0.55198,0.003821,0.34997,0.77816,0,NA,NA,NA,4,0.003821,0.39726,0.86883
"inositol phosphate biosynthetic process [GO:0032958]",8,0.99373,0.89501,1,0.0062674,0.10509,0.38196,0.012535,0.31687,0.75808,0,NA,NA,NA,8,0.012535,0.40136,0.86883
"amino acid catabolic process to alcohol via Ehrlich pathway [GO:0000947]",3,0.42965,0.049995,0.32432,0.57035,0.9501,1,0.43557,0.9966,0.9999,2,0.47115,0.92501,1,1,0.36442,0.9742,1
"formaldehyde catabolic process [GO:0046294]",3,0.42965,0.049995,0.32432,0.57035,0.9501,1,0.43557,0.9966,0.9999,2,0.47115,0.92501,1,1,0.36442,0.9742,1
"furaldehyde metabolic process [GO:0033859]",3,0.42965,0.049995,0.32432,0.57035,0.9501,1,0.43557,0.9966,0.9999,2,0.47115,0.92501,1,1,0.36442,0.9742,1
"tetrahydrofolate interconversion [GO:0035999]",6,0.82705,0.35946,1,0.17295,0.64064,0.94594,0.012557,0.37866,0.80473,1,1e-100,0.48305,0.92395,5,0.015068,0.52695,0.97913
"fructose metabolic process [GO:0006000]",3,0.6526,0.11169,0.462,0.3474,0.88841,1,0.028137,0.64784,0.95657,1,1e-100,0.48305,0.92395,2,0.042205,0.80072,1
"glucose metabolic process [GO:0006006]",4,0.74417,0.20128,0.70448,0.25583,0.79882,1,0.011665,0.48745,0.89369,1,1e-100,0.48305,0.92395,3,0.015553,0.63744,0.99397
"fructose 1,6-bisphosphate metabolic process [GO:0030388]",3,0.65447,0.11489,0.462,0.34553,0.88521,1,0.024401,0.62204,0.94052,1,1e-100,0.48305,0.92395,2,0.036602,0.77972,1
"fructose 6-phosphate metabolic process [GO:0006002]",4,0.74085,0.18708,0.66714,0.25915,0.81302,1,0.018301,0.53505,0.89524,1,1e-100,0.48305,0.92395,3,0.024401,0.68693,1
"malate metabolic process [GO:0006108]",6,0.83298,0.44676,1,0.16702,0.55334,0.90941,0.00071017,0.13869,0.42277,1,1e-100,0.48305,0.92395,5,0.0008522,0.21468,0.65254
"pentose-phosphate shunt, oxidative branch [GO:0009051]",3,1,1,1,1e-100,0.064294,0.2695,1e-100,0.046895,0.15281,0,NA,NA,NA,3,1e-100,0.036996,0.13892
"glutamate catabolic process [GO:0006538]",3,0.034652,0.0015998,0.033597,0.96535,0.9986,1,0.069305,0.76432,0.9999,3,0.069305,0.47545,0.92395,0,NA,NA,NA
"L-proline biosynthetic process [GO:0055129]",3,0.99763,0.69863,1,0.0023692,0.30147,0.71222,0.0047383,0.44986,0.86758,0,NA,NA,NA,3,0.0047383,0.47755,0.97411
"glycerol-3-phosphate metabolic process [GO:0006072]",3,0.6305,0.090391,0.41668,0.3695,0.90971,1,0.080715,0.78952,0.9999,1,0.012577,0.64974,0.9862,2,0.11478,0.89161,1
"NADH oxidation [GO:0006116]",3,0.91335,0.41826,1,0.08665,0.58184,0.91289,0.1733,0.90191,0.9999,0,NA,NA,NA,3,0.1733,0.94891,1
"adenine biosynthetic process [GO:0046084]",3,1,1,1,1e-100,0.064294,0.2695,1e-100,0.046895,0.15281,0,NA,NA,NA,3,1e-100,0.036996,0.13892
"glycine decarboxylation via glycine cleavage system [GO:0019464]",5,0.34924,0.0025997,0.049135,0.65076,0.9975,1,0.13875,0.88741,0.9999,3,0.031029,0.37956,0.92395,2,0.30034,0.9699,1
"2-oxoglutarate metabolic process [GO:0006103]",10,0.59979,0.020498,0.1761,0.40021,0.9796,1,0.13499,0.94141,0.9999,4,0.1682,0.64564,0.9862,6,0.11285,0.91931,1
"hydrogen peroxide metabolic process [GO:0042743]",10,0.59979,0.020498,0.1761,0.40021,0.9796,1,0.13499,0.94141,0.9999,4,0.1682,0.64564,0.9862,6,0.11285,0.91931,1
"isoleucine catabolic process [GO:0006550]",10,0.59979,0.020498,0.1761,0.40021,0.9796,1,0.13499,0.94141,0.9999,4,0.1682,0.64564,0.9862,6,0.11285,0.91931,1
"L-leucine catabolic process [GO:0006552]",11,0.63603,0.029297,0.24075,0.36397,0.9708,1,0.123,0.92841,0.9999,4,0.1682,0.64564,0.9862,7,0.097171,0.89901,1
"L-serine biosynthetic process [GO:0006564]",12,0.49982,0.00069993,0.016536,0.50018,0.9994,1,0.11249,0.90891,0.9999,6,0.11214,0.46695,0.92395,6,0.11285,0.91931,1
"pyruvate metabolic process [GO:0006090]",13,0.61506,0.012599,0.15874,0.38494,0.9875,1,0.10417,0.88801,0.9999,5,0.13456,0.55254,0.9862,8,0.085167,0.87781,1
"valine catabolic process [GO:0006574]",10,0.59979,0.020498,0.1761,0.40021,0.9796,1,0.13499,0.94141,0.9999,4,0.1682,0.64564,0.9862,6,0.11285,0.91931,1
"GTP biosynthetic process [GO:0006183]",10,0.97691,0.85441,1,0.023086,0.14569,0.45891,0.046171,0.56354,0.9033,0,NA,NA,NA,10,0.046171,0.70953,1
"glyoxylate cycle [GO:0006097]",3,0.99622,0.66423,1,0.0037789,0.33797,0.7342,0.0075578,0.50595,0.89369,0,NA,NA,NA,3,0.0075578,0.54605,0.97913
"L-serine catabolic process [GO:0006565]",3,0.36976,0.038996,0.30709,0.63024,0.9611,1,0.072852,0.77302,0.9999,2,0.10928,0.62284,0.9862,1,1e-100,0.33897,0.8316
"GDP-mannose biosynthetic process [GO:0009298]",3,1,1,1,1e-100,0.064294,0.2695,1e-100,0.046895,0.15281,0,NA,NA,NA,3,1e-100,0.036996,0.13892
"inositol metabolic process [GO:0006020]",5,0.9915,0.75442,1,0.0084993,0.24568,0.6191,0.016999,0.47725,0.89308,0,NA,NA,NA,5,0.016999,0.55624,0.97913
"mitotic spindle assembly [GO:0090307]",4,0.98938,0.66223,1,0.010624,0.33787,0.7342,0.021248,0.55794,0.9033,0,NA,NA,NA,4,0.021248,0.63464,0.99397
"regulation of bipolar cell growth [GO:0051516]",4,0.98938,0.66223,1,0.010624,0.33787,0.7342,0.021248,0.55794,0.9033,0,NA,NA,NA,4,0.021248,0.63464,0.99397
"regulation of mitotic spindle elongation (spindle phase three) [GO:0110162]",4,0.98938,0.66223,1,0.010624,0.33787,0.7342,0.021248,0.55794,0.9033,0,NA,NA,NA,4,0.021248,0.63464,0.99397
"isopentenyl diphosphate biosynthetic process, mevalonate pathway [GO:0019287]",6,0.5,0.017298,0.1761,0.5,0.9828,1,2.6828e-09,0.033297,0.15281,3,5.3656e-09,0.19088,0.92395,3,1e-100,0.036996,0.13892
"nucleotide metabolic process [GO:0009117]",5,0.99205,0.76012,1,0.0079462,0.23998,0.61291,0.015892,0.46815,0.88481,0,NA,NA,NA,5,0.015892,0.54335,0.97913
"CTP metabolic process [GO:0046036]",9,0.85123,0.41566,1,0.14877,0.58444,0.91289,0.18318,0.9809,0.9999,1,0.48539,0.84072,1,8,0.1454,0.9789,1
"UDP catabolic process [GO:0006256]",9,0.85123,0.41566,1,0.14877,0.58444,0.91289,0.18318,0.9809,0.9999,1,0.48539,0.84072,1,8,0.1454,0.9789,1
"purine nucleotide biosynthetic process [GO:0006164]",5,1,1,1,1e-100,0.009999,0.092026,1e-100,0.0054995,0.037121,0,NA,NA,NA,5,1e-100,0.0047995,0.038396
"DNA damage response [GO:0006974]",9,0.97435,0.81112,1,0.025651,0.18898,0.55198,0.051301,0.61094,0.93876,0,NA,NA,NA,9,0.051301,0.74403,1
"L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]",3,0.98727,0.57514,1,0.012733,0.42666,0.80132,0.025467,0.63124,0.94686,0,NA,NA,NA,3,0.025467,0.69443,1
"protein autoprocessing [GO:0016540]",3,0.49873,0.057894,0.33158,0.50127,0.94221,1,0.33079,0.9813,0.9999,2,0.49619,0.94461,1,1,1e-100,0.33897,0.8316
"deoxyribonucleotide biosynthetic process [GO:0009263]",4,1,0.93501,1,9.6868e-08,0.065593,0.2695,1.9374e-07,0.11969,0.37084,0,NA,NA,NA,4,1.9374e-07,0.11929,0.39907
"deoxyribonucleoside triphosphate catabolic process [GO:0009204]",4,0.99084,0.67933,1,0.0091622,0.32077,0.73042,0.018324,0.53525,0.89524,0,NA,NA,NA,4,0.018324,0.60324,0.99397
"nucleoside triphosphate catabolic process [GO:0009143]",4,0.99084,0.67933,1,0.0091622,0.32077,0.73042,0.018324,0.53525,0.89524,0,NA,NA,NA,4,0.018324,0.60324,0.99397
"methane catabolic process [GO:0046188]",3,0.42965,0.049995,0.32432,0.57035,0.9501,1,0.43557,0.9966,0.9999,2,0.47115,0.92501,1,1,0.36442,0.9742,1
