"Name","Genes (tot)","Stat (dist.dir.up)","p (dist.dir.up)","p adj (dist.dir.up)","Stat (dist.dir.dn)","p (dist.dir.dn)","p adj (dist.dir.dn)","Stat (non-dir.)","p (non-dir.)","p adj (non-dir.)","Genes (up)","Stat (mix.dir.up)","p (mix.dir.up)","p adj (mix.dir.up)","Genes (down)","Stat (mix.dir.dn)","p (mix.dir.dn)","p adj (mix.dir.dn)"
"cell cortex [GO:0005938]",26,0.81784,1,1,0.18216,9.999e-05,0.0024712,0.33072,9.999e-05,0.012974,3,0.85444,0.9752,0.9994,23,0.26241,9.999e-05,0.012811
"ubiquitin protein ligase binding [GO:0031625]",18,0.67158,0.9694,1,0.32842,0.030697,0.13501,0.57245,0.71873,1,4,0.81013,0.973,0.9994,14,0.50454,0.45165,1
"ubiquitin-dependent protein catabolic process [GO:0006511]",47,0.64819,0.9926,1,0.35181,0.0074993,0.050877,0.52163,0.33147,0.95295,11,0.61122,0.69373,0.9994,36,0.49426,0.31877,1
"protein catabolic process [GO:0030163]",10,0.57966,0.59904,1,0.42034,0.40106,0.75629,0.59752,0.76662,1,5,0.75685,0.9523,0.9994,5,0.4382,0.26707,0.92831
"structural constituent of nuclear pore [GO:0017056]",17,0.66165,0.9513,1,0.33835,0.048795,0.19113,0.5889,0.79432,1,3,0.75123,0.88871,0.9994,14,0.55411,0.71973,1
"ribosomal large subunit export from nucleus [GO:0000055]",12,0.38349,0.011299,0.10566,0.61651,0.9888,1,0.49604,0.28847,0.92708,8,0.44727,0.086291,0.89818,4,0.59359,0.72423,1
"ribosomal small subunit export from nucleus [GO:0000056]",6,0.38315,0.048795,0.29619,0.61685,0.9513,1,0.48943,0.33647,0.95295,4,0.44181,0.15798,0.9994,2,0.58469,0.65233,1
"mRNA export from nucleus [GO:0006406]",15,0.68343,0.9714,1,0.31657,0.028697,0.12895,0.57106,0.68413,1,1,0.53439,0.46635,0.9994,14,0.57368,0.80362,1
"protein import into nucleus [GO:0006606]",40,0.64559,0.9868,1,0.35441,0.013299,0.074215,0.56543,0.74913,1,10,0.71322,0.9636,0.9994,30,0.51617,0.51505,1
"mRNA transport [GO:0051028]",22,0.63034,0.90261,1,0.36966,0.09749,0.31822,0.60805,0.89811,1,4,0.63899,0.70353,0.9994,18,0.60118,0.91881,1
"nuclear pore [GO:0005643]",27,0.6383,0.9527,1,0.3617,0.047395,0.18777,0.60649,0.91661,1,5,0.68435,0.84162,0.9994,22,0.5888,0.90871,1
"enzyme activator activity [GO:0008047]",5,0.49892,0.30697,0.92247,0.50108,0.69313,1,0.6737,0.87151,1,3,0.72628,0.85221,0.9994,2,0.59482,0.67233,1
"protein folding chaperone [GO:0044183]",16,0.35382,0.00089991,0.015313,0.64618,0.9992,1,0.41608,0.027497,0.31365,12,0.41581,0.014199,0.43186,4,0.41689,0.23918,0.86271
"cellular respiration [GO:0045333]",8,0.5613,0.50785,1,0.4387,0.49225,0.86649,0.49103,0.31357,0.95295,3,0.48484,0.29317,0.9994,5,0.49474,0.43756,1
"mitochondrial matrix [GO:0005759]",57,0.49043,0.025897,0.19339,0.50957,0.9742,1,0.57384,0.85441,1,29,0.56238,0.41586,0.9994,28,0.58571,0.92211,1
"regulation of DNA-templated transcription [GO:0006355]",91,0.54894,0.36626,1,0.45106,0.63384,0.99534,0.57592,0.92051,1,39,0.61944,0.87951,0.9994,52,0.54327,0.79062,1
"nucleic acid binding [GO:0003676]",85,0.47197,0.0010999,0.017564,0.52803,0.999,1,0.58193,0.94501,1,49,0.58877,0.67563,0.9994,36,0.57262,0.90891,1
"DNA replication, removal of RNA primer [GO:0043137]",5,0.54648,0.45375,1,0.45352,0.54635,0.92031,0.61395,0.73653,1,2,0.63362,0.63394,0.9994,3,0.60083,0.71183,1
"proton transmembrane transport [GO:1902600]",56,0.60307,0.90571,1,0.39693,0.094391,0.31303,0.53889,0.51995,1,19,0.62426,0.82222,0.9994,37,0.49506,0.33697,1
"DNA clamp loader activity [GO:0003689]",41,0.55399,0.46705,1,0.44601,0.53305,0.91004,0.61155,0.9672,1,18,0.68057,0.9684,0.9994,23,0.55753,0.78792,1
"DNA-templated DNA replication [GO:0006261]",15,0.5141,0.26297,0.8713,0.4859,0.73713,1,0.67146,0.9785,1,8,0.71842,0.94581,0.9994,7,0.61779,0.84822,1
"DNA strand elongation involved in DNA replication [GO:0006271]",16,0.57482,0.58864,1,0.42518,0.41146,0.76752,0.66747,0.9748,1,7,0.79099,0.9908,0.9994,9,0.57141,0.74723,1
"leading strand elongation [GO:0006272]",7,0.43791,0.11289,0.5162,0.56209,0.88721,1,0.75736,0.9875,1,5,0.74322,0.93781,0.9994,2,0.7927,0.92091,1
"DNA repair [GO:0006281]",75,0.54747,0.35726,0.98711,0.45253,0.64284,1,0.64706,1,1,32,0.69766,0.9979,0.9994,43,0.6094,0.9924,1
"DNA replication factor C complex [GO:0005663]",5,0.47043,0.23008,0.79079,0.52957,0.77002,1,0.61864,0.74973,1,4,0.72468,0.88461,0.9994,1,0.19447,0.13159,0.68119
"Ctf18 RFC-like complex [GO:0031390]",6,0.41921,0.10249,0.488,0.58079,0.89761,1,0.77479,0.9889,1,5,0.76793,0.9636,0.9994,1,0.80909,0.81832,1
"kinase activity [GO:0016301]",72,0.61083,0.9583,1,0.38917,0.041796,0.17148,0.50911,0.17118,0.71648,23,0.57859,0.54435,0.9994,49,0.4765,0.15608,0.72432
"Golgi organization [GO:0007030]",14,0.7215,0.9938,1,0.2785,0.0062994,0.045408,0.52822,0.45615,1,1,0.79851,0.76242,0.9994,13,0.50743,0.46475,1
"endosome organization [GO:0007032]",7,0.72986,0.9613,1,0.27014,0.038796,0.16304,0.54028,0.50825,1,0,NA,NA,NA,7,0.54028,0.60944,1
"phosphatidylinositol phosphate biosynthetic process [GO:0046854]",12,0.65238,0.89541,1,0.34762,0.10469,0.33232,0.53503,0.48395,1,3,0.6796,0.76842,0.9994,9,0.48685,0.38686,1
"fungal-type vacuole membrane [GO:0000329]",54,0.69494,1,1,0.30506,9.999e-05,0.0024712,0.54692,0.60744,1,8,0.78668,0.9917,0.9994,46,0.50523,0.40486,1
"endosome [GO:0005768]",52,0.70239,1,1,0.29761,9.999e-05,0.0024712,0.55706,0.71013,1,7,0.85827,0.9994,0.9994,45,0.51021,0.45915,1
"vacuolar membrane [GO:0005774]",39,0.68941,0.9996,1,0.31059,0.00049995,0.0077455,0.56247,0.72283,1,6,0.80923,0.9911,0.9994,33,0.51761,0.52695,1
"trans-Golgi network [GO:0005802]",23,0.70882,0.9981,1,0.29118,0.0019998,0.018871,0.55094,0.59674,1,4,0.90967,0.9992,0.9994,19,0.47542,0.26257,0.92416
"lipid binding [GO:0008289]",26,0.70405,0.9985,1,0.29595,0.0015998,0.015666,0.49407,0.19258,0.76297,5,0.74563,0.94061,0.9994,21,0.43418,0.082492,0.53515
"sterol binding [GO:0032934]",7,0.74419,0.9734,1,0.25581,0.026697,0.12427,0.31817,0.009799,0.16405,1,0.32293,0.21978,0.9994,6,0.31737,0.028297,0.27623
"lipid transport [GO:0006869]",16,0.70628,0.9905,1,0.29372,0.009599,0.060023,0.46667,0.13959,0.63822,2,0.51689,0.38366,0.9994,14,0.45949,0.22208,0.84307
"cortical endoplasmic reticulum [GO:0032541]",11,0.75919,0.9968,1,0.24081,0.0032997,0.028306,0.36704,0.011699,0.18279,1,0.36979,0.26757,0.9994,10,0.36677,0.035196,0.31926
"lyase activity [GO:0016829]",58,0.45396,0.0014999,0.022241,0.54604,0.9986,1,0.50337,0.15478,0.66667,35,0.51221,0.071993,0.82394,23,0.48991,0.33067,1
"folic acid-containing compound biosynthetic process [GO:0009396]",5,0.4802,0.25507,0.85401,0.5198,0.74503,1,0.5748,0.61974,1,2,0.419,0.21218,0.9994,3,0.67866,0.85011,1
"mitochondrial envelope [GO:0005740]",8,0.35861,0.016598,0.13894,0.64139,0.9835,1,0.62061,0.80982,1,7,0.62161,0.69323,0.9994,1,0.61357,0.61854,1
"ubiquinone biosynthetic process [GO:0006744]",12,0.6051,0.73323,1,0.3949,0.26687,0.60661,0.70046,0.9836,1,3,0.8213,0.9567,0.9994,9,0.66017,0.9558,1
"ubiquinol-cytochrome-c reductase activity [GO:0008121]",6,0.57668,0.57274,1,0.42332,0.42736,0.78445,0.59526,0.70573,1,2,0.62294,0.61074,0.9994,4,0.58142,0.69313,1
"2 iron, 2 sulfur cluster binding [GO:0051537]",17,0.47169,0.082092,0.40967,0.52831,0.91801,1,0.62462,0.91721,1,11,0.66618,0.89201,0.9994,6,0.54843,0.62624,1
"mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]",10,0.54199,0.41606,1,0.45801,0.58404,0.95772,0.63926,0.89041,1,5,0.72323,0.91221,0.9994,5,0.55529,0.63594,1
"respiratory chain complex III [GO:0045275]",8,0.54533,0.43896,1,0.45467,0.56114,0.93644,0.67209,0.92721,1,4,0.76275,0.93461,0.9994,4,0.58142,0.69313,1
"structural constituent of ribosome [GO:0003735]",148,0.23554,9.999e-05,0.0037068,0.76446,1,1,0.45282,0.00019998,0.013839,139,0.42711,9.999e-05,0.015532,9,0.84994,0.9998,1
"ribosome [GO:0005840]",145,0.24526,9.999e-05,0.0037068,0.75474,1,1,0.46438,9.999e-05,0.012974,134,0.43455,9.999e-05,0.015532,11,0.82775,1,1
"mitochondrial large ribosomal subunit [GO:0005762]",35,0.17968,9.999e-05,0.0037068,0.82032,1,1,0.35936,9.999e-05,0.012974,35,0.35936,9.999e-05,0.015532,0,NA,NA,NA
"ribonucleoprotein complex [GO:1990904]",185,0.27454,9.999e-05,0.0037068,0.72546,1,1,0.48342,0.0014999,0.055602,164,0.4543,9.999e-05,0.015532,21,0.71078,0.9998,1
"monoatomic ion transport [GO:0006811]",16,0.53982,0.38146,1,0.46018,0.61864,0.98188,0.51454,0.35886,0.97249,6,0.45891,0.13439,0.9994,10,0.54791,0.66233,1
"intracellular copper ion homeostasis [GO:0006878]",6,0.8328,0.9971,1,0.1672,0.0029997,0.026387,0.33441,0.024498,0.29568,0,NA,NA,NA,6,0.33441,0.042996,0.37348
"intracellular iron ion homeostasis [GO:0006879]",17,0.52918,0.33017,0.95941,0.47082,0.66993,1,0.49724,0.26207,0.87143,7,0.46036,0.12109,0.9994,10,0.52306,0.55004,1
"chloride transmembrane transport [GO:1902476]",5,0.64857,0.77272,1,0.35143,0.22738,0.54634,0.48506,0.33347,0.95295,1,0.45548,0.37186,0.9994,4,0.49245,0.44166,1
"fungal-type vacuole [GO:0000324]",26,0.72129,0.9995,1,0.27871,0.00059994,0.0090252,0.45619,0.051795,0.36811,5,0.73678,0.92951,0.9994,21,0.38938,0.013999,0.21737
"early endosome [GO:0005769]",6,0.7166,0.93181,1,0.2834,0.068293,0.24873,0.56679,0.61474,1,0,NA,NA,NA,6,0.56679,0.68973,1
"endoplasmic reticulum [GO:0005783]",214,0.70772,1,1,0.29228,9.999e-05,0.0024712,0.47385,0.00019998,0.013839,32,0.62982,0.89981,0.9994,182,0.44642,9.999e-05,0.012811
"Golgi apparatus [GO:0005794]",118,0.70601,1,1,0.29399,9.999e-05,0.0024712,0.50345,0.073793,0.4377,17,0.70665,0.9873,0.9994,101,0.46925,0.035196,0.31926
"protein heterodimerization activity [GO:0046982]",22,0.43309,0.013699,0.12365,0.56691,0.9864,1,0.71861,0.9997,1,12,0.6194,0.74013,0.9994,10,0.83767,1,1
"RNA binding [GO:0003723]",272,0.4442,9.999e-05,0.0037068,0.5558,1,1,0.56921,0.9812,1,167,0.5583,0.22138,0.9994,105,0.58658,0.9982,1
"actin binding [GO:0003779]",30,0.80284,1,1,0.19716,9.999e-05,0.0024712,0.36787,9.999e-05,0.012974,1,0.60333,0.54035,0.9994,29,0.35975,0.00049995,0.043154
"structural constituent of cytoskeleton [GO:0005200]",8,0.84761,0.9999,1,0.15239,0.00019998,0.0041516,0.30479,0.0049995,0.10379,0,NA,NA,NA,8,0.30479,0.0079992,0.17445
"calmodulin binding [GO:0005516]",6,0.80332,0.9925,1,0.19668,0.0075992,0.051221,0.39335,0.087291,0.47941,0,NA,NA,NA,6,0.39335,0.12849,0.68119
"actin filament binding [GO:0051015]",26,0.78855,1,1,0.21145,9.999e-05,0.0024712,0.3578,0.00019998,0.013839,3,0.71791,0.83812,0.9994,23,0.31082,9.999e-05,0.012811
"molecular adaptor activity [GO:0060090]",15,0.70873,0.9887,1,0.29127,0.011399,0.066848,0.49483,0.26137,0.87143,4,0.83553,0.9845,0.9994,11,0.37094,0.032597,0.30653
"microtubule cytoskeleton organization [GO:0000226]",13,0.71001,0.9848,1,0.28999,0.015298,0.081435,0.50605,0.32347,0.95295,3,0.83983,0.9678,0.9994,10,0.40592,0.09769,0.58557
"actin cytoskeleton organization [GO:0030036]",15,0.7507,0.9982,1,0.2493,0.0018998,0.018259,0.42289,0.043996,0.36811,2,0.71609,0.78182,0.9994,13,0.37778,0.026497,0.26568
"Arp2/3 complex-mediated actin nucleation [GO:0034314]",8,0.75342,0.9869,1,0.24658,0.013199,0.074215,0.49317,0.32247,0.95295,0,NA,NA,NA,8,0.49317,0.41106,1
"actin cortical patch organization [GO:0044396]",7,0.74566,0.9742,1,0.25434,0.025897,0.12156,0.42798,0.13369,0.61949,1,0.71751,0.67583,0.9994,6,0.37972,0.10239,0.60664
"cytoskeleton [GO:0005856]",43,0.72595,1,1,0.27405,9.999e-05,0.0024712,0.45149,0.013099,0.19705,6,0.65377,0.78132,0.9994,37,0.41869,0.011899,0.20162
"actin cytoskeleton [GO:0015629]",15,0.77167,0.9997,1,0.22833,0.00039996,0.0064869,0.3815,0.009799,0.16405,2,0.7181,0.78522,0.9994,13,0.32971,0.0036996,0.11491
"Arp2/3 protein complex [GO:0005885]",7,0.78215,0.9927,1,0.21785,0.0073993,0.050529,0.4357,0.15118,0.66356,0,NA,NA,NA,7,0.4357,0.22158,0.84307
"CENP-A containing chromatin assembly [GO:0034080]",5,0.64891,0.77352,1,0.35109,0.22658,0.54634,0.62916,0.77302,1,1,0.81744,0.79232,0.9994,4,0.58208,0.69483,1
"vacuole organization [GO:0007033]",7,0.72885,0.9604,1,0.27115,0.039696,0.16482,0.54229,0.51495,1,0,NA,NA,NA,7,0.54229,0.61594,1
"endosomal transport [GO:0016197]",10,0.70328,0.9649,1,0.29672,0.035196,0.15097,0.58411,0.71513,1,1,0.95339,0.94031,0.9994,9,0.54308,0.63314,1
"HOPS complex [GO:0030897]",5,0.81208,0.9909,1,0.18792,0.0091991,0.058942,0.37585,0.081892,0.46705,0,NA,NA,NA,5,0.37585,0.12299,0.66888
"small ribosomal subunit [GO:0015935]",13,0.25243,9.999e-05,0.0037068,0.74757,1,1,0.47306,0.18028,0.72292,12,0.44637,0.037296,0.55619,1,0.7933,0.80282,1
"transcription coregulator activity [GO:0003712]",18,0.56322,0.53325,1,0.43678,0.46685,0.83695,0.62924,0.93021,1,5,0.5602,0.45375,0.9994,13,0.65579,0.9719,1
"histone acetyltransferase activity [GO:0004402]",8,0.58815,0.62204,1,0.41185,0.37806,0.72922,0.69775,0.9593,1,2,0.74811,0.82812,0.9994,6,0.68096,0.93841,1
"transferase activity [GO:0016740]",103,0.54443,0.29467,0.92247,0.45557,0.70543,1,0.52602,0.31827,0.95295,45,0.55926,0.35866,0.9994,58,0.50023,0.33727,1
"histone H3K56 acetyltransferase activity [GO:0032931]",5,0.61399,0.67963,1,0.38601,0.32047,0.66264,0.69135,0.90141,1,1,0.79834,0.76142,0.9994,4,0.6646,0.86801,1
"histone H3K14 acetyltransferase activity [GO:0036408]",5,0.61399,0.67963,1,0.38601,0.32047,0.66264,0.69135,0.90141,1,1,0.79834,0.76142,0.9994,4,0.6646,0.86801,1
"histone H3K9 acetyltransferase activity [GO:0043992]",5,0.61399,0.67963,1,0.38601,0.32047,0.66264,0.69135,0.90141,1,1,0.79834,0.76142,0.9994,4,0.6646,0.86801,1
"histone H3K18 acetyltransferase activity [GO:0043993]",5,0.61399,0.67963,1,0.38601,0.32047,0.66264,0.69135,0.90141,1,1,0.79834,0.76142,0.9994,4,0.6646,0.86801,1
"histone H3K23 acetyltransferase activity [GO:0043994]",5,0.61399,0.67963,1,0.38601,0.32047,0.66264,0.69135,0.90141,1,1,0.79834,0.76142,0.9994,4,0.6646,0.86801,1
"histone H4K5 acetyltransferase activity [GO:0043995]",5,0.61399,0.67963,1,0.38601,0.32047,0.66264,0.69135,0.90141,1,1,0.79834,0.76142,0.9994,4,0.6646,0.86801,1
"histone H4K8 acetyltransferase activity [GO:0043996]",5,0.61399,0.67963,1,0.38601,0.32047,0.66264,0.69135,0.90141,1,1,0.79834,0.76142,0.9994,4,0.6646,0.86801,1
"histone H4K12 acetyltransferase activity [GO:0043997]",5,0.61399,0.67963,1,0.38601,0.32047,0.66264,0.69135,0.90141,1,1,0.79834,0.76142,0.9994,4,0.6646,0.86801,1
"histone H2AK5 acetyltransferase activity [GO:0043999]",5,0.61399,0.67963,1,0.38601,0.32047,0.66264,0.69135,0.90141,1,1,0.79834,0.76142,0.9994,4,0.6646,0.86801,1
"histone H2AK9 acetyltransferase activity [GO:0044012]",5,0.61399,0.67963,1,0.38601,0.32047,0.66264,0.69135,0.90141,1,1,0.79834,0.76142,0.9994,4,0.6646,0.86801,1
"histone H2BK5 acetyltransferase activity [GO:0044014]",5,0.61399,0.67963,1,0.38601,0.32047,0.66264,0.69135,0.90141,1,1,0.79834,0.76142,0.9994,4,0.6646,0.86801,1
"histone H2BK12 acetyltransferase activity [GO:0044015]",5,0.61399,0.67963,1,0.38601,0.32047,0.66264,0.69135,0.90141,1,1,0.79834,0.76142,0.9994,4,0.6646,0.86801,1
"histone H3K4 acetyltransferase activity [GO:0044016]",5,0.61399,0.67963,1,0.38601,0.32047,0.66264,0.69135,0.90141,1,1,0.79834,0.76142,0.9994,4,0.6646,0.86801,1
"histone H3K27 acetyltransferase activity [GO:0044017]",5,0.61399,0.67963,1,0.38601,0.32047,0.66264,0.69135,0.90141,1,1,0.79834,0.76142,0.9994,4,0.6646,0.86801,1
"histone H3K36 acetyltransferase activity [GO:0044018]",5,0.61399,0.67963,1,0.38601,0.32047,0.66264,0.69135,0.90141,1,1,0.79834,0.76142,0.9994,4,0.6646,0.86801,1
"histone H4K16 acetyltransferase activity [GO:0046972]",5,0.61399,0.67963,1,0.38601,0.32047,0.66264,0.69135,0.90141,1,1,0.79834,0.76142,0.9994,4,0.6646,0.86801,1
"histone H3K122 acetyltransferase activity [GO:0140908]",5,0.61399,0.67963,1,0.38601,0.32047,0.66264,0.69135,0.90141,1,1,0.79834,0.76142,0.9994,4,0.6646,0.86801,1
"tRNA binding [GO:0000049]",31,0.49802,0.09579,0.46247,0.50198,0.90431,1,0.59781,0.90231,1,17,0.6297,0.82052,0.9994,14,0.55909,0.74503,1
"translation initiation factor activity [GO:0003743]",36,0.38427,0.00019998,0.0054626,0.61573,0.9999,1,0.62962,0.9811,1,27,0.59878,0.71023,0.9994,9,0.72215,0.992,1
"GTPase activity [GO:0003924]",77,0.65755,0.9997,1,0.34245,0.00039996,0.0064869,0.52399,0.31927,0.95295,19,0.67396,0.9625,0.9994,58,0.47486,0.12039,0.66701
"GTP binding [GO:0005525]",97,0.61824,0.9924,1,0.38176,0.0076992,0.051229,0.5243,0.30577,0.95295,31,0.62573,0.88351,0.9994,66,0.47666,0.11269,0.64398
"formation of translation preinitiation complex [GO:0001731]",6,0.52656,0.38996,1,0.47344,0.61014,0.97735,0.7098,0.94761,1,3,0.76293,0.90481,0.9994,3,0.65667,0.81452,1
"translational initiation [GO:0006413]",39,0.41254,0.00029997,0.0069193,0.58746,0.9998,1,0.61938,0.9753,1,27,0.59878,0.71023,0.9994,12,0.66573,0.9781,1
"poly(A)+ mRNA export from nucleus [GO:0016973]",14,0.57982,0.62144,1,0.42018,0.37866,0.72922,0.56796,0.67613,1,5,0.61863,0.65383,0.9994,9,0.5398,0.61964,1
"nuclear envelope [GO:0005635]",32,0.66364,0.9918,1,0.33636,0.0082992,0.054179,0.55486,0.63924,1,8,0.7643,0.9847,0.9994,24,0.48505,0.29617,0.97283
"nuclear pore outer ring [GO:0031080]",6,0.70632,0.91851,1,0.29368,0.081592,0.28231,0.57356,0.63584,1,1,0.95859,0.94761,0.9994,5,0.49655,0.44326,1
"DNA helicase activity [GO:0003678]",16,0.58825,0.66663,1,0.41175,0.33347,0.67403,0.63929,0.93621,1,5,0.70526,0.88331,0.9994,11,0.6093,0.88161,1
"termination of RNA polymerase II transcription [GO:0006369]",5,0.53983,0.43236,1,0.46017,0.56774,0.9404,0.76158,0.9727,1,3,0.8677,0.9814,0.9994,2,0.60239,0.68793,1
"cellular bud neck [GO:0005935]",24,0.75579,1,1,0.24421,9.999e-05,0.0024712,0.40286,0.0049995,0.10379,3,0.65781,0.71783,0.9994,21,0.36644,0.0045995,0.13019
"iron ion transmembrane transporter activity [GO:0005381]",5,0.36554,0.051595,0.30603,0.63446,0.94851,1,0.43505,0.19658,0.76559,4,0.47884,0.23618,0.9994,1,0.25991,0.19958,0.81753
"iron ion transport [GO:0006826]",7,0.43587,0.10859,0.50773,0.56413,0.89151,1,0.42455,0.12539,0.59762,4,0.38426,0.071293,0.82394,3,0.47827,0.41376,1
"endocytosis [GO:0006897]",50,0.75639,1,1,0.24361,9.999e-05,0.0024712,0.4551,0.012099,0.18468,4,0.79924,0.9649,0.9994,46,0.42517,0.010799,0.19599
"iron ion transmembrane transport [GO:0034755]",5,0.48639,0.27077,0.88645,0.51361,0.72933,1,0.39947,0.12419,0.59762,3,0.47688,0.27247,0.9994,2,0.28337,0.12369,0.66888
"membrane raft [GO:0045121]",7,0.71326,0.94511,1,0.28674,0.054995,0.21064,0.46987,0.24838,0.86584,2,0.81868,0.91031,0.9994,5,0.33034,0.056894,0.42258
"meiotic cell cycle [GO:0051321]",9,0.56016,0.50235,1,0.43984,0.49775,0.87274,0.62561,0.84672,1,3,0.61889,0.62134,0.9994,6,0.62897,0.85271,1
"microtubule organizing center [GO:0005815]",7,0.63811,0.78782,1,0.36189,0.21228,0.52687,0.62148,0.80212,1,3,0.88066,0.9853,0.9994,4,0.4271,0.26497,0.92696
"spindle pole body [GO:0005816]",11,0.7089,0.9783,1,0.2911,0.021798,0.10623,0.554,0.59064,1,1,0.84487,0.81582,0.9994,10,0.52491,0.55994,1
"microtubule [GO:0005874]",24,0.72348,0.9996,1,0.27652,0.00049995,0.0077455,0.42635,0.017398,0.23762,4,0.61995,0.65203,0.9994,20,0.38763,0.013399,0.21737
"mitochondrial cytochrome c oxidase assembly [GO:0033617]",20,0.53994,0.37736,1,0.46006,0.62274,0.98537,0.52579,0.41906,1,9,0.56185,0.44076,0.9994,11,0.49628,0.41246,1
"site of double-strand break [GO:0035861]",11,0.53457,0.38396,1,0.46543,0.61614,0.98091,0.74918,0.9953,1,3,0.66693,0.73983,0.9994,8,0.78003,0.9983,1
"serine-type endopeptidase activity [GO:0004252]",14,0.5355,0.37196,1,0.4645,0.62814,0.98805,0.57775,0.72403,1,6,0.59021,0.56144,0.9994,8,0.56841,0.71713,1
"serine-type peptidase activity [GO:0008236]",10,0.58585,0.62704,1,0.41415,0.37306,0.72381,0.59538,0.75842,1,3,0.61181,0.60204,0.9994,7,0.58834,0.77252,1
"apoptotic process [GO:0006915]",7,0.58448,0.60254,1,0.41552,0.39756,0.75442,0.57427,0.64564,1,2,0.55066,0.45335,0.9994,5,0.58371,0.72233,1
"tryptophan biosynthetic process [GO:0000162]",6,0.35579,0.028197,0.20612,0.64421,0.9719,1,0.71028,0.94791,1,5,0.65312,0.76022,0.9994,1,0.99611,0.9961,1
"glutamine metabolic process [GO:0006541]",11,0.37681,0.013299,0.12109,0.62319,0.9868,1,0.52521,0.44476,1,8,0.50419,0.23058,0.9994,3,0.58125,0.66753,1
"biosynthetic process [GO:0009058]",19,0.649,0.93401,1,0.351,0.066093,0.24157,0.46849,0.12029,0.59457,5,0.55634,0.44196,0.9994,14,0.43711,0.13629,0.68974
"RNA processing [GO:0006396]",42,0.46241,0.0075992,0.076583,0.53759,0.9925,1,0.63289,0.9906,1,25,0.62848,0.86941,0.9994,17,0.63938,0.9743,1
"mRNA processing [GO:0006397]",95,0.51849,0.067793,0.3614,0.48151,0.93231,1,0.60116,0.9918,1,41,0.58078,0.58584,0.9994,54,0.61663,0.9982,1
"RNA splicing [GO:0008380]",62,0.47567,0.0067993,0.069878,0.52433,0.9933,1,0.61718,0.9938,1,35,0.61783,0.85971,0.9994,27,0.61634,0.9793,1
"DNA-directed DNA polymerase activity [GO:0003887]",9,0.62152,0.76872,1,0.37848,0.23138,0.55211,0.70393,0.971,1,3,0.92046,0.9957,0.9994,6,0.59567,0.77412,1
"chromatin DNA binding [GO:0031490]",5,0.56876,0.53165,1,0.43124,0.46845,0.83746,0.7408,0.9587,1,3,0.89859,0.9907,0.9994,2,0.5041,0.48505,1
"DNA damage response [GO:0006974]",23,0.58447,0.69063,1,0.41553,0.30947,0.66264,0.60808,0.90171,1,10,0.74358,0.9865,0.9994,13,0.50384,0.44406,1
"DNA biosynthetic process [GO:0071897]",6,0.69231,0.89611,1,0.30769,0.10399,0.33143,0.61086,0.75812,1,1,0.98648,0.9797,0.9994,5,0.53574,0.57224,1
"structural constituent of chromatin [GO:0030527]",6,0.33766,0.018398,0.15157,0.66234,0.9817,1,0.62655,0.80042,1,5,0.58113,0.52545,0.9994,1,0.85367,0.85631,1
"nucleosome [GO:0000786]",8,0.37951,0.026497,0.19646,0.62049,0.9736,1,0.67008,0.92491,1,6,0.6194,0.67063,0.9994,2,0.82211,0.94151,1
"oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]",5,0.4868,0.27157,0.88645,0.5132,0.72853,1,0.44683,0.22468,0.81653,3,0.51702,0.36556,0.9994,2,0.34155,0.19758,0.81661
"very long-chain fatty acid biosynthetic process [GO:0042761]",5,0.60562,0.65223,1,0.39438,0.34787,0.69041,0.67872,0.88081,1,1,0.72489,0.68083,0.9994,4,0.66718,0.87091,1
"poly(U) RNA binding [GO:0008266]",5,0.42365,0.12719,0.55705,0.57635,0.87291,1,0.56273,0.58244,1,3,0.50835,0.34557,0.9994,2,0.6443,0.75912,1
"spliceosomal snRNP assembly [GO:0000387]",9,0.42836,0.069293,0.36511,0.57164,0.93081,1,0.57608,0.67093,1,7,0.63537,0.73743,0.9994,2,0.36858,0.23578,0.86271
"mRNA splicing, via spliceosome [GO:0000398]",60,0.52856,0.18618,0.6902,0.47144,0.81392,1,0.62325,0.9952,1,26,0.63119,0.88551,0.9994,34,0.61718,0.9898,1
"spliceosomal complex [GO:0005681]",55,0.49246,0.031797,0.22452,0.50754,0.9683,1,0.63636,0.9975,1,27,0.61426,0.81032,0.9994,28,0.65767,0.9981,1
"U5 snRNP [GO:0005682]",12,0.42314,0.040496,0.25947,0.57686,0.9596,1,0.54962,0.56034,1,8,0.54693,0.39156,0.9994,4,0.555,0.62334,1
"U1 snRNP [GO:0005685]",16,0.46458,0.076092,0.38908,0.53542,0.92401,1,0.61485,0.88151,1,11,0.66838,0.89581,0.9994,5,0.49711,0.44476,1
"U2 snRNP [GO:0005686]",15,0.47708,0.11729,0.52933,0.52292,0.88281,1,0.6766,0.9824,1,7,0.60437,0.63094,0.9994,8,0.73979,0.9927,1
"U4 snRNP [GO:0005687]",7,0.41159,0.068693,0.36379,0.58841,0.93141,1,0.64518,0.86391,1,6,0.68987,0.87021,0.9994,1,0.37701,0.37606,1
"U4/U6 x U5 tri-snRNP complex [GO:0046540]",14,0.44793,0.056094,0.32711,0.55207,0.94401,1,0.60442,0.83182,1,9,0.61132,0.67333,0.9994,5,0.592,0.74423,1
