"Name","Genes (tot)","Stat (dist.dir.up)","p (dist.dir.up)","p adj (dist.dir.up)","Stat (dist.dir.dn)","p (dist.dir.dn)","p adj (dist.dir.dn)","Stat (non-dir.)","p (non-dir.)","p adj (non-dir.)","Genes (up)","Stat (mix.dir.up)","p (mix.dir.up)","p adj (mix.dir.up)","Genes (down)","Stat (mix.dir.dn)","p (mix.dir.dn)","p adj (mix.dir.dn)"
"autophagosome-lysosome fusion [GO:0061909]",4,0.48581,0.19278,0.64817,0.51419,0.80732,1,0.25509,0.75112,1,2,0.22672,0.58034,0.9989,2,0.28347,0.76062,1
"cytidine deamination [GO:0009972]",4,0.62488,0.41416,1,0.37512,0.58594,0.9385,0.40406,0.92541,1,1,0.30765,0.69863,0.9989,3,0.43619,0.94551,1
"dUMP biosynthetic process [GO:0006226]",3,0.66713,0.56324,1,0.33287,0.43686,0.82566,0.20417,0.60824,1,1,0.30765,0.69863,0.9989,2,0.15243,0.61224,1
"ceramide catabolic process [GO:0046514]",6,0.47861,0.14749,0.57659,0.52139,0.85261,1,0.59177,0.9991,1,4,0.66175,0.9941,0.9989,2,0.45182,0.89421,1
"adenosine 5'-(hexahydrogen pentaphosphate) catabolic process [GO:1901911]",4,0.89375,0.86071,1,0.10625,0.13939,0.38903,0.21251,0.63154,1,0,NA,NA,NA,4,0.21251,0.68573,1
"diadenosine hexaphosphate catabolic process [GO:1901909]",4,0.89375,0.86071,1,0.10625,0.13939,0.38903,0.21251,0.63154,1,0,NA,NA,NA,4,0.21251,0.68573,1
"diadenosine pentaphosphate catabolic process [GO:1901907]",4,0.89375,0.86071,1,0.10625,0.13939,0.38903,0.21251,0.63154,1,0,NA,NA,NA,4,0.21251,0.68573,1
"diphosphoinositol polyphosphate metabolic process [GO:0071543]",4,0.89375,0.86071,1,0.10625,0.13939,0.38903,0.21251,0.63154,1,0,NA,NA,NA,4,0.21251,0.68573,1
"inositol phosphate catabolic process [GO:0071545]",6,0.86132,0.89761,1,0.13868,0.10249,0.37083,0.27736,0.81572,1,0,NA,NA,NA,6,0.27736,0.85721,1
"intracellular phosphate ion homeostasis [GO:0030643]",6,0.86132,0.89761,1,0.13868,0.10249,0.37083,0.27736,0.81572,1,0,NA,NA,NA,6,0.27736,0.85721,1
"polyphosphate catabolic process [GO:0006798]",4,0.89375,0.86071,1,0.10625,0.13939,0.38903,0.21251,0.63154,1,0,NA,NA,NA,4,0.21251,0.68573,1
"inositol phosphate biosynthetic process [GO:0032958]",8,0.85343,0.91881,1,0.14657,0.081292,0.32009,0.29314,0.87501,1,0,NA,NA,NA,8,0.29314,0.91711,1
"amino acid catabolic process to alcohol via Ehrlich pathway [GO:0000947]",3,0.0072992,0.0072993,0.086223,0.9927,0.9928,1,0.014598,0.22458,0.59782,3,0.014598,0.21978,0.59096,0,NA,NA,NA
"formaldehyde catabolic process [GO:0046294]",3,0.0072992,0.0072993,0.086223,0.9927,0.9928,1,0.014598,0.22458,0.59782,3,0.014598,0.21978,0.59096,0,NA,NA,NA
"furaldehyde metabolic process [GO:0033859]",3,0.0072992,0.0072993,0.086223,0.9927,0.9928,1,0.014598,0.22458,0.59782,3,0.014598,0.21978,0.59096,0,NA,NA,NA
"tetrahydrofolate interconversion [GO:0035999]",6,0.72568,0.64264,1,0.27432,0.35746,0.72646,0.11802,0.35356,0.8353,2,0.35407,0.72533,0.9989,4,8.8422e-12,0.037196,0.24216
"fructose metabolic process [GO:0006000]",3,0.14865,0.025297,0.20952,0.85135,0.9748,1,0.2973,0.76642,1,3,0.2973,0.69803,0.9989,0,NA,NA,NA
"glucose metabolic process [GO:0006006]",4,0.28599,0.050095,0.27051,0.71401,0.95,1,0.07199,0.30307,0.75369,3,0.095986,0.32917,0.81284,1,1e-100,0.36996,0.84427
"fructose 1,6-bisphosphate metabolic process [GO:0030388]",3,0.44054,0.20078,0.65427,0.55946,0.79932,1,0.67681,0.9945,1,2,0.66841,0.9593,0.9989,1,0.6936,0.92281,1
"fructose 6-phosphate metabolic process [GO:0006002]",4,0.5804,0.35046,0.97409,0.4196,0.64964,0.99455,0.5076,0.9776,1,2,0.66841,0.9593,0.9989,2,0.3468,0.81382,1
"malate metabolic process [GO:0006108]",6,0.47253,0.14089,0.57659,0.52747,0.85921,1,0.05494,0.16408,0.49525,3,1.5389e-41,0.012999,0.08738,3,0.10988,0.48215,1
"pentose-phosphate shunt, oxidative branch [GO:0009051]",3,1,1,1,1e-100,0.015898,0.081211,1e-100,0.026597,0.12261,0,NA,NA,NA,3,1e-100,0.043396,0.24216
"glutamate catabolic process [GO:0006538]",3,0.32738,0.077892,0.39788,0.67262,0.92221,1,0.011906,0.21458,0.59782,2,2.0502e-09,0.15448,0.4813,1,0.035719,0.59704,1
"L-proline biosynthetic process [GO:0055129]",3,0.60312,0.36266,0.99338,0.39688,0.63744,0.99455,0.50292,0.9563,1,1,0.56373,0.84542,0.9989,2,0.47252,0.92881,1
"glycerol-3-phosphate metabolic process [GO:0006072]",3,0.16392,0.027697,0.2167,0.83608,0.9724,1,0.32783,0.83512,1,3,0.32783,0.77142,0.9989,0,NA,NA,NA
"NADH oxidation [GO:0006116]",3,0.35215,0.13989,0.57659,0.64785,0.86021,1,0.61782,0.9868,1,2,0.49158,0.90541,0.9989,1,0.87028,0.9596,1
"adenine biosynthetic process [GO:0046084]",3,1,1,1,1e-100,0.015898,0.081211,1e-100,0.026597,0.12261,0,NA,NA,NA,3,1e-100,0.043396,0.24216
"glycine decarboxylation via glycine cleavage system [GO:0019464]",5,0.75202,0.66623,1,0.24798,0.33387,0.70112,0.095968,0.31317,0.76869,1,1e-100,0.16308,0.4813,4,0.11996,0.46395,0.98314
"2-oxoglutarate metabolic process [GO:0006103]",10,0.52972,0.16758,0.58654,0.47028,0.83252,1,0.14056,0.39266,0.8416,4,1e-100,0.00089991,0.010889,6,0.23427,0.77262,1
"hydrogen peroxide metabolic process [GO:0042743]",10,0.52972,0.16758,0.58654,0.47028,0.83252,1,0.14056,0.39266,0.8416,4,1e-100,0.00089991,0.010889,6,0.23427,0.77262,1
"isoleucine catabolic process [GO:0006550]",10,0.52972,0.16758,0.58654,0.47028,0.83252,1,0.14056,0.39266,0.8416,4,1e-100,0.00089991,0.010889,6,0.23427,0.77262,1
"L-leucine catabolic process [GO:0006552]",11,0.55724,0.20748,0.66464,0.44276,0.79262,1,0.15824,0.45685,0.9089,4,1e-100,0.00089991,0.010889,7,0.24866,0.82302,1
"L-serine biosynthetic process [GO:0006564]",12,0.6081,0.33707,0.9545,0.3919,0.66303,0.99455,0.11713,0.26347,0.69162,4,1e-100,0.00089991,0.010889,8,0.1757,0.62444,1
"pyruvate metabolic process [GO:0006090]",13,0.62557,0.39016,1,0.37443,0.60994,0.96873,0.13348,0.33227,0.80511,4,1e-100,0.00089991,0.010889,9,0.1928,0.68323,1
"valine catabolic process [GO:0006574]",10,0.52972,0.16758,0.58654,0.47028,0.83252,1,0.14056,0.39266,0.8416,4,1e-100,0.00089991,0.010889,6,0.23427,0.77262,1
"GTP biosynthetic process [GO:0006183]",10,0.7516,0.76552,1,0.2484,0.23458,0.5096,0.27805,0.87021,1,3,0.63542,0.9829,0.9989,7,0.12489,0.41626,0.90359
"glyoxylate cycle [GO:0006097]",3,0.78137,0.67973,1,0.21863,0.32037,0.68806,0.43726,0.92341,1,0,NA,NA,NA,3,0.43726,0.94601,1
"L-serine catabolic process [GO:0006565]",3,0.67667,0.58074,1,0.32333,0.41946,0.81729,0.3788,0.88711,1,1,0.59821,0.85061,0.9989,2,0.26909,0.74863,1
"GDP-mannose biosynthetic process [GO:0009298]",3,1,1,1,1e-100,0.015898,0.081211,1e-100,0.026597,0.12261,0,NA,NA,NA,3,1e-100,0.043396,0.24216
"inositol metabolic process [GO:0006020]",5,0.84919,0.85911,1,0.15081,0.14099,0.38903,0.30162,0.83952,1,0,NA,NA,NA,5,0.30162,0.87641,1
"mitotic spindle assembly [GO:0090307]",4,0.81149,0.77722,1,0.18851,0.22288,0.50058,0.37702,0.90591,1,0,NA,NA,NA,4,0.37702,0.92891,1
"regulation of bipolar cell growth [GO:0051516]",4,0.81149,0.77722,1,0.18851,0.22288,0.50058,0.37702,0.90591,1,0,NA,NA,NA,4,0.37702,0.92891,1
"regulation of mitotic spindle elongation (spindle phase three) [GO:0110162]",4,0.81149,0.77722,1,0.18851,0.22288,0.50058,0.37702,0.90591,1,0,NA,NA,NA,4,0.37702,0.92891,1
"isopentenyl diphosphate biosynthetic process, mevalonate pathway [GO:0019287]",6,0.85966,0.89611,1,0.14034,0.10399,0.37083,0.28067,0.82282,1,0,NA,NA,NA,6,0.28067,0.86221,1
"nucleotide metabolic process [GO:0009117]",5,0.89239,0.89831,1,0.10761,0.10179,0.37083,0.21522,0.66743,1,0,NA,NA,NA,5,0.21522,0.72313,1
"CTP metabolic process [GO:0046036]",11,0.52706,0.14949,0.57659,0.47294,0.85061,1,0.66871,1,1,4,0.61889,0.9889,0.9989,7,0.69717,1,1
"UDP catabolic process [GO:0006256]",11,0.52706,0.14949,0.57659,0.47294,0.85061,1,0.66871,1,1,4,0.61889,0.9889,0.9989,7,0.69717,1,1
"purine nucleotide biosynthetic process [GO:0006164]",5,1,1,1,1e-100,0.0009999,0.01718,1e-100,0.0013999,0.020352,0,NA,NA,NA,5,1e-100,0.0052995,0.085755
"DNA damage response [GO:0006974]",9,0.724,0.67593,1,0.276,0.32417,0.6884,0.30894,0.91061,1,3,0.63542,0.9829,0.9989,6,0.1457,0.50285,1
"L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]",3,0.17904,0.031297,0.2167,0.82096,0.9688,1,0.30858,0.78652,1,2,1e-100,0.026397,0.1415,1,0.92574,0.971,1
"protein autoprocessing [GO:0016540]",3,0.713,0.61464,1,0.287,0.38546,0.75888,0.57399,0.9786,1,0,NA,NA,NA,3,0.57399,0.9877,1
"deoxyribonucleotide biosynthetic process [GO:0009263]",4,0.98876,0.9642,1,0.011239,0.035896,0.15778,0.022479,0.17528,0.51763,0,NA,NA,NA,4,0.022479,0.17948,0.652
"deoxyribonucleoside triphosphate catabolic process [GO:0009204]",4,0.86549,0.83202,1,0.13451,0.16808,0.42929,0.26902,0.77602,1,0,NA,NA,NA,4,0.26902,0.81742,1
"nucleoside triphosphate catabolic process [GO:0009143]",4,0.86549,0.83202,1,0.13451,0.16808,0.42929,0.26902,0.77602,1,0,NA,NA,NA,4,0.26902,0.81742,1
"methane catabolic process [GO:0046188]",3,0.0072992,0.0072993,0.086223,0.9927,0.9928,1,0.014598,0.22458,0.59782,3,0.014598,0.21978,0.59096,0,NA,NA,NA
