"UniProt_Entry","log2FC_CARe_vs_PARe","adj_p_value_CARe_vs_PARe"
"Q6C4J2",-0.0386160933148666,0.870766191194587
"Q6C4J1",-0.779952269325684,0.263374482521605
"Q6C4I1",0.0859165391219504,0.835412504771288
"Q6C4I0",-0.23085800287664,0.116696206212285
"Q6C4H9",-0.545277224022192,0.423023443780102
"Q6C4H8",-0.0659591652928261,0.764863174919805
"B5FVF5",0.0783304639284066,0.725011767522401
"A0A371C9J0",0.0457108981627578,0.549949958036327
"Q6C6I8",0.164478481721276,0.275916224017485
"Q6C6I4",-0.330978643379987,0.382930914573353
"A0A371C9J8",-0.131613958152748,0.658907654528187
"Q6C6G7",0.192433073880336,0.302296748074208
"Q6C6G0",0.0433840322402893,0.760362544116866
"Q6C6F7",-0.241906366740285,0.608216343339944
"Q6C6F5",-0.391766726412431,0.538683758194072
"Q6C6F3",0.704405026388224,0.254081864646193
"Q6C6F0",-0.179420652701691,0.613572965852487
"Q6C6E9",0.133145265998804,0.668573820551323
"Q6C6E8",-0.0814733354751979,0.788941556588067
"Q6C6E7",0.149275773640739,0.567603035506254
"Q6CDA8",-0.0226358995377611,0.929136961246131
"Q6CDA7",-0.359962041407727,0.223270803436496
"Q6CDA6",-0.231579219434304,0.596780534069558
"Q6CDA3",0.00708257933959091,0.96415184907602
"Q6CDA1",-0.363332074381929,0.263290331771533
"Q6CD96",0.149544782202962,0.712066109731338
"Q6CD95",0.127109416946763,0.766140100078492
"Q6CD93",0.0606075623634105,0.637022791499109
"Q6CD92",-0.0568465027301018,0.697624502011197
"Q6CD89",0.129803956012223,0.533708662411852
"Q6C207",-0.0264247808753649,0.850721430623122
"Q6CD87",-0.339882317234558,0.284415606989267
"Q6CD84",-0.5135158978158,0.437929422255955
"Q6CD83",0.29687226603738,0.694301539381529
"Q6CD80",0.132537282093126,0.408354167364594
"Q6CD78",-0.0224197270753144,0.896387988586997
"Q6C0C5",0.151742923816941,0.294399131934773
"Q6CC90",0.0672820402247974,0.785098871725626
"Q6CC88",0.232979913565846,0.266983148784708
"Q6CFP9",0.196542195089625,0.292607530207166
"Q6CFP5",-0.0446227229309055,0.730660732830899
"Q6CFP4",-0.525059125100987,0.0994474600912205
"W0TYP7",0.0800341434872375,0.887611400508892
"Q6CFN8",-0.120682061274069,0.4704723925644
"Q6CFN7",-0.278307598963067,0.471305988476981
"Q6CFN6",0.0752648163431897,0.69618757934779
"Q6CFM9",-0.207658158011373,0.277936120217975
"Q6CFM6",0.617636006580123,0.116362148892236
"Q6CFM1",0.0568848332376518,0.813441928464466
"Q6CFM0",-0.221880048119806,0.153055359851943
"Q6CFL5",-0.329704154671585,0.409766579875221
"Q6CFL3",0.122081252148166,0.532179590186307
"Q6CFL2",-0.37841592941028,0.146648327190056
"Q6CFL0",-0.609777041996383,0.297874406603496
"Q6CET3",-0.0637312940569604,0.384867402667843
"Q6CET0",0.086549043596989,0.562163381825949
"Q6CES9",-0.416062881599116,0.643136831845988
"Q6CES6",-0.0211366648896733,0.940934687732873
"Q6CES4",0.0886593540165703,0.702234623387217
"Q6CES1",-0.122464151582112,0.453816081066095
"Q6CES0",-0.0406701821164431,0.929519965833839
"Q6CER8",-0.174494657422376,0.730331062133629
"Q6CER6",0.0197155838779319,0.944990021526445
"Q6CER4",-0.560078199720955,0.428069582022116
"Q6CER2",0.0245103454445533,0.978179413148037
"Q6CER0",0.0411356304019128,0.904588348033395
"Q6CEQ4",-0.128023261232782,0.454158838679006
"Q6CEQ2",-0.450690201366687,0.647586054512018
"Q6CEQ0",-0.122699271124842,0.194468545486357
"Q6CEP9",0.272914160977844,0.474876681593754
"Q6CEP8",0.242028184607405,0.177025743019586
"Q6CEP7",-0.0726684865939691,0.834132192879106
"Q6CEP4",-0.214700371451261,0.116362148892236
"Q6CEP3",-0.289348079889046,0.5674963252889
"Q6CEP2",0.0926617274942549,0.460630035958961
"Q6CE37",-0.229266964366655,0.327601360524097
"Q6CE36",0.133381540148885,0.406837759822246
"Q6CE32",-0.136419534434457,0.24475687504365
"Q6CE28",-0.16051718886326,0.546334975790126
"Q6CE27",-0.128408760631175,0.591728199162548
"Q6CE20",-0.429397060671705,0.507700116572394
"Q6CE18",-0.22692642947173,0.658907654528187
"Q6CE17",-0.2035993958556,0.546334975790126
"Q6CE16",-0.0985213830062591,0.266983148784708
"Q6CE11",-0.032663125851071,0.788117647330226
"Q6CE09",-0.103734509083831,0.593623686387149
"Q6CE08",-0.0735081486637923,0.562163381825949
"Q6CE05",0.293010408410924,0.282739832785535
"Q6CE04",-0.0314052833662151,0.940934687732873
"Q6CE01",-0.206159202684154,0.722931178737664
"Q6CDZ7",0.11258411446249,0.698945047265545
"Q6C2D2",-0.427523216609002,0.546334975790126
"Q6C2D1",0.154409505731485,0.272452371274977
"Q6C2D0",-0.46481580219827,0.126989661486868
"Q6C2C9",0.281969762881136,0.310394204163951
"Q6C2C3",-0.271325420535785,0.173684926488039
"Q6C2C2",0.522916028063119,0.496367139702694
"Q6C2C1",-0.35559278332766,0.562071110506642
"Q6C2B5",-0.105670548229434,0.765336628132407
"Q6C2B4",0.668693324968097,0.266524829120815
"Q6C2B2",-0.105318769808833,0.755792388919671
"Q6C2A8",0.413202136123058,0.377006032745006
"Q6C2A7",-0.122368842897891,0.751138363111528
"Q6C2A4",0.10248075755491,0.526518061011043
"Q6C297",0.0171965068302445,0.925169549638132
"Q6C296",-0.0232067634700303,0.898486429295199
"Q6C294",-0.226951722606343,0.528949565813782
"Q6C288",-0.0787729032666683,0.598592611660435
"Q6C284",0.329754631931589,0.100018042281273
"Q6C283",-0.0659948704476373,0.819475522033518
"Q6C7P9",0.139820584943027,0.377006032745006
"Q6C7P8",0.697525189615288,0.219130878609241
"A0A371C8M3",0.241496854529682,0.564755147028488
"Q6C7P0",-0.23683142856521,0.622614270754337
"Q6C7N6",-0.381184512515614,0.343460333377454
"Q6C7N5",0.032023145284126,0.93692621162825
"Q6C7N2",-0.0685637017212205,0.920672022154556
"Q6C7N1",-0.28312329313147,0.344279726383639
"Q6C7M7",-0.0579939305158773,0.658907654528187
"Q6C7M6",-0.18699354103915,0.546334975790126
"Q6C7M5",-0.180982167571368,0.458445974439045
"Q6C7M1",-0.449861336901271,0.289693487823615
"Q6C7L8",-0.819591131539908,0.482781424287979
"Q6C7L5",0.0173880077801567,0.917774045956926
"Q6C7K7",-0.24158712564861,0.421449857420522
"Q6C7K6",-0.322830911784143,0.480450189295605
"A0A371C8U6",-0.228478807630887,0.475009933677215
"A0A371C8S0",-0.035467773437621,0.907990167784601
"A0A371C926",0.183727470346324,0.266983148784708
"A0A1H6PTY6",-0.413554862129977,0.408354167364594
"A0A1H6Q825",-0.0706997541098466,0.848724598703124
"A0A1H6PTW8",-0.0609304842639514,0.755792388919671
"Q6C205",-0.0691633129246201,0.812324270520427
"A0A371C8U9",2.11831892199993,0.153055359851943
"Q6C8H0",-0.0231163622213924,0.91829160251359
"Q6C8H5",-0.333510623821244,0.280896814728809
"Q6C8H9",-0.478366155285865,0.331987893530142
"Q6C8I0",0.0426321859351648,0.891314925443683
"Q6C8I3",-0.512337097386225,0.429707089923709
"Q6C8J1",-0.300645348565766,0.538965243881945
"Q6C8J6",-0.29736182946539,0.2115523376023
"Q6C8J9",0.368417753103397,0.263290331771533
"Q6C8K1",0.268681143859667,0.277869998302436
"Q6C8K4",-0.154762683911396,0.304198027519807
"Q6C8K5",0.241268364423204,0.840810123641897
"A0A1D8NF70",0.0153079767209706,0.92077007644818
"A0A1D8NF82",-0.240964105631491,0.755304747744222
"Q6C8Y1",-2.38034085834559,0.116362148892236
"Q6C8Y5",-0.223581257369391,0.408354167364594
"Q6C8Y6",-0.0340140762909005,0.886041200130052
"Q6C8Y8",-0.0938960760144908,0.734995150356579
"Q6C8Z3",-0.172923348677001,0.211766566841515
"Q6C8Z7",-0.0964911039308281,0.823063189797953
"Q6C904",0.0794995011681763,0.844871918599574
"Q6C906",-2.13031000057111,0.211766566841515
"Q6C907",-0.11537137840795,0.773517077722804
"Q6C916",-0.825236294866568,0.0929024174629009
"Q6C201",0.332395327387996,0.407178705655338
"Q6C762",0.21652486903656,0.67623883286748
"Q6C761",-0.302599645852556,0.4704723925644
"Q6C759",-0.117428058561017,0.719881095486956
"Q6C757",-0.0277374946464903,0.953207264564901
"Q6C756",-0.542856690318522,0.113145335964889
"A0A1D8NGZ6",-0.371737816129374,0.294853613813961
"Q6C755",-0.0943830373802343,0.516787453173376
"Q6C754",-0.0302542164656686,0.760615507021774
"Q6C753",0.0971711068088883,0.528047606301853
"Q6C752",-0.0876043917275226,0.50312523481732
"Q6C745",-0.654821538435472,0.169743242242885
"Q6C744",0.338468909800472,0.418453788078916
"Q6C733",-0.0246563044256873,0.635016099152479
"A0A1D8NH25",-0.550442619876151,0.24475687504365
"Q6C732",-0.834543144479956,0.153724624106885
"Q6C731",0.0972208719073908,0.663576254938287
"Q6C730",0.464576216209242,0.213957719793482
"F2Z675",-1.23169756399592,0.225627689244451
"Q6C722",-0.598605744982179,0.206675656518804
"Q6C721",-0.0713855803181489,0.784247701578763
"Q6C720",-0.0701044377153332,0.763679209405461
"Q6C719",-0.343512456829098,0.738968961259929
"Q6CEX7",0.171561007211189,0.348517737501126
"Q6CEX6",-0.354552425706594,0.153724624106885
"Q6CEX5",-0.475812113204687,0.272756082169045
"Q6CEX3",-0.709906929460472,0.106571374035249
"Q6CEX2",0.074928079646272,0.500004754937687
"Q6CEW6",-0.304541048483578,0.36104623972511
"Q6CEW5",-0.21510354885102,0.382930914573353
"Q6CEW4",0.152061402031789,0.42260251302955
"Q6CEW1",-0.020123649773861,0.898486429295199
"Q6CEV9",-0.17947686747854,0.420443110624726
"Q6CEV8",-0.107066515304207,0.697876436519847
"Q6CEV7",-0.212833067467928,0.420490121627798
"Q6CEV4",-0.029822645826755,0.787488067326212
"Q6CEV3",0.087302845113818,0.667603120690084
"Q6CEV0",-0.208260963883927,0.727994038338493
"Q6CEU7",-0.0509521162691381,0.940934687732873
"Q6CEU6",0.119483173041151,0.255023501626134
"Q6CEU5",0.15590745549364,0.418363475919702
"Q6CEU4",-0.497053079135757,0.67623883286748
"Q6CEU1",0.0359899716251641,0.710625059629154
"Q6C1Y4",0.0739615205079936,0.709955060264417
"Q6C1Y2",-0.187316198889423,0.224839650810665
"Q6C1Y1",-0.037718994905155,0.867518079826224
"A0A1D8NN57",0.239170602791369,0.369794757005433
"Q6C1X4",-0.165810576626075,0.636044089660393
"Q6C1W7",0.0394019072236351,0.835412504771288
"A0A1H6PLE4",-0.297598744577363,0.166194055259673
"Q6C1V9",0.107916327873042,0.495146678484434
"B5RSL3",0.315747535002679,0.393313398733395
"B5RSL4",-0.281812020348491,0.724894005593141
"Q6C1U9",-0.43577485731706,0.226602743304831
"Q6C1U8",-0.06806936970174,0.917468614159386
"Q6C1U7",-0.153064090023903,0.55738141811095
"Q6C1U6",-0.151090446839139,0.392835628759265
"Q6C1U4",0.345421923956535,0.775493164775414
"Q6C9W5",0.0246239639245709,0.942141334364541
"Q6C9W6",0.0886302690831178,0.711393437955877
"Q6C9W8",-0.386110604090552,0.576974950911003
"Q6C9W9",-0.0807634589698486,0.621813692022494
"Q6C9X2",0.172222804746279,0.2115523376023
"Q6C9X3",-0.00825720284219014,0.962860377863143
"Q6C9X7",-0.0280176741241693,0.677066862492899
"Q6C9X9",-0.226378352994184,0.641672255891948
"Q6C9Y1",0.140420661778714,0.228799336459605
"Q6C9Y8",0.206766559446268,0.215665844923312
"Q6C9Z1",0.240763072727886,0.103839444735834
"Q6C9Z8",-0.40955226966286,0.266983148784708
"Q6C9Z9",0.0159752714661534,0.950688734459892
"Q6CA00",0.0740566909247354,0.59606717737856
"Q6CA01",-0.445703071662484,0.0993829262981049
"Q6CA03",0.145991245189841,0.761397995505339
"Q6CA05",-0.0420930620701025,0.901365486494975
"Q6CCX2",-0.218526577179183,0.398653286134474
"Q6CCX3",-0.0642334170150912,0.813441928464466
"Q6CCX5",-1.03253327987088,0.126989661486868
"Q6CCY1",-0.511661387953573,0.594542687599462
"Q6CCY4",0.204150243539001,0.621031064286372
"Q6CCY7",-0.0056184422602477,0.953393165873702
"A0A1H6PU98",-0.0459698289453263,0.885885782379494
"Q6CCY8",0.426186037259456,0.257477379870605
"Q6CCZ2",-0.0343570477585203,0.840810123641897
"Q6CCZ4",-0.148074982086504,0.481277634721475
"Q6CCZ9",0.177354572186786,0.341904451611874
"Q6CD00",-0.757061364459836,0.2115523376023
"Q6CD02",0.388591521765075,0.210527702229485
"Q6CD03",0.0576495687379456,0.870060735861669
"Q6CD05",-0.409407891962167,0.422871244684731
"Q6CD06",-0.0819802394876675,0.724894005593141
"Q6CD08",-0.485002951314034,0.0626484816958688
"Q6CD10",-0.392847303126891,0.0794095305140282
"Q6CHN6",-0.025682000210677,0.96415184907602
"Q6CHN1",0.0478992009582948,0.76918269961148
"Q6CHM9",-0.32665388798161,0.194468545486357
"Q6CHM7",0.0338545252839128,0.925169549638132
"Q6CHM2",-0.314074744380745,0.492961761970243
"Q6CHL3",-0.177040181434984,0.537124421581865
"Q6CHL1",0.169180205442593,0.629166146130235
"Q6CHK7",-0.267603945029008,0.394275998619426
"Q6CHK1",-0.242375036764044,0.551305542707449
"Q6CHJ9",-0.0817334259531637,0.770622273129146
"Q6CAQ0",-0.248145779304834,0.432432975040433
"Q6CAP8",-0.106719367279624,0.561682963817905
"Q6CAP6",0.489408873212865,0.341184048632505
"Q6CAP2",0.0907686873190033,0.532179590186307
"Q6CAP1",-0.874357191708993,0.336414313637018
"Q6CAP0",-0.37009823227286,0.164486200822657
"Q6CAN7",-0.0999261820646612,0.766140100078492
"Q6CAN5",-0.706387898022086,0.266983148784708
"Q6CAN4",-0.0533696773936507,0.297997293420957
"Q6CAN2",-0.112647576518537,0.721468257858869
"Q6CAM5",0.0986397776002082,0.546334975790126
"Q6CAM2",-0.0490239988509412,0.89731525232398
"Q6CAL7",0.135446841884889,0.59606717737856
"Q6CAL4",0.253131923362014,0.382103197817116
"Q6CAL3",-0.561408154202451,0.379839326690654
"Q6CAL1",0.0895083383388974,0.325539108340916
"Q6CAL0",-0.0294724751207442,0.818498271227122
"Q6CAK9",-0.12581361171188,0.634456083994687
"Q6CAK8",-0.0160145692817185,0.954287614502464
"Q6CAK6",0.203061932994677,0.276768489913743
"Q6CGM1",-0.149102346471478,0.67623883286748
"Q6C1Z2",-0.672258742714095,0.226602743304831
"Q6CC27",-0.0136547394205071,0.940934687732873
"Q6C8C6",-0.0948118903549425,0.528047606301853
"Q6C8C8",0.0482858184732845,0.517529204706371
"Q6C8D2",0.110876660776291,0.320238806626264
"A0A371C7K1",0.0116399441046611,0.931952781460644
"Q6C8D7",0.475489009907813,0.263290331771533
"A0A371C7C8",-0.293799960945699,0.126989661486868
"Q6C8E1",-0.124536639737444,0.266983148784708
"Q6C8E4",-0.00801187799406966,0.959970072125413
"Q6C8E8",-0.24550998899724,0.566415109616181
"Q6C8F1",-0.0263996363010995,0.924707171083889
"Q6C8F2",-0.0814576803617553,0.698317032538674
"Q6C8F8",-0.13815684325705,0.673725378822985
"Q6C8G1",0.460118443440503,0.20738789800919
"Q6C8G2",-0.147323906901752,0.392835628759265
"Q6C8G3",0.0930625915852333,0.829952100754986
"Q6C8G4",-0.445024555044616,0.124062599254581
"A0A371C7C5",0.249352204815351,0.455436099559038
"Q6C866",0.450300202023477,0.529783267594019
"Q6C868",0.0480040203158499,0.627226285166693
"A0A1D8NFP5",-0.517611845176895,0.377026356428641
"A0A1D8NFM8",0.011955944719223,0.979094108291667
"Q6C881",0.276795073959089,0.374448974463299
"Q6C883",0.200774475893315,0.784247701578763
"A0A1D8NFM0",-0.0201220462133506,0.942644286972216
"A0A1H6Q5A6",0.284339062782053,0.266983148784708
"Q6C4U1",0.193079411935547,0.153055359851943
"Q6C4U0",0.216737284526396,0.537321861304679
"B5FVF3",-0.149904425002301,0.554243342819743
"Q6C4T8",0.123628002599259,0.368931087704149
"B5FVF4",0.00396350551832139,0.992715057127035
"Q6C4T6",-0.0271644358202076,0.88312175918371
"Q6C4T5",0.0980829808311059,0.565563561749687
"Q6C4T3",-0.158751937286925,0.412769196081324
"Q6C4T2",0.204295795681392,0.431341335324318
"Q6C4T0",-0.766862023998437,0.266983148784708
"Q6C4S9",0.00753008193810158,0.932607181055983
"Q6C4S8",0.0890125395937213,0.764133260175703
"Q6C4S7",0.206190215673626,0.407547851336939
"Q6C4S5",-0.101259869393059,0.730660732830899
"Q6C4S3",-0.0266480323880561,0.963182137670873
"Q6C4Q8",0.122896429843234,0.266983148784708
"Q6CBW2",-0.312463083565401,0.377006032745006
"Q6CBW1",-0.11331888655934,0.785647012734558
"Q6CBV3",0.00669606350155912,0.953393165873702
"Q6CBV2",-0.203866707015592,0.272756082169045
"Q6CBV0",0.00159137015342394,0.991064833428559
"Q6CBT9",0.00164209983955226,0.995587597807858
"Q6C0F5",-0.196772218839945,0.484385792037156
"Q6C0F4",0.127048445703416,0.537321861304679
"Q6C0F3",0.122867006225893,0.754852302587551
"Q6C0F1",-0.15945748400904,0.748735461457128
"Q6C0F0",-0.123481076198993,0.753191914162141
"Q6C0E5",-0.277269243057984,0.540523309782633
"Q6C0E3",-0.928045147589335,0.150796625963356
"Q6C0E2",-0.394686284779185,0.200370684957873
"Q6C0E1",0.254403366792688,0.483561106739395
"Q6C0D4",-0.124726231460464,0.789348898786949
"Q6C0D3",-0.596602338240939,0.129553915758501
"Q6C0D2",-0.464603588254233,0.225952320238014
"Q6C0C9",0.459165229938776,0.455718741117686
"Q6C0C8",0.0592592494054332,0.710856823045307
"Q6C0C1",-0.303268290190173,0.756879839200193
"Q6C0B7",0.142532202349314,0.658907654528187
"B5RSM2",-0.569114485143581,0.503745303095731
"Q6C0B4",-0.213468265263299,0.310347232096198
"Q6C1A5",-0.856697192920701,0.419707088622701
"Q6C1A6",0.637176067354448,0.419707088622701
"A0A1D8NNY4",0.113072146330372,0.498039825583322
"Q6C1A9",-0.139976969726463,0.396814511520884
"Q6C1B4",-0.0953587351604187,0.734995150356579
"Q6C1B6",-0.193807771975759,0.546875520768521
"Q6C1B7",-0.0258182527927299,0.830347273529302
"Q6C1B8",0.0634706902314662,0.811869845315056
"A0A1D8NNY0",0.181533174583356,0.32154351722067
"Q6C1C3",0.162026492274879,0.755304747744222
"Q6C1C8",0.0147526893257168,0.946401556742707
"Q6C1C9",0.229386270254385,0.464686783194211
"Q6C1D0",0.186410313977504,0.375712692902003
"Q6C1D2",-0.157532350214017,0.543887268833862
"Q6C1D4",0.0360786161956529,0.814113587259543
"Q6C1D8",-0.15960334925822,0.534389936855976
"Q6C1E2",0.3140917377696,0.688368753139912
"Q6C1E6",0.255769061871058,0.338399790433284
"Q6CHV2",0.214777586470197,0.632234063092985
"Q6CHV4",-0.192146295659963,0.380588347273532
"Q6CHV5",0.0898196757119884,0.863986009430221
"Q6CDQ5",-0.0900587674025915,0.600776391181827
"B5FVB9",-0.0676903401418381,0.72403488527975
"Q6CDQ4",0.0387705369013983,0.770622273129146
"Q6CDQ3",-0.181390564438911,0.406982390126584
"Q6CDP4",-0.29576742500377,0.316620400699707
"Q6CDP3",-0.172905684589267,0.719365482699463
"Q6CDP2",-0.202646835583068,0.4704723925644
"Q6CDP1",0.00824646497743519,0.944587353671928
"Q6CDN9",-0.421208445387215,0.126989661486868
"Q6CDN6",-0.0991706429292843,0.482453199653527
"Q6CDN4",0.312634891522984,0.280685646898526
"Q6CDN3",-0.0407710407554434,0.870635269271687
"Q6CDM8",-0.321341582538275,0.30270980208776
"W0TYP5",-0.0806932663117753,0.705194468824461
"A0A371C6L3",-0.110087101419437,0.384867402667843
"Q6CG26",-0.0160045551194484,0.93692621162825
"Q6CG23",0.0387080726324611,0.919242301118683
"Q6CG19",-0.394298294260258,0.0929024174629009
"Q6CG17",0.0210599816197164,0.977861471995229
"Q6CG16",-0.124188921227449,0.789155893499833
"Q6CG15",-0.477711846138292,0.401724958639858
"Q6CG14",-0.333680541101017,0.146648327190056
"Q6CG08",0.159513647300624,0.250719808238439
"A0A1D8N636",-0.141230856044698,0.477860773400678
"Q6CG03",0.356776770096226,0.226602743304831
"Q6CAF1",0.75579592374242,0.543555273262326
"A0A1D8ND20",0.0525472294187692,0.73349239296591
"Q6CAF8",0.0627066827193758,0.658907654528187
"Q6CAF9",-0.0166611516084271,0.963457926585006
"Q6CAG5",-0.0259086644227293,0.928969523146308
"Q6CAG6",0.124053536807349,0.569562679520447
"Q6CAG7",0.403184409321127,0.51369854830226
"Q6CAH0",0.0358163817707219,0.875518149316625
"Q6CAH7",0.104730589166484,0.847874956440494
"Q6CAH9",0.00565554829994403,0.977559899265052
"Q6CBF7",-0.263533193301001,0.408354167364594
"Q6CBG3",-0.376731290994892,0.336414313637018
"Q6CBG4",0.114060607582564,0.50312523481732
"Q6CBG5",-0.137891089341674,0.844451101173476
"Q6CBG8",-0.0459582432851277,0.788117647330226
"Q6CBH0",-0.0800355175414864,0.62534965195638
"Q6CBH1",-0.228191675555872,0.407547851336939
"Q6CBH2",0.295635907561748,0.521314609177264
"Q6CBH7",-0.274455272270764,0.3552880697855
"Q6CBI1",-0.0103591604776123,0.966259440397499
"Q6CBI2",0.303495272196083,0.484715913443897
"Q6CBI6",-0.127853783343557,0.51387632709178
"Q6CBI7",-0.106035583176534,0.652840973334797
"Q6C9W2",-0.00517721659934258,0.989813801785835
"Q6C9W1",0.0739154842830074,0.871180777858574
"Q6C9V6",-0.33696942355467,0.266983148784708
"Q6C9V3",-0.126527923603413,0.241747542522541
"Q6C9V1",-0.168415054090518,0.43392288654657
"Q6C9U9",-0.133373816945356,0.38206854870086
"Q6C9U5",-0.102844055191424,0.542151883358282
"Q6C9U3",0.00950182815333994,0.957460006027963
"Q6C9U0",0.10446392697554,0.349732157094493
"Q6C9T8",0.158261219795052,0.306491199176097
"Q6C9T7",0.106798627193097,0.397468071292345
"Q6C9T6",-0.364568596673039,0.2115523376023
"Q6C9T5",-0.234122326399734,0.635306734477715
"Q6C9T4",-0.295826387695284,0.127941602695276
"Q6C9T1",-0.0882752866337052,0.354866984646535
"B5FVE3",0.0350125268173709,0.921834689849326
"Q6C9S7",0.887179023627567,0.153951196965611
"Q6C9S5",0.168135601691311,0.321083214598068
"Q6C9S3",-0.193766787735468,0.641759984803946
"A0A1D8N4R9",0.0476282631532375,0.629843074416749
"Q6CH05",-0.623149111085723,0.0651309123936489
"Q6CH04",-0.539660567871913,0.407547851336939
"Q6CGZ9",0.0152891794135859,0.949156573912038
"Q6CGZ8",-0.531231061967476,0.198135841142054
"Q6CGZ1",-0.206798104141965,0.621031064286372
"A0A1D8N4U6",-0.104374310533389,0.627390043142729
"Q6C447",-0.251233841004968,0.482453199653527
"Q6C456",-0.270164579484492,0.289826128131574
"Q6C464",-0.137845784915251,0.432432975040433
"Q6C465",-0.350937182108282,0.111349474968057
"Q6C468",0.10055995549053,0.652508978211295
"Q6C470",-0.331433999598301,0.161489893232464
"Q6C472",-0.0960981661364229,0.767502580184525
"Q6C474",-0.0424705901684574,0.873906200383732
"Q6C477",0.0324908840363228,0.693190205985057
"Q6C478",0.370762966202752,0.225952320238014
"Q6C483",-0.943589772972068,0.266983148784708
"B5FVF8",0.140318686150365,0.755070831536574
"Q6C484",0.0321678354472359,0.852660867616848
"Q6C485",-0.23587360421812,0.563884517805113
"Q6C487",0.421326133292164,0.0929024174629009
"Q6CCJ7",-0.15759523787275,0.517529204706371
"Q6CCJ8",-0.218895526384399,0.263374482521605
"Q6CCJ9",-0.103420698032352,0.867046228023011
"Q6CCK0",0.0375623120622701,0.778421200106846
"Q6CCK1",0.191441692435055,0.272756082169045
"Q6CCL0",-0.204544524514933,0.726359405550435
"A0A1H6PJB6",-0.0475247896213859,0.906310159981447
"Q6CCL2",0.23217661368046,0.346577759171831
"Q6C949",0.194032351600389,0.429707089923709
"Q6C945",-0.039554014951015,0.652761851160508
"Q6C942",-0.0549984799840162,0.724894005593141
"Q6C940",-0.199653552794606,0.599120882225001
"Q6C939",-0.289966036382002,0.415854651894323
"Q6C936",0.0275903477308811,0.832337451372287
"Q6C932",-0.0283383068481194,0.872312242067884
"Q6C927",-0.188915800633543,0.325539108340916
"Q6C924",0.182282431793359,0.538965243881945
"A0A1D8NEM8",-0.0703900112664091,0.65012657094961
"Q6C921",-0.230836819046198,0.322930934591762
"Q6C919",-0.146412212944511,0.85058180240854
"Q6CC12",0.0672990992646636,0.684246148300195
"A0A1H6Q4Z5",0.150202543792148,0.635016099152479
"Q6CC02",-0.218697236527516,0.370874639156957
"Q6C4P8",-0.392437795078383,0.148844725175016
"Q6C4P7",0.137627563817582,0.678644295704404
"Q6C4P6",-0.0962110037247106,0.837869371137059
"Q6C4P5",0.186880576370688,0.637467256604349
"Q6C4P4",0.224591689971319,0.408354167364594
"Q6C4P3",0.166887592993062,0.368931087704149
"Q6C4P2",-0.0971983758355396,0.712867529390035
"A0A1D8NJY3",0.0404684519653501,0.646627494417801
"A0A1D8NJW4",-0.0477886845787172,0.799955088758548
"Q6C4N9",-0.0585624080517047,0.299310434468751
"Q6C4N8",-0.517683744196588,0.365378352414486
"Q6C4N7",-0.184115809188515,0.86585600459183
"A0A371C5K6",0.52120977186593,0.487025502564612
"Q6C4N4",0.160862326775962,0.479837158961047
"Q6C4N2",-0.251905526436399,0.169735373593447
"Q6C4M6",0.427148373533771,0.179362120746853
"Q6CGR9",-0.0584267866994306,0.629916359151567
"Q6CGT5",-0.346334848857637,0.310867551071575
"Q6CGU2",0.0569920597796894,0.67623883286748
"Q6CGU5",-0.195730670826639,0.419707088622701
"Q6C4Z8",0.111799632073144,0.635016099152479
"Q6C4Z7",0.120129701539097,0.821626886467503
"Q6C4Z5",-0.0984555432663166,0.692398281955082
"Q6C4Z2",0.262764308274761,0.211766566841515
"Q6C4Y7",-0.0304473633302977,0.850866640740649
"Q6C4Y3",0.0122927345410172,0.965371541308354
"Q6C4Y2",-0.257259411637524,0.249130577894245
"Q6C4Y0",-0.411331319848841,0.556453653507124
"A0A1D8NJK5",-0.312977602667564,0.537124421581865
"Q6C4X6",-0.0700087763523158,0.678541499071098
"Q6C4X4",-0.00230028180709696,0.98539205476484
"Q6C4W7",0.0125891076666565,0.984915604028588
"B5FVF1",0.134744028596355,0.724894005593141
"Q6CBW7",-0.410882876698091,0.139261416054606
"Q6CBX5",0.0838116685372553,0.637022791499109
"Q6CBX7",-0.087397918709996,0.542151883358282
"Q6CBY1",-0.0633473864215195,0.342339174638951
"Q6CBY2",0.0265697199284683,0.635016099152479
"A0A1D8NB59",0.221648301452972,0.420490121627798
"Q6CBY7",-1.45190322178448,0.0625041895392184
"Q6CBZ2",-0.201930379533,0.545368664397632
"Q6C6P5",0.542900135325435,0.221849611847055
"Q6C6P3",-0.109515206506184,0.537381262063594
"Q6C6P1",-0.475783805821967,0.156303647995655
"Q6C6N8",-0.617890110345319,0.0626484816958688
"Q6C6N5",0.473381632920451,0.516134091310871
"Q6C3F7",-0.143109083551593,0.869198275412564
"Q6C3F6",-0.0498183140564771,0.761397995505339
"Q6C3F5",-0.12802164661328,0.882120742999428
"Q6C3F3",-0.95392662383791,0.501236298254552
"Q6C3F2",0.281513441491495,0.380588347273532
"Q6C3F1",-0.0121593322413874,0.962860377863143
"A0A371C543",-0.186557968216346,0.561682963817905
"A0A1D8NLC7",-0.386601706021421,0.430448058506667
"A0A1D8NLD8",-0.0201230741468025,0.958423155692328
"Q6C1G7",0.63556664215191,0.259192706167795
"Q6C1G5",-0.156218913172485,0.370293866756711
"Q6C1G4",-0.130159982607304,0.408354167364594
"Q6C1F9",0.0382845646686748,0.942141334364541
