"Name","Genes (tot)","Stat (dist.dir.up)","p (dist.dir.up)","p adj (dist.dir.up)","Stat (dist.dir.dn)","p (dist.dir.dn)","p adj (dist.dir.dn)","Stat (non-dir.)","p (non-dir.)","p adj (non-dir.)","Genes (up)","Stat (mix.dir.up)","p (mix.dir.up)","p adj (mix.dir.up)","Genes (down)","Stat (mix.dir.dn)","p (mix.dir.dn)","p adj (mix.dir.dn)"
"propionate catabolic process, 2-methylcitrate cycle [GO:0019629]",3,0.043233,0.035796,0.17705,0.95677,0.9644,1,0.086467,0.50595,0.86634,3,0.086467,0.40666,0.91342,0,NA,NA,NA
"lipid storage [GO:0019915]",4,0.74999,0.76902,1,0.25001,0.23108,0.64071,2.0625e-05,0.10559,0.27604,1,3.0383e-33,0.33197,0.82841,3,2.75e-05,0.26427,0.70611
"triglyceride biosynthetic process [GO:0019432]",5,0.79999,0.87471,1,0.20001,0.12539,0.40975,1.65e-05,0.061794,0.19605,1,3.0383e-33,0.33197,0.82841,4,2.0625e-05,0.15608,0.55605
"CTP biosynthetic process [GO:0006241]",11,0.68176,0.80152,1,0.31824,0.19858,0.59724,0.11768,0.44136,0.79968,3,0.048862,0.33677,0.82841,8,0.14349,0.69573,0.9796
"'de novo' L-methionine biosynthetic process [GO:0071266]",3,0.33321,0.14589,0.46837,0.66679,0.85431,1,0.00024706,0.21128,0.48942,2,1e-100,0.042496,0.22158,1,0.00074117,0.65283,0.9796
"transsulfuration [GO:0019346]",5,0.59993,0.53335,0.97602,0.40007,0.46675,1,0.00014824,0.070293,0.20099,2,1e-100,0.042496,0.22158,3,0.00024706,0.28037,0.73759
"cysteine biosynthetic process from serine [GO:0006535]",3,1,0.961,1,1.0513e-07,0.039096,0.19874,2.1026e-07,0.15748,0.37428,0,NA,NA,NA,3,2.1026e-07,0.23388,0.66655
"phosphatidylinositol dephosphorylation [GO:0046856]",13,0.59091,0.55964,0.99432,0.40909,0.44046,0.9951,0.63412,1,1,4,0.7009,0.9993,1,9,0.60444,1,1
"autophagosome-lysosome fusion [GO:0061909]",4,0.55052,0.49635,0.9175,0.44948,0.50375,1,0.77244,0.9999,1,1,0.74697,0.94121,1,3,0.78094,0.9998,1
"cytidine deamination [GO:0009972]",4,0.53951,0.48615,0.90781,0.46049,0.51395,1,0.32992,0.91161,1,2,0.40895,0.85701,1,2,0.2509,0.79512,0.98526
"dUMP biosynthetic process [GO:0006226]",3,0.91637,0.87821,1,0.083632,0.12249,0.40755,0.16726,0.62354,0.96965,0,NA,NA,NA,3,0.16726,0.70633,0.9796
"ceramide catabolic process [GO:0046514]",6,0.55754,0.47895,0.90359,0.44246,0.52115,1,0.56006,0.9991,1,4,0.75636,0.9999,1,2,0.16746,0.74473,0.9796
"adenosine 5'-(hexahydrogen pentaphosphate) catabolic process [GO:1901911]",4,0.30353,0.14309,0.46837,0.69647,0.85701,1,0.26626,0.84722,1,3,0.24888,0.70043,1,1,0.3184,0.87371,1
"diadenosine hexaphosphate catabolic process [GO:1901909]",4,0.30353,0.14309,0.46837,0.69647,0.85701,1,0.26626,0.84722,1,3,0.24888,0.70043,1,1,0.3184,0.87371,1
"diadenosine pentaphosphate catabolic process [GO:1901907]",4,0.30353,0.14309,0.46837,0.69647,0.85701,1,0.26626,0.84722,1,3,0.24888,0.70043,1,1,0.3184,0.87371,1
"diphosphoinositol polyphosphate metabolic process [GO:0071543]",4,0.30353,0.14309,0.46837,0.69647,0.85701,1,0.26626,0.84722,1,3,0.24888,0.70043,1,1,0.3184,0.87371,1
"inositol phosphate catabolic process [GO:0071545]",6,0.38552,0.17238,0.53468,0.61448,0.82772,1,0.21246,0.78022,1,4,0.23763,0.73253,1,2,0.16212,0.74273,0.9796
"intracellular phosphate ion homeostasis [GO:0030643]",6,0.38552,0.17238,0.53468,0.61448,0.82772,1,0.21246,0.78022,1,4,0.23763,0.73253,1,2,0.16212,0.74273,0.9796
"polyphosphate catabolic process [GO:0006798]",4,0.30353,0.14309,0.46837,0.69647,0.85701,1,0.26626,0.84722,1,3,0.24888,0.70043,1,1,0.3184,0.87371,1
"inositol phosphate biosynthetic process [GO:0032958]",8,0.37693,0.11439,0.45507,0.62307,0.88571,1,0.16452,0.65633,0.973,5,0.1347,0.42776,0.93213,3,0.21421,0.78702,0.98526
"amino acid catabolic process to alcohol via Ehrlich pathway [GO:0000947]",3,0.99386,0.93441,1,0.00614,0.065693,0.25046,0.01228,0.32577,0.64799,0,NA,NA,NA,3,0.01228,0.39626,0.88686
"formaldehyde catabolic process [GO:0046294]",3,0.99386,0.93441,1,0.00614,0.065693,0.25046,0.01228,0.32577,0.64799,0,NA,NA,NA,3,0.01228,0.39626,0.88686
"furaldehyde metabolic process [GO:0033859]",3,0.99386,0.93441,1,0.00614,0.065693,0.25046,0.01228,0.32577,0.64799,0,NA,NA,NA,3,0.01228,0.39626,0.88686
"tetrahydrofolate interconversion [GO:0035999]",5,0.8,0.88901,1,0.2,0.11939,0.40755,4.721e-32,0.016898,0.11453,1,2.3605e-31,0.33637,0.82841,4,1e-100,0.045295,0.30982
"fructose metabolic process [GO:0006000]",3,0.52932,0.41996,0.86059,0.47068,0.58014,1,0.27469,0.80582,1,1,1e-100,0.19878,0.60462,2,0.41204,0.91061,1
"glucose metabolic process [GO:0006006]",4,0.6985,0.66933,1,0.3015,0.33077,0.82918,0.10301,0.47145,0.82958,1,1e-100,0.19878,0.60462,3,0.13735,0.66543,0.9796
"fructose 1,6-bisphosphate metabolic process [GO:0030388]",3,0.33233,0.14169,0.46837,0.66767,0.85841,1,0.20843,0.71253,1,2,0.15482,0.60514,1,1,0.31567,0.85731,1
"fructose 6-phosphate metabolic process [GO:0006002]",4,0.49925,0.34397,0.79678,0.50075,0.65613,1,0.15633,0.60664,0.96535,2,0.15482,0.60514,1,2,0.15783,0.72183,0.9796
"malate metabolic process [GO:0006108]",6,0.16852,0.014799,0.10416,0.83148,0.9853,1,0.003706,0.079492,0.2238,5,0.0044471,0.076992,0.34035,1,1e-100,0.47195,0.88686
"pentose-phosphate shunt, oxidative branch [GO:0009051]",3,1,1,1,1e-100,0.030397,0.16361,1e-100,0.042896,0.157,0,NA,NA,NA,3,1e-100,0.10669,0.43438
"L-proline biosynthetic process [GO:0055129]",3,1,1,1,1e-100,0.030397,0.16361,1e-100,0.042896,0.157,0,NA,NA,NA,3,1e-100,0.10669,0.43438
"glycerol-3-phosphate metabolic process [GO:0006072]",3,0.76407,0.78822,1,0.23593,0.21198,0.60613,0.1948,0.66073,0.973,1,0.58441,0.85921,1,2,1e-100,0.21768,0.6309
"NADH oxidation [GO:0006116]",3,0.76407,0.78822,1,0.23593,0.21198,0.60613,0.1948,0.66073,0.973,1,0.58441,0.85921,1,2,1.3633e-26,0.25347,0.688
"adenine biosynthetic process [GO:0046084]",3,0.76586,0.78952,1,0.23414,0.21088,0.60613,0.19838,0.66993,0.973,1,0.59513,0.86301,1,2,1e-100,0.21768,0.6309
"2-oxoglutarate metabolic process [GO:0006103]",6,0.16574,0.011199,0.084904,0.83426,0.989,1,0.0018508,0.066593,0.19605,5,5.0004e-48,0.0035996,0.065693,1,0.011105,0.69433,0.9796
"hydrogen peroxide metabolic process [GO:0042743]",6,0.16574,0.011199,0.084904,0.83426,0.989,1,0.0018508,0.066593,0.19605,5,5.0004e-48,0.0035996,0.065693,1,0.011105,0.69433,0.9796
"isoleucine catabolic process [GO:0006550]",6,0.16574,0.011199,0.084904,0.83426,0.989,1,0.0018508,0.066593,0.19605,5,5.0004e-48,0.0035996,0.065693,1,0.011105,0.69433,0.9796
"L-leucine catabolic process [GO:0006552]",7,0.14248,0.0039996,0.040449,0.85752,0.9961,1,0.0024154,0.051195,0.1837,6,0.00096717,0.030097,0.22158,1,0.011105,0.69433,0.9796
"L-serine biosynthetic process [GO:0006564]",8,0.37431,0.10659,0.44331,0.62569,0.89361,1,0.0013881,0.029697,0.157,5,5.0004e-48,0.0035996,0.065693,3,0.0037016,0.34097,0.85743
"pyruvate metabolic process [GO:0006090]",9,0.33395,0.059794,0.27356,0.66605,0.94031,1,0.0037045,0.029297,0.157,6,0.003706,0.045195,0.22754,3,0.0037016,0.34097,0.85743
"valine catabolic process [GO:0006574]",6,0.16574,0.011199,0.084904,0.83426,0.989,1,0.0018508,0.066593,0.19605,5,5.0004e-48,0.0035996,0.065693,1,0.011105,0.69433,0.9796
"GTP biosynthetic process [GO:0006183]",10,0.74993,0.89971,1,0.25007,0.10039,0.36743,0.12945,0.50655,0.86634,2,0.073293,0.49965,0.94739,8,0.14349,0.69573,0.9796
"glyoxylate cycle [GO:0006097]",3,9.8531e-70,0.0022998,0.032022,1,1,1,1.9706e-69,0.060694,0.19605,3,1.9706e-69,0.022498,0.19322,0,NA,NA,NA
"L-serine catabolic process [GO:0006565]",3,0.33372,0.20978,0.59984,0.66628,0.79082,1,0.0007757,0.23068,0.52116,2,0.0011635,0.29957,0.80995,1,1e-100,0.47195,0.88686
"GDP-mannose biosynthetic process [GO:0009298]",3,1,1,1,1e-100,0.030397,0.16361,1e-100,0.042896,0.157,0,NA,NA,NA,3,1e-100,0.10669,0.43438
"inositol metabolic process [GO:0006020]",5,0.60835,0.59514,1,0.39165,0.40496,0.92634,0.14639,0.57764,0.93547,2,0.20387,0.63034,1,3,0.10808,0.63984,0.9796
"mitotic spindle assembly [GO:0090307]",4,0.51044,0.43456,0.86059,0.48956,0.56554,1,0.18299,0.66473,0.973,2,0.20387,0.63034,1,2,0.16212,0.74273,0.9796
"regulation of bipolar cell growth [GO:0051516]",4,0.51044,0.43456,0.86059,0.48956,0.56554,1,0.18299,0.66473,0.973,2,0.20387,0.63034,1,2,0.16212,0.74273,0.9796
"regulation of mitotic spindle elongation (spindle phase three) [GO:0110162]",4,0.51044,0.43456,0.86059,0.48956,0.56554,1,0.18299,0.66473,0.973,2,0.20387,0.63034,1,2,0.16212,0.74273,0.9796
"isopentenyl diphosphate biosynthetic process, mevalonate pathway [GO:0019287]",6,1,0.9982,1,6.1673e-07,0.0018998,0.038629,1.2335e-06,0.023198,0.14107,0,NA,NA,NA,6,1.2335e-06,0.063894,0.39021
"nucleotide metabolic process [GO:0009117]",5,0.23037,0.054695,0.25664,0.76963,0.94541,1,0.34532,0.9522,1,4,0.25378,0.75882,1,1,0.71145,0.94951,1
"CTP metabolic process [GO:0046036]",9,0.49183,0.31457,0.74761,0.50817,0.68553,1,0.36546,0.9896,1,4,0.26777,0.77932,1,5,0.44361,0.9932,1
"UDP catabolic process [GO:0006256]",9,0.49183,0.31457,0.74761,0.50817,0.68553,1,0.36546,0.9896,1,4,0.26777,0.77932,1,5,0.44361,0.9932,1
"purine nucleotide biosynthetic process [GO:0006164]",5,1,1,1,1e-100,0.0032997,0.05032,1e-100,0.0056994,0.054895,0,NA,NA,NA,5,1e-100,0.025597,0.23038
"DNA damage response [GO:0006974]",9,0.72215,0.84932,1,0.27785,0.15078,0.47575,0.14383,0.57164,0.93547,2,0.073293,0.49965,0.94739,7,0.16398,0.75712,0.98082
"L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]",3,0.33148,0.14079,0.46837,0.66852,0.85951,1,0.0037016,0.26987,0.57426,2,1e-100,0.042496,0.22158,1,0.011105,0.69433,0.9796
"protein autoprocessing [GO:0016540]",3,0.99455,0.93561,1,0.0054465,0.064494,0.25046,0.010893,0.31917,0.64799,0,NA,NA,NA,3,0.010893,0.38836,0.88686
"deoxyribonucleotide biosynthetic process [GO:0009263]",4,0.99971,0.9795,1,0.00028997,0.020598,0.16361,0.00057995,0.13819,0.34641,0,NA,NA,NA,4,0.00057995,0.18838,0.6309
"deoxyribonucleoside triphosphate catabolic process [GO:0009204]",4,0.12689,0.029597,0.1593,0.87311,0.9705,1,0.25378,0.82942,1,4,0.25378,0.75882,1,0,NA,NA,NA
"nucleoside triphosphate catabolic process [GO:0009143]",4,0.12689,0.029597,0.1593,0.87311,0.9705,1,0.25378,0.82942,1,4,0.25378,0.75882,1,0,NA,NA,NA
"methane catabolic process [GO:0046188]",3,0.99386,0.93441,1,0.00614,0.065693,0.25046,0.01228,0.32577,0.64799,0,NA,NA,NA,3,0.01228,0.39626,0.88686
