"UniProt_Entry","log2FC_OBEn_vs_PARn","adj_p_value_OBEn_vs_PARn"
"Q6C421",-0.278086504864111,0.164014995113054
"A0A1D8NKP0",-0.599824208672216,0.0599608981544902
"Q6C416",-0.58502789036321,0.377142536516928
"B5FVF9",0.575052502149592,0.109078548747345
"Q6C415",0.588956087906314,0.101279711886233
"Q6C410",-0.410833323901933,0.342106748848445
"Q6C409",-0.157201845488879,0.584129201177317
"Q6C403",0.574420683353873,0.129776601399521
"Q6C402",-0.390465219471205,0.379224844033858
"Q6C400",-0.225796171879717,0.343522265296717
"Q6C3Z7",-0.459082554802587,0.435111151070927
"Q6C3Z4",-0.0618801590272305,0.732129164802744
"Q6C3Y7",-1.99320832294853,0.0758200860082864
"Q6C3Y0",-0.281133271305147,0.329766353502723
"Q6C3X8",-0.307079796329805,0.295218857747365
"Q6C3X4",-0.0374760054785815,0.491730397333461
"Q6CA82",-0.587564955473642,0.427927104376092
"Q6CA81",1.45866746326108,0.119154737143946
"Q6CA78",0.0636832476495845,0.768192646431506
"Q6CA73",0.715110946501905,0.135342230999075
"Q6CA72",-0.494530455381551,0.14323858263867
"Q6CGE0",-0.0707690470664974,0.778709589158113
"Q6CGE9",0.128566426987717,0.707807032569406
"Q6CGF0",-0.534170478824133,0.0864163017210311
"Q6CGF3",-0.144727817113623,0.707178581609549
"Q6CGF4",0.350968872131169,0.230093803834713
"Q6CGF5",-0.0346953128671822,0.896382458934372
"Q6CGG6",-0.954528337589095,0.238056126113403
"Q6CGI0",0.0641635278857448,0.704853348266013
"Q6CGI4",-0.769923822407828,0.13448657315194
"Q6CGI5",0.298225850226774,0.565866560557991
"Q6CGI6",-0.633735683850741,0.169762673029361
"Q6CGI9",0.788714855601303,0.13838767022826
"Q6CGJ1",-0.528825180837124,0.407644150922301
"Q6CGJ4",-0.161946202294069,0.683036701918474
"Q6CGJ6",-0.223481181263846,0.451535027536167
"Q6CGK2",-0.16037571460707,0.60371436901759
"Q6CGK3",-0.212017974477765,0.097826277698563
"Q6C5J0",0.594390033102296,0.236264539705767
"Q6C5J1",0.210267856540086,0.664983947563251
"Q6C5J7",-0.626144766707445,0.137447750611536
"Q6C5J8",-0.445902552171035,0.11343450507269
"Q6C5K0",-0.649427641721955,0.0745434307621412
"Q6C5K3",-0.334382324217129,0.306882114105201
"Q6C5K5",0.0298016355322642,0.924019822280112
"Q6C5L2",-0.184623020007519,0.347483187397842
"Q6C5L9",0.191079534432263,0.622658316778619
"Q6C5M3",0.270597990514789,0.334540042432172
"Q6C5M4",-0.1210630210919,0.628866612887352
"Q6C5N0",0.232722235949151,0.475162207721859
"Q6C5N2",-0.757538459226285,0.16608748022312
"Q6C5P1",-0.478912303101642,0.137304405515339
"Q6C5P6",-0.814436222570638,0.200063245471641
"Q6C5P7",-0.392465148716022,0.602798486112216
"A0A1D8NIN0",-0.352485736250189,0.309739367972644
"Q6C5Q2",1.09073681496882,0.599914092006312
"Q6C5Q3",-0.139451009398478,0.455465051396624
"Q6C5Q6",0.395665549344347,0.118283573187349
"Q6CC50",-0.479294664803955,0.241613769454166
"Q6CC63",0.355650252097527,0.137447750611536
"Q6CC67",-0.947947055305942,0.109078548747345
"Q6CC71",-0.160692261631318,0.683853960223002
"Q6CC75",0.213268909202058,0.340396181273324
"Q6CC78",-0.0591346695404047,0.628220086457978
"Q6CC83",0.845014348929878,0.0955962248299278
"Q6CC85",0.0220992060284164,0.921048716170473
"Q6CC87",-0.413807831717418,0.339642540637079
"Q6CC86",0.0991968947636493,0.843306440594899
"Q6CFQ3",-0.116286923940488,0.523192311733356
"Q6CFQ4",-0.408329144994407,0.0758200860082864
"Q6CFQ7",-0.923864719411384,0.162397733044636
"Q6C243",-0.630684437076235,0.101279711886233
"Q6C242",-0.15893879741776,0.248604536921741
"Q6C237",-0.381201819424677,0.388887301366789
"Q6C231",-0.449828780867771,0.615454780812951
"Q6C228",-1.2851057653221,0.101279711886233
"Q6C224",-0.0728772907876227,0.622658316778619
"Q6C219",-0.908439341571255,0.200110149101135
"Q6C211",-0.0162498976149581,0.777267108072945
"Q6C1Z7",0.519074154224331,0.173921360977171
"Q6C1Z5",0.222344013134453,0.192914351355125
"Q6C1Z4",-0.477560285853931,0.455675468271323
"Q6C1Z1",-1.03523445174559,0.532605943460414
"Q6C1Z0",-0.263035110847503,0.218634612834653
"Q6C1Y6",-1.38571404038671,0.220610025213891
"Q6C6P6",-0.341604849707611,0.10563105901935
"A0A1H6PYE9",-0.11297615447156,0.604566522741791
"Q6C6Q2",0.35423371688597,0.307317535724075
"Q6C6Q6",-0.849421656044387,0.0879522404017445
"Q6C6Q8",-0.227784480893644,0.386176818796363
"Q6C6R2",-0.389314063276255,0.22812209697629
"Q6C6S6",-0.73131905590802,0.13444220920161
"Q6C6S7",-0.232847386865986,0.416708679988755
"Q6C6T3",-0.537588937065264,0.0879522404017445
"Q6C6T4",-0.319722007331347,0.1009407672163
"Q6C6T6",0.356496909011434,0.0758200860082864
"Q6C6T9",-0.0503424195179489,0.836668590628084
"Q6C6U2",-1.7303491233229,0.555854398017847
"Q6C6U5",-0.47056892112566,0.491671987186718
"Q6C6V0",0.29301221960853,0.278057432902754
"Q6C6V1",-0.293983158336328,0.111228089544225
"Q6C6V2",-0.111183427590518,0.732129164802744
"Q6C6V5",-0.664118394377155,0.0979280554524763
"Q6C6V6",1.13548747444146,0.069627204419187
"Q6C3H1",-0.386849920518007,0.0525176777601406
"Q6C3H2",-0.544998017749975,0.254049189579681
"Q6C3H3",0.482627163157137,0.27597599141252
"B5FVG8",-0.330124224216191,0.104118978431547
"Q6C3H4",-0.0851919695818332,0.380700747557789
"Q6C3H5",1.0200357680308,0.125017795957736
"Q6C3I3",0.132423258182432,0.605433934115137
"Q6C3I5",-0.980097454543194,0.214888816731554
"Q6C3J8",-0.202992405034324,0.811018816864039
"Q6C3J9",-1.0748792006981,0.0435302559609996
"Q6C3K0",0.0307293013778943,0.906642967250647
"Q6C3K1",0.0237649749223374,0.807738689095356
"Q6C3K3",-0.104792167988383,0.843648772842105
"Q6C3K4",-0.81032878441946,0.1009407672163
"Q6C3K8",-0.135287896373353,0.84120920063576
"Q6C3L8",-0.753422970821806,0.248604536921741
"F2Z6C2",-0.147493054685546,0.657580727981554
"Q6C0M3",0.0457378023392512,0.72910768825033
"Q6C0M0",-1.14378906120443,0.0879522404017445
"Q6C0L9",-0.301438027921163,0.380409737949581
"Q6C0L8",-0.643217236608667,0.192583071051367
"Q6C0L5",-0.17385007566606,0.191266453420816
"Q6C0L1",-0.59056552913717,0.147135950351004
"Q6C0K3",0.556788728017543,0.444592995128892
"Q6C0J5",-0.218642344317606,0.278936696298968
"Q6C0J4",-1.15059555343317,0.121221140252093
"Q6C0J3",1.08005729595788,0.121221140252093
"Q6C0J1",-0.911122266480495,0.261542906679592
"Q6C0J0",-0.795060343516724,0.185095563664695
"Q6C0I6",-0.793625638122123,0.164804388310309
"Q6C0I5",-0.401650223635346,0.0882151718907874
"Q6C0I4",-0.644703993026982,0.132584773001446
"Q6C0H9",0.549333722636012,0.162079223200173
"Q6C0H5",-1.10872417484723,0.16159598008875
"Q6C0H1",0.128261674698504,0.402395206353851
"Q6C0G8",-0.215928837885082,0.838147414557681
"Q6C0G4",-0.261847192233903,0.173124865474152
"Q6C0G2",-0.0359656066518855,0.919219379611403
"Q6C0G0",-0.164246982078018,0.476018669418769
"Q6C0F8",0.0600050474921679,0.89825490626372
"Q6C0F7",-0.358476968772414,0.297843664937282
"Q6C026",-0.0730421652468101,0.89825490626372
"Q6C028",0.897881977800396,0.307128703711389
"Q6C029",0.667774669098796,0.144088863621948
"Q6C034",0.478388314087051,0.400734193144385
"Q6C037",0.519391321254894,0.307317535724075
"Q6C041",-0.523199518853283,0.455055208455365
"Q6C043",-1.02520770085412,0.151798618231434
"Q6C047",0.0729108609865459,0.77230787809493
"Q6C048",0.204418304110038,0.474575699778215
"A0A1D8NQ98",-0.288195842443098,0.097826277698563
"Q6C058",0.567568037907457,0.0932234496031426
"Q6C064",-0.20836209407364,0.655566373909197
"Q6C067",0.163128491948325,0.451465922722753
"Q6C068",0.0686334098188405,0.850069526928831
"Q6C072",0.592419551159224,0.125017795957736
"Q6C077",0.207780213369281,0.307128703711389
"Q6C081",-0.227076667381707,0.777510252534073
"Q6C084",0.0895469118579262,0.873006127325074
"Q6C491",0.510803196213249,0.243389690958458
"A0A1D8NKE1",0.0392197282418768,0.815873818703557
"Q6C495",-0.923769870249148,0.162403220259268
"Q6C497",-1.44563600913426,0.479201025075376
"Q6C4A1",-0.298623984333895,0.328606470107631
"Q6C4A4",-0.110205351488156,0.382074264573375
"Q6C4A6",-0.349431383146731,0.171020158026605
"Q6C4A8",0.322290231954324,0.197987241483754
"Q6C4B2",-0.281814527823344,0.192914351355125
"Q6C4B3",-0.929462422628378,0.490352839456503
"A0A371CB60",-0.313234597919985,0.495136951081891
"Q6C4B7",-0.406207929174404,0.119154737143946
"Q6C4B8",0.196955924897294,0.596710292929015
"Q6C4C4",0.369899310651005,0.223475968000596
"A0A1D8NK96",-0.0183303567974837,0.928078276394184
"Q6C4C8",-0.247271987840695,0.385123487610466
"Q6C4D1",0.462094377505431,0.183010733114413
"Q6C4D5",-0.30437956825658,0.338475881764778
"Q6C4D8",0.0980883009227904,0.645236038400982
"B5FVF6",0.508628486952482,0.307128703711389
"Q6C4E0",-0.122372064421003,0.599798205346129
"Q6C4E1",1.31469401183332,0.119154737143946
"Q6C4E9",-0.0529659545996884,0.54466905220831
"Q6C697",-0.43830305936602,0.462323693286458
"W0TYM5",0.899535727250638,0.16608748022312
"Q6C696",0.528924137182612,0.323252319989301
"Q6C695",0.251239098980804,0.391787434617031
"Q6C690",-0.255135910351369,0.306311369787054
"Q6C679",-0.296112956524022,0.734392027829149
"Q6C676",-0.211029511567405,0.242854508497
"Q6C675",-2.2537030213665,0.221134059744638
"Q6C666",-1.79173982246912,0.231337185201494
"Q6C660",-0.5435851100457,0.377782086575836
"Q6C658",-0.393276515579394,0.245271948615895
"Q6C657",-0.399913066636665,0.151119982200261
"Q6C653",0.0787779404904727,0.753542484701806
"Q6C651",-0.833489800188022,0.173419394522778
"Q6C648",0.0800461032957559,0.757767014083852
"Q6C647",-0.25267591845675,0.313359621446923
"Q6C643",0.0138370930907196,0.906262275478205
"Q6C642",-0.145633259077742,0.452818385206568
"Q6C641",-0.614122749659845,0.115825917735927
"A0A371CBM7",-0.0381467118406406,0.93089933549741
"Q6CA83",-0.551287414582961,0.0879522404017445
"Q6CA88",-0.456418462512679,0.269367781390443
"Q6CA89",0.161290933063735,0.397667983448938
"Q6CA90",-0.688183688843297,0.0673488422698846
"Q6CA92",0.78392841984168,0.121221140252093
"Q6CA94",-0.0677830082804276,0.895123441431736
"Q6CA96",1.22914021030256,0.128001745309311
"Q6CA97",-0.419744912569259,0.169357691211104
"Q6CA98",-0.0743944288529656,0.71248940544331
"Q6CA99",-0.505376604755725,0.115690151064557
"Q6CAB2",-0.816525419344867,0.388887301366789
"Q6CAB3",0.0829513585500389,0.846426841989394
"Q6CAB6",0.107199177988865,0.762519336014974
"Q6C6L7",0.298071892878099,0.481069600931329
"Q6C6L3",-0.865625262374664,0.16035373210018
"Q6C6L0",0.21079552288249,0.487068431530158
"Q6C6K8",-0.416481225347083,0.162152145626443
"Q6C6K5",0.132128490118704,0.707543411534826
"Q6C6K4",-0.355164446478755,0.672435874492971
"Q6C6J7",-0.767291543310337,0.0724524036724662
"Q6CI26",-0.20352505589994,0.167030018136133
"A0A1D8N3G8",1.13293205049735,0.236714211365777
"Q6CI10",0.66317928391855,0.122220479816196
"Q6CI09",0.718217320101842,0.112298832077549
"A0A1D8N3I3",0.0962321207297332,0.806299045447527
"Q6CI04",-0.26402742301552,0.656102441048854
"Q6CI02",-0.635907768068105,0.101913494089161
"Q6CHZ9",0.218302117501149,0.138461105252321
"A0A1D8N3L6",-0.728453403938289,0.0840528687596646
"Q6CHZ7",-0.145684778585752,0.16503214766698
"Q6C2X7",0.448234602816269,0.095268725616673
"Q6C2X4",-0.00918061414159015,0.814299569306457
"Q6C2X2",0.531484252141039,0.254049189579681
"Q6C2W9",0.0778742555793203,0.651666456358198
"Q6C2W7",-0.159955949330252,0.34205868745176
"Q6C2W6",-0.204845299448145,0.595392037841871
"Q6C2W3",-0.368500363139975,0.332187581021812
"Q6C2W1",0.00278268411438645,0.993398485368026
"Q6C2V4",-0.00806975101535421,0.977984705459615
"Q6C2U9",-0.0916068394953388,0.728484682932831
"Q6C2U7",-0.203903918650835,0.538205334852149
"Q6C2U1",1.15241916998052,0.151798618231434
"Q6C2T6",-0.23786583517314,0.356938494744162
"Q6C2T5",0.638474203034621,0.187059117363536
"Q6C2T3",-0.993596547591819,0.419005040170846
"Q6CCG7",0.311740050864912,0.110297813069831
"Q6CCG2",-0.500655158223075,0.118283573187349
"Q6CCG1",-0.167170500687215,0.487008321328591
"Q6CCG0",0.203370955639092,0.676934916477203
"Q6CCE8",-0.681178389955104,0.563353739420989
"Q6CCE7",0.0453776730245718,0.958677521829184
"Q6CCE3",0.81837108120105,0.142162628406666
"Q6CCE1",-0.585172130991732,0.233891680096137
"Q6CCE0",-0.531332072294777,0.224315360625638
"Q6CCD9",0.0333985060629304,0.934225864692226
"Q6C854",-0.418829279197254,0.10715247817955
"Q6C853",-0.0935119589330419,0.651181323282859
"Q6C851",-0.075004592413617,0.89825490626372
"Q6C850",-0.607931974293838,0.121221140252093
"A0A1D8NFT0",-0.276908865983983,0.645236038400982
"Q6C848",-0.620480579413689,0.0758200860082864
"Q6C845",0.085575879102229,0.934177287504822
"Q6C844",-0.357549136465164,0.102697206547164
"Q6C836",0.00360924848994953,0.96205104164038
"Q6C829",-0.439784342925151,0.38313143837875
"Q6C215",-0.0287549721997237,0.960749813029993
"Q6CCM5",1.12100920462948,0.111287097182721
"Q6CCM7",0.738266687036048,0.14323858263867
"Q6CCM8",0.0304785731585144,0.607642381025824
"Q6CCN1",0.377064009841672,0.252477965561032
"Q6CCN2",0.0913817714984575,0.863801391652442
"Q6CCN3",-0.680335436529428,0.267294056096508
"Q6CCN7",-0.406108363142521,0.122220479816196
"Q6CCN9",-0.0289298397336317,0.935376832398556
"Q6CCP5",-0.809008350239257,0.169973897608636
"Q6CCP7",-0.318954617620897,0.399078916793782
"Q6CCQ3",0.662227409848242,0.202828603017988
"Q6CCQ4",0.184656394060338,0.227855304441823
"Q6CCQ8",-0.333776332492399,0.162748326635149
"Q6CCR0",0.498557962837872,0.119154737143946
"Q6CB34",0.991013539258494,0.1009407672163
"Q6CB35",-0.343990659051133,0.295218857747365
"Q6CB36",0.2643201105773,0.495559807192683
"Q6CB38",0.554096014830266,0.162079223200173
"Q6CB42",0.0727834562913631,0.734690354862729
"Q6CB43",-0.341441265464828,0.1009407672163
"Q6CB46",-0.428870388705842,0.196433347948512
"Q6CB48",0.395015109699792,0.171019367130593
"Q6CB49",0.178216312011244,0.565866560557991
"Q6CB53",-0.268073991795891,0.256957025156916
"Q6CB57",0.742592316083231,0.218434135020072
"Q6CB59",-0.746875323372285,0.0711550083486433
"Q6CB65",-0.544187981049409,0.182176649410043
"Q6CB67",0.623263243122025,0.0758200860082864
"Q6CB68",-0.55863167359888,0.0979280554524763
"Q6CB74",0.259880951061465,0.162403220259268
"Q6CB86",-0.289983169424245,0.192914351355125
"Q6CB87",-0.065831521509724,0.906642967250647
"Q6CB88",0.00711782242500601,0.977110643092468
"Q6CFW1",-1.03856525676231,0.0435302559609996
"Q6CFV9",0.879253941502172,0.109078548747345
"A0A371CA51",0.816268883310052,0.144088863621948
"Q6CFV6",0.386743979642869,0.33530608524051
"Q6CFU9",-0.22164757857321,0.4337035260779
"Q6CFU7",0.175010382946439,0.723780364708769
"Q6CFU6",-0.00830268092290687,0.984559204562601
"Q6CFU3",-0.497516826393749,0.218406552049616
"Q6CFT8",-0.315335234386864,0.226128744175979
"A0A1D8N6D1",-0.174314317001268,0.606007696064292
"Q6CFT2",-0.0437550121986237,0.903216413144323
"Q6CFT0",-0.106137294603025,0.732455800497001
"Q6CFS8",-0.478026200380654,0.16542608674556
"Q6CFS3",-0.261271587805815,0.165021637583181
"Q6CFS2",-0.405314763264496,0.226954106569462
"Q6CFS0",0.218998440501326,0.52670877017996
"Q6CFR7",-0.280843046787956,0.394285557665511
"Q6CFR4",-0.733403876845733,0.47597318250089
"Q6C4M2",0.364375377646269,0.289600975061766
"Q6C4L9",0.192622887168689,0.230221748204711
"Q6C4L7",0.0528242869755093,0.811020466832437
"Q6C4L4",0.536308888562046,0.361585369798843
"Q6C4L0",-0.148981842987553,0.407247466132306
"Q6C4K7",-0.225757874074549,0.137304405515339
"Q6C4K4",-0.505415623876072,0.0833827547997914
"Q6C4K0",0.215614784703354,0.384553559005531
"Q6C4J8",-0.445582701115818,0.47597318250089
"Q6C4J6",0.0979735493423357,0.728484682932831
"Q6C4J2",-0.531199034060234,0.436394186106866
"Q6C4J1",-0.24613186988357,0.3368291745528
"Q6C4I0",-0.112576279579109,0.706240478816383
"Q6C4H9",0.472199736539703,0.361209888121131
"Q6C4H8",-0.268736067053826,0.165287621303041
"B5FVF5",-0.430550116150687,0.277917446586758
"A0A371C9J0",0.342521633522568,0.134939738576043
"Q6C6I9",0.144409881476628,0.835451825780926
"Q6C6I8",0.49565401746514,0.165287621303041
"A0A371C9J8",0.109249301399446,0.650742493899959
"Q6C6G7",0.605287906415185,0.251356640744306
"Q6C6G0",-0.810525992856392,0.0758200860082864
"Q6C6F5",-0.265097096827706,0.832348538192603
"Q6C6F3",-0.192047236404389,0.653645659214496
"Q6C6E9",0.292707833440344,0.199431938354112
"Q6C6E8",0.0143601655403102,0.958300177973076
"Q6CDB1",-0.680795121316486,0.138478704900334
"Q6CDA8",-0.400467339925295,0.48788522573209
"Q6CDA7",0.0119812166496426,0.891042192143279
"Q6CDA6",-0.101611647333164,0.770189003506452
"Q6CDA3",-0.0581259428096331,0.75428879850466
"Q6CDA1",-0.505280136177517,0.498167911811815
"Q6CD93",0.59557815493483,0.186065580344592
"Q6CD92",-0.203608350712399,0.659462715324874
"Q6CD89",0.870678702308723,0.0935003917487733
"Q6C207",0.385957438728843,0.2668738238031
"Q6CD87",-0.0733536958912226,0.719662001554194
"Q6CD84",-0.264666712488212,0.622574199674574
"Q6CD80",1.44017773516723,0.00720349368167752
"Q6CD78",0.529344756881356,0.122220479816196
"Q6C0C5",0.165019287936884,0.236169058238661
"Q6CC90",-0.561148069500712,0.110297813069831
"Q6CC88",0.0193520736469373,0.906642967250647
"Q6CFP9",0.447539262004405,0.176712939718068
"Q6CFP5",0.331538296516285,0.266653153431824
"Q6CFP4",-0.193098749641,0.829442769836646
"W0TYP7",-0.283576171781563,0.567425954476144
"Q6CFN8",-0.217211882610712,0.157124533183818
"Q6CFN7",0.133537140002525,0.481554316246374
"Q6CFN6",-0.356957875875908,0.218634612834653
"Q6CFM9",-0.304502732768396,0.20798726279424
"Q6CFM6",0.130198144207164,0.491730397333461
"Q6CFM1",-0.300389952260191,0.334540042432172
"Q6CFM0",-0.124178205356536,0.716105605396759
"Q6CFL5",-1.27718555788751,0.226954106569462
"Q6CFL3",-0.377086659006779,0.232728614229812
"Q6CFL2",-0.89033022407474,0.241765031627348
"Q6CFL0",0.18787592583074,0.484411824207267
"Q6CET3",0.353800794302478,0.0711550083486433
"Q6CET0",-1.23793972745533,0.455055208455365
"Q6CES9",0.135780194590541,0.656102441048854
"Q6CES4",-0.392480813519701,0.538205334852149
"Q6CES1",-0.265332448162595,0.144429335801718
"Q6CER4",-0.428634045363664,0.414592701333641
"Q6CER2",-0.119090081676921,0.777510252534073
"Q6CER0",-0.389137446776677,0.394202917614342
"Q6CEQ4",-0.082873219638248,0.24574277676238
"Q6CEQ2",-0.170979030240081,0.768192646431506
"Q6CEQ0",-0.214514366048395,0.338475881764778
"Q6CEP9",0.0918004603795768,0.634135933281249
"Q6CEP8",3.50936197931167,0.0753710279395453
"Q6CEP7",-0.163775207681497,0.672435874492971
"Q6CEP4",0.764128702548184,0.0879522404017445
"Q6CEP3",-0.86831129809145,0.339045854548838
"Q6CEP2",-0.0152837272019298,0.874126444261497
"Q6CE37",1.08505675883142,0.115690151064557
"Q6CE34",0.256931440521491,0.58442300608407
"Q6CE32",0.718592871334924,0.1009407672163
"Q6CE28",-0.704303217250946,0.253886566619908
"Q6CE24",0.0759916066251886,0.597609182639933
"Q6CE20",-1.72110458405382,0.137447750611536
"Q6CE18",-0.849395963494257,0.0745434307621412
"Q6CE17",0.184426625130442,0.298126023494985
"Q6CE16",1.21129527346545,0.0955962248299278
"Q6CE11",-0.0113851758388024,0.875879235189993
"Q6CE09",0.64164893223565,0.0779274062902608
"Q6CE08",-0.584569351156587,0.214888816731554
"Q6CE01",-0.249701900398309,0.748992396801348
"Q6CDZ7",0.717977042812016,0.17195660006374
"Q6C2D2",-0.0423405297228028,0.928372889902531
"Q6C2D0",-0.606652017127387,0.122220479816196
"Q6C2C9",-0.246581200518832,0.532605943460414
"Q6C2C3",-0.367335870209178,0.173124865474152
"Q6C2B5",0.133686698883951,0.465467734081355
"Q6C2B4",0.923828478437603,0.0732448141272313
"Q6C2A8",0.111256748917809,0.877283815179976
"Q6C2A7",-0.0899029987484363,0.620256014805015
"Q6C2A4",-0.284361811011933,0.499746993832107
"Q6C297",-0.304956587970219,0.155649067906755
"Q6C296",-0.477558679125904,0.1009407672163
"Q6C294",0.136628007222686,0.775588720355677
"Q6C293",-2.5798218122626,0.0543995329686446
"Q6C288",-0.148656561480976,0.341316101117405
"Q6C284",-0.0120806328587044,0.920174742289936
"Q6C7P9",-0.200155656369006,0.124474187643555
"Q6C7P8",0.119987736993033,0.861490691198223
"Q6C7P0",0.197641587033278,0.210158990743494
"Q6C7N5",-0.109138894756447,0.716105605396759
"Q6C7N1",-0.389650814910729,0.151798618231434
"Q6C7M7",-0.499316048827244,0.097826277698563
"Q6C7M6",-0.349039774708368,0.361585369798843
"Q6C7M5",-0.179080291336318,0.676934916477203
"Q6C7M1",-0.181028339562687,0.608394392795385
"Q6C7L5",-0.133829336595862,0.828750497397949
"Q6C7K6",-0.365870363613008,0.163805824907564
"A0A371C8U6",-0.669802498849153,0.248604536921741
"A0A371C8S0",-0.25326502681027,0.400562503934232
"A0A371C926",-0.146806755576499,0.0711550083486433
"A0A1H6PTY6",-0.5604749379507,0.216228064415791
"A0A1H6Q825",-0.160907145126534,0.41280149386073
"A0A1H6PTW8",0.0718748603220934,0.736454758159302
"Q6C205",0.655040069779575,0.228485639865443
"A0A371C8U9",0.530451147224364,0.1009407672163
"Q6C8H0",-0.468300499989175,0.110663776972333
"Q6C8H5",-1.98508057808299,0.0525176777601406
"Q6C8I0",-0.0683412544169122,0.939237482628944
"Q6C8I3",0.207415832932435,0.648771811745249
"Q6C8J1",-0.304744323513349,0.430187191785292
"Q6C8J6",-0.6123638220403,0.218434135020072
"Q6C8K1",0.598569827370392,0.240841010060112
"Q6C8K4",-0.483881968150817,0.109078548747345
"A0A1D8NF70",0.719287452401953,0.109078548747345
"A0A1D8NF82",0.0638108696758275,0.795124688187841
"Q6C8Y6",0.0881054646767757,0.866746546649595
"Q6C8Y8",0.191425590509227,0.833348994522713
"Q6C8Z3",-0.182366543338823,0.699313572327152
"Q6C902",-1.35427399935482,0.0745999592886959
"Q6C906",-0.345038871330154,0.510591247614857
"Q6C907",-0.0946873039792494,0.732129164802744
"Q6C916",-0.665628985823714,0.128001745309311
"Q6C201",0.507443806634751,0.169890886739904
"Q6C761",0.324679933296603,0.273863877473756
"Q6C759",-0.699645965333799,0.183010733114413
"Q6C756",-0.660200257687794,0.139225123006111
"A0A1D8NGZ6",-0.293635439675438,0.278589583717072
"Q6C755",-0.115239352409293,0.423727426439573
"Q6C754",-0.275909837778691,0.210854115743409
"Q6C753",-0.276658452880521,0.0882151718907874
"Q6C752",-0.188955060068886,0.243700719459843
"Q6C745",-1.17215068155765,0.390839349991069
"Q6C732",-0.882870767174913,0.199916324086157
"Q6C731",-0.360992294315517,0.393002584350827
"Q6C730",-0.0731911749803594,0.870766909249058
"F2Z675",0.00599474598670173,0.986214224097696
"Q6C722",-0.862578377627115,0.217404427954581
"Q6C721",-0.375047409783167,0.185095563664695
"Q6CEX7",0.31348108070165,0.307117467075625
"Q6CEX5",-0.872946222142251,0.184323980032833
"Q6CEX3",-0.767571982434415,0.149430544652601
"Q6CEX2",0.564020986654978,0.154654672449132
"Q6CEW6",0.309161100330834,0.351820708866626
"Q6CEW5",0.256260652305753,0.472641327449236
"Q6CEW4",-0.197931374704215,0.27225774999286
"Q6CEW1",-1.19895857379425,0.121221140252093
"Q6CEV9",-1.15557839423127,0.109078548747345
"Q6CEV8",0.126893567684123,0.848605636629986
"Q6CEV4",0.244544185341767,0.35309707024805
"Q6CEV3",-0.762807390548858,0.311890608108944
"Q6CEU7",0.821048297324018,0.267294056096508
"Q6CEU6",0.576621236550797,0.151404012045874
"Q6CEU5",-0.399479970061576,0.140386761677286
"Q6CEU1",0.0327605076602639,0.782647043516266
"Q6C1Y4",-1.05694155181069,0.110297813069831
"Q6C1Y2",-0.365725060779022,0.109078548747345
"A0A1D8NN57",0.0981079741113423,0.479633353681192
"Q6C1X4",-0.274344533398476,0.111098935514865
"Q6C1X2",0.361693911758805,0.532318165371853
"Q6C1W7",0.648028999163267,0.112444978440963
"A0A1H6PLE4",-0.188344360932096,0.342053864802759
"Q6C1V9",-0.258184883022125,0.410140523965514
"B5RSL3",-0.0895419352814548,0.698584519697789
"Q6C1U9",0.194812845656107,0.771320365784312
"Q6C1U6",-0.310289916912313,0.116030368500204
"Q6C1U4",0.0186854197989573,0.981331910772848
"Q6C9W5",0.575977401996719,0.372126741648208
"Q6C9W6",0.415195215569934,0.543572196039161
"Q6C9W9",-0.188378849383311,0.381859786895335
"Q6C9X1",0.512332351751791,0.706171487987668
"Q6C9X2",0.00253279485656585,0.965531533458089
"Q6C9X3",0.17414582318584,0.421107848149432
"Q6C9X7",-0.553360698301998,0.253149973485907
"Q6C9X9",0.939928665625881,0.137171600779834
"Q6C9Y1",0.221719494023719,0.106494500312649
"Q6C9Y8",-0.722726246959749,0.110460159256081
"Q6C9Z1",0.77130354289708,0.162822791160736
"Q6C9Z8",-0.595841515853796,0.0758200860082864
"Q6C9Z9",0.282247428243487,0.258552353217413
"Q6CA00",0.491315208797815,0.162079223200173
"Q6CA01",0.127390171446898,0.797071886389794
"Q6CA05",0.0190724098303348,0.947623673651037
"Q6CCX2",-0.193133539694641,0.495136951081891
"Q6CCX3",0.470594468401154,0.343502030200369
"Q6CCX5",-1.0564340989177,0.134939738576043
"Q6CCX7",-0.0917420492626603,0.736454758159302
"Q6CCY1",0.131095551023207,0.915543573101488
"Q6CCY4",0.470255677861409,0.323792319222354
"Q6CCY7",0.439171657384375,0.165231007721131
"A0A1H6PU98",0.206496210762173,0.751846001417741
"Q6CCY8",0.474719248304848,0.628866612887352
"Q6CCZ2",-0.0235832805814656,0.9355520943274
"Q6CCZ9",-0.320476845726016,0.452317577430616
"Q6CD02",0.134540263522358,0.759288654869475
"Q6CD03",-0.425419814644292,0.295218857747365
"Q6CD05",-0.91482680467135,0.42950101777011
"Q6CD06",-0.475447661257967,0.75738931829443
"Q6CD08",-0.752180108718959,0.123265411579233
"Q6CD10",0.270299552746851,0.340396181273324
"Q6CHN2",0.207853868430067,0.340396181273324
"Q6CHM9",-0.896270457946526,0.24401982071012
"Q6CHM7",-0.208681922645958,0.728484682932831
"Q6CHM2",-0.495887027309703,0.118283573187349
"Q6CHL1",1.53870157075615,0.0864163017210311
"Q6CHK7",0.546319988104558,0.521370580602331
