"Name","Genes (tot)","Stat (dist.dir.up)","p (dist.dir.up)","p adj (dist.dir.up)","Stat (dist.dir.dn)","p (dist.dir.dn)","p adj (dist.dir.dn)","Stat (non-dir.)","p (non-dir.)","p adj (non-dir.)","Genes (up)","Stat (mix.dir.up)","p (mix.dir.up)","p adj (mix.dir.up)","Genes (down)","Stat (mix.dir.dn)","p (mix.dir.dn)","p adj (mix.dir.dn)"
"extracellular region [GO:0005576]",24,0.5018,0.20198,0.95917,0.4982,0.79812,1,0.86677,0.030597,0.34611,12,0.87036,0.044396,0.74001,12,0.86318,0.11349,0.58737
"intracellular protein transport [GO:0006886]",80,0.5256,0.9764,1,0.4744,0.023698,0.22276,0.86685,0.00039996,0.10527,31,0.89425,0.25857,1,49,0.84951,9.999e-05,0.093691
"retrograde transport, endosome to Golgi [GO:0042147]",22,0.50912,0.40866,1,0.49088,0.59144,0.90121,0.89046,0.43056,0.8699,10,0.89957,0.45115,1,12,0.88286,0.42066,0.88974
"Golgi membrane [GO:0000139]",60,0.51927,0.81602,1,0.48073,0.18408,0.55257,0.8992,0.79302,0.98769,26,0.92815,0.99,1,34,0.87706,0.21228,0.73949
"GTPase activator activity [GO:0005096]",29,0.50337,0.21688,0.96619,0.49663,0.78322,1,0.8853,0.27107,0.80665,14,0.88818,0.20638,0.97781,15,0.88261,0.41416,0.88497
"cytoskeleton organization [GO:0007010]",20,0.50797,0.38886,1,0.49203,0.61124,0.91056,0.89852,0.64734,0.96433,9,0.90495,0.55494,1,11,0.89326,0.64144,0.97253
"signal transduction [GO:0007165]",43,0.50524,0.23508,1,0.49476,0.76502,0.9941,0.90701,0.93351,0.99736,21,0.91552,0.85491,1,22,0.89888,0.82282,0.99883
"cellular bud [GO:0005933]",7,0.49773,0.27157,1,0.50227,0.72853,0.97137,0.92358,0.90291,0.99351,4,0.92915,0.82122,1,3,0.91614,0.78552,0.98981
"cell cortex [GO:0005938]",24,0.49832,0.13329,0.81357,0.50168,0.86681,1,0.8929,0.50775,0.8895,15,0.91163,0.73303,1,9,0.86167,0.13399,0.61012
"ubiquitin protein ligase binding [GO:0031625]",17,0.55315,0.9973,1,0.44685,0.0027997,0.06748,0.87096,0.086891,0.52825,1,0.80672,0.081292,0.74001,16,0.87498,0.23258,0.73949
"ubiquitin-dependent protein catabolic process [GO:0006511]",45,0.52462,0.91551,1,0.47538,0.084592,0.40121,0.88312,0.17698,0.70692,13,0.88292,0.14289,0.92674,32,0.8832,0.40826,0.88143
"protein catabolic process [GO:0030163]",10,0.53788,0.90711,1,0.46212,0.092991,0.42273,0.87503,0.19028,0.72938,2,0.87699,0.30327,1,8,0.87454,0.29827,0.79985
"structural constituent of nuclear pore [GO:0017056]",17,0.54285,0.9816,1,0.45715,0.018498,0.19987,0.87365,0.11639,0.57631,5,0.9309,0.85961,1,12,0.8498,0.034097,0.38754
"ribosomal large subunit export from nucleus [GO:0000055]",12,0.51775,0.61904,1,0.48225,0.38106,0.73571,0.84932,0.015298,0.24794,7,0.90127,0.48255,1,5,0.77658,0.0028997,0.19488
"ribosomal small subunit export from nucleus [GO:0000056]",6,0.53381,0.80062,1,0.46619,0.19948,0.56161,0.84628,0.045795,0.41498,2,0.87085,0.25177,1,4,0.834,0.063094,0.50529
"mRNA export from nucleus [GO:0006406]",14,0.56028,0.9987,1,0.43972,0.0013999,0.048511,0.85855,0.028297,0.33249,2,0.92686,0.71923,1,12,0.84716,0.026297,0.37851
"protein import into nucleus [GO:0006606]",38,0.53624,0.9919,1,0.46376,0.0081992,0.12043,0.8871,0.29887,0.83612,11,0.93018,0.94561,1,27,0.86954,0.10299,0.58627
"mRNA transport [GO:0051028]",22,0.52439,0.82392,1,0.47561,0.17618,0.54299,0.87775,0.14009,0.61533,8,0.89898,0.45065,1,14,0.86562,0.12479,0.59353
"nuclear pore [GO:0005643]",27,0.54277,0.995,1,0.45723,0.0050995,0.088769,0.87571,0.090591,0.53222,7,0.92526,0.84712,1,20,0.85837,0.035696,0.38754
"protein folding chaperone [GO:0044183]",13,0.46502,0.0034997,0.10966,0.53498,0.9966,1,0.86899,0.093191,0.53742,10,0.86937,0.052395,0.74001,3,0.86774,0.29757,0.79985
"cellular respiration [GO:0045333]",7,0.52198,0.65743,1,0.47802,0.34267,0.71218,0.93539,0.9676,0.99736,2,0.96385,0.92731,1,5,0.924,0.90291,0.99883
"mitochondrial matrix [GO:0005759]",45,0.53588,0.9961,1,0.46412,0.0039996,0.081731,0.87443,0.036996,0.35852,10,0.87895,0.12299,0.87514,35,0.87314,0.12479,0.59353
"regulation of DNA-templated transcription [GO:0006355]",86,0.50743,0.23978,1,0.49257,0.76032,0.99278,0.90003,0.86241,0.98769,41,0.91073,0.83642,1,45,0.89028,0.65913,0.98345
"nucleic acid binding [GO:0003676]",75,0.52196,0.91881,1,0.47804,0.081292,0.39593,0.88647,0.20728,0.74367,25,0.89559,0.32357,1,50,0.88192,0.32147,0.82609
"DNA replication, removal of RNA primer [GO:0043137]",6,0.4844,0.13439,0.81499,0.5156,0.86571,1,0.87767,0.27517,0.80675,3,0.84647,0.068293,0.74001,3,0.90886,0.72113,0.98915
"proton transmembrane transport [GO:1902600]",47,0.50231,0.13959,0.83045,0.49769,0.86051,1,0.90052,0.79902,0.98769,22,0.89867,0.41086,1,25,0.90214,0.89221,0.99883
"DNA clamp loader activity [GO:0003689]",41,0.5192,0.77642,1,0.4808,0.22368,0.57291,0.8906,0.42076,0.8699,15,0.90296,0.52975,1,26,0.88347,0.41676,0.88497
"DNA-templated DNA replication [GO:0006261]",12,0.54023,0.94141,1,0.45977,0.058694,0.33438,0.88313,0.29497,0.83016,2,0.89078,0.38826,1,10,0.8816,0.40426,0.87748
"DNA strand elongation involved in DNA replication [GO:0006271]",14,0.47185,0.0072993,0.17834,0.52815,0.9928,1,0.89203,0.47585,0.87974,9,0.87223,0.080392,0.74001,5,0.92766,0.92281,0.99883
"leading strand elongation [GO:0006272]",7,0.52549,0.71013,1,0.47451,0.28997,0.65321,0.91108,0.77602,0.98769,1,0.8672,0.36646,1,6,0.9184,0.89421,0.99883
"DNA repair [GO:0006281]",58,0.51167,0.47315,1,0.48833,0.52695,0.85491,0.89695,0.68923,0.97221,24,0.9037,0.57584,1,34,0.89219,0.71053,0.98915
"DNA replication factor C complex [GO:0005663]",5,0.48588,0.17838,0.91988,0.51412,0.82172,1,0.88775,0.42796,0.8699,3,0.88292,0.29737,1,2,0.89499,0.54275,0.9449
"kinase activity [GO:0016301]",65,0.51999,0.85431,1,0.48001,0.14579,0.50568,0.8908,0.40706,0.8699,22,0.89774,0.38566,1,43,0.88725,0.54835,0.94634
"Golgi organization [GO:0007030]",15,0.52491,0.78742,1,0.47509,0.21268,0.56161,0.90675,0.80592,0.98769,6,0.94573,0.9681,1,9,0.88077,0.40266,0.87748
"endosome organization [GO:0007032]",5,0.50597,0.41016,1,0.49403,0.58994,0.90121,0.88115,0.34037,0.86471,2,0.86635,0.21378,0.98831,3,0.89101,0.54225,0.9449
"phosphatidylinositol phosphate biosynthetic process [GO:0046854]",12,0.51074,0.46315,1,0.48926,0.53695,0.85563,0.91118,0.84132,0.98769,3,0.86531,0.15188,0.93336,9,0.92647,0.9745,0.99883
"fungal-type vacuole membrane [GO:0000329]",54,0.5099,0.40016,1,0.4901,0.59994,0.90632,0.89633,0.67053,0.97221,23,0.90156,0.50045,1,31,0.89246,0.69663,0.98822
"endosome [GO:0005768]",54,0.48914,0.0026997,0.087508,0.51086,0.9974,1,0.89821,0.74383,0.98769,30,0.88884,0.12919,0.89119,24,0.90992,0.9654,0.99883
"vacuolar membrane [GO:0005774]",42,0.5057,0.24898,1,0.4943,0.75112,0.98611,0.91379,0.9871,0.99736,19,0.91732,0.86861,1,23,0.91088,0.9682,0.99883
"trans-Golgi network [GO:0005802]",17,0.52552,0.81392,1,0.47448,0.18618,0.55559,0.86345,0.036496,0.35852,6,0.87886,0.17788,0.93381,11,0.85504,0.060694,0.49615
"lipid binding [GO:0008289]",21,0.51215,0.49965,1,0.48785,0.50045,0.83527,0.89413,0.53755,0.90554,10,0.91435,0.74393,1,11,0.87575,0.29517,0.79935
"sterol binding [GO:0032934]",8,0.55144,0.9667,1,0.44856,0.033397,0.25963,0.84108,0.016398,0.25468,2,0.88792,0.37166,1,6,0.82546,0.016398,0.31931
"lipid transport [GO:0006869]",15,0.54485,0.9805,1,0.45515,0.019598,0.20228,0.8684,0.075092,0.49841,3,0.89524,0.42646,1,12,0.86169,0.09869,0.58627
"cortical endoplasmic reticulum [GO:0032541]",10,0.56481,0.9962,1,0.43519,0.0038996,0.081459,0.85233,0.030897,0.34611,2,0.9549,0.88791,1,8,0.82669,0.009699,0.21135
"lyase activity [GO:0016829]",55,0.5199,0.82272,1,0.4801,0.17738,0.54312,0.88384,0.15938,0.66587,22,0.90454,0.58294,1,33,0.87003,0.077992,0.54423
"folic acid-containing compound biosynthetic process [GO:0009396]",5,0.53798,0.82112,1,0.46202,0.17898,0.54624,0.90972,0.71973,0.98127,1,0.96422,0.80032,1,4,0.89609,0.61204,0.96708
"mitochondrial envelope [GO:0005740]",6,0.48538,0.14369,0.83554,0.51462,0.85641,1,0.92677,0.91031,0.99351,5,0.93852,0.91681,1,1,0.868,0.48055,0.92635
"ubiquinone biosynthetic process [GO:0006744]",12,0.48193,0.045595,0.51023,0.51807,0.9545,1,0.8669,0.085691,0.52825,7,0.85494,0.028097,0.69897,5,0.88366,0.45945,0.91989
"ubiquinol-cytochrome-c reductase activity [GO:0008121]",6,0.53016,0.75892,1,0.46984,0.24118,0.5858,0.92776,0.91531,0.99351,1,0.96422,0.80032,1,5,0.92047,0.87901,0.99883
"2 iron, 2 sulfur cluster binding [GO:0051537]",13,0.5438,0.9683,1,0.4562,0.031797,0.25648,0.89196,0.47605,0.87974,1,0.8672,0.36646,1,12,0.89402,0.65033,0.97811
"mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]",10,0.54196,0.93431,1,0.45804,0.065793,0.35273,0.90893,0.78362,0.98769,1,0.96422,0.80032,1,9,0.90279,0.77702,0.98981
"respiratory chain complex III [GO:0045275]",8,0.5363,0.86341,1,0.4637,0.13669,0.48662,0.91845,0.87471,0.98769,1,0.96422,0.80032,1,7,0.91192,0.84862,0.99883
"structural constituent of ribosome [GO:0003735]",126,0.48563,9.999e-05,0.03133,0.51437,1,1,0.89331,0.55484,0.9134,71,0.87983,0.0010999,0.26487,55,0.91073,0.9985,0.99957
"ribosome [GO:0005840]",123,0.48563,9.999e-05,0.03133,0.51437,1,1,0.89513,0.67453,0.97221,72,0.88587,0.013999,0.64747,51,0.9082,0.9931,0.99883
"mitochondrial large ribosomal subunit [GO:0005762]",29,0.48044,0.0023998,0.087277,0.51956,0.9977,1,0.8866,0.30417,0.84266,18,0.87714,0.050495,0.74001,11,0.90209,0.79132,0.98981
"ribonucleoprotein complex [GO:1990904]",161,0.48878,9.999e-05,0.03133,0.51122,1,1,0.89396,0.61114,0.9453,92,0.88759,0.012999,0.64747,69,0.90246,0.9814,0.99883
"monoatomic ion transport [GO:0006811]",12,0.49038,0.11299,0.77168,0.50962,0.88711,1,0.90315,0.70543,0.97403,7,0.9005,0.46995,1,5,0.90687,0.74893,0.98981
"intracellular iron ion homeostasis [GO:0006879]",13,0.51228,0.50925,1,0.48772,0.49085,0.82688,0.90836,0.81052,0.98769,5,0.91281,0.64934,1,8,0.90558,0.79772,0.98981
"fungal-type vacuole [GO:0000324]",28,0.52315,0.83262,1,0.47685,0.16748,0.5324,0.89604,0.60574,0.9453,9,0.91032,0.65333,1,19,0.88928,0.58024,0.96012
"early endosome [GO:0005769]",6,0.48615,0.15058,0.84929,0.51385,0.84952,1,0.8927,0.49375,0.87974,4,0.89875,0.45305,1,2,0.88059,0.45775,0.91845
"endoplasmic reticulum [GO:0005783]",174,0.51382,0.64704,1,0.48618,0.35306,0.72521,0.88822,0.19508,0.73689,76,0.90368,0.63374,1,98,0.87623,0.070193,0.53314
"Golgi apparatus [GO:0005794]",96,0.52903,0.9966,1,0.47097,0.0034997,0.076504,0.8967,0.73963,0.98769,30,0.92762,0.9914,1,66,0.88265,0.33587,0.83699
"protein heterodimerization activity [GO:0046982]",19,0.48925,0.049295,0.52656,0.51075,0.9508,1,0.90214,0.73843,0.98769,11,0.89691,0.39546,1,8,0.90932,0.83862,0.99883
"RNA binding [GO:0003723]",256,0.50892,0.19038,0.93991,0.49108,0.80972,1,0.88818,0.13359,0.60082,118,0.89807,0.28077,1,138,0.87973,0.12909,0.60477
"actin binding [GO:0003779]",29,0.51592,0.62124,1,0.48408,0.37886,0.73545,0.90325,0.81632,0.98769,11,0.91443,0.75242,1,18,0.89642,0.74813,0.98981
"structural constituent of cytoskeleton [GO:0005200]",8,0.52162,0.66163,1,0.47838,0.33847,0.71017,0.89893,0.59604,0.94085,4,0.94217,0.91691,1,4,0.85568,0.17678,0.71173
"actin filament binding [GO:0051015]",25,0.51632,0.63204,1,0.48368,0.36806,0.73301,0.91024,0.91741,0.99351,8,0.91076,0.66313,1,17,0.90999,0.93581,0.99883
"molecular adaptor activity [GO:0060090]",15,0.49384,0.12809,0.8011,0.50616,0.87201,1,0.90331,0.73743,0.98769,9,0.90917,0.63204,1,6,0.89453,0.61754,0.96715
"microtubule cytoskeleton organization [GO:0000226]",9,0.52275,0.69213,1,0.47725,0.30797,0.67638,0.91179,0.81562,0.98769,2,0.9039,0.51195,1,7,0.91404,0.86931,0.99883
"actin cytoskeleton organization [GO:0030036]",15,0.48747,0.061794,0.57931,0.51253,0.93831,1,0.90605,0.79232,0.98769,8,0.88843,0.27147,1,7,0.9262,0.9553,0.99883
"Arp2/3 complex-mediated actin nucleation [GO:0034314]",8,0.52395,0.69783,1,0.47605,0.30227,0.66855,0.89039,0.44626,0.8699,3,0.91772,0.67333,1,5,0.874,0.32667,0.82609
"actin cortical patch organization [GO:0044396]",7,0.54664,0.93391,1,0.45336,0.066193,0.35273,0.90389,0.67013,0.97221,1,0.99006,0.957,1,6,0.88952,0.54335,0.9449
"cytoskeleton [GO:0005856]",40,0.50715,0.31027,1,0.49285,0.68983,0.94726,0.90957,0.9537,0.99736,19,0.91986,0.90491,1,21,0.90025,0.84092,0.99883
"actin cytoskeleton [GO:0015629]",15,0.50428,0.31717,1,0.49572,0.68293,0.94726,0.90838,0.83132,0.98769,9,0.93079,0.92251,1,6,0.87477,0.32507,0.82609
"Arp2/3 protein complex [GO:0005885]",7,0.54016,0.88271,1,0.45984,0.11739,0.46955,0.90032,0.61554,0.94543,2,0.96613,0.93941,1,5,0.874,0.32667,0.82609
"CENP-A containing chromatin assembly [GO:0034080]",5,0.52848,0.72123,1,0.47152,0.27887,0.63626,0.91929,0.82542,0.98769,1,0.94061,0.70723,1,4,0.91396,0.79922,0.98981
"vacuole organization [GO:0007033]",6,0.53294,0.79052,1,0.46706,0.20958,0.56161,0.8989,0.58764,0.93832,1,0.89434,0.51705,1,5,0.89981,0.66663,0.98375
"endosomal transport [GO:0016197]",10,0.51875,0.62644,1,0.48125,0.37366,0.73482,0.89962,0.62894,0.95201,4,0.9214,0.74313,1,6,0.8851,0.47795,0.92635
"HOPS complex [GO:0030897]",5,0.55418,0.93921,1,0.44582,0.060894,0.33694,0.89164,0.47745,0.87974,0,NA,NA,NA,5,0.89164,0.56094,0.94976
"small ribosomal subunit [GO:0015935]",12,0.48328,0.055694,0.56495,0.51672,0.94441,1,0.88783,0.38936,0.8699,6,0.85438,0.036496,0.74001,6,0.92127,0.91541,0.99883
"transcription coregulator activity [GO:0003712]",18,0.51361,0.53255,1,0.48639,0.46755,0.80694,0.90221,0.74043,0.98769,5,0.87295,0.15478,0.93336,13,0.91346,0.93921,0.99883
"histone acetyltransferase activity [GO:0004402]",7,0.51982,0.62384,1,0.48018,0.37626,0.73545,0.90514,0.68963,0.97221,1,0.80672,0.081292,0.74001,6,0.92155,0.91731,0.99883
"transferase activity [GO:0016740]",90,0.51226,0.51045,1,0.48774,0.48965,0.82634,0.88093,0.047595,0.41813,36,0.8818,0.029297,0.69917,54,0.88034,0.26837,0.77388
"tRNA binding [GO:0000049]",29,0.53356,0.9699,1,0.46644,0.030197,0.25344,0.88714,0.31977,0.84696,9,0.9263,0.88231,1,20,0.86952,0.13279,0.60991
"translation initiation factor activity [GO:0003743]",35,0.5228,0.85321,1,0.4772,0.14689,0.5061,0.87221,0.034697,0.35852,14,0.89726,0.40166,1,21,0.85551,0.021298,0.35971
"GTPase activity [GO:0003924]",73,0.51598,0.70733,1,0.48402,0.29277,0.65459,0.89664,0.70733,0.97403,34,0.92334,0.9819,1,39,0.87336,0.11409,0.58737
"GTP binding [GO:0005525]",91,0.50783,0.25477,1,0.49217,0.74533,0.984,0.89603,0.69843,0.97221,48,0.9163,0.9564,1,43,0.87341,0.10999,0.58737
"formation of translation preinitiation complex [GO:0001731]",6,0.46053,0.020598,0.32974,0.53947,0.9795,1,0.89634,0.54775,0.91029,5,0.89044,0.33847,1,1,0.92582,0.69713,0.98822
"translational initiation [GO:0006413]",37,0.52357,0.86441,1,0.47643,0.13569,0.48662,0.8678,0.013899,0.24608,15,0.89509,0.34007,1,22,0.8492,0.0085991,0.21135
"poly(A)+ mRNA export from nucleus [GO:0016973]",13,0.52925,0.83932,1,0.47075,0.16078,0.52181,0.87887,0.21548,0.75981,4,0.89823,0.44636,1,9,0.87026,0.23328,0.73949
"nuclear envelope [GO:0005635]",27,0.54215,0.9942,1,0.45785,0.0058994,0.097289,0.87189,0.051895,0.42418,7,0.91553,0.72403,1,20,0.85662,0.029697,0.37851
"nuclear pore outer ring [GO:0031080]",6,0.56837,0.9877,1,0.43163,0.012399,0.1554,0.86327,0.13049,0.59833,0,NA,NA,NA,6,0.86327,0.18858,0.71679
"DNA helicase activity [GO:0003678]",13,0.52981,0.84822,1,0.47019,0.15188,0.50848,0.89052,0.44296,0.8699,4,0.919,0.71393,1,9,0.87787,0.35196,0.84888
"termination of RNA polymerase II transcription [GO:0006369]",5,0.55552,0.94441,1,0.44448,0.055694,0.3272,0.84625,0.061694,0.47377,1,0.89324,0.50955,1,4,0.8345,0.064294,0.51053
"cellular bud neck [GO:0005935]",19,0.51714,0.63904,1,0.48286,0.36106,0.72521,0.89269,0.49275,0.87974,8,0.91329,0.70433,1,11,0.87771,0.32997,0.82668
"sterol transport [GO:0015918]",5,0.54081,0.84792,1,0.45919,0.15218,0.50848,0.84946,0.071293,0.49841,1,0.8277,0.12669,0.88083,4,0.8549,0.17228,0.70698
"iron ion transmembrane transporter activity [GO:0005381]",5,0.50014,0.33127,1,0.49986,0.66883,0.9434,0.86929,0.20558,0.74367,2,0.83696,0.075292,0.74001,3,0.89084,0.53975,0.9449
"iron ion transport [GO:0006826]",6,0.50506,0.39166,1,0.49494,0.60844,0.90957,0.88036,0.30977,0.84266,2,0.83571,0.066993,0.74001,4,0.90268,0.69483,0.98822
"endocytosis [GO:0006897]",48,0.52941,0.9759,1,0.47059,0.024198,0.22521,0.88657,0.25987,0.79662,16,0.91808,0.85951,1,32,0.87082,0.10239,0.58627
"iron ion transmembrane transport [GO:0034755]",5,0.47333,0.086991,0.70493,0.52667,0.91311,1,0.86879,0.20058,0.74201,3,0.84621,0.065893,0.74001,2,0.90266,0.62034,0.96715
"membrane raft [GO:0045121]",6,0.48141,0.11059,0.77168,0.51859,0.88951,1,0.82738,0.010499,0.23925,4,0.84264,0.033397,0.74001,2,0.79685,0.036096,0.38754
"high-affinity iron permease complex [GO:0033573]",5,0.49254,0.24068,1,0.50746,0.75942,0.99278,0.88349,0.37076,0.8699,2,0.83571,0.066993,0.74001,3,0.91534,0.77942,0.98981
"meiotic cell cycle [GO:0051321]",8,0.48219,0.082492,0.67428,0.51781,0.91761,1,0.91594,0.84932,0.98769,5,0.90426,0.52715,1,3,0.93541,0.90711,0.99883
"spindle pole body [GO:0005816]",6,0.55433,0.9526,1,0.44567,0.047495,0.30579,0.81689,0.0048995,0.15352,2,0.88834,0.37236,1,4,0.78117,0.0034997,0.19488
"microtubule [GO:0005874]",21,0.50792,0.38006,1,0.49208,0.62004,0.91211,0.90491,0.81022,0.98769,9,0.90755,0.60364,1,12,0.90293,0.80732,0.99534
"mitochondrial cytochrome c oxidase assembly [GO:0033617]",13,0.52113,0.70063,1,0.47887,0.29947,0.66707,0.91496,0.89661,0.99351,3,0.90731,0.56194,1,10,0.91726,0.93621,0.99883
"site of double-strand break [GO:0035861]",8,0.4699,0.024498,0.35981,0.5301,0.9756,1,0.88613,0.37586,0.8699,6,0.88395,0.23798,1,2,0.89265,0.53345,0.9449
"serine-type endopeptidase activity [GO:0004252]",11,0.50992,0.44876,1,0.49008,0.55134,0.86859,0.87012,0.12529,0.58885,5,0.87896,0.20708,0.97781,6,0.86276,0.18408,0.71679
"serine-type peptidase activity [GO:0008236]",10,0.50493,0.35026,1,0.49507,0.64984,0.93544,0.86783,0.11299,0.57405,5,0.87768,0.19538,0.97781,5,0.85797,0.16058,0.68706
"apoptotic process [GO:0006915]",7,0.48845,0.16218,0.86621,0.51155,0.83792,1,0.90405,0.67273,0.97221,5,0.91667,0.70013,1,2,0.8725,0.39466,0.87748
"tryptophan biosynthetic process [GO:0000162]",5,0.49791,0.30327,1,0.50209,0.69683,0.94793,0.92286,0.85811,0.98769,3,0.93223,0.80392,1,2,0.9088,0.68063,0.9881
"glutamine metabolic process [GO:0006541]",11,0.52004,0.66273,1,0.47996,0.33737,0.71017,0.90737,0.77432,0.98769,6,0.95183,0.9831,1,5,0.85401,0.13239,0.60991
"biosynthetic process [GO:0009058]",18,0.51787,0.64394,1,0.48213,0.35616,0.72521,0.88895,0.40176,0.8699,6,0.88704,0.27497,1,12,0.8899,0.56594,0.95084
"RNA processing [GO:0006396]",35,0.53141,0.9679,1,0.46859,0.032197,0.25648,0.90696,0.91401,0.99351,7,0.92445,0.83892,1,28,0.90258,0.91171,0.99883
"mRNA processing [GO:0006397]",84,0.51889,0.84112,1,0.48111,0.15898,0.51891,0.89622,0.68913,0.97221,30,0.9076,0.69513,1,54,0.8899,0.66703,0.98375
"RNA splicing [GO:0008380]",53,0.50757,0.28577,1,0.49243,0.71433,0.96475,0.9144,0.9932,0.99736,24,0.92219,0.9566,1,29,0.90795,0.9654,0.99883
"DNA-directed DNA polymerase activity [GO:0003887]",8,0.50545,0.37206,1,0.49455,0.62804,0.91956,0.9139,0.82742,0.98769,3,0.89973,0.47195,1,5,0.92241,0.89131,0.99883
"chromatin DNA binding [GO:0031490]",5,0.53774,0.81902,1,0.46226,0.18108,0.55034,0.91994,0.83242,0.98769,1,0.98855,0.9543,1,4,0.90278,0.69583,0.98822
"DNA damage response [GO:0006974]",20,0.52736,0.86461,1,0.47264,0.13549,0.48662,0.89353,0.51365,0.89135,7,0.92608,0.85621,1,13,0.876,0.28277,0.7848
"DNA biosynthetic process [GO:0071897]",6,0.52685,0.71283,1,0.47315,0.28727,0.64912,0.92105,0.86791,0.98769,2,0.96214,0.92071,1,4,0.90051,0.66653,0.98375
"structural constituent of chromatin [GO:0030527]",6,0.45915,0.017798,0.31567,0.54085,0.9823,1,0.89314,0.50175,0.88489,4,0.85858,0.087491,0.7574,2,0.96225,0.94931,0.99883
"nucleosome [GO:0000786]",7,0.4562,0.0073993,0.17834,0.5438,0.9927,1,0.89083,0.45975,0.87935,5,0.86226,0.082492,0.74022,2,0.96225,0.94931,0.99883
"oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]",5,0.51291,0.50775,1,0.48709,0.49235,0.82792,0.89247,0.48905,0.87974,2,0.89787,0.44426,1,3,0.88887,0.51385,0.9449
"poly(U) RNA binding [GO:0008266]",5,0.47525,0.09649,0.7397,0.52475,0.90361,1,0.89131,0.47255,0.87974,3,0.86818,0.17698,0.93381,2,0.926,0.80572,0.99468
"spliceosomal snRNP assembly [GO:0000387]",8,0.48637,0.11759,0.78392,0.51363,0.88251,1,0.93548,0.973,0.99736,6,0.9388,0.93971,1,2,0.92549,0.80052,0.98981
"mRNA splicing, via spliceosome [GO:0000398]",56,0.50349,0.13939,0.83045,0.49651,0.86071,1,0.91013,0.9819,0.99736,28,0.91712,0.91191,1,28,0.90315,0.91881,0.99883
"spliceosomal complex [GO:0005681]",47,0.50262,0.14619,0.83789,0.49738,0.85391,1,0.90919,0.963,0.99736,23,0.91258,0.80742,1,24,0.90595,0.93291,0.99883
"U5 snRNP [GO:0005682]",13,0.51429,0.55504,1,0.48571,0.44506,0.79384,0.91608,0.91061,0.99351,6,0.94004,0.94491,1,7,0.89554,0.63284,0.96793
"U1 snRNP [GO:0005685]",15,0.49956,0.21388,0.96619,0.50044,0.78622,1,0.93917,0.9983,0.9983,8,0.94214,0.974,1,7,0.93578,0.9845,0.99883
"U2 snRNP [GO:0005686]",12,0.51981,0.65923,1,0.48019,0.34087,0.71203,0.91665,0.90521,0.99351,5,0.94752,0.9615,1,7,0.8946,0.61864,0.96715
"U4 snRNP [GO:0005687]",7,0.49061,0.18408,0.92935,0.50939,0.81602,1,0.92488,0.91151,0.99351,5,0.93427,0.88911,1,2,0.90141,0.59554,0.9656
"U4/U6 x U5 tri-snRNP complex [GO:0046540]",15,0.50533,0.34237,1,0.49467,0.65773,0.93962,0.90325,0.73653,0.98769,7,0.90775,0.59824,1,8,0.89931,0.71253,0.98915
"catalytic step 2 spliceosome [GO:0071013]",26,0.51992,0.74493,1,0.48008,0.25517,0.60714,0.91245,0.9501,0.99736,11,0.94362,0.9917,1,15,0.88959,0.57834,0.96012
"post-mRNA release spliceosomal complex [GO:0071014]",21,0.51139,0.47935,1,0.48861,0.52075,0.85131,0.88554,0.29997,0.83671,8,0.87967,0.16238,0.93381,13,0.88916,0.55824,0.94976
"ATPase-coupled transmembrane transporter activity [GO:0042626]",14,0.53089,0.87301,1,0.46911,0.12709,0.47973,0.87385,0.13339,0.60082,3,0.84982,0.081192,0.74001,11,0.8804,0.38166,0.87377
"ABC-type transporter activity [GO:0140359]",20,0.53529,0.9538,1,0.46471,0.046295,0.30579,0.87439,0.10589,0.56078,5,0.88995,0.33177,1,15,0.8692,0.16158,0.6882
"fatty acid beta-oxidation [GO:0006635]",12,0.52122,0.69053,1,0.47878,0.30957,0.67804,0.92207,0.95,0.99736,3,0.92902,0.77522,1,9,0.91975,0.94611,0.99883
"peroxisome organization [GO:0007031]",15,0.51542,0.58464,1,0.48458,0.41546,0.77102,0.88734,0.36766,0.8699,7,0.91234,0.67193,1,8,0.86546,0.18318,0.71679
"peroxisomal membrane [GO:0005778]",24,0.49468,0.080192,0.66708,0.50532,0.91991,1,0.91436,0.9575,0.99736,13,0.91113,0.70233,1,11,0.91818,0.9543,0.99883
"peptidase activity [GO:0008233]",11,0.51549,0.56904,1,0.48451,0.43106,0.78072,0.87591,0.19088,0.72938,3,0.82927,0.026897,0.69897,8,0.89339,0.61474,0.96715
"extracellular space [GO:0005615]",12,0.49103,0.11899,0.78767,0.50897,0.88111,1,0.85704,0.029797,0.34579,6,0.83911,0.011599,0.64747,6,0.87497,0.32777,0.82609
"magnesium ion binding [GO:0000287]",42,0.51609,0.66433,1,0.48391,0.33577,0.71017,0.88473,0.21758,0.75981,15,0.88366,0.13379,0.90785,27,0.88532,0.47545,0.92635
"endonuclease activity [GO:0004519]",15,0.53578,0.92991,1,0.46422,0.070193,0.36454,0.87119,0.09999,0.5513,3,0.85688,0.11609,0.87514,12,0.87477,0.26717,0.77388
"cytosolic ribosome assembly [GO:0042256]",6,0.5324,0.78412,1,0.4676,0.21598,0.56161,0.84984,0.056894,0.44354,2,0.87196,0.25467,1,4,0.83877,0.078992,0.54423
