"Name","Genes (tot)","Stat (dist.dir.up)","p (dist.dir.up)","p adj (dist.dir.up)","Stat (dist.dir.dn)","p (dist.dir.dn)","p adj (dist.dir.dn)","Stat (non-dir.)","p (non-dir.)","p adj (non-dir.)","Genes (up)","Stat (mix.dir.up)","p (mix.dir.up)","p adj (mix.dir.up)","Genes (down)","Stat (mix.dir.dn)","p (mix.dir.dn)","p adj (mix.dir.dn)"
"N,N-dimethylaniline monooxygenase activity [GO:0004499]",5,0.48459,0.16648,0.88415,0.51541,0.83362,1,0.936,0.94401,0.99736,3,0.92098,0.70363,1,2,0.95852,0.93931,0.99883
"flavin adenine dinucleotide binding [GO:0050660]",29,0.52085,0.77362,1,0.47915,0.22648,0.57537,0.88992,0.40336,0.8699,10,0.90084,0.47925,1,19,0.88417,0.44856,0.91369
"NADP binding [GO:0050661]",16,0.5126,0.51655,1,0.4874,0.48355,0.8195,0.8827,0.26677,0.80632,6,0.87721,0.16338,0.93381,10,0.88599,0.48575,0.93078
"protein-macromolecule adaptor activity [GO:0030674]",22,0.52616,0.85771,1,0.47384,0.14239,0.49895,0.89834,0.65773,0.97221,6,0.90953,0.61814,1,16,0.89414,0.68123,0.9881
"identical protein binding [GO:0042802]",31,0.50834,0.36736,1,0.49166,0.63274,0.9239,0.89069,0.44636,0.8699,16,0.91027,0.71383,1,15,0.8698,0.16878,0.69978
"ubiquitin binding [GO:0043130]",28,0.50648,0.32087,1,0.49352,0.67923,0.94726,0.90488,0.84482,0.98769,13,0.91151,0.71043,1,15,0.89913,0.77932,0.98981
"regulation of actin filament polymerization [GO:0030833]",6,0.47292,0.062694,0.57931,0.52708,0.93741,1,0.88855,0.43006,0.8699,4,0.8758,0.20038,0.97781,2,0.91407,0.71403,0.98915
"endosome membrane [GO:0010008]",23,0.50277,0.23338,1,0.49723,0.76672,0.9941,0.90567,0.83562,0.98769,11,0.90718,0.60824,1,12,0.90428,0.82512,0.99883
"actin cortical patch [GO:0030479]",30,0.51752,0.68573,1,0.48248,0.31437,0.68246,0.90285,0.81862,0.98769,12,0.92235,0.88791,1,18,0.88985,0.58544,0.96012
"mannosyltransferase activity [GO:0000030]",10,0.49978,0.25747,1,0.50022,0.74263,0.98181,0.94138,0.9952,0.99736,6,0.95079,0.9812,1,4,0.92727,0.90341,0.99883
"glycosyltransferase activity [GO:0016757]",44,0.50571,0.23508,1,0.49429,0.76502,0.9941,0.90745,0.94341,0.99736,22,0.91888,0.91161,1,22,0.89602,0.76242,0.98981
"cell wall mannoprotein biosynthetic process [GO:0000032]",7,0.49151,0.19218,0.93991,0.50849,0.80792,1,0.94147,0.9822,0.99736,3,0.9119,0.61354,1,4,0.96365,0.9964,0.99883
"protein glycosylation [GO:0006486]",27,0.50135,0.17738,0.91988,0.49865,0.82272,1,0.91241,0.9503,0.99736,15,0.9236,0.92081,1,12,0.89843,0.73543,0.98981
"protein N-linked glycosylation [GO:0006487]",23,0.50421,0.26807,1,0.49579,0.73203,0.97327,0.89906,0.69083,0.97221,11,0.90328,0.52465,1,12,0.89519,0.67653,0.9874
"endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]",44,0.52856,0.9646,1,0.47144,0.035496,0.26273,0.88329,0.17078,0.69496,17,0.9229,0.93431,1,27,0.85836,0.021498,0.35971
"mitotic spindle assembly checkpoint signaling [GO:0007094]",8,0.51682,0.57584,1,0.48318,0.42426,0.77588,0.89662,0.55464,0.9134,3,0.90702,0.55874,1,5,0.89038,0.54265,0.9449
"glucan endo-1,3-beta-D-glucosidase activity [GO:0042973]",5,0.45834,0.025097,0.36295,0.54166,0.975,1,0.90177,0.61854,0.94797,4,0.88653,0.31097,1,1,0.96272,0.83922,0.99883
"cell wall organization [GO:0071555]",11,0.45659,0.0016998,0.084097,0.54341,0.9984,1,0.90253,0.69193,0.97221,9,0.88738,0.24218,1,2,0.9707,0.9729,0.99883
"cell surface [GO:0009986]",8,0.47377,0.038196,0.45449,0.52623,0.9619,1,0.88989,0.43786,0.8699,6,0.89162,0.33777,1,2,0.88472,0.48245,0.92635
"fatty acid biosynthetic process [GO:0006633]",13,0.56426,0.9986,1,0.43574,0.0014999,0.048511,0.83024,0.0017998,0.10527,2,0.86595,0.20388,0.97781,11,0.82375,0.0032997,0.19488
"endoplasmic reticulum membrane [GO:0005789]",127,0.51048,0.38006,1,0.48952,0.62004,0.91211,0.88622,0.13289,0.60082,59,0.9001,0.42916,1,68,0.87418,0.071693,0.53314
"nucleosome binding [GO:0031491]",11,0.54444,0.9588,1,0.45556,0.041296,0.29187,0.86415,0.077992,0.50912,2,0.87085,0.25177,1,9,0.86266,0.14419,0.63428
"dioxygenase activity [GO:0051213]",13,0.49833,0.21468,0.96619,0.50167,0.78542,1,0.90559,0.76432,0.98769,8,0.92057,0.80922,1,5,0.88162,0.43136,0.89566
"FAD binding [GO:0071949]",16,0.49487,0.13629,0.82121,0.50513,0.86381,1,0.89075,0.44706,0.8699,8,0.8805,0.17048,0.93381,8,0.901,0.73773,0.98981
"nucleotide binding [GO:0000166]",22,0.52297,0.79232,1,0.47703,0.20778,0.56161,0.89969,0.69023,0.97221,7,0.91455,0.70823,1,15,0.89275,0.64874,0.97743
"exonuclease activity [GO:0004527]",12,0.55465,0.9917,1,0.44535,0.0083992,0.12146,0.87149,0.12879,0.59833,2,0.94235,0.83392,1,10,0.85731,0.087291,0.56277
"4 iron, 4 sulfur cluster binding [GO:0051539]",24,0.50177,0.20168,0.95917,0.49823,0.79842,1,0.88189,0.20658,0.74367,9,0.84725,0.0056994,0.50326,15,0.90268,0.83592,0.99883
"cell division site [GO:0032153]",35,0.49974,0.12449,0.8011,0.50026,0.87561,1,0.90063,0.77042,0.98769,18,0.90288,0.53275,1,17,0.89824,0.78042,0.98981
"ubiquitin protein ligase activity [GO:0061630]",26,0.5234,0.83182,1,0.4766,0.16828,0.5324,0.88947,0.40296,0.8699,8,0.89645,0.40346,1,18,0.88637,0.49175,0.93463
"protein ubiquitination [GO:0016567]",29,0.52257,0.81822,1,0.47743,0.18188,0.55034,0.87702,0.10189,0.55362,9,0.8746,0.09549,0.78409,20,0.87811,0.28897,0.78941
"transaminase activity [GO:0008483]",20,0.50815,0.39256,1,0.49185,0.60754,0.90957,0.86334,0.025397,0.32704,9,0.86626,0.047895,0.74001,11,0.86095,0.10069,0.58627
"pyridoxal phosphate binding [GO:0030170]",37,0.49968,0.11209,0.77168,0.50032,0.88801,1,0.88102,0.13659,0.61139,17,0.86982,0.019798,0.64747,20,0.89053,0.61734,0.96715
"proteolysis involved in protein catabolic process [GO:0051603]",12,0.52139,0.69403,1,0.47861,0.30607,0.67466,0.91187,0.84972,0.98769,4,0.93198,0.84662,1,8,0.90181,0.75052,0.98981
"glutathione metabolic process [GO:0006749]",6,0.53418,0.80542,1,0.46582,0.19468,0.56161,0.8188,0.0053995,0.16373,2,0.83076,0.051295,0.74001,4,0.81282,0.019098,0.34413
"cellular response to oxidative stress [GO:0034599]",37,0.53234,0.974,1,0.46766,0.026097,0.23143,0.8906,0.42236,0.8699,10,0.91727,0.79482,1,27,0.88072,0.33447,0.83572
"cell redox homeostasis [GO:0045454]",12,0.53665,0.91471,1,0.46335,0.085391,0.40121,0.85162,0.019098,0.27619,3,0.84982,0.081192,0.74001,9,0.85222,0.066893,0.52233
"cellular oxidant detoxification [GO:0098869]",12,0.54631,0.9702,1,0.45369,0.029897,0.25318,0.85138,0.018398,0.27022,3,0.88799,0.34237,1,9,0.83917,0.023298,0.37638
"Set1C/COMPASS complex [GO:0048188]",7,0.54028,0.88331,1,0.45972,0.11679,0.46915,0.91466,0.81882,0.98769,1,0.98326,0.89971,1,6,0.90323,0.73753,0.98981
"double-stranded DNA binding [GO:0003690]",7,0.52912,0.75912,1,0.47088,0.24098,0.5858,0.90662,0.71143,0.97627,1,0.87699,0.45605,1,6,0.91156,0.83682,0.99883
"DNA metabolic process [GO:0006259]",7,0.49331,0.21148,0.96619,0.50669,0.78862,1,0.95345,0.9952,0.99736,2,0.89511,0.41266,1,5,0.97678,0.9998,0.9998
"ferrous iron binding [GO:0008198]",5,0.51016,0.46805,1,0.48984,0.53205,0.85491,0.90671,0.68273,0.97221,2,0.9088,0.55424,1,3,0.90532,0.68573,0.98822
"mitochondrial genome maintenance [GO:0000002]",11,0.47716,0.032197,0.42627,0.52284,0.9679,1,0.89665,0.57324,0.92941,7,0.8829,0.21258,0.98831,4,0.9207,0.85881,0.99883
"phosphatase activity [GO:0016791]",24,0.52502,0.85021,1,0.47498,0.14989,0.50848,0.90172,0.75442,0.98769,7,0.91729,0.74933,1,17,0.89531,0.71543,0.98915
"methyltransferase activity [GO:0008168]",59,0.51587,0.68993,1,0.48413,0.31017,0.67804,0.90616,0.9529,0.99736,20,0.9084,0.70043,1,39,0.90501,0.9703,0.99883
"S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]",9,0.50957,0.44076,1,0.49043,0.55934,0.87195,0.93105,0.9687,0.99736,4,0.94396,0.92671,1,5,0.92072,0.88031,0.99883
"protein-lysine N-methyltransferase activity [GO:0016279]",8,0.50901,0.43266,1,0.49099,0.56744,0.88019,0.91102,0.79322,0.98769,3,0.9054,0.53855,1,5,0.9144,0.83112,0.99883
"methylation [GO:0032259]",55,0.5151,0.63944,1,0.4849,0.36066,0.72521,0.9035,0.89881,0.99351,19,0.90404,0.55664,1,36,0.90321,0.94811,0.99883
"mRNA binding [GO:0003729]",76,0.50131,0.059894,0.57931,0.49869,0.94021,1,0.89488,0.62194,0.94797,39,0.90012,0.44796,1,37,0.88934,0.61014,0.96571
"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]",24,0.51614,0.62444,1,0.48386,0.37566,0.73545,0.88503,0.27777,0.80675,10,0.90078,0.47795,1,14,0.87379,0.23228,0.73949
"cytosolic large ribosomal subunit [GO:0022625]",42,0.49214,0.016498,0.30962,0.50786,0.9836,1,0.89317,0.52925,0.90025,21,0.87744,0.042396,0.74001,21,0.90889,0.9507,0.99883
"metalloendopeptidase activity [GO:0004222]",10,0.53339,0.85941,1,0.46661,0.14069,0.49716,0.90632,0.74213,0.98769,2,0.93277,0.78012,1,8,0.89971,0.71913,0.98915
"metallopeptidase activity [GO:0008237]",29,0.52871,0.92461,1,0.47129,0.075492,0.37746,0.88495,0.26127,0.79739,9,0.90715,0.59594,1,20,0.87496,0.22098,0.73949
"2-oxoglutarate-dependent dioxygenase activity [GO:0016706]",7,0.53788,0.86291,1,0.46212,0.13719,0.48662,0.91844,0.85931,0.98769,2,0.98986,0.9964,1,5,0.88987,0.53595,0.9449
"proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]",13,0.49098,0.11119,0.77168,0.50902,0.88891,1,0.88582,0.34747,0.8699,7,0.87723,0.15018,0.93336,6,0.89585,0.63594,0.96793
"proton-transporting ATPase activity, rotational mechanism [GO:0046961]",15,0.5075,0.38956,1,0.4925,0.61054,0.91056,0.86839,0.074893,0.49841,7,0.87507,0.13269,0.90785,8,0.86255,0.15108,0.6554
"proton motive force-driven ATP synthesis [GO:0015986]",15,0.49389,0.12869,0.8011,0.50611,0.87141,1,0.89609,0.57544,0.92941,8,0.89112,0.31507,1,7,0.90176,0.72313,0.98915
"rRNA processing [GO:0006364]",103,0.51736,0.80512,1,0.48264,0.19498,0.56161,0.88823,0.25507,0.79662,40,0.90079,0.47515,1,63,0.88026,0.23928,0.73949
"ribosome biogenesis [GO:0042254]",81,0.49971,0.035696,0.4474,0.50029,0.9644,1,0.88923,0.32077,0.84696,42,0.89262,0.18428,0.94058,39,0.88558,0.46725,0.92635
"O-acyltransferase activity [GO:0008374]",8,0.52612,0.73153,1,0.47388,0.26857,0.62645,0.90168,0.64394,0.96415,3,0.93857,0.85091,1,5,0.87955,0.40036,0.87748
"acyltransferase activity [GO:0016746]",46,0.52223,0.86941,1,0.47777,0.13069,0.48662,0.90309,0.86711,0.98769,17,0.92905,0.9757,1,29,0.88788,0.54625,0.94634
"fatty acid metabolic process [GO:0006631]",15,0.54573,0.9832,1,0.45427,0.016898,0.1891,0.88994,0.42636,0.8699,3,0.95352,0.93861,1,12,0.87404,0.25597,0.75662
"phospholipid metabolic process [GO:0006644]",11,0.52505,0.75412,1,0.47495,0.24598,0.59487,0.88837,0.40146,0.8699,5,0.93231,0.87371,1,6,0.85175,0.10059,0.58627
"phospholipid biosynthetic process [GO:0008654]",19,0.53334,0.92851,1,0.46666,0.071593,0.36677,0.88007,0.19558,0.73689,5,0.89882,0.45145,1,14,0.87337,0.22418,0.73949
"mitochondrial membrane [GO:0031966]",23,0.54035,0.9885,1,0.45965,0.011599,0.14935,0.88036,0.18738,0.72485,4,0.88806,0.32887,1,19,0.87874,0.31317,0.82406
"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",19,0.50089,0.21598,0.96619,0.49911,0.78412,1,0.92273,0.9824,0.99736,12,0.94024,0.9891,1,7,0.8927,0.58714,0.96012
"guanyl-nucleotide exchange factor activity [GO:0005085]",26,0.51748,0.67253,1,0.48252,0.32757,0.69822,0.92415,0.9963,0.99736,10,0.94685,0.9939,1,16,0.90996,0.93301,0.99883
"ATP-dependent peptidase activity [GO:0004176]",5,0.53979,0.83832,1,0.46021,0.16178,0.5226,0.87122,0.22418,0.76143,1,0.87699,0.45605,1,4,0.86978,0.30277,0.80825
"signal peptide processing [GO:0006465]",5,0.50484,0.39326,1,0.49516,0.60684,0.90957,0.89191,0.48165,0.87974,2,0.87699,0.30327,1,3,0.90186,0.65183,0.9788
"protein import into mitochondrial matrix [GO:0030150]",18,0.52257,0.75892,1,0.47743,0.24118,0.5858,0.90022,0.69603,0.97221,5,0.90163,0.48905,1,13,0.89968,0.77292,0.98981
"protein maturation [GO:0051604]",5,0.46368,0.043896,0.49713,0.53632,0.9562,1,0.86091,0.13829,0.61248,3,0.82356,0.019098,0.64747,2,0.91692,0.73823,0.98981
"protein-containing complex assembly [GO:0065003]",8,0.55433,0.9752,1,0.44567,0.024898,0.22722,0.86058,0.087791,0.52825,1,0.87699,0.45605,1,7,0.85823,0.12619,0.59716
"protein-containing complex binding [GO:0044877]",9,0.51848,0.62064,1,0.48152,0.37946,0.73545,0.88787,0.40266,0.8699,3,0.88723,0.33727,1,6,0.88819,0.52465,0.9449
"mitotic spindle organization [GO:0007052]",8,0.47999,0.068693,0.60611,0.52001,0.93141,1,0.89708,0.56294,0.92189,5,0.88565,0.28047,1,3,0.91613,0.78502,0.98981
"attachment of mitotic spindle microtubules to kinetochore [GO:0051315]",6,0.50303,0.36136,1,0.49697,0.63874,0.92588,0.90314,0.65233,0.96837,3,0.90921,0.58304,1,3,0.89707,0.60854,0.96571
"chromosome, centromeric region [GO:0000775]",8,0.50195,0.31477,1,0.49805,0.68533,0.94726,0.88761,0.39916,0.8699,3,0.85535,0.10869,0.84931,5,0.90697,0.74953,0.98981
"kinetochore [GO:0000776]",17,0.50296,0.27187,1,0.49704,0.72823,0.97137,0.88698,0.35426,0.8699,8,0.88622,0.24298,1,9,0.88766,0.52605,0.9449
"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]",36,0.51321,0.54785,1,0.48679,0.45225,0.7961,0.89997,0.75782,0.98769,18,0.92639,0.9626,1,18,0.87356,0.20398,0.73795
"DNA-templated transcription [GO:0006351]",35,0.54091,0.9968,1,0.45909,0.0032997,0.07385,0.88814,0.34007,0.86471,8,0.93432,0.94001,1,27,0.87446,0.18198,0.71679
"positive regulation of DNA-templated transcription [GO:0045893]",14,0.53461,0.91471,1,0.46539,0.085391,0.40121,0.8901,0.42656,0.8699,3,0.90505,0.53235,1,11,0.88602,0.49085,0.93463
"cohesin loader activity [GO:0061775]",36,0.52382,0.87401,1,0.47618,0.12609,0.47973,0.891,0.44586,0.8699,12,0.90797,0.63544,1,24,0.88251,0.38486,0.87377
"chromatin extrusion motor activity [GO:0140584]",36,0.52382,0.87401,1,0.47618,0.12609,0.47973,0.891,0.44586,0.8699,12,0.90797,0.63544,1,24,0.88251,0.38486,0.87377
"ATP-dependent H3-H4 histone complex chaperone activity [GO:0140665]",36,0.52382,0.87401,1,0.47618,0.12609,0.47973,0.891,0.44586,0.8699,12,0.90797,0.63544,1,24,0.88251,0.38486,0.87377
"ATP-dependent H2AZ histone chaperone activity [GO:0140849]",37,0.52246,0.83682,1,0.47754,0.16328,0.52564,0.89251,0.49415,0.87974,13,0.91097,0.69893,1,24,0.88251,0.38486,0.87377
"telomere maintenance [GO:0000723]",8,0.51694,0.57804,1,0.48306,0.42206,0.77588,0.89984,0.61324,0.9453,4,0.93373,0.85851,1,4,0.86595,0.26007,0.76568
"DNA recombination [GO:0006310]",14,0.51202,0.49705,1,0.48798,0.50305,0.83545,0.88763,0.37436,0.8699,7,0.91167,0.66233,1,7,0.86359,0.17628,0.71173
"chromatin looping [GO:0140588]",36,0.52382,0.87401,1,0.47618,0.12609,0.47973,0.891,0.44586,0.8699,12,0.90797,0.63544,1,24,0.88251,0.38486,0.87377
"RNA helicase activity [GO:0003724]",28,0.53677,0.9842,1,0.46323,0.015898,0.1845,0.88374,0.23688,0.77314,8,0.92525,0.86551,1,20,0.86714,0.10189,0.58627
"fungal-type cell wall [GO:0009277]",18,0.46318,0.00039996,0.07385,0.53682,0.9997,1,0.83853,0.0016998,0.10527,13,0.83723,0.00029997,0.13244,5,0.84189,0.071293,0.53314
"double-strand break repair via homologous recombination [GO:0000724]",10,0.46676,0.011099,0.24138,0.53324,0.989,1,0.90363,0.69803,0.97221,8,0.89822,0.43806,1,2,0.92527,0.79632,0.98981
"protein sumoylation [GO:0016925]",5,0.49834,0.30897,1,0.50166,0.69113,0.94726,0.92186,0.84952,0.98769,3,0.93212,0.80272,1,2,0.90646,0.66253,0.98375
"RNA catabolic process [GO:0006401]",11,0.56631,0.9986,1,0.43369,0.0014999,0.048511,0.84582,0.014399,0.24608,2,0.94072,0.82732,1,9,0.82473,0.0080992,0.21135
"cytoskeletal motor activity [GO:0003774]",7,0.48773,0.15448,0.85031,0.51227,0.84562,1,0.89231,0.48585,0.87974,4,0.8843,0.28437,1,3,0.90299,0.66233,0.98375
"microtubule binding [GO:0008017]",12,0.50666,0.37816,1,0.49334,0.62194,0.91347,0.86693,0.085791,0.52825,5,0.85631,0.055294,0.74001,7,0.87452,0.30517,0.81234
"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]",19,0.49986,0.19398,0.93991,0.50014,0.80612,1,0.90734,0.84032,0.98769,10,0.9117,0.69313,1,9,0.90248,0.77112,0.98981
"ribosomal large subunit biogenesis [GO:0042273]",31,0.51091,0.45765,1,0.48909,0.54245,0.85889,0.89496,0.58994,0.93832,12,0.8925,0.29737,1,19,0.89651,0.75462,0.98981
"nucleolus [GO:0005730]",161,0.50691,0.13179,0.80967,0.49309,0.86831,1,0.89192,0.44736,0.8699,77,0.90146,0.50115,1,84,0.88318,0.34257,0.8442
"nuclear periphery [GO:0034399]",23,0.50541,0.29837,1,0.49459,0.70173,0.95322,0.88226,0.22438,0.76143,12,0.89754,0.40206,1,11,0.86559,0.14709,0.64102
"preribosome, large subunit precursor [GO:0030687]",29,0.50987,0.42036,1,0.49013,0.57974,0.89191,0.88687,0.31317,0.84349,13,0.89584,0.36326,1,16,0.87958,0.32797,0.82609
"small GTPase binding [GO:0031267]",19,0.5167,0.62924,1,0.4833,0.37086,0.73376,0.87735,0.15298,0.64241,8,0.89401,0.36226,1,11,0.86523,0.14319,0.63428
"small GTPase-mediated signal transduction [GO:0007264]",21,0.509,0.40856,1,0.491,0.59154,0.90121,0.925,0.9907,0.99736,10,0.94014,0.9825,1,11,0.91124,0.90121,0.99883
"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]",28,0.53601,0.981,1,0.46399,0.019098,0.20228,0.87801,0.12109,0.58073,7,0.90006,0.46325,1,21,0.87065,0.14119,0.62996
"NAD binding [GO:0051287]",19,0.49388,0.09569,0.7397,0.50612,0.90441,1,0.88592,0.32057,0.84696,9,0.86666,0.048895,0.74001,10,0.90326,0.79292,0.98981
"carboxylic acid metabolic process [GO:0019752]",10,0.52237,0.69363,1,0.47763,0.30647,0.67466,0.8813,0.27807,0.80675,3,0.87672,0.24778,1,7,0.88326,0.43886,0.90177
"RNA polymerase I activity [GO:0001054]",14,0.5783,1,1,0.4217,9.999e-05,0.013427,0.84341,0.0044996,0.15106,0,NA,NA,NA,14,0.84341,0.013799,0.29385
"RNA polymerase II activity [GO:0001055]",12,0.58272,1,1,0.41728,9.999e-05,0.013427,0.83456,0.0039996,0.1446,0,NA,NA,NA,12,0.83456,0.0081992,0.21135
"RNA polymerase III activity [GO:0001056]",13,0.57311,0.9996,1,0.42689,0.00049995,0.021362,0.85379,0.018298,0.27022,0,NA,NA,NA,13,0.85379,0.044196,0.41692
"RNA polymerase IV activity [GO:0001057]",6,0.59599,0.9996,1,0.40401,0.00049995,0.021362,0.80802,0.0027997,0.10527,0,NA,NA,NA,6,0.80802,0.0051995,0.19488
"RNA polymerase V activity [GO:0001058]",6,0.59599,0.9996,1,0.40401,0.00049995,0.021362,0.80802,0.0027997,0.10527,0,NA,NA,NA,6,0.80802,0.0051995,0.19488
"mitochondrial single subunit type RNA polymerase activity [GO:0001065]",6,0.59599,0.9996,1,0.40401,0.00049995,0.021362,0.80802,0.0027997,0.10527,0,NA,NA,NA,6,0.80802,0.0051995,0.19488
"plastid single subunit type RNA polymerase activity [GO:0001066]",6,0.59599,0.9996,1,0.40401,0.00049995,0.021362,0.80802,0.0027997,0.10527,0,NA,NA,NA,6,0.80802,0.0051995,0.19488
"DNA-directed 5'-3' RNA polymerase activity [GO:0003899]",12,0.57776,1,1,0.42224,9.999e-05,0.013427,0.84448,0.0092991,0.23003,0,NA,NA,NA,12,0.84448,0.021398,0.35971
"nucleotidyltransferase activity [GO:0016779]",21,0.53649,0.9672,1,0.46351,0.032897,0.25963,0.86843,0.045995,0.41498,5,0.87696,0.18968,0.95708,16,0.86576,0.10149,0.58627
"5'-3' RNA polymerase activity [GO:0034062]",6,0.59599,0.9996,1,0.40401,0.00049995,0.021362,0.80802,0.0027997,0.10527,0,NA,NA,NA,6,0.80802,0.0051995,0.19488
"transcription by RNA polymerase IV [GO:0001059]",6,0.59599,0.9996,1,0.40401,0.00049995,0.021362,0.80802,0.0027997,0.10527,0,NA,NA,NA,6,0.80802,0.0051995,0.19488
"transcription by RNA polymerase V [GO:0001060]",6,0.59599,0.9996,1,0.40401,0.00049995,0.021362,0.80802,0.0027997,0.10527,0,NA,NA,NA,6,0.80802,0.0051995,0.19488
"transcription by RNA polymerase I [GO:0006360]",18,0.56483,1,1,0.43517,9.999e-05,0.013427,0.8567,0.012999,0.24608,1,0.87733,0.45775,1,17,0.85549,0.030797,0.37963
"transcription by RNA polymerase II [GO:0006366]",26,0.54299,0.9936,1,0.45701,0.0064994,0.10355,0.87187,0.056294,0.44354,6,0.9087,0.60364,1,20,0.86083,0.048995,0.43575
"transcription by RNA polymerase III [GO:0006383]",17,0.54752,0.9925,1,0.45248,0.0075992,0.11339,0.87196,0.09799,0.5513,3,0.90651,0.55114,1,14,0.86455,0.11299,0.58737
"mitochondrial transcription [GO:0006390]",6,0.59599,0.9996,1,0.40401,0.00049995,0.021362,0.80802,0.0027997,0.10527,0,NA,NA,NA,6,0.80802,0.0051995,0.19488
"plastid transcription [GO:0042793]",6,0.59599,0.9996,1,0.40401,0.00049995,0.021362,0.80802,0.0027997,0.10527,0,NA,NA,NA,6,0.80802,0.0051995,0.19488
"mitochondrial nucleoid [GO:0042645]",9,0.48921,0.13159,0.80967,0.51079,0.86851,1,0.86031,0.066993,0.49198,5,0.85486,0.050695,0.74001,4,0.86712,0.27207,0.77686
"DNA-directed RNA polymerase complex [GO:0000428]",18,0.56252,1,1,0.43748,9.999e-05,0.013427,0.86706,0.048495,0.4196,2,0.96443,0.92891,1,16,0.85489,0.033197,0.38754
"proteasome binding [GO:0070628]",8,0.50938,0.43886,1,0.49062,0.56124,0.87346,0.89813,0.58334,0.9343,3,0.88917,0.35466,1,5,0.9035,0.70963,0.98915
"nuclear membrane [GO:0031965]",11,0.5359,0.89731,1,0.4641,0.10279,0.43918,0.88055,0.25707,0.79662,3,0.91265,0.62054,1,8,0.86851,0.21678,0.73949
"proteasome complex [GO:0000502]",34,0.52812,0.93331,1,0.47188,0.066793,0.35273,0.90457,0.86681,0.98769,10,0.93336,0.9526,1,24,0.89257,0.68093,0.9881
"hydrolase activity, acting on ester bonds [GO:0016788]",5,0.51986,0.60564,1,0.48014,0.39446,0.75059,0.93062,0.91541,0.99351,1,0.92582,0.61744,1,4,0.93182,0.92701,0.99883
"phosphate-containing compound metabolic process [GO:0006796]",8,0.49503,0.21248,0.96619,0.50497,0.78762,1,0.88079,0.29587,0.8302,4,0.87085,0.16158,0.93381,4,0.89074,0.55074,0.94634
"organophosphate metabolic process [GO:0019637]",6,0.47317,0.063494,0.57931,0.52683,0.93661,1,0.88145,0.32477,0.848,4,0.87085,0.16158,0.93381,2,0.90266,0.62034,0.96715
"rRNA binding [GO:0019843]",23,0.48658,0.025797,0.36614,0.51342,0.9743,1,0.90174,0.75632,0.98769,16,0.91008,0.70963,1,7,0.88268,0.42856,0.89277
"ribosomal large subunit assembly [GO:0000027]",10,0.53535,0.88031,1,0.46465,0.11979,0.47311,0.89258,0.48885,0.87974,3,0.93879,0.85351,1,7,0.87278,0.28347,0.7848
"tRNA processing [GO:0008033]",47,0.53733,0.9975,1,0.46267,0.0025997,0.064309,0.90119,0.81942,0.98769,10,0.94327,0.9888,1,37,0.88982,0.62474,0.96793
"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]",8,0.53235,0.82282,1,0.46765,0.17728,0.54312,0.8528,0.046395,0.41498,3,0.89,0.36516,1,5,0.83047,0.037196,0.39161
"RNA metabolic process [GO:0016070]",6,0.54409,0.89461,1,0.45591,0.10549,0.44268,0.82814,0.011199,0.23925,1,0.74897,0.024098,0.67874,5,0.84398,0.078592,0.54423
"alpha-amino acid metabolic process [GO:1901605]",5,0.51409,0.52455,1,0.48591,0.47555,0.81573,0.85045,0.075292,0.49841,3,0.89886,0.46275,1,2,0.77784,0.019098,0.34413
"cysteine-type peptidase activity [GO:0008234]",20,0.52629,0.84642,1,0.47371,0.15368,0.50867,0.90524,0.81012,0.98769,6,0.92972,0.87301,1,14,0.89475,0.67873,0.9881
"autophagosome assembly [GO:0000045]",14,0.50297,0.28467,1,0.49703,0.71543,0.96485,0.8995,0.64554,0.96422,5,0.86761,0.11169,0.8651,9,0.91722,0.93071,0.99883
"mitophagy [GO:0000423]",10,0.52262,0.69883,1,0.47738,0.30127,0.66791,0.89257,0.48885,0.87974,3,0.89635,0.43646,1,7,0.89095,0.56054,0.94976
"autophagy [GO:0006914]",26,0.50106,0.17568,0.91988,0.49894,0.82442,1,0.91508,0.9682,0.99736,13,0.91719,0.81582,1,13,0.91297,0.93601,0.99883
"protein processing [GO:0016485]",5,0.53875,0.82732,1,0.46125,0.17278,0.53959,0.87093,0.22148,0.75981,1,0.87107,0.39606,1,4,0.87089,0.31647,0.82609
"piecemeal microautophagy of the nucleus [GO:0034727]",16,0.50738,0.38306,1,0.49262,0.61704,0.91211,0.91019,0.86261,0.98769,7,0.91422,0.70273,1,9,0.90705,0.83442,0.99883
"phagophore assembly site [GO:0000407]",12,0.48454,0.063594,0.57931,0.51546,0.93651,1,0.91638,0.90181,0.99351,6,0.88547,0.25527,1,6,0.9473,0.9929,0.99883
