"Name","Genes (tot)","Stat (dist.dir.up)","p (dist.dir.up)","p adj (dist.dir.up)","Stat (dist.dir.dn)","p (dist.dir.dn)","p adj (dist.dir.dn)","Stat (non-dir.)","p (non-dir.)","p adj (non-dir.)","Genes (up)","Stat (mix.dir.up)","p (mix.dir.up)","p adj (mix.dir.up)","Genes (down)","Stat (mix.dir.dn)","p (mix.dir.dn)","p adj (mix.dir.dn)"
"extracellular region [GO:0005576]",24,0.37338,0.0027997,0.17134,0.62662,0.9973,1,0.35195,0.23258,0.94584,17,0.36379,0.24808,0.9993,7,0.3232,0.30317,0.92606
"intracellular protein transport [GO:0006886]",78,0.66071,0.9962,1,0.33929,0.0038996,0.066372,0.33661,0.030497,0.50902,22,0.39378,0.37936,0.9993,56,0.31415,0.029897,0.63549
"retrograde transport, endosome to Golgi [GO:0042147]",22,0.6047,0.71313,1,0.3953,0.28697,0.67722,0.41618,0.65513,0.9995,7,0.41161,0.51315,0.9993,15,0.41831,0.71963,0.9998
"Golgi membrane [GO:0000139]",54,0.62056,0.90071,1,0.37944,0.09939,0.36939,0.42738,0.82402,0.9995,20,0.55248,0.9819,0.9993,34,0.3538,0.29727,0.92564
"GTPase activator activity [GO:0005096]",29,0.62227,0.82832,1,0.37773,0.17178,0.50988,0.3206,0.078292,0.72506,10,0.36946,0.33127,0.9993,19,0.29488,0.074693,0.77939
"cytoskeleton organization [GO:0007010]",20,0.52315,0.28417,0.97704,0.47685,0.71593,1,0.37472,0.39536,0.9995,8,0.27627,0.084392,0.9993,12,0.44035,0.78282,0.9998
"signal transduction [GO:0007165]",40,0.64142,0.93801,1,0.35858,0.062094,0.2808,0.45826,0.93561,0.9995,13,0.60168,0.9926,0.9993,27,0.3892,0.58564,0.9998
"cellular bud [GO:0005933]",7,0.63268,0.70213,1,0.36732,0.29797,0.69426,0.29909,0.18198,0.92266,2,0.23778,0.24358,0.9993,5,0.32361,0.34077,0.92896
"cell cortex [GO:0005938]",24,0.60339,0.72533,1,0.39661,0.27477,0.66452,0.41219,0.64374,0.9995,8,0.42846,0.56894,0.9993,16,0.40406,0.64824,0.9998
"ubiquitin protein ligase binding [GO:0031625]",16,0.77387,0.9974,1,0.22613,0.0026997,0.061194,0.3215,0.14729,0.85036,2,0.47696,0.62434,0.9993,14,0.29929,0.12629,0.78857
"ubiquitin-dependent protein catabolic process [GO:0006511]",45,0.6134,0.85551,1,0.3866,0.14459,0.45769,0.46161,0.9522,0.9995,14,0.49924,0.86891,0.9993,31,0.44462,0.91511,0.9998
"protein catabolic process [GO:0030163]",9,0.41672,0.094891,0.71928,0.58328,0.90521,1,0.43987,0.69873,0.9995,6,0.45498,0.64394,0.9993,3,0.40965,0.59654,0.9998
"structural constituent of nuclear pore [GO:0017056]",17,0.4957,0.18998,0.87962,0.5043,0.81012,1,0.29878,0.080692,0.72506,8,0.24581,0.042896,0.77942,9,0.34585,0.36636,0.94112
"ribosomal large subunit export from nucleus [GO:0000055]",12,0.46846,0.15308,0.87811,0.53154,0.84702,1,0.36746,0.38236,0.9995,7,0.40376,0.48255,0.9993,5,0.31664,0.31957,0.92606
"ribosomal small subunit export from nucleus [GO:0000056]",6,0.51861,0.36026,1,0.48139,0.63984,0.96208,0.46701,0.75772,0.9995,3,0.50423,0.71583,0.9993,3,0.42979,0.64164,0.9998
"mRNA export from nucleus [GO:0006406]",14,0.68503,0.91991,1,0.31497,0.080192,0.33012,0.38585,0.47805,0.9995,4,0.57286,0.86041,0.9993,10,0.31105,0.21208,0.89462
"protein import into nucleus [GO:0006606]",38,0.60537,0.78552,1,0.39463,0.21458,0.58977,0.38412,0.43516,0.9995,12,0.35852,0.25747,0.9993,26,0.39593,0.64244,0.9998
"mRNA transport [GO:0051028]",22,0.54067,0.36226,1,0.45933,0.63784,0.96208,0.34671,0.22028,0.93187,10,0.37086,0.33827,0.9993,12,0.32659,0.25387,0.91962
"nuclear pore [GO:0005643]",27,0.5328,0.31647,1,0.4672,0.68363,0.99615,0.33389,0.13469,0.82981,11,0.26301,0.036696,0.77942,16,0.38263,0.53265,0.98236
"protein folding chaperone [GO:0044183]",13,0.54177,0.40106,1,0.45823,0.59904,0.92423,0.42327,0.66243,0.9995,7,0.54204,0.88321,0.9993,6,0.28472,0.20328,0.89279
"cellular respiration [GO:0045333]",7,0.54603,0.42816,1,0.45397,0.57194,0.91807,0.49749,0.83972,0.9995,3,0.52113,0.74473,0.9993,4,0.47975,0.77152,0.9998
"mitochondrial matrix [GO:0005759]",42,0.553,0.41146,1,0.447,0.58864,0.92057,0.42734,0.79962,0.9995,17,0.42354,0.57434,0.9993,25,0.42992,0.83492,0.9998
"regulation of DNA-templated transcription [GO:0006355]",78,0.55889,0.44976,1,0.44111,0.55034,0.90379,0.39706,0.55364,0.9995,34,0.44348,0.73533,0.9993,44,0.36118,0.34227,0.92896
"nucleic acid binding [GO:0003676]",73,0.65143,0.9898,1,0.34857,0.010299,0.096474,0.38172,0.37736,0.9995,20,0.42436,0.57844,0.9993,53,0.36563,0.36456,0.94112
"DNA replication, removal of RNA primer [GO:0043137]",5,0.37654,0.10939,0.74648,0.62346,0.89071,1,0.54788,0.88921,0.9995,4,0.56309,0.84662,0.9993,1,0.48701,0.68783,0.9998
"proton transmembrane transport [GO:1902600]",46,0.68785,0.9964,1,0.31215,0.0036996,0.066372,0.37976,0.37886,0.9995,11,0.48871,0.81882,0.9993,35,0.34552,0.23578,0.91962
"DNA clamp loader activity [GO:0003689]",40,0.64138,0.93801,1,0.35862,0.062094,0.2808,0.42864,0.80052,0.9995,11,0.47527,0.77772,0.9993,29,0.41095,0.74993,0.9998
"DNA-templated DNA replication [GO:0006261]",12,0.46257,0.14119,0.86406,0.53743,0.85891,1,0.41875,0.63604,0.9995,7,0.43761,0.60514,0.9993,5,0.39234,0.56414,0.99634
"DNA strand elongation involved in DNA replication [GO:0006271]",14,0.38732,0.026297,0.42353,0.61268,0.9738,1,0.44532,0.77022,0.9995,9,0.39331,0.42436,0.9993,5,0.53894,0.90781,0.9998
"leading strand elongation [GO:0006272]",7,0.60982,0.63234,1,0.39018,0.36776,0.75199,0.36367,0.39576,0.9995,2,0.27082,0.29517,0.9993,5,0.40082,0.59004,0.9998
"DNA repair [GO:0006281]",55,0.47893,0.027197,0.42939,0.52107,0.9729,1,0.42708,0.82992,0.9995,31,0.45437,0.79292,0.9993,24,0.39183,0.59814,0.9998
"DNA replication factor C complex [GO:0005663]",5,0.40431,0.14659,0.87811,0.59569,0.85351,1,0.29217,0.21828,0.93151,3,0.25066,0.18778,0.9993,2,0.35444,0.49095,0.97332
"kinase activity [GO:0016301]",64,0.63169,0.9542,1,0.36831,0.045895,0.24838,0.4831,0.9956,0.9995,21,0.61368,0.9993,0.9993,43,0.41933,0.84552,0.9998
"Golgi organization [GO:0007030]",15,0.63354,0.79482,1,0.36646,0.20528,0.57629,0.48402,0.89251,0.9995,3,0.37773,0.43066,0.9993,12,0.51059,0.94921,0.9998
"endosome organization [GO:0007032]",5,0.53474,0.41526,1,0.46526,0.58484,0.91838,0.39364,0.52605,0.9995,2,0.32891,0.38696,0.9993,3,0.43679,0.65693,0.9998
"phosphatidylinositol phosphate biosynthetic process [GO:0046854]",11,0.61083,0.67973,1,0.38917,0.32037,0.7121,0.47448,0.84102,0.9995,3,0.44291,0.58374,0.9993,8,0.48631,0.87591,0.9998
"fungal-type vacuole membrane [GO:0000329]",52,0.69262,0.9981,1,0.30738,0.0019998,0.047072,0.34287,0.090791,0.74326,11,0.35734,0.26427,0.9993,41,0.33899,0.16238,0.8175
"endosome [GO:0005768]",52,0.52699,0.21308,0.88513,0.47301,0.78702,1,0.42146,0.78302,0.9995,21,0.35053,0.16218,0.9993,31,0.4695,0.9696,0.9998
"vacuolar membrane [GO:0005774]",41,0.64813,0.9519,1,0.35187,0.048195,0.25038,0.41172,0.67983,0.9995,11,0.45577,0.69483,0.9993,30,0.39556,0.64174,0.9998
"trans-Golgi network [GO:0005802]",16,0.59506,0.64184,1,0.40494,0.35826,0.75088,0.36768,0.37676,0.9995,5,0.29249,0.18108,0.9993,11,0.40186,0.61964,0.9998
"lipid binding [GO:0008289]",21,0.50633,0.21398,0.88513,0.49367,0.78612,1,0.48519,0.93441,0.9995,11,0.52067,0.89641,0.9993,10,0.44617,0.79562,0.9998
"sterol binding [GO:0032934]",8,0.58899,0.58274,1,0.41101,0.41736,0.81345,0.49959,0.86501,0.9995,3,0.5701,0.81982,0.9993,5,0.45728,0.75182,0.9998
"lipid transport [GO:0006869]",14,0.6628,0.87131,1,0.3372,0.12879,0.4236,0.36702,0.38076,0.9995,5,0.56966,0.88881,0.9993,9,0.25444,0.070293,0.77939
"cortical endoplasmic reticulum [GO:0032541]",10,0.66476,0.82872,1,0.33524,0.17138,0.50988,0.41617,0.61924,0.9995,3,0.57614,0.82802,0.9993,7,0.34761,0.39246,0.94469
"lyase activity [GO:0016829]",54,0.60664,0.83762,1,0.39336,0.16248,0.49228,0.32615,0.035796,0.54774,19,0.34551,0.14799,0.9993,35,0.31564,0.074693,0.77939
"folic acid-containing compound biosynthetic process [GO:0009396]",5,0.66231,0.73743,1,0.33769,0.26267,0.65348,0.34534,0.37246,0.9995,2,0.58745,0.80712,0.9993,3,0.18394,0.09839,0.78857
"mitochondrial envelope [GO:0005740]",5,0.53954,0.42676,1,0.46046,0.57334,0.91807,0.43458,0.64754,0.9995,2,0.39208,0.48055,0.9993,3,0.46292,0.71363,0.9998
"ubiquinone biosynthetic process [GO:0006744]",12,0.59635,0.63134,1,0.40365,0.36876,0.75199,0.43118,0.68713,0.9995,4,0.43581,0.57964,0.9993,8,0.42886,0.71663,0.9998
"ubiquinol-cytochrome-c reductase activity [GO:0008121]",6,0.71666,0.87381,1,0.28334,0.12629,0.42311,0.39839,0.54545,0.9995,1,0.49514,0.64914,0.9993,5,0.37904,0.52385,0.98152
"2 iron, 2 sulfur cluster binding [GO:0051537]",14,0.6627,0.87101,1,0.3373,0.12909,0.4236,0.50343,0.93061,0.9995,5,0.76037,0.9959,0.9993,9,0.36069,0.42326,0.95488
"mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]",9,0.77435,0.979,1,0.22565,0.021098,0.15275,0.3391,0.28507,0.9995,1,0.49514,0.64914,0.9993,8,0.3196,0.28637,0.92564
"respiratory chain complex III [GO:0045275]",8,0.75338,0.9527,1,0.24662,0.047395,0.25038,0.36703,0.40996,0.9995,1,0.49514,0.64914,0.9993,7,0.34873,0.39586,0.94514
"structural constituent of ribosome [GO:0003735]",126,0.5917,0.84122,1,0.4083,0.15888,0.48812,0.40702,0.72723,0.9995,46,0.43905,0.74863,0.9993,80,0.38861,0.63524,0.9998
"ribosome [GO:0005840]",122,0.57705,0.68283,1,0.42295,0.31727,0.71177,0.41036,0.77162,0.9995,46,0.42242,0.60714,0.9993,76,0.40305,0.79482,0.9998
"mitochondrial large ribosomal subunit [GO:0005762]",29,0.65774,0.94081,1,0.34226,0.059294,0.2777,0.49614,0.9765,0.9995,7,0.60979,0.9631,0.9993,22,0.45998,0.92051,0.9998
"ribonucleoprotein complex [GO:1990904]",159,0.55053,0.29757,0.98683,0.44947,0.70253,1,0.39542,0.55784,0.9995,66,0.39349,0.29247,0.9993,93,0.39678,0.75292,0.9998
"monoatomic ion transport [GO:0006811]",12,0.64101,0.79272,1,0.35899,0.20738,0.57864,0.35116,0.30837,0.9995,4,0.44977,0.61404,0.9993,8,0.30186,0.21928,0.90279
"intracellular iron ion homeostasis [GO:0006879]",12,0.70921,0.94131,1,0.29079,0.058794,0.27678,0.40339,0.56164,0.9995,3,0.64361,0.90851,0.9993,9,0.32332,0.27027,0.91962
"fungal-type vacuole [GO:0000324]",27,0.60203,0.72823,1,0.39797,0.27187,0.66377,0.38712,0.47345,0.9995,10,0.44808,0.66503,0.9993,17,0.35125,0.34547,0.92896
"early endosome [GO:0005769]",6,0.63014,0.67893,1,0.36986,0.32117,0.71215,0.37733,0.47475,0.9995,2,0.45642,0.58914,0.9993,4,0.33779,0.40886,0.94514
"endoplasmic reticulum [GO:0005783]",166,0.61067,0.9711,1,0.38933,0.028997,0.18811,0.36266,0.076492,0.72506,57,0.39423,0.32347,0.9993,109,0.34614,0.091091,0.78857
"Golgi apparatus [GO:0005794]",91,0.68762,0.9999,1,0.31238,0.00019998,0.011973,0.38578,0.41396,0.9995,24,0.54691,0.9898,0.9993,67,0.32806,0.051695,0.73238
"protein heterodimerization activity [GO:0046982]",19,0.40037,0.016498,0.36061,0.59963,0.9836,1,0.55089,0.9918,0.9995,11,0.44004,0.62984,0.9993,8,0.70329,0.9991,0.9998
"RNA binding [GO:0003723]",251,0.51147,0.0045995,0.19193,0.48853,0.9955,1,0.36375,0.042296,0.60359,120,0.35858,0.016498,0.70448,131,0.36848,0.31797,0.92606
"actin binding [GO:0003779]",29,0.49614,0.13059,0.83249,0.50386,0.86951,1,0.38722,0.46915,0.9995,14,0.35735,0.23668,0.9993,15,0.41511,0.70353,0.9998
"structural constituent of cytoskeleton [GO:0005200]",8,0.46471,0.20348,0.88513,0.53529,0.79662,1,0.38414,0.47975,0.9995,4,0.31356,0.25127,0.9993,4,0.45471,0.71923,0.9998
"actin filament binding [GO:0051015]",25,0.5561,0.45425,1,0.4439,0.54585,0.898,0.37749,0.39056,0.9995,11,0.4201,0.53945,0.9993,14,0.34402,0.31707,0.92606
"molecular adaptor activity [GO:0060090]",15,0.5924,0.62984,1,0.4076,0.37026,0.75199,0.41323,0.62324,0.9995,6,0.49754,0.76172,0.9993,9,0.35702,0.40906,0.94514
"microtubule cytoskeleton organization [GO:0000226]",9,0.69328,0.88231,1,0.30672,0.11779,0.40621,0.46932,0.79712,0.9995,1,0.35144,0.52145,0.9993,8,0.48405,0.87241,0.9998
"actin cytoskeleton organization [GO:0030036]",15,0.4975,0.21598,0.88513,0.5025,0.78412,1,0.37696,0.42126,0.9995,8,0.41121,0.50585,0.9993,7,0.33782,0.35606,0.9325
"Arp2/3 complex-mediated actin nucleation [GO:0034314]",8,0.60734,0.63884,1,0.39266,0.36126,0.75199,0.39703,0.53235,0.9995,3,0.48228,0.66933,0.9993,5,0.34588,0.41156,0.94514
"actin cortical patch organization [GO:0044396]",7,0.68359,0.82792,1,0.31641,0.17218,0.50988,0.44747,0.70553,0.9995,2,0.67562,0.88931,0.9993,5,0.35621,0.44926,0.9556
"cytoskeleton [GO:0005856]",38,0.51198,0.16238,0.87811,0.48802,0.83772,1,0.42708,0.77902,0.9995,18,0.42055,0.55824,0.9993,20,0.43297,0.82142,0.9998
"actin cytoskeleton [GO:0015629]",15,0.57656,0.55654,1,0.42344,0.44356,0.82593,0.41335,0.62344,0.9995,5,0.34971,0.33977,0.9993,10,0.44517,0.79202,0.9998
"Arp2/3 protein complex [GO:0005885]",7,0.68727,0.83542,1,0.31273,0.16468,0.4973,0.44009,0.68063,0.9995,2,0.67562,0.88931,0.9993,5,0.34588,0.41156,0.94514
"CENP-A containing chromatin assembly [GO:0034080]",5,0.46212,0.25017,0.94123,0.53788,0.74993,1,0.37827,0.47675,0.9995,3,0.41876,0.52995,0.9993,2,0.31752,0.42976,0.9556
"vacuole organization [GO:0007033]",5,0.70541,0.82542,1,0.29459,0.17468,0.51562,0.29636,0.22958,0.94584,1,0.26797,0.43916,0.9993,4,0.30346,0.31247,0.92606
"endosomal transport [GO:0016197]",10,0.54858,0.43806,1,0.45142,0.56204,0.90998,0.42321,0.64834,0.9995,4,0.40047,0.48525,0.9993,6,0.43838,0.70763,0.9998
"HOPS complex [GO:0030897]",5,0.91905,0.9988,1,0.080949,0.0012999,0.03729,0.1619,0.018998,0.4788,0,NA,NA,NA,5,0.1619,0.020698,0.56985
"small ribosomal subunit [GO:0015935]",12,0.65534,0.83232,1,0.34466,0.16778,0.505,0.33238,0.22758,0.94584,3,0.2861,0.23968,0.9993,9,0.3478,0.37326,0.94469
"transcription coregulator activity [GO:0003712]",17,0.58735,0.60544,1,0.41265,0.39466,0.79104,0.43018,0.72183,0.9995,6,0.44027,0.59844,0.9993,11,0.42468,0.71513,0.9998
"histone acetyltransferase activity [GO:0004402]",7,0.51319,0.32757,1,0.48681,0.67253,0.9894,0.28752,0.15058,0.85331,3,0.19956,0.10699,0.9993,4,0.3535,0.45795,0.95689
"transferase activity [GO:0016740]",85,0.5468,0.30547,0.98998,0.4532,0.69463,1,0.39956,0.61034,0.9995,36,0.40165,0.42316,0.9993,49,0.39802,0.69933,0.9998
"tRNA binding [GO:0000049]",28,0.68345,0.976,1,0.31655,0.024098,0.16577,0.35486,0.24168,0.95629,6,0.35078,0.30507,0.9993,22,0.35597,0.34887,0.92896
"translation initiation factor activity [GO:0003743]",35,0.4707,0.045695,0.54598,0.5293,0.9544,1,0.35438,0.20898,0.93151,19,0.35139,0.17368,0.9993,16,0.35794,0.38856,0.94469
"GTPase activity [GO:0003924]",70,0.67548,0.9981,1,0.32452,0.0019998,0.047072,0.37573,0.30737,0.9995,18,0.46856,0.80182,0.9993,52,0.3436,0.17058,0.83376
"GTP binding [GO:0005525]",87,0.61692,0.94051,1,0.38308,0.059594,0.2777,0.38215,0.36816,0.9995,30,0.4432,0.73183,0.9993,57,0.35002,0.21338,0.89462
"formation of translation preinitiation complex [GO:0001731]",6,0.18758,0.0023998,0.15736,0.81242,0.9977,1,0.3508,0.38166,0.9995,5,0.23557,0.079492,0.98633,1,0.92693,0.9659,0.9998
"translational initiation [GO:0006413]",37,0.47294,0.045295,0.54598,0.52706,0.9548,1,0.3417,0.12279,0.82213,20,0.34102,0.12759,0.9993,17,0.34251,0.29877,0.92564
"poly(A)+ mRNA export from nucleus [GO:0016973]",13,0.57626,0.54565,1,0.42374,0.45445,0.83302,0.30228,0.12109,0.82213,5,0.29123,0.17818,0.9993,8,0.30918,0.24818,0.91962
"nuclear envelope [GO:0005635]",26,0.6029,0.72873,1,0.3971,0.27137,0.66377,0.39494,0.52955,0.9995,8,0.35119,0.27917,0.9993,18,0.41438,0.72803,0.9998
"nuclear pore outer ring [GO:0031080]",6,0.83532,0.9839,1,0.16468,0.016198,0.13396,0.32936,0.31047,0.9995,0,NA,NA,NA,6,0.32936,0.34167,0.92896
"DNA helicase activity [GO:0003678]",12,0.71854,0.9537,1,0.28146,0.046395,0.24907,0.37354,0.41086,0.9995,2,0.43182,0.54365,0.9993,10,0.36188,0.43406,0.9556
"termination of RNA polymerase II transcription [GO:0006369]",5,0.88295,0.9938,1,0.11705,0.0062994,0.080816,0.2341,0.09949,0.77135,0,NA,NA,NA,5,0.2341,0.11109,0.78857
"cellular bud neck [GO:0005935]",18,0.61595,0.75312,1,0.38405,0.24698,0.63011,0.49689,0.94461,0.9995,5,0.51182,0.78392,0.9993,13,0.49115,0.93111,0.9998
"sterol transport [GO:0015918]",5,0.49373,0.32017,1,0.50627,0.67993,0.99421,0.51998,0.84602,0.9995,2,0.38429,0.46735,0.9993,3,0.61043,0.91701,0.9998
"iron ion transport [GO:0006826]",5,0.82173,0.9673,1,0.17827,0.032797,0.20072,0.33443,0.33567,0.9995,1,0.94474,0.9648,0.9993,4,0.18185,0.058494,0.73238
"endocytosis [GO:0006897]",47,0.56851,0.53315,1,0.43149,0.46695,0.84052,0.42359,0.78582,0.9995,19,0.45655,0.75132,0.9993,28,0.40122,0.67433,0.9998
"membrane raft [GO:0045121]",6,0.73385,0.90191,1,0.26615,0.09819,0.36754,0.2629,0.12999,0.82612,1,0.19177,0.33927,0.9993,5,0.27712,0.20598,0.89279
"meiotic cell cycle [GO:0051321]",8,0.43362,0.13929,0.85877,0.56638,0.86081,1,0.57195,0.9592,0.9995,5,0.55135,0.85841,0.9993,3,0.60629,0.91321,0.9998
"spindle pole body [GO:0005816]",6,0.62584,0.66783,1,0.37416,0.33227,0.71774,0.2954,0.20978,0.93151,2,0.32063,0.37266,0.9993,4,0.28279,0.25717,0.91962
"microtubule [GO:0005874]",18,0.51843,0.28197,0.97623,0.48157,0.71813,1,0.4484,0.81502,0.9995,7,0.3382,0.26157,0.9993,11,0.51853,0.9539,0.9998
"mitochondrial cytochrome c oxidase assembly [GO:0033617]",11,0.71671,0.94391,1,0.28329,0.056194,0.27109,0.32137,0.20818,0.93151,2,0.32564,0.38046,0.9993,9,0.32042,0.26027,0.91962
"site of double-strand break [GO:0035861]",8,0.30143,0.013399,0.31538,0.69857,0.9867,1,0.3777,0.45195,0.9995,6,0.32037,0.22358,0.9993,2,0.54967,0.81732,0.9998
"serine-type endopeptidase activity [GO:0004252]",12,0.4995,0.24668,0.93188,0.5005,0.75342,1,0.49485,0.89981,0.9995,7,0.56615,0.92221,0.9993,5,0.39503,0.57174,0.99764
"serine-type peptidase activity [GO:0008236]",10,0.48283,0.22238,0.90329,0.51717,0.77772,1,0.42971,0.67473,0.9995,6,0.49614,0.75872,0.9993,4,0.33006,0.38796,0.94469
"apoptotic process [GO:0006915]",6,0.36992,0.075192,0.68343,0.63008,0.92491,1,0.29629,0.21158,0.93151,4,0.2771,0.17558,0.9993,2,0.33466,0.45785,0.95689
"tryptophan biosynthetic process [GO:0000162]",5,0.81403,0.9612,1,0.18597,0.038896,0.22599,0.37194,0.45625,0.9995,0,NA,NA,NA,5,0.37194,0.50005,0.98025
"glutamine metabolic process [GO:0006541]",11,0.71335,0.94001,1,0.28665,0.060094,0.2786,0.2928,0.11759,0.82213,2,0.22865,0.22988,0.9993,9,0.30706,0.21078,0.89462
"biosynthetic process [GO:0009058]",17,0.55941,0.46335,1,0.44059,0.53675,0.89396,0.40384,0.58054,0.9995,6,0.32376,0.23268,0.9993,11,0.44752,0.79602,0.9998
"RNA processing [GO:0006396]",34,0.66691,0.9691,1,0.33309,0.030997,0.19413,0.37297,0.33987,0.9995,10,0.50155,0.83962,0.9993,24,0.31939,0.13369,0.78857
"mRNA processing [GO:0006397]",80,0.54382,0.29147,0.98683,0.45618,0.70863,1,0.40959,0.71343,0.9995,35,0.42542,0.60884,0.9993,45,0.39729,0.68163,0.9998
"RNA splicing [GO:0008380]",48,0.46253,0.018398,0.36716,0.53747,0.9817,1,0.41974,0.75532,0.9995,25,0.371,0.24268,0.9993,23,0.47272,0.9539,0.9998
"DNA-directed DNA polymerase activity [GO:0003887]",8,0.45805,0.18868,0.87962,0.54195,0.81142,1,0.44998,0.72913,0.9995,4,0.36609,0.38756,0.9993,4,0.53387,0.86081,0.9998
"chromatin DNA binding [GO:0031490]",5,0.73677,0.87901,1,0.26323,0.12109,0.4117,0.52645,0.85781,0.9995,0,NA,NA,NA,5,0.52645,0.89001,0.9998
"DNA damage response [GO:0006974]",18,0.69847,0.9625,1,0.30153,0.037596,0.22124,0.35851,0.30467,0.9995,5,0.5598,0.87301,0.9993,13,0.28109,0.088191,0.78857
"DNA biosynthetic process [GO:0071897]",5,0.58336,0.54835,1,0.41664,0.45175,0.83275,0.67916,0.985,0.9995,1,0.61467,0.72073,0.9993,4,0.69528,0.9865,0.9998
"structural constituent of chromatin [GO:0030527]",6,0.28747,0.022998,0.3922,0.71253,0.9771,1,0.38564,0.50165,0.9995,5,0.37635,0.41486,0.9993,1,0.43211,0.64184,0.9998
"nucleosome [GO:0000786]",8,0.30422,0.014299,0.32686,0.69578,0.9858,1,0.40374,0.55934,0.9995,6,0.34146,0.28087,0.9993,2,0.5906,0.86541,0.9998
"poly(U) RNA binding [GO:0008266]",5,0.42761,0.18358,0.87962,0.57239,0.81652,1,0.17494,0.027997,0.50902,3,0.1918,0.09749,0.9993,2,0.14965,0.10219,0.78857
"spliceosomal snRNP assembly [GO:0000387]",8,0.33516,0.027597,0.42939,0.66484,0.9725,1,0.50361,0.87281,0.9995,5,0.33913,0.31127,0.9993,3,0.77773,0.9902,0.9998
"mRNA splicing, via spliceosome [GO:0000398]",52,0.45843,0.011599,0.31538,0.54157,0.9885,1,0.43253,0.85641,0.9995,28,0.39586,0.38156,0.9993,24,0.47532,0.9631,0.9998
"spliceosomal complex [GO:0005681]",42,0.47241,0.036596,0.50142,0.52759,0.9635,1,0.41051,0.66623,0.9995,20,0.32311,0.075792,0.98633,22,0.48997,0.9721,0.9998
"U5 snRNP [GO:0005682]",12,0.48197,0.19068,0.87962,0.51803,0.80942,1,0.44194,0.72883,0.9995,6,0.40587,0.48915,0.9993,6,0.47801,0.81202,0.9998
"U1 snRNP [GO:0005685]",15,0.43353,0.064094,0.61935,0.56647,0.93601,1,0.58685,0.9956,0.9995,7,0.41491,0.52605,0.9993,8,0.73729,0.9998,0.9998
"U2 snRNP [GO:0005686]",12,0.48074,0.18668,0.87962,0.51926,0.81342,1,0.55433,0.9757,0.9995,6,0.5158,0.80662,0.9993,6,0.59285,0.9675,0.9998
"U4 snRNP [GO:0005687]",7,0.43913,0.15558,0.87811,0.56087,0.84452,1,0.64043,0.9882,0.9995,3,0.43848,0.57474,0.9993,4,0.7919,0.9982,0.9998
"U4/U6 x U5 tri-snRNP complex [GO:0046540]",14,0.49939,0.23748,0.9253,0.50061,0.76262,1,0.45973,0.82362,0.9995,7,0.45852,0.67563,0.9993,7,0.46095,0.79392,0.9998
"catalytic step 2 spliceosome [GO:0071013]",25,0.57621,0.57724,1,0.42379,0.42286,0.8157,0.41659,0.66793,0.9995,8,0.32659,0.20048,0.9993,17,0.45894,0.89161,0.9998
"post-mRNA release spliceosomal complex [GO:0071014]",19,0.49432,0.17808,0.87962,0.50568,0.82202,1,0.37622,0.41316,0.9995,8,0.24577,0.042796,0.77942,11,0.4711,0.86831,0.9998
"ATPase-coupled transmembrane transporter activity [GO:0042626]",12,0.72198,0.9592,1,0.27802,0.040896,0.22948,0.24343,0.023598,0.48139,3,0.37477,0.42476,0.9993,9,0.19964,0.012399,0.47219
"ABC-type transporter activity [GO:0140359]",16,0.76036,0.9955,1,0.23964,0.0045995,0.066372,0.24482,0.010999,0.41816,3,0.37477,0.42476,0.9993,13,0.21483,0.0047995,0.22391
"fatty acid beta-oxidation [GO:0006635]",9,0.27764,0.0038996,0.17899,0.72236,0.9962,1,0.17827,0.0038996,0.22948,7,0.18585,0.0090991,0.55504,2,0.15174,0.10599,0.78857
"peroxisome organization [GO:0007031]",14,0.26339,0.00049995,0.045895,0.73661,0.9996,1,0.2329,0.010599,0.41816,11,0.21071,0.0064994,0.46254,3,0.31429,0.36076,0.94112
"peroxisomal membrane [GO:0005778]",23,0.28547,9.999e-05,0.015298,0.71453,1,1,0.32906,0.13129,0.82612,19,0.33421,0.11109,0.9993,4,0.3046,0.31537,0.92606
"peptidase activity [GO:0008233]",11,0.60924,0.67303,1,0.39076,0.32707,0.71509,0.4697,0.82662,0.9995,3,0.42833,0.55054,0.9993,8,0.48522,0.87441,0.9998
"extracellular space [GO:0005615]",11,0.55363,0.46455,1,0.44637,0.53555,0.89396,0.42671,0.67273,0.9995,4,0.35921,0.37126,0.9993,7,0.46528,0.80402,0.9998
"magnesium ion binding [GO:0000287]",40,0.59852,0.75212,1,0.40148,0.24798,0.63011,0.39929,0.56554,0.9995,17,0.52508,0.94401,0.9993,23,0.30631,0.090891,0.78857
"endonuclease activity [GO:0004519]",13,0.68299,0.90761,1,0.31701,0.092491,0.35826,0.47306,0.85261,0.9995,4,0.73845,0.9853,0.9993,9,0.35511,0.40196,0.94514
"cytosolic ribosome assembly [GO:0042256]",6,0.58254,0.54325,1,0.41746,0.45685,0.83302,0.23633,0.079092,0.72506,2,0.1021,0.020498,0.7611,4,0.30344,0.31227,0.92606
"N,N-dimethylaniline monooxygenase activity [GO:0004499]",5,0.41398,0.16128,0.87811,0.58602,0.83882,1,0.67687,0.9845,0.9995,3,0.58736,0.84352,0.9993,2,0.81114,0.9781,0.9998
