"Name","Genes (tot)","Stat (dist.dir.up)","p (dist.dir.up)","p adj (dist.dir.up)","Stat (dist.dir.dn)","p (dist.dir.dn)","p adj (dist.dir.dn)","Stat (non-dir.)","p (non-dir.)","p adj (non-dir.)","Genes (up)","Stat (mix.dir.up)","p (mix.dir.up)","p adj (mix.dir.up)","Genes (down)","Stat (mix.dir.dn)","p (mix.dir.dn)","p adj (mix.dir.dn)"
"flavin adenine dinucleotide binding [GO:0050660]",26,0.50727,0.18788,0.87962,0.49273,0.81222,1,0.42639,0.74403,0.9995,12,0.39435,0.41676,0.9993,14,0.45386,0.85141,0.9998
"NADP binding [GO:0050661]",15,0.54982,0.43426,1,0.45018,0.56584,0.91291,0.46115,0.82462,0.9995,6,0.45097,0.63154,0.9993,9,0.46793,0.83802,0.9998
"protein-macromolecule adaptor activity [GO:0030674]",20,0.7045,0.9749,1,0.2955,0.025197,0.17008,0.35269,0.26467,0.97972,4,0.40426,0.49405,0.9993,16,0.3398,0.28457,0.92564
"identical protein binding [GO:0042802]",31,0.52453,0.25227,0.94132,0.47547,0.74783,1,0.47341,0.94721,0.9995,12,0.38318,0.36296,0.9993,19,0.53039,0.9928,0.9998
"ubiquitin binding [GO:0043130]",28,0.57659,0.58734,1,0.42341,0.41276,0.80964,0.37924,0.40556,0.9995,12,0.45449,0.69343,0.9993,16,0.3228,0.20288,0.89279
"regulation of actin filament polymerization [GO:0030833]",6,0.31066,0.031097,0.45609,0.68934,0.969,1,0.40038,0.55274,0.9995,4,0.26627,0.15708,0.9993,2,0.66859,0.92331,0.9998
"endosome membrane [GO:0010008]",22,0.47057,0.093291,0.71367,0.52943,0.90681,1,0.48824,0.94591,0.9995,10,0.37232,0.34517,0.9993,12,0.58484,0.9951,0.9998
"actin cortical patch [GO:0030479]",30,0.47795,0.079992,0.688,0.52205,0.92011,1,0.4478,0.86291,0.9995,15,0.4037,0.45875,0.9993,15,0.49189,0.94941,0.9998
"mannosyltransferase activity [GO:0000030]",10,0.651,0.79322,1,0.349,0.20688,0.57864,0.45324,0.75922,0.9995,3,0.59206,0.85071,0.9993,7,0.39375,0.57444,0.99784
"glycosyltransferase activity [GO:0016757]",43,0.53036,0.25327,0.94132,0.46964,0.74683,1,0.39197,0.50605,0.9995,19,0.38068,0.31897,0.9993,24,0.40092,0.66073,0.9998
"cell wall mannoprotein biosynthetic process [GO:0000032]",7,0.44295,0.16278,0.87811,0.55705,0.83732,1,0.40254,0.54605,0.9995,5,0.5019,0.76452,0.9993,2,0.15413,0.11059,0.78857
"protein glycosylation [GO:0006486]",26,0.6435,0.89041,1,0.3565,0.10969,0.39334,0.49057,0.9607,0.9995,7,0.5869,0.94301,0.9993,19,0.45507,0.89311,0.9998
"protein N-linked glycosylation [GO:0006487]",22,0.50175,0.18758,0.87962,0.49825,0.81252,1,0.41758,0.66493,0.9995,11,0.42109,0.54395,0.9993,11,0.41407,0.67303,0.9998
"endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]",40,0.68583,0.9931,1,0.31417,0.0069993,0.080816,0.35925,0.22608,0.94584,9,0.40202,0.46235,0.9993,31,0.34683,0.25707,0.91962
"mitotic spindle assembly checkpoint signaling [GO:0007094]",8,0.44503,0.15948,0.87811,0.55497,0.84062,1,0.52406,0.90561,0.9995,4,0.41412,0.52035,0.9993,4,0.63399,0.9624,0.9998
"glucan endo-1,3-beta-D-glucosidase activity [GO:0042973]",5,0.25981,0.022498,0.3922,0.74019,0.9776,1,0.42169,0.61024,0.9995,4,0.33832,0.31327,0.9993,1,0.75519,0.86271,0.9998
"cell wall organization [GO:0071555]",11,0.28665,0.0033997,0.17899,0.71335,0.9967,1,0.48087,0.85811,0.9995,9,0.42199,0.54955,0.9993,2,0.74582,0.9574,0.9998
"cell surface [GO:0009986]",8,0.30173,0.013399,0.31538,0.69827,0.9867,1,0.54226,0.92871,0.9995,7,0.51184,0.82372,0.9993,1,0.75519,0.86271,0.9998
"fatty acid biosynthetic process [GO:0006633]",13,0.32618,0.0041996,0.18358,0.67382,0.9959,1,0.41768,0.63654,0.9995,9,0.32837,0.18668,0.9993,4,0.61863,0.9528,0.9998
"endoplasmic reticulum membrane [GO:0005789]",120,0.66227,0.9994,1,0.33773,0.00069993,0.025701,0.36912,0.16518,0.89727,32,0.42563,0.61334,0.9993,88,0.34857,0.13579,0.78857
"nucleosome binding [GO:0031491]",10,0.76915,0.9801,1,0.23085,0.019998,0.15275,0.3243,0.21918,0.93151,1,0.31299,0.48915,0.9993,9,0.32556,0.27947,0.92564
"dioxygenase activity [GO:0051213]",11,0.20617,0.00029997,0.039339,0.79383,0.9998,1,0.30074,0.13609,0.83285,10,0.2922,0.089591,0.9993,1,0.38618,0.60684,0.9998
"FAD binding [GO:0071949]",12,0.41466,0.056194,0.59295,0.58534,0.94391,1,0.54497,0.9696,0.9995,8,0.53072,0.87421,0.9993,4,0.57348,0.91491,0.9998
"nucleotide binding [GO:0000166]",22,0.59341,0.65523,1,0.40659,0.34487,0.73284,0.38297,0.44066,0.9995,8,0.40846,0.49345,0.9993,14,0.36841,0.44776,0.9556
"exonuclease activity [GO:0004527]",12,0.73433,0.9695,1,0.26567,0.030597,0.19413,0.43156,0.68853,0.9995,3,0.80045,0.9874,0.9993,9,0.3086,0.21618,0.90145
"4 iron, 4 sulfur cluster binding [GO:0051539]",23,0.60046,0.69913,1,0.39954,0.30097,0.69863,0.39053,0.50045,0.9995,9,0.47796,0.75952,0.9993,14,0.33433,0.26767,0.91962
"cell division site [GO:0032153]",33,0.5532,0.42896,1,0.4468,0.57114,0.91807,0.42542,0.76012,0.9995,12,0.35626,0.24918,0.9993,21,0.46494,0.92601,0.9998
"ubiquitin protein ligase activity [GO:0061630]",25,0.65589,0.92071,1,0.34411,0.079392,0.32912,0.42803,0.73823,0.9995,7,0.53538,0.87111,0.9993,18,0.38628,0.56374,0.99634
"protein ubiquitination [GO:0016567]",27,0.59756,0.70523,1,0.40244,0.29487,0.69054,0.39672,0.54415,0.9995,12,0.54082,0.93661,0.9993,15,0.28144,0.073093,0.77939
"transaminase activity [GO:0008483]",20,0.54143,0.37606,1,0.45857,0.62404,0.95731,0.37483,0.39586,0.9995,8,0.32211,0.18778,0.9993,12,0.40997,0.65773,0.9998
"pyridoxal phosphate binding [GO:0030170]",35,0.5635,0.49295,1,0.4365,0.50715,0.87038,0.33057,0.091191,0.74326,14,0.32198,0.11469,0.9993,21,0.33631,0.23618,0.91962
"proteolysis involved in protein catabolic process [GO:0051603]",11,0.48359,0.21268,0.88513,0.51641,0.78742,1,0.52227,0.93951,0.9995,6,0.53199,0.84042,0.9993,5,0.5106,0.86281,0.9998
"glutathione metabolic process [GO:0006749]",6,0.73635,0.90481,1,0.26365,0.09529,0.36297,0.22762,0.066893,0.70584,1,0.10094,0.091091,0.9993,5,0.25296,0.14989,0.78857
"cellular response to oxidative stress [GO:0034599]",34,0.6626,0.963,1,0.3374,0.037096,0.21971,0.43636,0.82442,0.9995,8,0.4933,0.78532,0.9993,26,0.41884,0.79262,0.9998
"cell redox homeostasis [GO:0045454]",12,0.74272,0.9759,1,0.25728,0.024198,0.16577,0.24992,0.029397,0.50902,2,0.20606,0.19738,0.9993,10,0.25869,0.073493,0.77939
"cellular oxidant detoxification [GO:0098869]",12,0.56522,0.49985,1,0.43478,0.50025,0.8676,0.20056,0.0035996,0.22948,5,0.1972,0.037896,0.77942,7,0.20295,0.027197,0.61522
"Set1C/COMPASS complex [GO:0048188]",5,0.55635,0.47265,1,0.44365,0.52745,0.89306,0.59994,0.94511,0.9995,1,0.28159,0.45015,0.9993,4,0.67953,0.981,0.9998
"double-stranded DNA binding [GO:0003690]",6,0.69277,0.82902,1,0.30723,0.17108,0.50988,0.43874,0.67713,0.9995,1,0.47281,0.62504,0.9993,5,0.43192,0.68613,0.9998
"DNA metabolic process [GO:0006259]",5,0.48827,0.30577,0.98998,0.51173,0.69433,1,0.54309,0.88061,0.9995,3,0.59969,0.86161,0.9993,2,0.4582,0.66843,0.9998
"mitochondrial genome maintenance [GO:0000002]",8,0.49696,0.28587,0.97922,0.50304,0.71423,1,0.27489,0.10679,0.78926,4,0.2688,0.16038,0.9993,4,0.28097,0.25247,0.91962
"phosphatase activity [GO:0016791]",23,0.57319,0.54705,1,0.42681,0.45305,0.83302,0.41681,0.67073,0.9995,9,0.44185,0.63064,0.9993,14,0.40071,0.62334,0.9998
"methyltransferase activity [GO:0008168]",57,0.54893,0.37406,1,0.45107,0.62604,0.95731,0.44647,0.93181,0.9995,24,0.4589,0.79312,0.9993,33,0.43743,0.89231,0.9998
"S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]",8,0.37464,0.054695,0.59295,0.62536,0.94541,1,0.64109,0.9928,0.9995,6,0.59358,0.93321,0.9993,2,0.78361,0.9705,0.9998
"protein-lysine N-methyltransferase activity [GO:0016279]",7,0.55194,0.44716,1,0.44806,0.55294,0.90482,0.51228,0.86931,0.9995,3,0.55218,0.79332,0.9993,4,0.48235,0.77622,0.9998
"methylation [GO:0032259]",53,0.56278,0.49285,1,0.43722,0.50725,0.87038,0.44852,0.92871,0.9995,21,0.46252,0.79502,0.9993,32,0.43933,0.90191,0.9998
"mRNA binding [GO:0003729]",73,0.47789,0.014599,0.32686,0.52211,0.9855,1,0.38066,0.36386,0.9995,38,0.36263,0.13749,0.9993,35,0.40024,0.68893,0.9998
"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]",24,0.52481,0.27977,0.97623,0.47519,0.72033,1,0.35815,0.27157,0.98296,11,0.35393,0.25177,0.9993,13,0.36171,0.42066,0.95488
"cytosolic large ribosomal subunit [GO:0022625]",42,0.47833,0.045795,0.54598,0.52167,0.9543,1,0.3568,0.19898,0.92718,22,0.34468,0.12619,0.9993,20,0.37014,0.45335,0.9556
"metalloendopeptidase activity [GO:0004222]",10,0.64364,0.77242,1,0.35636,0.22768,0.60742,0.31562,0.19068,0.92266,4,0.50362,0.73883,0.9993,6,0.19028,0.028797,0.62668
"metallopeptidase activity [GO:0008237]",29,0.69602,0.9877,1,0.30398,0.012399,0.11159,0.41615,0.69013,0.9995,8,0.65232,0.9897,0.9993,21,0.32617,0.18148,0.85993
"2-oxoglutarate-dependent dioxygenase activity [GO:0016706]",6,0.30805,0.029897,0.44993,0.69195,0.9702,1,0.52856,0.88711,0.9995,5,0.48679,0.72893,0.9993,1,0.7374,0.84912,0.9998
"proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]",13,0.65515,0.84192,1,0.34485,0.15818,0.48812,0.41978,0.64754,0.9995,4,0.56136,0.84442,0.9993,9,0.35685,0.40856,0.94514
"proton-transporting ATPase activity, rotational mechanism [GO:0046961]",14,0.57126,0.52495,1,0.42874,0.47515,0.84207,0.34023,0.24768,0.96129,6,0.39653,0.45715,0.9993,8,0.298,0.20668,0.89279
"proton motive force-driven ATP synthesis [GO:0015986]",15,0.66573,0.89081,1,0.33427,0.10929,0.39334,0.4346,0.72023,0.9995,4,0.56136,0.84442,0.9993,11,0.3885,0.56024,0.99634
"rRNA processing [GO:0006364]",100,0.54166,0.24568,0.93188,0.45834,0.75442,1,0.3297,0.0091991,0.41816,42,0.30122,0.0028997,0.32259,58,0.35032,0.20038,0.89279
"ribosome biogenesis [GO:0042254]",81,0.49451,0.031797,0.45609,0.50549,0.9683,1,0.36306,0.16808,0.89763,40,0.34399,0.058294,0.88899,41,0.38167,0.53245,0.98236
"O-acyltransferase activity [GO:0008374]",8,0.58992,0.58544,1,0.41008,0.41466,0.81049,0.38054,0.46495,0.9995,2,0.12076,0.047295,0.79644,6,0.46713,0.78532,0.9998
"acyltransferase activity [GO:0016746]",42,0.54272,0.33627,1,0.45728,0.66383,0.98132,0.39372,0.51635,0.9995,17,0.35662,0.21528,0.9993,25,0.41895,0.78372,0.9998
"fatty acid metabolic process [GO:0006631]",12,0.1518,9.999e-05,0.015298,0.8482,1,1,0.26496,0.047495,0.60916,11,0.21921,0.0090991,0.55504,1,0.76819,0.87391,0.9998
"phospholipid metabolic process [GO:0006644]",8,0.55507,0.46975,1,0.44493,0.53035,0.89396,0.31989,0.23048,0.94584,3,0.24005,0.17118,0.9993,5,0.3678,0.48805,0.97332
"phospholipid biosynthetic process [GO:0008654]",16,0.72306,0.9788,1,0.27694,0.021298,0.15275,0.25728,0.018798,0.4788,4,0.4068,0.50005,0.9993,12,0.20745,0.0055994,0.24371
"mitochondrial membrane [GO:0031966]",19,0.80046,0.9998,1,0.19954,0.00029997,0.011973,0.29033,0.051095,0.60916,2,0.48346,0.63404,0.9993,17,0.26761,0.037496,0.67378
"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",18,0.58217,0.58924,1,0.41783,0.41086,0.80784,0.31422,0.10769,0.78926,6,0.21785,0.039596,0.77942,12,0.36241,0.42396,0.95488
"guanyl-nucleotide exchange factor activity [GO:0005085]",26,0.61204,0.77212,1,0.38796,0.22798,0.60742,0.42559,0.73953,0.9995,10,0.54458,0.92661,0.9993,16,0.35123,0.34977,0.92896
"ATP-dependent peptidase activity [GO:0004176]",5,0.20853,0.0072993,0.24818,0.79147,0.9928,1,0.41705,0.59504,0.9995,5,0.41705,0.53605,0.9993,0,NA,NA,NA
"signal peptide processing [GO:0006465]",6,0.63149,0.68193,1,0.36851,0.31817,0.71177,0.34314,0.35766,0.9995,2,0.40918,0.50635,0.9993,4,0.31012,0.33207,0.92896
"protein import into mitochondrial matrix [GO:0030150]",18,0.59659,0.66733,1,0.40341,0.33277,0.71774,0.46604,0.87891,0.9995,6,0.48883,0.73913,0.9993,12,0.45465,0.83162,0.9998
"protein maturation [GO:0051604]",5,0.21332,0.0084992,0.26904,0.78668,0.9916,1,0.15198,0.013899,0.43996,4,0.11164,0.0029997,0.32259,1,0.31336,0.52735,0.98236
"protein-containing complex assembly [GO:0065003]",7,0.66219,0.77742,1,0.33781,0.22268,0.60123,0.38929,0.49385,0.9995,2,0.49891,0.66123,0.9993,5,0.34544,0.41016,0.94514
"protein-containing complex binding [GO:0044877]",9,0.6829,0.86211,1,0.3171,0.13799,0.44136,0.44409,0.71213,0.9995,2,0.57225,0.78622,0.9993,7,0.40747,0.62414,0.9998
"mitotic spindle organization [GO:0007052]",7,0.54387,0.41996,1,0.45613,0.58014,0.91838,0.52405,0.88971,0.9995,2,0.32063,0.37266,0.9993,5,0.60542,0.9683,0.9998
"attachment of mitotic spindle microtubules to kinetochore [GO:0051315]",6,0.44511,0.18488,0.87962,0.55489,0.81522,1,0.59661,0.9586,0.9995,3,0.48683,0.67883,0.9993,3,0.70639,0.9738,0.9998
"chromosome, centromeric region [GO:0000775]",7,0.51923,0.34567,1,0.48077,0.65443,0.97055,0.4808,0.80072,0.9995,3,0.43915,0.57614,0.9993,4,0.51204,0.82732,0.9998
"kinetochore [GO:0000776]",15,0.41736,0.044496,0.54598,0.58264,0.9556,1,0.52472,0.963,0.9995,8,0.39947,0.45905,0.9993,7,0.66786,0.995,0.9998
"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]",31,0.63563,0.89511,1,0.36437,0.10499,0.38399,0.36165,0.27457,0.98846,10,0.43101,0.59294,0.9993,21,0.32862,0.19388,0.88208
"DNA-templated transcription [GO:0006351]",33,0.72568,0.9988,1,0.27432,0.0012999,0.03729,0.39092,0.49475,0.9995,6,0.56628,0.89761,0.9993,27,0.35196,0.30817,0.92606
"positive regulation of DNA-templated transcription [GO:0045893]",13,0.51985,0.30797,0.99147,0.48015,0.69213,1,0.45767,0.80722,0.9995,5,0.34658,0.33057,0.9993,8,0.5271,0.93841,0.9998
"cohesin loader activity [GO:0061775]",35,0.67525,0.9792,1,0.32475,0.020898,0.15275,0.44813,0.88961,0.9995,8,0.55949,0.92221,0.9993,27,0.41514,0.77072,0.9998
"chromatin extrusion motor activity [GO:0140584]",35,0.67525,0.9792,1,0.32475,0.020898,0.15275,0.44813,0.88961,0.9995,8,0.55949,0.92221,0.9993,27,0.41514,0.77072,0.9998
"ATP-dependent H3-H4 histone complex chaperone activity [GO:0140665]",35,0.67525,0.9792,1,0.32475,0.020898,0.15275,0.44813,0.88961,0.9995,8,0.55949,0.92221,0.9993,27,0.41514,0.77072,0.9998
"ATP-dependent H2AZ histone chaperone activity [GO:0140849]",36,0.6616,0.969,1,0.3384,0.031097,0.19413,0.44592,0.87651,0.9995,9,0.53825,0.90411,0.9993,27,0.41514,0.77072,0.9998
"telomere maintenance [GO:0000723]",8,0.64681,0.75412,1,0.35319,0.24598,0.63011,0.43194,0.66593,0.9995,3,0.6341,0.89901,0.9993,5,0.31065,0.29977,0.92564
"DNA recombination [GO:0006310]",12,0.42877,0.074793,0.68343,0.57123,0.92531,1,0.35178,0.31167,0.9995,7,0.32227,0.21438,0.9993,5,0.39309,0.56614,0.99634
"chromatin looping [GO:0140588]",35,0.67525,0.9792,1,0.32475,0.020898,0.15275,0.44813,0.88961,0.9995,8,0.55949,0.92221,0.9993,27,0.41514,0.77072,0.9998
"RNA helicase activity [GO:0003724]",26,0.75007,0.9985,1,0.24993,0.0015998,0.040796,0.34405,0.18818,0.92266,3,0.32481,0.31207,0.9993,23,0.34656,0.28727,0.92564
"fungal-type cell wall [GO:0009277]",18,0.23501,9.999e-05,0.015298,0.76499,1,1,0.27274,0.025897,0.50902,16,0.2928,0.042696,0.77942,2,0.11224,0.035696,0.67378
"double-strand break repair via homologous recombination [GO:0000724]",9,0.24157,0.0023998,0.15736,0.75843,0.9977,1,0.27058,0.084892,0.72506,8,0.29897,0.13049,0.9993,1,0.04353,0.0038996,0.22391
"RNA catabolic process [GO:0006401]",10,0.7826,0.9864,1,0.2174,0.013699,0.11977,0.3655,0.39206,0.9995,2,0.82677,0.971,0.9993,8,0.25018,0.079592,0.78857
"cytoskeletal motor activity [GO:0003774]",6,0.57839,0.53055,1,0.42161,0.46955,0.84139,0.38394,0.49595,0.9995,2,0.31108,0.36016,0.9993,4,0.42037,0.63744,0.9998
"microtubule binding [GO:0008017]",11,0.59022,0.60354,1,0.40978,0.39656,0.7914,0.3563,0.35196,0.9995,3,0.15069,0.047995,0.79644,8,0.4334,0.73033,0.9998
"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]",19,0.39205,0.012599,0.31538,0.60795,0.9875,1,0.4426,0.79142,0.9995,11,0.33214,0.17648,0.9993,8,0.59448,0.9858,0.9998
"ribosomal large subunit biogenesis [GO:0042273]",31,0.51605,0.20778,0.88513,0.48395,0.79232,1,0.36006,0.26367,0.97972,16,0.41116,0.49395,0.9993,15,0.30556,0.14459,0.78857
"nucleolus [GO:0005730]",158,0.49085,0.0022998,0.15736,0.50915,0.9978,1,0.35526,0.038696,0.56969,80,0.34525,0.013199,0.66304,78,0.36553,0.33987,0.92896
"nuclear periphery [GO:0034399]",22,0.58072,0.58514,1,0.41928,0.41496,0.81049,0.36608,0.33067,0.9995,8,0.35035,0.27737,0.9993,14,0.37507,0.48355,0.97332
"preribosome, large subunit precursor [GO:0030687]",29,0.46649,0.055694,0.59295,0.53351,0.94441,1,0.33658,0.14079,0.83923,17,0.37699,0.31287,0.9993,12,0.27935,0.094091,0.78857
"small GTPase binding [GO:0031267]",19,0.62515,0.80412,1,0.37485,0.19598,0.557,0.31473,0.11279,0.80264,6,0.31128,0.19838,0.9993,13,0.31631,0.20178,0.89279
"small GTPase-mediated signal transduction [GO:0007264]",20,0.70988,0.9789,1,0.29012,0.021198,0.15275,0.35547,0.27957,0.99796,3,0.25075,0.18798,0.9993,17,0.37395,0.48285,0.97332
"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]",26,0.57356,0.55704,1,0.42644,0.44306,0.82593,0.34374,0.18618,0.92266,10,0.33813,0.21388,0.9993,16,0.34725,0.32607,0.92896
"NAD binding [GO:0051287]",19,0.66367,0.91571,1,0.33633,0.084392,0.34099,0.3126,0.10609,0.78926,4,0.14486,0.015998,0.70448,15,0.35733,0.38676,0.94469
"carboxylic acid metabolic process [GO:0019752]",10,0.49884,0.26847,0.96184,0.50116,0.73163,1,0.37254,0.42386,0.9995,4,0.21277,0.079692,0.98633,6,0.47905,0.81392,0.9998
"RNA polymerase I activity [GO:0001054]",14,0.80377,0.9987,1,0.19623,0.0013999,0.037796,0.36333,0.36026,0.9995,2,0.89804,0.9901,0.9993,12,0.27421,0.081992,0.78857
"RNA polymerase II activity [GO:0001055]",12,0.83311,0.9991,1,0.16689,0.0009999,0.030597,0.31332,0.15958,0.88787,1,0.87728,0.90881,0.9993,11,0.26205,0.067293,0.77939
"RNA polymerase III activity [GO:0001056]",12,0.77245,0.9903,1,0.22755,0.009799,0.093703,0.33,0.21688,0.93151,2,0.62471,0.84712,0.9993,10,0.27105,0.09809,0.78857
"RNA polymerase IV activity [GO:0001057]",6,0.92748,0.9998,1,0.072519,0.00029997,0.011973,0.14504,0.0044996,0.22948,0,NA,NA,NA,6,0.14504,0.0048995,0.22391
"RNA polymerase V activity [GO:0001058]",6,0.92748,0.9998,1,0.072519,0.00029997,0.011973,0.14504,0.0044996,0.22948,0,NA,NA,NA,6,0.14504,0.0048995,0.22391
"mitochondrial single subunit type RNA polymerase activity [GO:0001065]",6,0.92748,0.9998,1,0.072519,0.00029997,0.011973,0.14504,0.0044996,0.22948,0,NA,NA,NA,6,0.14504,0.0048995,0.22391
"plastid single subunit type RNA polymerase activity [GO:0001066]",6,0.92748,0.9998,1,0.072519,0.00029997,0.011973,0.14504,0.0044996,0.22948,0,NA,NA,NA,6,0.14504,0.0048995,0.22391
"DNA-directed 5'-3' RNA polymerase activity [GO:0003899]",12,0.79557,0.9959,1,0.20443,0.0041996,0.066372,0.37488,0.41776,0.9995,2,0.89804,0.9901,0.9993,10,0.27025,0.09629,0.78857
"nucleotidyltransferase activity [GO:0016779]",20,0.68271,0.94591,1,0.31729,0.054195,0.26605,0.35938,0.30247,0.9995,5,0.4496,0.63224,0.9993,15,0.32931,0.24298,0.91962
"5'-3' RNA polymerase activity [GO:0034062]",6,0.92748,0.9998,1,0.072519,0.00029997,0.011973,0.14504,0.0044996,0.22948,0,NA,NA,NA,6,0.14504,0.0048995,0.22391
"transcription by RNA polymerase IV [GO:0001059]",6,0.92748,0.9998,1,0.072519,0.00029997,0.011973,0.14504,0.0044996,0.22948,0,NA,NA,NA,6,0.14504,0.0048995,0.22391
"transcription by RNA polymerase V [GO:0001060]",6,0.92748,0.9998,1,0.072519,0.00029997,0.011973,0.14504,0.0044996,0.22948,0,NA,NA,NA,6,0.14504,0.0048995,0.22391
"transcription by RNA polymerase I [GO:0006360]",18,0.72263,0.9823,1,0.27737,0.017798,0.14085,0.37991,0.42946,0.9995,5,0.68532,0.9813,0.9993,13,0.26244,0.049795,0.73238
"transcription by RNA polymerase II [GO:0006366]",26,0.66605,0.94401,1,0.33395,0.056094,0.27109,0.36473,0.31287,0.9995,7,0.43695,0.60314,0.9993,19,0.33812,0.26107,0.91962
"transcription by RNA polymerase III [GO:0006383]",16,0.63822,0.81842,1,0.36178,0.18168,0.52947,0.33738,0.21448,0.93151,5,0.38211,0.43326,0.9993,11,0.31704,0.22948,0.9159
"mitochondrial transcription [GO:0006390]",6,0.92748,0.9998,1,0.072519,0.00029997,0.011973,0.14504,0.0044996,0.22948,0,NA,NA,NA,6,0.14504,0.0048995,0.22391
"plastid transcription [GO:0042793]",6,0.92748,0.9998,1,0.072519,0.00029997,0.011973,0.14504,0.0044996,0.22948,0,NA,NA,NA,6,0.14504,0.0048995,0.22391
"mitochondrial nucleoid [GO:0042645]",9,0.46608,0.19068,0.87962,0.53392,0.80942,1,0.32393,0.22828,0.94584,5,0.33048,0.28527,0.9993,4,0.31575,0.34927,0.92896
"DNA-directed RNA polymerase complex [GO:0000428]",17,0.78499,0.9982,1,0.21501,0.0018998,0.047072,0.31754,0.13369,0.82922,2,0.52198,0.70633,0.9993,15,0.29028,0.09879,0.78857
"proteasome binding [GO:0070628]",8,0.61851,0.67573,1,0.38149,0.32437,0.71408,0.40877,0.57934,0.9995,2,0.29159,0.32907,0.9993,6,0.44782,0.73263,0.9998
"nuclear membrane [GO:0031965]",11,0.68001,0.88611,1,0.31999,0.11399,0.3994,0.4351,0.70833,0.9995,2,0.43658,0.55214,0.9993,9,0.43477,0.74063,0.9998
"proteasome complex [GO:0000502]",34,0.55519,0.43936,1,0.44481,0.56074,0.90998,0.48693,0.9751,0.9995,15,0.54362,0.9588,0.9993,19,0.44218,0.85041,0.9998
"phosphate-containing compound metabolic process [GO:0006796]",8,0.39181,0.074293,0.68343,0.60819,0.92581,1,0.47968,0.81932,0.9995,6,0.50886,0.78982,0.9993,2,0.39214,0.55244,0.99489
"organophosphate metabolic process [GO:0019637]",6,0.36453,0.068993,0.65097,0.63547,0.93111,1,0.50854,0.85331,0.9995,5,0.54256,0.84502,0.9993,1,0.33848,0.54905,0.9948
"rRNA binding [GO:0019843]",23,0.5284,0.29437,0.98683,0.4716,0.70573,1,0.34122,0.18438,0.92266,10,0.30772,0.12649,0.9993,13,0.36698,0.45015,0.9556
"ribosomal large subunit assembly [GO:0000027]",10,0.60302,0.63814,1,0.39698,0.36196,0.75199,0.29915,0.14009,0.83923,4,0.38149,0.42956,0.9993,6,0.24425,0.10659,0.78857
"tRNA processing [GO:0008033]",41,0.71858,0.9991,1,0.28142,0.0009999,0.030597,0.35581,0.19398,0.92266,8,0.46949,0.71223,0.9993,33,0.32825,0.13989,0.78857
"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]",7,0.70163,0.86291,1,0.29837,0.13719,0.44034,0.31688,0.23868,0.94851,2,0.51026,0.68333,0.9993,5,0.23953,0.12139,0.78857
"RNA metabolic process [GO:0016070]",6,0.82077,0.9773,1,0.17923,0.022798,0.16099,0.35847,0.41016,0.9995,0,NA,NA,NA,6,0.35847,0.44046,0.9556
"cysteine-type peptidase activity [GO:0008234]",18,0.68169,0.93851,1,0.31831,0.061594,0.2808,0.41974,0.67403,0.9995,4,0.51201,0.75602,0.9993,14,0.39338,0.58664,0.9998
"autophagosome assembly [GO:0000045]",12,0.62975,0.75782,1,0.37025,0.24228,0.62676,0.44228,0.73043,0.9995,3,0.40355,0.49395,0.9993,9,0.45519,0.80242,0.9998
"mitophagy [GO:0000423]",8,0.62665,0.69743,1,0.37335,0.30267,0.6992,0.34262,0.31637,0.9995,3,0.46122,0.62394,0.9993,5,0.27145,0.19148,0.88208
"autophagy [GO:0006914]",24,0.57809,0.58054,1,0.42191,0.41956,0.81564,0.40376,0.58834,0.9995,8,0.33991,0.24118,0.9993,16,0.43569,0.80072,0.9998
"protein processing [GO:0016485]",5,0.48609,0.30007,0.98683,0.51391,0.70003,1,0.36854,0.44646,0.9995,3,0.45061,0.60074,0.9993,2,0.24544,0.29687,0.92564
"piecemeal microautophagy of the nucleus [GO:0034727]",14,0.55512,0.45585,1,0.44488,0.54425,0.898,0.49733,0.91911,0.9995,7,0.60757,0.9608,0.9993,7,0.3871,0.54965,0.9948
"phagophore assembly site [GO:0000407]",11,0.50241,0.27187,0.96682,0.49759,0.72823,1,0.43198,0.69573,0.9995,5,0.38049,0.42846,0.9993,6,0.47489,0.80392,0.9998
"mitochondrial translation [GO:0032543]",24,0.67371,0.9515,1,0.32629,0.048595,0.25038,0.41863,0.68313,0.9995,6,0.53207,0.84042,0.9993,18,0.38081,0.53055,0.98236
"mitochondrial small ribosomal subunit [GO:0005763]",13,0.54488,0.41326,1,0.45512,0.58684,0.91932,0.56251,0.9812,0.9995,6,0.62329,0.9595,0.9993,7,0.51042,0.90081,0.9998
