"UniProt_Entry","log2FC_CARn_vs_PARn","adj_p_value_CARn_vs_PARn"
"Q6C572",0.315010495498099,0.940609191467813
"Q6C569",0.319247842384111,0.716706292816822
"Q6C567",0.0465147328628501,0.95320178344083
"Q6C566",-0.0178701286729406,0.975615903082595
"Q6C565",0.270790916406513,0.864702168666884
"Q6C563",0.122220695923824,0.869344443099715
"Q6C552",0.0828419620518173,0.886753060794183
"Q6C551",-0.0400325212740388,0.876989619196969
"Q6C548",-0.0173699350042422,0.940609191467813
"Q6C544",0.343980552602897,0.876989619196969
"A0A1D8NJD0",-0.178554139419457,0.868002834263117
"A0A1D8NJD6",-0.0302112447479178,0.950211458910366
"Q6C540",-0.0918772577592742,0.867199910654737
"Q6C535",-0.76727342566654,0.869751608468227
"Q6C527",-0.113702342983724,0.940609191467813
"Q6C524",-0.0406896484414379,0.968213019859876
"Q6C518",-0.0343443693842069,0.970977050005544
"Q6C517",0.0333051759276734,0.983257704601691
"Q6C516",-0.0445980430763421,0.864702168666884
"Q6C515",-0.0928582243089554,0.947022601294731
"Q6C509",0.000622277740881806,0.99754177631951
"Q6C508",-0.272616704177991,0.864702168666884
"Q6C502",-0.414694446548827,0.874806148840228
"Q6C501",-0.188140153057867,0.864702168666884
"Q6C428",-0.095698293223052,0.864702168666884
"Q6C426",-0.133424721559974,0.940609191467813
"Q6C425",0.222290977263622,0.925820656058346
"Q6C421",-0.175712048158566,0.820888902311329
"A0A1D8NKP0",-0.175087014832895,0.787919405133644
"Q6C418",-0.0514997849442549,0.988551337503638
"Q6C416",0.131432627252104,0.925820656058346
"B5FVF9",0.327946054177425,0.867199910654737
"Q6C415",0.204417186615838,0.867199910654737
"Q6C410",-0.23139284803604,0.868002834263117
"Q6C409",0.0552923288251771,0.96271569251693
"Q6C403",0.147270940076745,0.871072125902231
"Q6C402",-0.214228908509027,0.876989619196969
"Q6C400",0.00649950491255752,0.990064604007046
"Q6C3Z7",-0.389464344661551,0.867199910654737
"Q6C3Z4",-0.115491027348182,0.820888902311329
"Q6C3Y7",-0.0922016526492437,0.867199910654737
"Q6C3Y0",-0.329888006182518,0.815862060818887
"Q6C3X8",-0.0898906776159651,0.914466355951701
"Q6C3X4",-0.185102411163024,0.716706292816822
"Q6CA82",-0.257070766694785,0.876989619196969
"Q6CA81",0.421896284096117,0.864702168666884
"Q6CA78",-0.0555654712181879,0.93306301661672
"Q6CA73",0.269367638862509,0.864702168666884
"Q6CA72",-0.246146702550087,0.806719222939005
"Q6CGE0",-0.217319864195023,0.867199910654737
"Q6CGE9",-0.0475040702000628,0.956675858347815
"Q6CGF0",-0.238915430604208,0.717376715419064
"Q6CGF2",0.830006016183293,0.806719222939005
"Q6CGF3",0.121015360893641,0.940715235891271
"Q6CGF4",0.183376199879796,0.867199910654737
"Q6CGF5",0.157987602001221,0.867199910654737
"Q6CGH8",-0.443073443048081,0.867199910654737
"Q6CGI0",-0.0269599403724065,0.968213019859876
"Q6CGI4",-0.298141885438594,0.84257890689499
"Q6CGI5",0.0456049317551032,0.983701344107533
"Q6CGI6",-0.00111305923860333,0.99666500767872
"Q6CGI9",0.380870404609177,0.864702168666884
"Q6CGJ1",0.058437711961315,0.973698072311823
"Q6CGJ4",-0.0816152750439393,0.867199910654737
"Q6CGJ6",-0.0567554316004103,0.949958285332622
"Q6CGK2",-0.0374764911274926,0.961004486804518
"Q6CGK3",-0.2186681496612,0.806719222939005
"Q6C5J0",-0.361424159830732,0.806719222939005
"Q6C5J1",-0.0331545628738688,0.981541862385284
"Q6C5J7",-0.344340533824481,0.806719222939005
"Q6C5J8",-0.20172161812802,0.84257890689499
"Q6C5K0",-0.207705965484075,0.807433100976146
"Q6C5K3",-0.265284239694899,0.868002834263117
"Q6C5K5",0.151141743610803,0.869751608468227
"Q6C5L2",-0.179985401570974,0.82619191487989
"Q6C5L9",0.201694809810129,0.876989619196969
"Q6C5M3",0.136074932319869,0.882386521738077
"Q6C5M4",0.0299078316710776,0.961648530658499
"Q6C5N0",0.0411591802708767,0.925820656058346
"Q6C5N2",-0.237938019876329,0.867199910654737
"Q6C5P1",-0.221457460682057,0.864702168666884
"Q6C5P6",-0.119343241195877,0.893243113203774
"Q6C5P7",-0.307492284763109,0.894338486890498
"A0A1D8NIN0",0.00433666100541192,0.992622885990501
"Q6C5Q2",0.312775576988027,0.936883893945917
"Q6C5Q3",0.0797670664084638,0.900832157773266
"Q6C5Q4",-0.233582240526862,0.947022601294731
"Q6C5Q6",0.000726741652967954,0.996906710985168
"Q6CC50",-0.285191698093439,0.864702168666884
"Q6CC63",0.0236376394485284,0.968213019859876
"Q6CC67",-0.372217086881301,0.810447353069755
"Q6CC71",0.044321081117236,0.974568617461057
"Q6CC75",-0.136378510534741,0.892936857470446
"Q6CC78",0.00992488892994411,0.98337979485115
"Q6CC83",0.332473968314472,0.820888902311329
"Q6CC85",0.0161896571579681,0.968213019859876
"Q6CC87",-0.209132050543387,0.925517353832195
"Q6CC86",-0.0943990957946675,0.972923105332343
"Q6CFQ3",-0.161520841936744,0.816472741701053
"A0A1H6PX02",-0.270180874812202,0.925820656058346
"Q6CFQ4",-0.217028328594175,0.79938780307125
"Q6CFQ7",0.847860887932225,0.806719222939005
"Q6C243",-0.0958159638698855,0.869861389138194
"Q6C242",-0.0422570965258563,0.940715235891271
"Q6C237",-0.264901866750903,0.867199910654737
"Q6C231",-0.0886012737452227,0.96271569251693
"Q6C228",-0.493831833476974,0.806719222939005
"Q6C224",0.0989475837104931,0.925820656058346
"Q6C219",-0.351788733724484,0.867199910654737
"Q6C211",0.202085652739243,0.820888902311329
"Q6C1Z7",0.182969324587933,0.867199910654737
"Q6C1Z5",0.104239143176192,0.864702168666884
"Q6C1Z4",0.65507581454519,0.876989619196969
"Q6C1Z1",-0.675344257736259,0.896479279512799
"Q6C1Z0",-0.0839565302815367,0.716706292816822
"Q6C1Y6",-0.297096002887521,0.876989619196969
"Q6C6P6",-0.23279088378623,0.886753060794183
"A0A1H6PYE9",-0.186311131171354,0.876989619196969
"Q6C6Q2",-0.108968220494815,0.900686479350641
"Q6C6Q6",-0.482518531636935,0.820888902311329
"Q6C6Q8",-0.0606678500965169,0.900498250138188
"Q6C6R2",0.126387141435983,0.876989619196969
"Q6C6S6",-0.0949423222611047,0.876989619196969
"Q6C6S7",-0.0532049049297983,0.968213019859876
"Q6C6T3",-0.0268484984972778,0.947685944457707
"Q6C6T4",-0.134852428516591,0.810447353069755
"Q6C6T6",0.110499693108504,0.895915102266499
"Q6C6T9",-0.22383597237131,0.867199910654737
"Q6C6U2",-1.43708077893774,0.876989619196969
"Q6C6U5",0.0279765761234204,0.974568617461057
"Q6C6V0",-0.139135195657275,0.886753060794183
"Q6C6V1",-0.188455281749341,0.820888902311329
"Q6C6V2",-0.388065246887649,0.867199910654737
"Q6C6V5",-0.036885053869831,0.964216562732913
"Q6C6V6",0.0363606459093039,0.970977050005544
"Q6C3H1",-0.115644179694142,0.895915102266499
"Q6C3H2",-0.10191188691815,0.894338486890498
"Q6C3H3",0.226720314026979,0.864702168666884
"B5FVG8",0.0609606168482061,0.867199910654737
"Q6C3H4",-0.159107326404799,0.867199910654737
"Q6C3H5",0.0841860886633521,0.864702168666884
"Q6C3I3",-0.120422970677497,0.886753060794183
"Q6C3I5",-0.302650030796037,0.886753060794183
"Q6C3J8",0.31772073364508,0.867199910654737
"Q6C3J9",-0.0540268396361275,0.867199910654737
"Q6C3K0",-0.0460209723388876,0.963363583375307
"Q6C3K1",-0.222532287070114,0.806719222939005
"Q6C3K3",-0.226908235348206,0.906908513580223
"Q6C3K4",-0.338735534537854,0.174755601251557
"Q6C3K8",0.0610788098690586,0.979483092971223
"Q6C3L8",-0.362850905257725,0.806719222939005
"F2Z6C2",-0.55285440061936,0.820888902311329
"Q6C0M3",-0.097897300205011,0.868002834263117
"Q6C0M0",-0.283521103186275,0.807433100976146
"Q6C0L9",-0.336165131516123,0.864702168666884
"Q6C0L8",-0.18457113300884,0.876989619196969
"Q6C0L5",-0.256473429271739,0.84257890689499
"Q6C0L1",-0.0678262518922569,0.937204262486493
"Q6C0K8",0.291382189340259,0.956675858347815
"Q6C0K3",0.677597581673388,0.864702168666884
"Q6C0J5",-0.0818504080237117,0.880270480660981
"Q6C0J4",-0.0729900556484872,0.928804479692567
"Q6C0J3",-0.0650335311963068,0.947022601294731
"Q6C0J1",-0.638114333459642,0.864702168666884
"Q6C0J0",-0.539008908953106,0.82619191487989
"Q6C0I6",-0.27596927724536,0.876989619196969
"Q6C0I5",-0.0987788909956621,0.909864608911595
"Q6C0I4",-0.00130683153616271,0.996469811413611
"Q6C0H9",0.273061655694456,0.906908513580223
"Q6C0H5",-0.0276295807201056,0.985933282974025
"Q6C0H1",0.0918758181232423,0.864702168666884
"Q6C0G8",0.0248223525315609,0.994492658566637
"Q6C0G4",-0.113754200556799,0.864702168666884
"Q6C0G2",0.180828955510701,0.865163499180494
"Q6C0G0",-0.207538695021711,0.864702168666884
"Q6C0F8",-0.258863402706026,0.867989916598684
"Q6C0F7",0.217143846932557,0.806719222939005
"Q6C026",-0.0202109757712207,0.992925291405782
"Q6C028",0.200196201256474,0.886753060794183
"Q6C029",0.0864542376985031,0.930149880317733
"Q6C034",0.054642123546688,0.981541862385284
"Q6C035",-0.23898474392782,0.954834421831372
"Q6C037",0.22046683066153,0.913007102336947
"Q6C041",-0.296359451612814,0.878046577549926
"Q6C043",-0.212344539987725,0.876989619196969
"Q6C047",0.0538032492015112,0.940609191467813
"Q6C048",-0.0847237251629933,0.947022601294731
"A0A1D8NQ98",-0.134990620137704,0.862852601052252
"Q6C058",0.116363704437418,0.937204262486493
"Q6C064",-0.131645381976748,0.940609191467813
"Q6C067",0.202988767605585,0.806719222939005
"Q6C068",0.0252483277055607,0.985933282974025
"Q6C072",0.512693980157081,0.861861493520083
"Q6C077",0.135179432832281,0.867199910654737
"Q6C081",-0.166869390960297,0.949497031036519
"Q6C084",0.385096986899329,0.864702168666884
"Q6C491",-0.290826663817821,0.936843991228904
"A0A1D8NKE1",-0.065319408462279,0.940715235891271
"Q6C495",-0.114119367340543,0.933296397023997
"Q6C497",-1.20743391761463,0.868002834263117
"Q6C4A1",0.0974339216709083,0.925820656058346
"Q6C4A4",-0.0621172784679862,0.806719222939005
"Q6C4A6",0.0130189201720612,0.968213019859876
"Q6C4A8",0.298498938690704,0.810447353069755
"Q6C4B2",-0.0912845414109266,0.868002834263117
"Q6C4B3",-0.249446526630545,0.940715235891271
"Q6C4B4",-0.183521721559167,0.909864608911595
"A0A371CB60",-0.0883487693118594,0.968213019859876
"Q6C4B7",-0.286355887927347,0.806719222939005
"Q6C4B8",0.0188862201017201,0.988551337503638
"Q6C4C4",-0.0162867766262027,0.98730682722525
"A0A1D8NK96",-0.0931551971290251,0.940609191467813
"Q6C4C8",0.0341538923731308,0.968213019859876
"Q6C4D1",0.340209622443446,0.816472741701053
"Q6C4D5",0.113798940051239,0.909864608911595
"Q6C4D8",0.00729130900954911,0.988551337503638
"B5FVF6",0.678126922521368,0.806719222939005
"Q6C4E0",-0.234229164761656,0.716706292816822
"Q6C4E1",0.425957546930815,0.867199910654737
"Q6C4E9",-0.00794576464321386,0.979483092971223
"Q6C697",-0.19791710186752,0.867199910654737
"W0TYM5",0.469483427564682,0.864702168666884
"Q6C696",0.230683489669554,0.893869926380952
"Q6C695",-0.0999364944072764,0.867199910654737
"Q6C690",-0.204491420515612,0.688598688505331
"Q6C679",0.103786519614656,0.914351045649635
"Q6C676",0.00435266231693402,0.991649173156167
"Q6C675",-0.464704658958558,0.876989619196969
"Q6C666",-0.819108838883278,0.864702168666884
"Q6C660",-0.542621327668916,0.864702168666884
"Q6C658",-0.11629415994778,0.888792424526761
"Q6C657",0.042715363564207,0.876989619196969
"Q6C653",0.347820278766665,0.84257890689499
"Q6C651",-0.0237182639472862,0.968213019859876
"Q6C648",0.0348522059573567,0.98337979485115
"Q6C647",-0.0389142894910357,0.966641218873166
"Q6C643",-0.133021646069584,0.864702168666884
"Q6C642",-0.205088454140163,0.810447353069755
"Q6C641",-0.132376688775389,0.868002834263117
"A0A371CBM7",0.611924297502755,0.867199910654737
"Q6CA83",-0.221748373027236,0.810447353069755
"Q6CA88",-0.0201563991433802,0.985933282974025
"Q6CA89",0.0642640728190881,0.963475842842056
"Q6CA90",-0.349615455454955,0.864702168666884
"Q6CA91",-0.151499782936486,0.907717736216083
"Q6CA92",0.684755367331653,0.716706292816822
"Q6CA94",-0.0949809512814694,0.974568617461057
"Q6CA96",0.802604092246303,0.810447353069755
"Q6CA97",-0.22923147121736,0.862852601052252
"Q6CA98",-0.027386967684684,0.964216562732913
"Q6CA99",-0.0638559114505306,0.968213019859876
"Q6CAB2",-0.285793144793289,0.913740453440731
"Q6CAB3",0.0101778965771344,0.99217344797224
"Q6CAB6",-0.191177782510844,0.867199910654737
"Q6C6L7",0.226986930698172,0.864702168666884
"Q6C6L3",-0.242656744530999,0.862852601052252
"Q6C6L0",0.0938187403831557,0.928804479692567
"Q6C6K8",0.0818112414546037,0.940609191467813
"Q6C6K7",0.659447175546456,0.84257890689499
"Q6C6K5",0.0325545581288135,0.981541862385284
"Q6C6K4",-0.319857412488774,0.925517353832195
"Q6C6J7",-0.331553409816496,0.839064776241167
"Q6CI26",-0.0790835179184592,0.806719222939005
"A0A1D8N3G8",1.16650353376176,0.868002834263117
"Q6CI10",0.229363285992215,0.864702168666884
"Q6CI09",-0.094965132704327,0.940609191467813
"A0A1D8N3I3",0.303697581140473,0.867199910654737
"Q6CI04",-0.226213351303995,0.915486346715158
"Q6CI02",-0.0531280389706732,0.898262975559514
"Q6CHZ9",0.308790680138452,0.867199910654737
"A0A1D8N3L6",0.170373364328707,0.867199910654737
"Q6CHZ7",-0.062046938042902,0.913007102336947
"Q6C2X7",0.168104855526008,0.820888902311329
"Q6C2X4",-0.0973629725026028,0.864702168666884
"Q6C2X2",0.0502346184664685,0.963475842842056
"Q6C2W9",-0.07729253327091,0.876989619196969
"Q6C2W7",-0.0718957820819049,0.940609191467813
"Q6C2W6",-0.237170007216569,0.903333917600673
"Q6C2W3",-0.0850246397576589,0.940609191467813
"Q6C2W1",0.481694767699198,0.806719222939005
"Q6C2V4",0.113617757565207,0.876989619196969
"Q6C2V3",-0.12949125298054,0.940609191467813
"Q6C2U9",-0.132294497812209,0.895915102266499
"Q6C2U7",-0.246642749525559,0.867199910654737
"Q6C2U6",0.301602297109715,0.876989619196969
"Q6C2U3",-0.497182142148312,0.900686479350641
"Q6C2U1",0.524970718154174,0.867199910654737
"Q6C2T6",-0.0102217705272001,0.991196267200581
"Q6C2T5",0.50938644751844,0.82619191487989
"Q6C2T3",0.0413522226720219,0.991217051773995
"Q6CCG7",0.143764700599511,0.820888902311329
"Q6CCG2",-0.073583604253173,0.864702168666884
"Q6CCG1",-0.18074137678103,0.806719222939005
"Q6CCG0",0.148786526768737,0.864702168666884
"Q6CCE8",-0.651741319501195,0.876989619196969
"Q6CCE7",0.456809436220896,0.868002834263117
"Q6CCE3",0.339712579104441,0.864702168666884
"Q6CCE1",-0.466321894547853,0.864702168666884
"Q6CCE0",0.753968573072571,0.748965544227683
"Q6CCD9",-0.0463723377634872,0.968213019859876
"Q6C854",0.00770406801309809,0.925517353832195
"Q6C853",0.00301317453309522,0.988374584687376
"Q6C851",-0.189675902783028,0.937134894556754
"Q6C850",-0.459793658228539,0.716706292816822
"A0A1D8NFT0",-0.618419539080561,0.864702168666884
"Q6C848",-0.219489656779467,0.806719222939005
"Q6C845",0.443664840352703,0.868002834263117
"Q6C844",-0.0616728040106304,0.876989619196969
"Q6C839",-0.225762038951017,0.895115163504102
"Q6C836",-0.126598822736248,0.87841557838653
"Q6C829",-0.26582910998747,0.838813112709587
"Q6C215",-0.121828175465474,0.955444847094202
"Q6CCM5",0.841280579605127,0.806719222939005
"Q6CCM7",0.335407185853913,0.824219092503857
"Q6CCM8",0.107548213258528,0.806719222939005
"Q6CCN1",0.0867371161096,0.940609191467813
"Q6CCN2",-0.451938648191301,0.864702168666884
"Q6CCN3",-0.0859691098828454,0.947022601294731
"Q6CCN7",0.0721119234880496,0.876989619196969
"Q6CCN9",0.0113037045945182,0.991649173156167
"Q6CCP5",-0.459004511068176,0.864702168666884
"Q6CCP7",-0.282198494796318,0.806719222939005
"Q6CCP9",-0.228820906816166,0.893271194211255
"Q6CCQ3",0.322832655886077,0.816472741701053
"Q6CCQ4",-0.0104918437686176,0.983416214682804
"Q6CCQ8",-0.0615026406070976,0.928957227241148
"Q6CCR0",0.0917089683968546,0.90695599191136
"Q6CB34",0.162489768678423,0.896479279512799
"Q6CB35",-0.0792385136554073,0.925820656058346
"Q6CB36",0.117490876296282,0.915486346715158
"Q6CB38",0.00805948713256479,0.988551337503638
"Q6CB42",-0.036270412984628,0.963550647929041
"Q6CB43",-0.249006541983898,0.806719222939005
"Q6CB46",-0.0526138313955495,0.940609191467813
"Q6CB48",0.0484159954944634,0.968213019859876
"Q6CB49",-0.158661699124222,0.920907595398411
"Q6CB53",-0.169659853048816,0.864702168666884
"Q6CB57",0.337172130630354,0.820888902311329
"Q6CB59",-0.399939591252849,0.806719222939005
"Q6CB65",-0.0402054954989468,0.970977050005544
"Q6CB67",0.251594072131357,0.864702168666884
"Q6CB68",-0.234158415209004,0.806719222939005
"Q6CB74",-0.00959425757493301,0.96271569251693
"Q6CB75",-0.125528631464005,0.886753060794183
"Q6CB86",-0.13486403732778,0.868002834263117
"Q6CB87",-0.11286728002633,0.940609191467813
"Q6CB88",0.0622471445827083,0.94273601654246
"Q6CFW1",-0.375439714462302,0.829617275332214
"Q6CFV9",0.328895432599122,0.864702168666884
"A0A371CA51",0.228048625679677,0.816472741701053
"Q6CFV6",0.0732367904722308,0.968213019859876
"Q6CFV5",-0.119370088056391,0.876989619196969
"Q6CFU9",-0.431065012617335,0.815862060818887
"Q6CFU7",-0.0986207622858472,0.96271569251693
"Q6CFU6",-0.493892306182962,0.864702168666884
"Q6CFU3",-0.150688815761981,0.864702168666884
"Q6CFT8",-0.084178565735441,0.887521232302452
"A0A1D8N6D1",-0.297266491608558,0.864702168666884
"Q6CFT2",0.0768643780791506,0.963475842842056
"Q6CFT0",-0.15135315854055,0.886753060794183
"Q6CFS8",-0.220181775883869,0.913329393478434
"Q6CFS3",-0.217387495832951,0.806719222939005
"Q6CFS2",-0.136880423713776,0.864702168666884
"Q6CFS0",-0.160073992118133,0.876989619196969
"Q6CFR7",-0.0968595991214956,0.925820656058346
"Q6CFR4",-0.951562704697987,0.864702168666884
"Q6C4M2",0.325143592024168,0.864702168666884
"Q6C4L9",0.0196939803132998,0.806719222939005
"Q6C4L7",0.0601631670099969,0.940609191467813
"Q6C4L4",0.355052511544747,0.864702168666884
"Q6C4L0",0.260080409100645,0.892961588077127
"Q6C4K7",-0.234894575806008,0.867199910654737
"Q6C4K4",-0.168572134852718,0.640297280721267
"Q6C4K0",0.0895076269927742,0.886753060794183
"Q6C4J8",0.114976175770312,0.96271569251693
"Q6C4J6",0.208828611913576,0.925820656058346
"Q6C4J2",0.0561978924572344,0.977058808919675
"Q6C4J1",-0.0229572012670666,0.97644579812912
"Q6C4I0",0.0993278885899843,0.925758442303741
"Q6C4H9",0.205625926203045,0.925820656058346
"Q6C4H8",-0.109361539697904,0.96271569251693
"B5FVF5",0.273289030459187,0.831068757209765
"A0A371C9J0",0.0837906133466144,0.864702168666884
"Q6C6I9",-0.668245004289129,0.868002834263117
"Q6C6I8",-0.00863900873405841,0.947022601294731
"A0A371C9J8",-0.221233062253161,0.867199910654737
"Q6C6G7",0.499974553853881,0.84257890689499
"Q6C6G0",-0.0773488413750435,0.867199910654737
"Q6C6F6",-0.710607796055444,0.867199910654737
"Q6C6F5",0.244196347683384,0.876989619196969
"Q6C6F3",0.0517313003072297,0.985839534820704
"Q6C6E9",-0.181447674954215,0.910585120008881
"Q6C6E8",0.02000881389581,0.980963330021423
"Q6CDB1",-0.246093195136517,0.84257890689499
"Q6CDA8",-0.0302978556655853,0.98337979485115
"Q6CDA7",-0.135479677302844,0.806719222939005
"Q6CDA6",0.074451954860557,0.909864608911595
"Q6CDA3",-0.111203480889843,0.868002834263117
"Q6CDA1",-0.471597768471069,0.817192578154885
"Q6CD93",0.0960928750639723,0.947022601294731
"Q6CD92",-0.0854124419599979,0.963984642282589
"Q6CD89",0.0147719558392947,0.985933282974025
"Q6C207",0.0419681056627742,0.913329393478434
"Q6CD87",-0.10389744303229,0.925820656058346
"Q6CD84",-0.329667500867352,0.913861538600405
"Q6CD80",-0.27472077698116,0.790225289497294
"Q6CD78",0.366311369578116,0.815862060818887
"Q6C0C5",0.0490082389331723,0.940609191467813
"Q6CC90",-0.147415102500312,0.864702168666884
"Q6CC88",0.219413473962791,0.867199910654737
"Q6CFP9",0.296082062311141,0.856904194046879
"Q6CFP5",0.0590448680258899,0.950891275191574
"Q6CFP4",-0.494928122469378,0.886753060794183
"W0TYP7",-0.131748300039704,0.940609191467813
"Q6CFN8",-0.37788648377619,0.716706292816822
"Q6CFN7",-0.121894662956495,0.868002834263117
"Q6CFN6",-0.158493889064162,0.864702168666884
"Q6CFM9",-0.161138278881857,0.940609191467813
"Q6CFM6",0.463953291523663,0.820888902311329
"Q6CFM1",-0.336756049639267,0.820888902311329
"Q6CFM0",-0.0204059866705239,0.98337979485115
"Q6CFL5",-0.200562115036374,0.938363196743809
"Q6CFL3",0.073550724651356,0.876989619196969
"Q6CFL2",-0.237548823518339,0.940609191467813
"Q6CFL0",0.0364432241855371,0.963363583375307
"Q6CET3",0.194670845290077,0.806719222939005
"Q6CET0",0.0346434835174429,0.99217344797224
"Q6CES9",0.00883961297630179,0.98337979485115
"Q6CES4",-0.399496177914201,0.876989619196969
"Q6CES1",-0.100561394155928,0.817192578154885
"Q6CER4",-0.184915994817789,0.937204262486493
"Q6CER2",0.219455403082812,0.896479279512799
"Q6CER0",-0.0530425492478186,0.974568617461057
"Q6CEQ4",-0.127217432826319,0.886753060794183
"Q6CEQ2",-0.0901961415836987,0.965494996589931
"Q6CEQ0",-0.20792254687207,0.864702168666884
"Q6CEP9",-0.0956832497755827,0.886753060794183
"Q6CEP8",-0.499755015487313,0.886753060794183
"Q6CEP7",0.0436827607219322,0.970977050005544
"Q6CEP4",0.140731191038843,0.876989619196969
"Q6CEP3",-0.532081189465454,0.867199910654737
"Q6CEP2",0.0476917548092337,0.868002834263117
"Q6CE37",-0.502550335686695,0.864702168666884
"Q6CE34",-0.109174537531421,0.949497031036519
"Q6CE32",0.332715955714792,0.864702168666884
"Q6CE28",0.392961791437269,0.864702168666884
"Q6CE24",0.208600954570128,0.806719222939005
"Q6CE20",-0.485566199641232,0.864702168666884
"Q6CE18",-0.182351037368401,0.838425013286525
"Q6CE17",0.101848591280068,0.868002834263117
"Q6CE16",-0.156480474614241,0.810447353069755
"Q6CE11",-0.0711690662628786,0.876989619196969
"Q6CE09",0.0283917637614728,0.963984642282589
"Q6CE08",-0.0105195080976258,0.988551337503638
"Q6CE05",0.315247887044147,0.867199910654737
"Q6CE01",0.366785759035801,0.864702168666884
"Q6CDZ7",0.265892702079605,0.867199910654737
"Q6C2D2",0.293198665620257,0.868002834263117
"Q6C2D0",-0.204566121696144,0.871072125902231
"Q6C2C9",-0.0959724853627278,0.968213019859876
"Q6C2C3",0.0315556726157962,0.979483092971223
"Q6C2B5",0.00208120089939444,0.996469811413611
"Q6C2B4",0.146967510717262,0.806719222939005
"Q6C2B2",-0.141231605616078,0.968213019859876
"Q6C2A8",-0.550613648083499,0.892936857470446
"Q6C2A7",-0.0511130922838942,0.955444847094202
"Q6C2A4",0.370068560757004,0.940609191467813
"Q6C2A0",-0.243120492763635,0.879962115579686
"Q6C297",-0.0134582327181917,0.972923105332343
"Q6C296",-0.234092838521425,0.806719222939005
"Q6C294",0.0814805498839051,0.940609191467813
"Q6C293",-0.784662097863946,0.716706292816822
"Q6C288",-0.0362851198071849,0.876989619196969
"Q6C284",0.186796320146074,0.864702168666884
"Q6C7P9",0.0639117198002796,0.886753060794183
"Q6C7P8",0.147083200397786,0.972544437645954
"Q6C7P0",0.0596531380961014,0.979483092971223
"Q6C7N5",-0.0735026501532105,0.940609191467813
"Q6C7N1",-0.254106861613727,0.716706292816822
"Q6C7M7",-0.200842353065776,0.864702168666884
"Q6C7M6",-0.0391925680448415,0.970977050005544
"Q6C7M5",-0.056918199895751,0.980963330021423
"Q6C7M1",-0.16623739328698,0.867199910654737
"Q6C7L5",0.0030856517736808,0.996906710985168
"Q6C7K6",-0.482031954457035,0.806719222939005
"A0A371C8U6",-0.683025088715605,0.748965544227683
"A0A371C8S0",-0.0314162572919823,0.971396647625035
"A0A371C926",0.0953087840689203,0.864702168666884
"A0A1H6PTY6",-0.355661139643832,0.876989619196969
"A0A1H6Q825",-0.202570819002774,0.817192578154885
"A0A1H6PTW8",-0.0285220224969304,0.970977050005544
"Q6C205",0.336045813639308,0.867199910654737
"A0A371C8U9",0.0704133840584846,0.876989619196969
"Q6C8H0",-0.107860448276661,0.867199910654737
"Q6C8H5",-0.279193761270453,0.839064776241167
"Q6C8I0",-0.291703009412912,0.925820656058346
"Q6C8I3",-0.0669444555436875,0.969394520736936
"Q6C8J1",0.043798515915321,0.980709275582878
"Q6C8J4",-0.310391097318316,0.820888902311329
"Q6C8J6",-0.108126784512132,0.925820656058346
"Q6C8J9",0.343258168658767,0.876989619196969
"Q6C8K1",0.129128039348377,0.925820656058346
"Q6C8K4",-0.299277269436352,0.829617275332214
"A0A1D8NF70",0.0291990922657361,0.98337979485115
"A0A1D8NF82",0.0309970711509521,0.94843693427865
"Q6C8Y6",0.0399639468254634,0.985933282974025
"Q6C8Y8",-0.201521931964084,0.864702168666884
"Q6C8Z3",-0.104097702082693,0.947057117723616
"Q6C902",0.235274272304373,0.79938780307125
"Q6C906",0.0547365919700106,0.970977050005544
"Q6C907",0.152060377965128,0.864702168666884
"Q6C916",-0.593542067557044,0.748965544227683
"Q6C201",0.333265183014038,0.862852601052252
"Q6C761",0.196298395906868,0.925820656058346
"Q6C759",-0.23959101216695,0.876989619196969
"Q6C756",-0.310439306180029,0.876989619196969
"A0A1D8NGZ6",-0.102264913419485,0.886753060794183
"Q6C755",-0.088263765977508,0.810447353069755
"Q6C754",-0.222880924479631,0.820888902311329
"Q6C753",-0.154563756492694,0.867199910654737
"Q6C752",-0.0769705978686885,0.869344443099715
"Q6C745",-0.791675751251212,0.867199910654737
"Q6C744",-0.0244754131170818,0.98337979485115
"Q6C731",0.483884285212572,0.806719222939005
"Q6C730",0.0584322128182254,0.940609191467813
"F2Z675",0.137246787344064,0.871072125902231
"Q6C722",-0.0498679119847207,0.980963330021423
"Q6C721",-0.196604032378865,0.716706292816822
"Q6CEX7",-0.0434560734903999,0.968213019859876
"Q6CEX5",-0.27451179266197,0.864702168666884
"Q6CEX3",-0.183970220982074,0.868002834263117
"Q6CEX2",0.189333053475514,0.871072125902231
"Q6CEW6",-0.222734541687175,0.806719222939005
"Q6CEW5",-0.0456692017785479,0.973698072311823
"Q6CEW4",-0.177055974156176,0.769194391298866
"Q6CEW1",-0.602641672368556,0.806719222939005
"Q6CEV9",-0.300259633488796,0.864702168666884
"Q6CEV8",-0.140636084615284,0.956675858347815
"Q6CEV4",0.197353439359059,0.864702168666884
"Q6CEV3",0.0121131396520782,0.991649173156167
"Q6CEU7",1.00584330397152,0.748965544227683
"Q6CEU6",0.249507343160099,0.864702168666884
"Q6CEU5",-0.155028450863361,0.864702168666884
"Q6CEU1",0.06239298606701,0.867199910654737
"Q6C1Y4",0.0841565226093823,0.940715235891271
"Q6C1Y2",-0.116046771816284,0.85025393921823
"Q6C1Y1",-0.247330927115711,0.869751608468227
