"Name","Genes (tot)","Stat (dist.dir.up)","p (dist.dir.up)","p adj (dist.dir.up)","Stat (dist.dir.dn)","p (dist.dir.dn)","p adj (dist.dir.dn)","Stat (non-dir.)","p (non-dir.)","p adj (non-dir.)","Genes (up)","Stat (mix.dir.up)","p (mix.dir.up)","p adj (mix.dir.up)","Genes (down)","Stat (mix.dir.dn)","p (mix.dir.dn)","p adj (mix.dir.dn)"
"cellular response to heat [GO:0034605]",6,0.76368,0.88841,1,0.23632,0.11169,0.3561,0.34117,0.63754,1,1,0.60557,0.79122,1,5,0.28829,0.54295,1
"carboxylic acid biosynthetic process [GO:0046394]",6,0.23621,0.011599,0.21279,0.76379,0.9885,1,0.1982,0.16558,0.78805,5,0.20237,0.14939,1,1,0.17735,0.48105,1
"post-translational protein targeting to membrane, translocation [GO:0031204]",6,0.61698,0.59234,1,0.38302,0.40776,0.7729,0.21207,0.20428,0.84998,2,0.16903,0.23848,1,4,0.23359,0.37976,1
"U2 snRNA binding [GO:0030620]",7,0.40742,0.11409,0.66784,0.59258,0.88601,1,0.2252,0.22698,0.8805,4,0.16004,0.10989,0.99003,3,0.31209,0.58824,1
"RNA polymerase II preinitiation complex assembly [GO:0051123]",10,0.30372,0.009699,0.19006,0.69628,0.9904,1,0.26582,0.33707,0.99285,7,0.19518,0.086991,0.89948,3,0.43065,0.82282,1
"tRNA modification [GO:0006400]",13,0.59255,0.55594,1,0.40745,0.44416,0.8067,0.55922,0.999,1,5,0.66762,0.9912,1,8,0.49147,0.9788,1
"Golgi to plasma membrane transport [GO:0006893]",10,0.94588,1,1,0.054117,9.999e-05,0.0046723,0.10823,0.0036996,0.12677,0,NA,NA,NA,10,0.10823,0.0049995,0.14364
"exocyst [GO:0000145]",9,0.9358,0.9997,1,0.064202,0.00039996,0.012093,0.1284,0.014399,0.27411,0,NA,NA,NA,9,0.1284,0.022498,0.31825
"tRNA methyltransferase complex [GO:0043527]",5,0.48853,0.30607,0.9445,0.51147,0.69403,1,0.46035,0.88701,1,3,0.53117,0.87261,1,2,0.35411,0.67023,1
"lipid biosynthetic process [GO:0008610]",10,0.80351,0.9796,1,0.19649,0.020498,0.1375,0.23094,0.20208,0.84998,2,0.59491,0.89291,1,8,0.13995,0.041996,0.3709
"sphingolipid biosynthetic process [GO:0030148]",11,0.70212,0.87321,1,0.29788,0.12689,0.38351,0.25902,0.28327,0.93367,3,0.38262,0.63024,1,8,0.21266,0.22748,0.86068
"aromatic amino acid family biosynthetic process [GO:0009073]",7,0.34559,0.052395,0.51889,0.65441,0.94771,1,0.18736,0.11639,0.67597,5,0.21498,0.17748,1,2,0.11832,0.21138,0.8303
"Set3 complex [GO:0034967]",5,0.77004,0.88421,1,0.22996,0.11589,0.36656,0.12492,0.056594,0.52413,1,0.16248,0.36426,1,4,0.11552,0.084692,0.5842
"structural constituent of cell wall [GO:0005199]",5,0.2203,0.014899,0.22346,0.7797,0.9852,1,0.4406,0.86071,1,5,0.4406,0.79772,1,0,NA,NA,NA
"spliceosomal complex assembly [GO:0000245]",7,0.76887,0.91701,1,0.23113,0.083092,0.29659,0.24571,0.29527,0.95314,1,0.24203,0.47955,1,6,0.24632,0.38556,1
"large ribosomal subunit [GO:0015934]",12,0.66907,0.80732,1,0.33093,0.19278,0.49421,0.38432,0.83562,1,3,0.44493,0.74903,1,9,0.36412,0.81202,1
"glucose metabolic process [GO:0006006]",6,0.35326,0.071193,0.59585,0.64674,0.92891,1,0.08801,0.010399,0.23756,4,0.095905,0.025197,0.56874,2,0.072221,0.09719,0.6146
"carbohydrate phosphorylation [GO:0046835]",9,0.39313,0.068393,0.59583,0.60687,0.93171,1,0.1567,0.038896,0.4394,6,0.20722,0.12689,1,3,0.055663,0.023098,0.32084
"nucleotide metabolic process [GO:0009117]",5,0.20884,0.012399,0.21415,0.79116,0.9877,1,0.32888,0.59984,1,4,0.2166,0.21748,1,1,0.77798,0.92131,1
"nucleolar large rRNA transcription by RNA polymerase I [GO:0042790]",14,0.52738,0.30347,0.94028,0.47262,0.69663,1,0.44027,0.9563,1,7,0.49504,0.91941,1,7,0.3855,0.82952,1
"stress granule assembly [GO:0034063]",6,0.49047,0.28167,0.92216,0.50953,0.71843,1,0.26542,0.37436,0.99647,3,0.24636,0.31527,1,3,0.28448,0.52675,1
"cytoplasmic stress granule [GO:0010494]",19,0.66322,0.85281,1,0.33678,0.14729,0.42058,0.32307,0.60564,1,6,0.44505,0.82252,1,13,0.26677,0.41666,1
"RNA polymerase II general transcription initiation factor activity [GO:0016251]",19,0.38281,0.009799,0.19006,0.61719,0.9903,1,0.3503,0.75172,1,10,0.16012,0.014299,0.4236,9,0.56161,0.9971,1
"DNA-templated transcription initiation [GO:0006352]",10,0.33179,0.018398,0.25559,0.66821,0.9817,1,0.33462,0.63824,1,6,0.16516,0.058194,0.80091,4,0.5888,0.9802,1
"regulation of transcription by RNA polymerase III [GO:0006359]",5,0.68372,0.73013,1,0.31628,0.26997,0.5939,0.35433,0.67223,1,1,0.30445,0.56014,1,4,0.3668,0.73903,1
"transcription initiation at RNA polymerase I promoter [GO:0006361]",12,0.50097,0.23838,0.88255,0.49903,0.76172,1,0.44946,0.9546,1,7,0.52977,0.952,1,5,0.33702,0.68443,1
"transcription initiation at RNA polymerase II promoter [GO:0006367]",29,0.34451,0.00069993,0.04328,0.65549,0.9994,1,0.36527,0.87291,1,20,0.31435,0.37146,1,9,0.47841,0.9784,1
"negative regulation of DNA-templated transcription [GO:0045892]",8,0.66454,0.74623,1,0.33546,0.25387,0.57233,0.20613,0.15068,0.76307,2,0.070407,0.056694,0.80091,6,0.25138,0.40206,1
"transcription factor TFIID complex [GO:0005669]",15,0.44248,0.081892,0.62359,0.55752,0.91821,1,0.43063,0.9538,1,7,0.26671,0.27157,1,8,0.57406,0.9973,1
"thiamine pyrophosphate binding [GO:0030976]",5,0.62547,0.61314,1,0.37453,0.38696,0.75353,0.10624,0.032697,0.40015,2,0.19648,0.29377,1,3,0.046079,0.011899,0.21937
"branched-chain amino acid biosynthetic process [GO:0009082]",6,0.30905,0.036596,0.39189,0.69095,0.9635,1,0.084159,0.0083992,0.2008,4,0.026692,0.00039996,0.073726,2,0.19909,0.39676,1
"L-valine biosynthetic process [GO:0009099]",6,0.30905,0.036596,0.39189,0.69095,0.9635,1,0.084159,0.0083992,0.2008,4,0.026692,0.00039996,0.073726,2,0.19909,0.39676,1
"ATP-dependent activity, acting on DNA [GO:0008094]",8,0.76157,0.92711,1,0.23843,0.072993,0.27486,0.47686,0.9541,1,0,NA,NA,NA,8,0.47686,0.9725,1
"histone acetyltransferase complex [GO:0000123]",6,0.78554,0.91671,1,0.21446,0.083392,0.29663,0.42884,0.85761,1,1,0.99977,0.9999,1,5,0.31466,0.62394,1
"snRNA pseudouridine synthesis [GO:0031120]",6,0.50505,0.31497,0.95856,0.49495,0.68513,1,0.42285,0.84722,1,3,0.43295,0.72893,1,3,0.41276,0.79552,1
"box H/ACA snoRNP complex [GO:0031429]",5,0.49505,0.31867,0.96057,0.50495,0.68143,1,0.32943,0.60094,1,3,0.43295,0.72893,1,2,0.17416,0.34267,1
"ATPase-coupled intramembrane lipid transporter activity [GO:0140326]",5,0.95529,0.9985,1,0.044713,0.0015998,0.023835,0.089427,0.018598,0.29873,0,NA,NA,NA,5,0.089427,0.028697,0.36754
"phosphatidylserine flippase activity [GO:0140346]",5,0.95529,0.9985,1,0.044713,0.0015998,0.023835,0.089427,0.018598,0.29873,0,NA,NA,NA,5,0.089427,0.028697,0.36754
"phospholipid transport [GO:0015914]",16,0.73539,0.9615,1,0.26461,0.038596,0.204,0.21072,0.073293,0.6029,3,0.15066,0.13159,1,13,0.22459,0.21028,0.8303
"phospholipid translocation [GO:0045332]",8,0.84699,0.9868,1,0.15301,0.013299,0.10434,0.10411,0.0059994,0.16669,1,0.19234,0.40636,1,7,0.091511,0.0085991,0.18552
"aminophospholipid translocation [GO:0140331]",5,0.95529,0.9985,1,0.044713,0.0015998,0.023835,0.089427,0.018598,0.29873,0,NA,NA,NA,5,0.089427,0.028697,0.36754
"intracellular monoatomic cation homeostasis [GO:0030003]",7,0.72401,0.85821,1,0.27599,0.14189,0.40743,0.29861,0.48845,1,1,0.11323,0.27657,1,6,0.3295,0.67503,1
"regulation of translational initiation [GO:0006446]",7,0.66037,0.72133,1,0.33963,0.27877,0.60419,0.16831,0.079592,0.6029,2,0.10583,0.11529,0.99358,5,0.1933,0.24398,0.86749
"tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]",6,0.76505,0.89081,1,0.23495,0.10929,0.35109,0.4699,0.91721,1,0,NA,NA,NA,6,0.4699,0.94381,1
"proteasome regulatory particle assembly [GO:0070682]",7,0.69799,0.80462,1,0.30201,0.19548,0.49741,0.40706,0.82572,1,1,0.31067,0.56794,1,6,0.42313,0.89101,1
"maturation of 5.8S rRNA [GO:0000460]",9,0.56362,0.45295,1,0.43638,0.54715,0.90139,0.4677,0.94961,1,3,0.3924,0.65163,1,6,0.50535,0.9697,1
"porphyrin-containing compound biosynthetic process [GO:0006779]",6,0.5061,0.31837,0.96057,0.4939,0.68173,1,0.083732,0.0082992,0.2008,3,0.09593,0.047495,0.7627,3,0.071535,0.047095,0.39796
"protoporphyrinogen IX biosynthetic process [GO:0006782]",7,0.57764,0.49365,1,0.42236,0.50645,0.87209,0.085654,0.0030997,0.1138,3,0.11443,0.072593,0.87111,4,0.064069,0.014799,0.246
"heme biosynthetic process [GO:0006783]",11,0.56742,0.45845,1,0.43258,0.54165,0.89808,0.1309,0.0074993,0.2008,5,0.19232,0.12989,1,6,0.079715,0.0072993,0.18052
"dolichol-linked oligosaccharide biosynthetic process [GO:0006488]",10,0.79695,0.9772,1,0.20305,0.022898,0.1462,0.26702,0.34127,0.99647,1,0.30457,0.56064,1,9,0.26285,0.41706,1
"Ino80 complex [GO:0031011]",11,0.67548,0.81142,1,0.32452,0.18868,0.48613,0.49571,0.9833,1,3,0.7189,0.9827,1,8,0.41202,0.89831,1
"SAGA complex [GO:0000124]",13,0.52524,0.29817,0.93451,0.47476,0.70193,1,0.51839,0.9952,1,6,0.53294,0.94761,1,7,0.50591,0.9768,1
"ceramide biosynthetic process [GO:0046513]",6,0.95479,0.9993,1,0.045206,0.00079992,0.015418,0.090411,0.011499,0.24334,0,NA,NA,NA,6,0.090411,0.013799,0.23658
"transcription corepressor activity [GO:0003714]",7,0.49139,0.27277,0.90886,0.50861,0.72733,1,0.28759,0.44716,1,3,0.14877,0.12909,1,4,0.39171,0.78712,1
"TBP-class protein binding [GO:0017025]",6,0.21698,0.0081992,0.18959,0.78302,0.9919,1,0.12523,0.037596,0.43172,5,0.13551,0.045195,0.74525,1,0.073823,0.24228,0.86749
"sequence-specific mRNA binding [GO:1990825]",9,0.56665,0.46165,1,0.43335,0.53845,0.89712,0.43998,0.91501,1,4,0.51995,0.89111,1,5,0.37601,0.77782,1
"tRNA 5'-leader removal [GO:0001682]",6,0.37032,0.088691,0.62839,0.62968,0.91141,1,0.52232,0.9635,1,3,0.26296,0.35456,1,3,0.78167,0.9979,1
"ribonuclease MRP complex [GO:0000172]",7,0.42242,0.13599,0.6851,0.57758,0.86411,1,0.52341,0.974,1,3,0.26296,0.35456,1,4,0.71875,0.9979,1
"proteasome assembly [GO:0043248]",6,0.45378,0.20658,0.87182,0.54622,0.79352,1,0.58432,0.9886,1,4,0.61891,0.9687,1,2,0.51516,0.88071,1
"intracellular manganese ion homeostasis [GO:0030026]",5,0.85804,0.9614,1,0.14196,0.038696,0.204,0.28391,0.46435,1,0,NA,NA,NA,5,0.28391,0.53005,1
"transcription factor TFIIH holo complex [GO:0005675]",8,0.71821,0.86671,1,0.28179,0.13339,0.39359,0.34795,0.67953,1,1,0.1375,0.32807,1,7,0.37801,0.81442,1
"RQC complex [GO:1990112]",5,0.58285,0.51105,1,0.41715,0.48905,0.86086,0.25869,0.38016,0.99647,2,0.28048,0.44536,1,3,0.24416,0.43156,1
"septin cytoskeleton [GO:0032156]",5,0.98607,1,1,0.013933,9.999e-05,0.0046723,0.027865,9.999e-05,0.011421,0,NA,NA,NA,5,0.027865,0.00019998,0.016898
"lysine biosynthetic process via aminoadipic acid [GO:0019878]",7,0.45712,0.19708,0.85816,0.54288,0.80302,1,0.14204,0.040096,0.44068,4,0.17424,0.13379,1,3,0.099108,0.09819,0.6146
"epigenetic regulation of gene expression [GO:0040029]",6,0.62487,0.61274,1,0.37513,0.38736,0.75353,0.32963,0.60234,1,2,0.36904,0.59024,1,4,0.30992,0.59894,1
"Rpd3L-Expanded complex [GO:0070210]",6,0.78951,0.92231,1,0.21049,0.077792,0.28258,0.18018,0.12329,0.69064,1,0.27763,0.52875,1,5,0.16069,0.15698,0.75305
"side of membrane [GO:0098552]",8,0.68802,0.80082,1,0.31198,0.19928,0.50163,0.38112,0.78142,1,3,0.67621,0.9734,1,5,0.20407,0.27297,0.93512
"L-histidine biosynthetic process [GO:0000105]",7,0.39516,0.09879,0.64686,0.60484,0.90131,1,0.51541,0.9704,1,4,0.39251,0.66813,1,3,0.67929,0.9886,1
"phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]",5,0.63771,0.64104,1,0.36229,0.35906,0.71813,0.33671,0.62244,1,2,0.51514,0.81112,1,3,0.21775,0.36966,1
"phospholipase A2 activity [GO:0004623]",6,0.58045,0.50235,1,0.41955,0.49775,0.86486,0.42492,0.85101,1,2,0.37873,0.60534,1,4,0.44801,0.87471,1
"phosphatidic acid biosynthetic process [GO:0006654]",5,0.67446,0.71293,1,0.32554,0.28717,0.61503,0.48182,0.91511,1,2,0.78841,0.9768,1,3,0.27742,0.50915,1
"mitochondrion-endoplasmic reticulum membrane tethering [GO:1990456]",5,0.84672,0.9545,1,0.15328,0.045595,0.23204,0.30655,0.53345,1,0,NA,NA,NA,5,0.30655,0.59974,1
"ERMES complex [GO:0032865]",5,0.84672,0.9545,1,0.15328,0.045595,0.23204,0.30655,0.53345,1,0,NA,NA,NA,5,0.30655,0.59974,1
"negative regulation of translation [GO:0017148]",9,0.76565,0.94521,1,0.23435,0.054895,0.25835,0.26496,0.33377,0.99146,1,0.083211,0.22028,1,8,0.28768,0.53185,1
"NAD+ binding [GO:0070403]",6,0.5237,0.36126,1,0.4763,0.63884,0.99208,0.19128,0.14889,0.76227,3,0.23868,0.29937,1,3,0.14387,0.19868,0.82425
"carbohydrate binding [GO:0030246]",6,0.36228,0.079892,0.62359,0.63772,0.92021,1,0.12796,0.040296,0.44068,4,0.13939,0.076792,0.88738,2,0.1051,0.17798,0.78917
"deaminase activity [GO:0019239]",6,0.53821,0.39716,1,0.46179,0.60294,0.96246,0.503,0.9508,1,3,0.57941,0.91791,1,3,0.42658,0.81732,1
"spliceosomal tri-snRNP complex [GO:0097526]",6,0.33242,0.053595,0.52074,0.66758,0.94651,1,0.53726,0.9722,1,5,0.52127,0.91581,1,1,0.61724,0.86111,1
"U6 snRNA binding [GO:0017070]",5,0.4538,0.23978,0.88255,0.5462,0.76032,1,0.38343,0.74343,1,3,0.40919,0.68543,1,2,0.34478,0.65843,1
"protein insertion into mitochondrial outer membrane [GO:0045040]",9,0.86405,0.9939,1,0.13595,0.0061994,0.06717,0.27191,0.36636,0.99647,0,NA,NA,NA,9,0.27191,0.45505,1
"regulation of cell cycle [GO:0051726]",9,0.69322,0.82462,1,0.30678,0.17548,0.46019,0.459,0.94121,1,1,0.30445,0.56014,1,8,0.47832,0.9732,1
"mRNA pseudouridine synthesis [GO:1990481]",6,0.46005,0.21708,0.87212,0.53995,0.78302,1,0.54234,0.974,1,3,0.46244,0.77982,1,3,0.62223,0.973,1
"CURI complex [GO:0032545]",6,0.6239,0.61004,1,0.3761,0.39006,0.7545,0.52034,0.9629,1,1,0.30445,0.56014,1,5,0.56352,0.9804,1
"UTP-C complex [GO:0034456]",6,0.6239,0.61004,1,0.3761,0.39006,0.7545,0.52034,0.9629,1,1,0.30445,0.56014,1,5,0.56352,0.9804,1
"poly(A) binding [GO:0008143]",5,0.34549,0.086991,0.62608,0.65451,0.91311,1,0.29246,0.49105,1,3,0.15287,0.13509,1,2,0.50185,0.86531,1
"establishment of cell polarity [GO:0030010]",9,0.77868,0.9565,1,0.22132,0.043596,0.22635,0.14096,0.022998,0.33774,2,0.32121,0.51415,1,7,0.089464,0.0079992,0.1825
"division septum [GO:0000935]",7,0.66673,0.73733,1,0.33327,0.26277,0.58597,0.12984,0.028097,0.37261,2,0.060767,0.043596,0.73801,5,0.15747,0.14889,0.75305
"RNA nuclease activity [GO:0004540]",5,0.82762,0.94211,1,0.17238,0.057994,0.25835,0.32867,0.59954,1,1,0.95978,0.9769,1,4,0.17089,0.20948,0.8303
"protein import into peroxisome matrix [GO:0016558]",8,0.42758,0.12489,0.67449,0.57242,0.87521,1,0.26652,0.36176,0.99647,4,0.12169,0.051295,0.7627,4,0.41136,0.82452,1
"respiratory electron transport chain [GO:0022904]",7,0.51617,0.32927,0.97141,0.48383,0.67083,1,0.30921,0.52615,1,3,0.23181,0.28647,1,4,0.36726,0.74033,1
"ESCRT III complex [GO:0000815]",6,0.55166,0.43226,1,0.44834,0.56784,0.92025,0.46366,0.91211,1,3,0.56698,0.90851,1,3,0.36034,0.69573,1
"vacuolar acidification [GO:0007035]",8,0.77626,0.94141,1,0.22374,0.058694,0.25835,0.40154,0.83572,1,1,0.81622,0.91081,1,7,0.3423,0.71823,1
"gluconeogenesis [GO:0006094]",9,0.47972,0.21888,0.87212,0.52028,0.78122,1,0.35224,0.69443,1,5,0.38051,0.65723,1,4,0.31691,0.61704,1
"cytoplasmic translational initiation [GO:0002183]",19,0.46802,0.09969,0.64862,0.53198,0.90041,1,0.4036,0.93021,1,9,0.30294,0.37836,1,10,0.49419,0.987,1
"negative regulation of TORC1 signaling [GO:1904262]",5,0.82744,0.94211,1,0.17256,0.057994,0.25835,0.34511,0.64574,1,0,NA,NA,NA,5,0.34511,0.70863,1
"eukaryotic translation initiation factor 2B complex [GO:0005851]",5,0.60243,0.55804,1,0.39757,0.44206,0.80431,0.42288,0.82732,1,1,0.069359,0.18468,1,4,0.51126,0.94111,1
"mitochondrial respiratory chain complex III assembly [GO:0034551]",7,0.47598,0.23808,0.88255,0.52402,0.76202,1,0.29609,0.47735,1,4,0.34205,0.54235,1,3,0.23481,0.41036,1
"aerobic respiration [GO:0009060]",12,0.65374,0.75842,1,0.34626,0.24168,0.5628,0.22279,0.14179,0.73988,4,0.29541,0.41276,1,8,0.18649,0.13869,0.74802
"7S RNA binding [GO:0008312]",6,0.68368,0.75472,1,0.31632,0.24538,0.56305,0.34277,0.64154,1,2,0.56518,0.86831,1,4,0.23156,0.37346,1
"signal recognition particle, endoplasmic reticulum targeting [GO:0005786]",6,0.80754,0.94171,1,0.19246,0.058394,0.25835,0.29515,0.48395,1,1,0.73072,0.86221,1,5,0.20804,0.28437,0.94697
"mitochondrial proton-transporting ATP synthase complex assembly [GO:0033615]",6,0.40962,0.13699,0.6851,0.59038,0.86311,1,0.23081,0.25917,0.93136,4,0.28754,0.39276,1,2,0.11735,0.20878,0.8303
"RNA polymerase II, core complex [GO:0005665]",11,0.31791,0.011799,0.21279,0.68209,0.9883,1,0.33864,0.65183,1,9,0.37328,0.66253,1,2,0.18276,0.36186,1
"RNA polymerase III complex [GO:0005666]",14,0.35356,0.013899,0.22325,0.64644,0.9862,1,0.40553,0.90231,1,11,0.43532,0.87551,1,3,0.29629,0.55374,1
"RNA polymerase I complex [GO:0005736]",13,0.45078,0.10619,0.66159,0.54922,0.89391,1,0.34539,0.70393,1,8,0.38814,0.70823,1,5,0.27698,0.50775,1
"intermembrane lipid transfer [GO:0120009]",7,0.41403,0.12399,0.67449,0.58597,0.87611,1,0.23539,0.25857,0.93136,4,0.18052,0.14469,1,3,0.30854,0.58014,1
"mitotic actomyosin contractile ring assembly [GO:1903475]",7,0.88471,0.9908,1,0.11529,0.0092991,0.082409,0.23059,0.24198,0.9179,0,NA,NA,NA,7,0.23059,0.31117,0.98294
"medial cortex [GO:0031097]",8,0.80271,0.9643,1,0.19729,0.035796,0.19266,0.20783,0.15618,0.77191,1,0.25299,0.49805,1,7,0.20138,0.20828,0.8303
"chaperone mediated protein folding independent of cofactor [GO:0051086]",8,0.77049,0.93571,1,0.22951,0.064394,0.25835,0.35393,0.70153,1,1,0.57967,0.77482,1,7,0.32168,0.65123,1
"chaperonin-containing T-complex [GO:0005832]",8,0.77049,0.93571,1,0.22951,0.064394,0.25835,0.35393,0.70153,1,1,0.57967,0.77482,1,7,0.32168,0.65123,1
"phosphatidylinositol-4-phosphate binding [GO:0070273]",7,0.87948,0.9894,1,0.12052,0.010699,0.088698,0.10924,0.012799,0.26314,1,0.53871,0.75102,1,6,0.037657,9.999e-05,0.014484
"mitotic cytokinesis [GO:0000281]",6,0.91034,0.9923,1,0.089661,0.0077992,0.073556,0.17932,0.12089,0.68659,0,NA,NA,NA,6,0.17932,0.16628,0.7713
"COPI-coated vesicle membrane [GO:0030663]",6,0.82375,0.9552,1,0.17625,0.044896,0.23192,0.24019,0.29347,0.9517,1,0.66304,0.83072,1,5,0.15562,0.14469,0.75305
"COPI vesicle coat [GO:0030126]",7,0.84627,0.9788,1,0.15373,0.021298,0.14035,0.21118,0.18038,0.8133,1,0.66304,0.83072,1,6,0.13587,0.071693,0.52216
"COPII vesicle coat [GO:0030127]",7,0.85258,0.9814,1,0.14742,0.018698,0.129,0.18839,0.11829,0.68105,1,0.6274,0.80742,1,6,0.11522,0.039296,0.3709
"formation of cytoplasmic translation initiation complex [GO:0001732]",15,0.49727,0.20598,0.87182,0.50273,0.79412,1,0.33558,0.66903,1,7,0.28227,0.32657,1,8,0.38222,0.84432,1
"eukaryotic translation initiation factor 3 complex [GO:0005852]",13,0.42612,0.070693,0.59585,0.57388,0.92941,1,0.37483,0.82062,1,7,0.28227,0.32657,1,6,0.48281,0.9564,1
"eukaryotic 43S preinitiation complex [GO:0016282]",15,0.44714,0.088791,0.62839,0.55286,0.91131,1,0.35404,0.75342,1,8,0.29531,0.36426,1,7,0.42117,0.90131,1
"eukaryotic 48S preinitiation complex [GO:0033290]",16,0.48462,0.15938,0.76208,0.51538,0.84072,1,0.35147,0.73933,1,8,0.32071,0.46095,1,8,0.38222,0.84432,1
"eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]",8,0.46796,0.19998,0.86017,0.53204,0.80012,1,0.43749,0.90551,1,4,0.37341,0.62284,1,4,0.50156,0.93311,1
"transcription initiation at RNA polymerase III promoter [GO:0006384]",11,0.47278,0.16698,0.78027,0.52722,0.83312,1,0.36895,0.76832,1,7,0.46139,0.86871,1,4,0.20717,0.30427,0.96718
"Swr1 complex [GO:0000812]",9,0.65632,0.73543,1,0.34368,0.26467,0.58893,0.60141,0.9985,1,1,0.6132,0.79902,1,8,0.59994,0.9988,1
"protein serine kinase activity [GO:0106310]",14,0.89097,1,1,0.10903,9.999e-05,0.0046723,0.21807,0.10579,0.64532,0,NA,NA,NA,14,0.21807,0.17148,0.78326
"transsulfuration [GO:0019346]",5,0.053572,0.00019998,0.022842,0.94643,0.9999,1,0.10714,0.034597,0.41355,5,0.10714,0.019798,0.50726,0,NA,NA,NA
"actin cortical patch localization [GO:0051666]",9,0.81667,0.9795,1,0.18333,0.020598,0.1375,0.36053,0.72273,1,1,0.97243,0.9878,1,8,0.28404,0.51465,1
"termination of RNA polymerase III transcription [GO:0006386]",8,0.47428,0.21498,0.87212,0.52572,0.78512,1,0.42079,0.87621,1,5,0.49549,0.88631,1,3,0.29629,0.55374,1
"tRNA transcription by RNA polymerase III [GO:0042797]",10,0.33665,0.020898,0.27542,0.66335,0.9792,1,0.37376,0.78612,1,8,0.40442,0.75652,1,2,0.25113,0.49935,1
"TOR signaling [GO:0031929]",5,0.77352,0.89011,1,0.22648,0.10999,0.35224,0.34396,0.64154,1,1,0.72749,0.86081,1,4,0.24807,0.42246,1
"nonfunctional rRNA decay [GO:0070651]",7,0.65267,0.70223,1,0.34733,0.29787,0.63267,0.2835,0.43026,1,2,0.28048,0.44536,1,5,0.28471,0.53195,1
"EMC complex [GO:0072546]",6,0.81426,0.94811,1,0.18574,0.051995,0.24841,0.159,0.079092,0.6029,1,0.36258,0.61874,1,5,0.11829,0.067793,0.50546
"nuclear localization sequence binding [GO:0008139]",11,0.73526,0.92641,1,0.26474,0.073693,0.27648,0.32624,0.59724,1,2,0.44109,0.70293,1,9,0.30072,0.58744,1
"cysteine biosynthetic process from serine [GO:0006535]",5,0.19893,0.010399,0.19797,0.80107,0.9897,1,0.15024,0.09779,0.6283,4,0.092557,0.021998,0.5332,1,0.38097,0.72503,1
"threonine biosynthetic process [GO:0009088]",5,0.088342,0.00079992,0.04328,0.91166,0.9993,1,0.17668,0.14919,0.76227,5,0.17668,0.10329,0.97919,0,NA,NA,NA
"tRNA methyltransferase activity [GO:0008175]",6,0.5761,0.49085,1,0.4239,0.50925,0.87209,0.34582,0.65133,1,3,0.49802,0.83172,1,3,0.19363,0.31387,0.9848
"endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]",10,0.87743,0.9972,1,0.12257,0.0028997,0.037733,0.13085,0.011399,0.24334,1,0.42856,0.68163,1,9,0.097771,0.0055994,0.15345
"fatty acid catabolic process [GO:0009062]",5,0.12162,0.0020998,0.077092,0.87838,0.998,1,0.2365,0.31017,0.96081,4,0.049835,0.0031997,0.20222,1,0.98316,0.9926,1
"Hsp70 protein binding [GO:0030544]",6,0.56047,0.45435,1,0.43953,0.54575,0.90052,0.31084,0.53715,1,2,0.14766,0.19678,1,4,0.39242,0.78862,1
"cyclin-dependent protein kinase holoenzyme complex [GO:0000307]",7,0.73761,0.87701,1,0.26239,0.12309,0.37578,0.26916,0.37796,0.99647,2,0.55266,0.85831,1,5,0.15576,0.14479,0.75305
"Golgi to plasma membrane protein transport [GO:0043001]",7,0.75439,0.90181,1,0.24561,0.09829,0.32906,0.37852,0.75442,1,1,0.60557,0.79122,1,6,0.34068,0.70773,1
"perinuclear endoplasmic reticulum [GO:0097038]",7,0.5287,0.36076,1,0.4713,0.63934,0.99208,0.37956,0.75782,1,4,0.50734,0.87401,1,3,0.2092,0.34977,1
"protein export from nucleus [GO:0006611]",5,0.38416,0.12549,0.67449,0.61584,0.87461,1,0.19534,0.19478,0.8378,3,0.13639,0.10639,0.9792,2,0.28377,0.56124,1
"poly(A)-dependent snoRNA 3'-end processing [GO:0071051]",7,0.61399,0.59694,1,0.38601,0.40316,0.77035,0.76465,1,1,1,0.97425,0.9883,1,6,0.72972,0.9997,1
"endocytic vesicle [GO:0030139]",7,0.67033,0.74483,1,0.32967,0.25527,0.57423,0.12572,0.024698,0.3478,2,0.066169,0.051095,0.7627,5,0.14954,0.12989,0.72933
"proteasome core complex, beta-subunit complex [GO:0019774]",7,0.36883,0.071193,0.59585,0.63117,0.92891,1,0.55138,0.9867,1,6,0.58527,0.9774,1,1,0.34806,0.69513,1
"protein O-linked mannosylation [GO:0035269]",5,0.95464,0.9984,1,0.045359,0.0016998,0.02427,0.090719,0.020198,0.31139,0,NA,NA,NA,5,0.090719,0.030097,0.3709
"RNA-dependent RNA polymerase activity [GO:0003968]",5,0.19433,0.0094991,0.19006,0.80567,0.9906,1,0.38865,0.75402,1,5,0.38865,0.67693,1,0,NA,NA,NA
"RNA-templated transcription [GO:0001172]",5,0.19433,0.0094991,0.19006,0.80567,0.9906,1,0.38865,0.75402,1,5,0.38865,0.67693,1,0,NA,NA,NA
"transcription elongation by RNA polymerase I [GO:0006362]",10,0.39657,0.062794,0.57636,0.60343,0.93731,1,0.43939,0.93011,1,7,0.45181,0.85001,1,3,0.41043,0.79042,1
