"Name","Genes (tot)","Stat (dist.dir.up)","p (dist.dir.up)","p adj (dist.dir.up)","Stat (dist.dir.dn)","p (dist.dir.dn)","p adj (dist.dir.dn)","Stat (non-dir.)","p (non-dir.)","p adj (non-dir.)","Genes (up)","Stat (mix.dir.up)","p (mix.dir.up)","p adj (mix.dir.up)","Genes (down)","Stat (mix.dir.dn)","p (mix.dir.dn)","p adj (mix.dir.dn)"
"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",21,0.47422,0.10229,0.65227,0.52578,0.89781,1,0.28068,0.33617,0.99285,11,0.26416,0.19888,1,10,0.29886,0.57894,1
"guanyl-nucleotide exchange factor activity [GO:0005085]",27,0.73428,0.9895,1,0.26572,0.010599,0.088583,0.26135,0.19818,0.84887,4,0.088461,0.018998,0.50028,23,0.29141,0.54885,1
"ATP-dependent peptidase activity [GO:0004176]",6,0.57368,0.48545,1,0.42632,0.51465,0.87448,0.34556,0.65043,1,2,0.23938,0.37416,1,4,0.39865,0.80002,1
"signal peptide processing [GO:0006465]",9,0.86054,0.9932,1,0.13946,0.0068993,0.069534,0.27892,0.39646,1,0,NA,NA,NA,9,0.27892,0.48705,1
"protein import into mitochondrial matrix [GO:0030150]",20,0.57475,0.48265,1,0.42525,0.51745,0.87634,0.36954,0.84792,1,8,0.39881,0.74133,1,12,0.35002,0.80272,1
"mitochondrial protein processing [GO:0034982]",5,0.57517,0.49045,1,0.42483,0.50965,0.87209,0.22575,0.27817,0.93367,2,0.22011,0.33867,1,3,0.22951,0.39826,1
"protein maturation [GO:0051604]",5,0.7189,0.79322,1,0.2811,0.20688,0.51123,0.22957,0.28777,0.94137,1,0.16844,0.37496,1,4,0.24485,0.41286,1
"protein-containing complex assembly [GO:0065003]",9,0.6608,0.74753,1,0.3392,0.25257,0.57233,0.20747,0.13919,0.73754,3,0.2936,0.42246,1,6,0.1644,0.12889,0.72933
"protein-containing complex binding [GO:0044877]",8,0.66836,0.75472,1,0.33164,0.24538,0.56305,0.25857,0.32997,0.99146,2,0.19058,0.28107,1,6,0.28123,0.51365,1
"mitotic spindle organization [GO:0007052]",9,0.83363,0.9872,1,0.16637,0.012899,0.10279,0.28996,0.44326,1,1,0.80742,0.90381,1,8,0.22527,0.27637,0.94041
"attachment of mitotic spindle microtubules to kinetochore [GO:0051315]",5,0.52119,0.36856,1,0.47881,0.63154,0.9918,0.40296,0.78582,1,2,0.30668,0.48935,1,3,0.46715,0.86671,1
"chromosome, centromeric region [GO:0000775]",9,0.73813,0.90841,1,0.26187,0.091691,0.31734,0.446,0.92431,1,2,0.82508,0.9853,1,7,0.33769,0.70403,1
"kinetochore [GO:0000776]",20,0.70053,0.93601,1,0.29947,0.064094,0.25835,0.41019,0.9513,1,4,0.52811,0.89991,1,16,0.38071,0.91571,1
"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]",43,0.60241,0.68183,1,0.39759,0.31827,0.65964,0.30556,0.48925,1,16,0.34208,0.54125,1,27,0.28392,0.48835,1
"DNA-templated transcription [GO:0006351]",37,0.54949,0.33477,0.97178,0.45051,0.66533,1,0.34081,0.77632,1,18,0.42422,0.90251,1,19,0.26178,0.35846,1
"positive regulation of DNA-templated transcription [GO:0045893]",14,0.59395,0.55994,1,0.40605,0.44016,0.80431,0.44726,0.9639,1,6,0.57435,0.9723,1,8,0.35194,0.76632,1
"cohesin loader activity [GO:0061775]",36,0.72118,0.9935,1,0.27882,0.0065993,0.06717,0.41556,0.9905,1,8,0.68029,0.9994,1,28,0.33992,0.85081,1
"chromatin extrusion motor activity [GO:0140584]",36,0.72118,0.9935,1,0.27882,0.0065993,0.06717,0.41556,0.9905,1,8,0.68029,0.9994,1,28,0.33992,0.85081,1
"ATP-dependent H3-H4 histone complex chaperone activity [GO:0140665]",36,0.72118,0.9935,1,0.27882,0.0065993,0.06717,0.41556,0.9905,1,8,0.68029,0.9994,1,28,0.33992,0.85081,1
"ATP-dependent H2AZ histone chaperone activity [GO:0140849]",37,0.71598,0.9916,1,0.28402,0.0084992,0.076641,0.42979,0.9945,1,8,0.68029,0.9994,1,29,0.36068,0.93481,1
"telomere maintenance [GO:0000723]",10,0.82488,0.9874,1,0.17512,0.012699,0.10279,0.35023,0.69913,1,0,NA,NA,NA,10,0.35023,0.78092,1
"DNA recombination [GO:0006310]",19,0.79881,0.9983,1,0.20119,0.0017998,0.025003,0.35942,0.79562,1,2,0.79596,0.9793,1,17,0.30806,0.64814,1
"chromatin looping [GO:0140588]",36,0.72118,0.9935,1,0.27882,0.0065993,0.06717,0.41556,0.9905,1,8,0.68029,0.9994,1,28,0.33992,0.85081,1
"RNA helicase activity [GO:0003724]",29,0.71751,0.9834,1,0.28249,0.016698,0.12174,0.40106,0.9649,1,7,0.66043,0.9973,1,22,0.31853,0.72453,1
"fungal-type cell wall [GO:0009277]",20,0.54955,0.36376,1,0.45045,0.63634,0.99208,0.3073,0.51685,1,10,0.40639,0.78272,1,10,0.20821,0.17858,0.78917
"double-strand break repair via homologous recombination [GO:0000724]",16,0.62272,0.68323,1,0.37728,0.31687,0.65806,0.48399,0.9927,1,5,0.56708,0.9528,1,11,0.44622,0.9688,1
"protein sumoylation [GO:0016925]",5,0.5186,0.36426,1,0.4814,0.63584,0.99208,0.2593,0.38256,0.99647,2,0.12061,0.14329,1,3,0.35175,0.67563,1
"RNA catabolic process [GO:0006401]",12,0.74604,0.9531,1,0.25396,0.046995,0.23682,0.3124,0.54825,1,3,0.60897,0.94071,1,9,0.21355,0.21618,0.83109
"cytoskeletal motor activity [GO:0003774]",10,0.88683,0.998,1,0.11317,0.0020998,0.028402,0.17028,0.048795,0.487,1,0.71968,0.85661,1,9,0.10924,0.010599,0.21643
"microtubule motor activity [GO:0003777]",5,0.80252,0.92021,1,0.19748,0.079892,0.28616,0.28282,0.46045,1,1,0.71968,0.85661,1,4,0.17361,0.21638,0.83109
"microtubule binding [GO:0008017]",15,0.81507,0.9968,1,0.18493,0.0032997,0.041877,0.26496,0.28847,0.94137,2,0.60662,0.90061,1,13,0.2124,0.15998,0.75806
"microtubule-based movement [GO:0007018]",8,0.67887,0.77952,1,0.32113,0.22058,0.53354,0.30572,0.51525,1,3,0.55129,0.89441,1,5,0.15839,0.15128,0.75305
"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]",21,0.42575,0.027997,0.33056,0.57425,0.9721,1,0.44479,0.9861,1,15,0.50741,0.9873,1,6,0.28825,0.53765,1
"ribosomal large subunit biogenesis [GO:0042273]",31,0.55731,0.38366,1,0.44269,0.61644,0.97793,0.3806,0.92821,1,14,0.44115,0.91261,1,17,0.33074,0.75952,1
"nucleolus [GO:0005730]",172,0.55614,0.22468,0.87955,0.44386,0.77542,1,0.38062,0.9999,1,76,0.42619,0.9963,1,96,0.34455,0.9821,1
"nuclear periphery [GO:0034399]",24,0.59905,0.61234,1,0.40095,0.38776,0.75353,0.41275,0.9638,1,8,0.41629,0.78842,1,16,0.41098,0.9626,1
"preribosome, large subunit precursor [GO:0030687]",30,0.58208,0.52915,1,0.41792,0.47095,0.84052,0.3413,0.75792,1,13,0.42937,0.87741,1,17,0.27394,0.44246,1
"small GTPase binding [GO:0031267]",19,0.64104,0.78162,1,0.35896,0.21848,0.53096,0.27472,0.31157,0.96081,7,0.3985,0.72363,1,12,0.20251,0.13799,0.74802
"small GTPase-mediated signal transduction [GO:0007264]",22,0.77174,0.9951,1,0.22826,0.0049995,0.057747,0.16266,0.0021998,0.098321,4,0.1919,0.16708,1,18,0.15616,0.011099,0.21643
"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]",26,0.40115,0.0082992,0.18959,0.59885,0.9918,1,0.098844,9.999e-05,0.011421,16,0.10719,9.999e-05,0.047395,10,0.085496,0.0009999,0.053363
"NAD binding [GO:0051287]",18,0.53098,0.28997,0.93153,0.46902,0.71013,1,0.15183,0.0045995,0.14776,8,0.11552,0.0048995,0.25804,10,0.18088,0.09609,0.6146
"carboxylic acid metabolic process [GO:0019752]",9,0.47812,0.21528,0.87212,0.52188,0.78482,1,0.25544,0.29577,0.95314,5,0.29051,0.38726,1,4,0.2116,0.31677,0.98832
"RNA polymerase I activity [GO:0001054]",17,0.51358,0.23768,0.88255,0.48642,0.76242,1,0.35042,0.75202,1,9,0.41216,0.78802,1,8,0.28097,0.50105,1
"RNA polymerase II activity [GO:0001055]",14,0.51067,0.24468,0.88255,0.48933,0.75542,1,0.31545,0.55784,1,8,0.41969,0.79682,1,6,0.17646,0.15818,0.75305
"RNA polymerase III activity [GO:0001056]",16,0.51771,0.25617,0.88969,0.48229,0.74393,1,0.33288,0.64794,1,9,0.43849,0.85711,1,7,0.19708,0.19838,0.82425
"RNA polymerase IV activity [GO:0001057]",7,0.82468,0.969,1,0.17532,0.031097,0.17335,0.23758,0.26687,0.93136,1,0.6043,0.79042,1,6,0.17646,0.15818,0.75305
"RNA polymerase V activity [GO:0001058]",7,0.82468,0.969,1,0.17532,0.031097,0.17335,0.23758,0.26687,0.93136,1,0.6043,0.79042,1,6,0.17646,0.15818,0.75305
"mitochondrial single subunit type RNA polymerase activity [GO:0001065]",7,0.82468,0.969,1,0.17532,0.031097,0.17335,0.23758,0.26687,0.93136,1,0.6043,0.79042,1,6,0.17646,0.15818,0.75305
"plastid single subunit type RNA polymerase activity [GO:0001066]",7,0.82468,0.969,1,0.17532,0.031097,0.17335,0.23758,0.26687,0.93136,1,0.6043,0.79042,1,6,0.17646,0.15818,0.75305
"DNA-directed 5'-3' RNA polymerase activity [GO:0003899]",16,0.46605,0.11789,0.66954,0.53395,0.88221,1,0.31444,0.55084,1,10,0.39724,0.75332,1,6,0.17646,0.15818,0.75305
"nucleotidyltransferase activity [GO:0016779]",24,0.65478,0.85401,1,0.34522,0.14609,0.41832,0.30874,0.53315,1,6,0.2366,0.20208,1,18,0.33279,0.77242,1
"5'-3' RNA polymerase activity [GO:0034062]",7,0.82468,0.969,1,0.17532,0.031097,0.17335,0.23758,0.26687,0.93136,1,0.6043,0.79042,1,6,0.17646,0.15818,0.75305
"transcription by RNA polymerase IV [GO:0001059]",7,0.82468,0.969,1,0.17532,0.031097,0.17335,0.23758,0.26687,0.93136,1,0.6043,0.79042,1,6,0.17646,0.15818,0.75305
"transcription by RNA polymerase V [GO:0001060]",7,0.82468,0.969,1,0.17532,0.031097,0.17335,0.23758,0.26687,0.93136,1,0.6043,0.79042,1,6,0.17646,0.15818,0.75305
"transcription by RNA polymerase I [GO:0006360]",20,0.53151,0.28737,0.93153,0.46849,0.71273,1,0.35879,0.80482,1,10,0.42182,0.82772,1,10,0.29576,0.56454,1
"transcription by RNA polymerase II [GO:0006366]",32,0.52897,0.23348,0.87955,0.47103,0.76662,1,0.37422,0.91211,1,14,0.35103,0.58674,1,18,0.39225,0.94821,1
"transcription by RNA polymerase III [GO:0006383]",20,0.4754,0.10839,0.66385,0.5246,0.89171,1,0.29684,0.44496,1,12,0.37303,0.68733,1,8,0.18255,0.12749,0.72933
"mitochondrial transcription [GO:0006390]",7,0.82468,0.969,1,0.17532,0.031097,0.17335,0.23758,0.26687,0.93136,1,0.6043,0.79042,1,6,0.17646,0.15818,0.75305
"plastid transcription [GO:0042793]",7,0.82468,0.969,1,0.17532,0.031097,0.17335,0.23758,0.26687,0.93136,1,0.6043,0.79042,1,6,0.17646,0.15818,0.75305
"mitochondrial nucleoid [GO:0042645]",11,0.35618,0.028297,0.33056,0.64382,0.9718,1,0.212,0.11859,0.68105,7,0.15485,0.032697,0.68881,4,0.31201,0.60434,1
"DNA-directed RNA polymerase complex [GO:0000428]",23,0.48797,0.11889,0.66954,0.51203,0.88121,1,0.40214,0.94541,1,13,0.44984,0.91811,1,10,0.34013,0.74673,1
"proteasome binding [GO:0070628]",10,0.38229,0.048995,0.49379,0.61771,0.9511,1,0.37215,0.78082,1,7,0.38338,0.67523,1,3,0.34596,0.66383,1
"nuclear membrane [GO:0031965]",12,0.53502,0.33937,0.97178,0.46498,0.66073,1,0.34857,0.70953,1,6,0.4186,0.76442,1,6,0.27854,0.50445,1
"proteasome complex [GO:0000502]",34,0.554,0.35416,0.99748,0.446,0.64594,1,0.46336,0.9992,1,15,0.5142,0.9902,1,19,0.42322,0.9836,1
"hydrolase activity, acting on ester bonds [GO:0016788]",5,0.38115,0.12099,0.6723,0.61885,0.87911,1,0.45063,0.87521,1,3,0.34411,0.54125,1,2,0.61041,0.94341,1
"phosphate-containing compound metabolic process [GO:0006796]",9,0.668,0.76782,1,0.332,0.23228,0.55273,0.17321,0.061594,0.55543,3,0.26382,0.35656,1,6,0.1279,0.058594,0.46058
"organophosphate metabolic process [GO:0019637]",7,0.7019,0.81272,1,0.2981,0.18738,0.48502,0.16601,0.076292,0.6029,2,0.24715,0.39056,1,5,0.13355,0.09649,0.6146
"rRNA binding [GO:0019843]",24,0.52711,0.25487,0.88969,0.47289,0.74523,1,0.34683,0.76912,1,13,0.44712,0.91341,1,11,0.22831,0.24118,0.86749
"ribosomal large subunit assembly [GO:0000027]",11,0.51306,0.27337,0.90886,0.48694,0.72673,1,0.39474,0.84442,1,6,0.46912,0.86761,1,5,0.30549,0.59614,1
"tRNA processing [GO:0008033]",58,0.46848,0.013399,0.22216,0.53152,0.9867,1,0.50201,1,1,34,0.52148,1,1,24,0.47443,0.9997,1
"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]",7,0.7631,0.91031,1,0.2369,0.089791,0.3129,0.4395,0.88871,1,1,0.87991,0.93291,1,6,0.36609,0.77692,1
"RNA metabolic process [GO:0016070]",6,0.68501,0.75832,1,0.31499,0.24178,0.5628,0.32968,0.60284,1,1,0.099071,0.24718,1,5,0.3758,0.77742,1
"alpha-amino acid metabolic process [GO:1901605]",5,0.60354,0.56104,1,0.39646,0.43906,0.80431,0.2198,0.26057,0.93136,2,0.28361,0.45105,1,3,0.17726,0.27577,0.94041
"cysteine-type peptidase activity [GO:0008234]",19,0.68321,0.90281,1,0.31679,0.09729,0.32899,0.32487,0.61524,1,5,0.41345,0.73863,1,14,0.29324,0.56514,1
"autophagosome assembly [GO:0000045]",10,0.74492,0.93081,1,0.25508,0.069293,0.26779,0.29709,0.47535,1,2,0.46732,0.74303,1,8,0.25454,0.39256,1
"mitophagy [GO:0000423]",9,0.67465,0.78392,1,0.32535,0.21618,0.53039,0.29523,0.46645,1,2,0.20019,0.29967,1,7,0.32239,0.65543,1
"autophagy [GO:0006914]",17,0.78731,0.9935,1,0.21269,0.0065993,0.06717,0.21749,0.085391,0.6029,3,0.41099,0.68823,1,14,0.17603,0.050695,0.41455
"protein processing [GO:0016485]",8,0.70382,0.83702,1,0.29618,0.16308,0.43846,0.25352,0.31167,0.96081,2,0.32231,0.51585,1,6,0.23059,0.33257,1
"piecemeal microautophagy of the nucleus [GO:0034727]",11,0.69739,0.86431,1,0.30261,0.13579,0.39656,0.38956,0.83052,1,2,0.40693,0.65203,1,9,0.38571,0.86571,1
"phagophore assembly site [GO:0000407]",9,0.773,0.9512,1,0.227,0.048895,0.23822,0.36634,0.74243,1,1,0.60557,0.79122,1,8,0.33644,0.71703,1
"mitochondrial translation [GO:0032543]",28,0.65431,0.87001,1,0.34569,0.13009,0.38762,0.2428,0.10409,0.64074,9,0.3022,0.37496,1,19,0.21466,0.11489,0.69759
"mitochondrial small ribosomal subunit [GO:0005763]",22,0.4831,0.11639,0.66954,0.5169,0.88371,1,0.36517,0.84082,1,11,0.33136,0.49525,1,11,0.39897,0.91141,1
"ligase activity [GO:0016874]",44,0.44322,0.0086991,0.19006,0.55678,0.9914,1,0.27077,0.18408,0.81567,23,0.19385,0.0042996,0.25475,21,0.35501,0.87981,1
"intracellular membrane-bounded organelle [GO:0043231]",45,0.54602,0.27517,0.90957,0.45398,0.72493,1,0.31067,0.54935,1,21,0.36005,0.65743,1,24,0.26745,0.37136,1
"catalytic activity [GO:0003824]",66,0.4049,0.00019998,0.022842,0.5951,0.9999,1,0.24239,0.023998,0.34549,40,0.21805,0.0020998,0.15312,26,0.27982,0.45295,1
"protein transmembrane transporter activity [GO:0008320]",14,0.71584,0.92481,1,0.28416,0.075292,0.28044,0.34443,0.69773,1,3,0.47757,0.80352,1,11,0.30811,0.62664,1
"tricarboxylic acid cycle [GO:0006099]",22,0.4905,0.13729,0.6851,0.5095,0.86281,1,0.20374,0.029797,0.37355,12,0.25268,0.15228,1,10,0.145,0.032097,0.3709
"mitochondrial electron transport, succinate to ubiquinone [GO:0006121]",6,0.53166,0.38066,1,0.46834,0.61944,0.98117,0.40152,0.80102,1,3,0.46484,0.78372,1,3,0.33821,0.64584,1
"protein insertion into mitochondrial inner membrane [GO:0045039]",8,0.55712,0.43596,1,0.44288,0.56414,0.91763,0.49094,0.9642,1,4,0.60517,0.9618,1,4,0.37671,0.75992,1
"phosphatidylinositol binding [GO:0035091]",20,0.56117,0.41866,1,0.43883,0.58144,0.9354,0.35483,0.78632,1,9,0.41907,0.80742,1,11,0.30226,0.59774,1
"RNA endonuclease activity [GO:0004521]",11,0.64207,0.71563,1,0.35793,0.28447,0.61329,0.41509,0.89161,1,4,0.58646,0.9519,1,7,0.31717,0.63514,1
"endoplasmic reticulum unfolded protein response [GO:0030968]",7,0.77801,0.92811,1,0.22199,0.071993,0.27347,0.18206,0.10319,0.64074,1,0.083276,0.22128,1,6,0.19853,0.22118,0.84632
"phosphate transmembrane transporter activity [GO:0005315]",5,0.82288,0.93961,1,0.17712,0.060494,0.25835,0.34734,0.65353,1,1,0.98277,0.99,1,4,0.18848,0.25337,0.88594
"COP9 signalosome [GO:0008180]",8,0.81586,0.974,1,0.18414,0.026097,0.16065,0.21688,0.18408,0.81567,1,0.39435,0.64514,1,7,0.19152,0.18068,0.78936
"RNA polymerase II complex binding [GO:0000993]",8,0.48516,0.24278,0.88255,0.51484,0.75732,1,0.25293,0.30907,0.96081,4,0.22326,0.23378,1,4,0.2826,0.51975,1
"Cdc73/Paf1 complex [GO:0016593]",6,0.50821,0.32217,0.96276,0.49179,0.67793,1,0.35639,0.68493,1,3,0.37281,0.60864,1,3,0.33996,0.65163,1
"vacuole [GO:0005773]",30,0.62411,0.75992,1,0.37589,0.24018,0.56242,0.33378,0.70883,1,11,0.43,0.86341,1,19,0.27808,0.46605,1
"isomerase activity [GO:0016853]",35,0.45776,0.026497,0.32428,0.54224,0.9736,1,0.32348,0.64874,1,19,0.29907,0.28667,1,16,0.35246,0.83702,1
"methionine biosynthetic process [GO:0009086]",13,0.26227,0.00059994,0.04328,0.73773,0.9995,1,0.33137,0.64124,1,10,0.25634,0.18878,1,3,0.58145,0.9567,1
"L-methionine salvage from methylthioadenosine [GO:0019509]",5,0.4803,0.28917,0.93153,0.5197,0.71093,1,0.53876,0.9626,1,3,0.5828,0.92071,1,2,0.4727,0.83272,1
"mitochondrial intermembrane space [GO:0005758]",37,0.24486,9.999e-05,0.017132,0.75514,1,1,0.29235,0.37736,0.99647,30,0.24895,0.039696,0.7355,7,0.47835,0.962,1
"copper ion binding [GO:0005507]",13,0.51885,0.27877,0.91852,0.48115,0.72133,1,0.24612,0.21558,0.85304,6,0.22413,0.16738,1,7,0.26496,0.44526,1
"quinone binding [GO:0048038]",5,0.46015,0.25037,0.88754,0.53985,0.74973,1,0.22026,0.26267,0.93136,3,0.28381,0.39946,1,2,0.12495,0.23058,0.8607
"deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]",7,0.48603,0.26137,0.89434,0.51397,0.73873,1,0.47109,0.93491,1,4,0.51276,0.88121,1,3,0.41553,0.80072,1
"nuclear-transcribed mRNA catabolic process [GO:0000956]",10,0.48375,0.20738,0.87182,0.51625,0.79272,1,0.43347,0.92151,1,7,0.57213,0.9772,1,3,0.10994,0.12259,0.72692
"P-body [GO:0000932]",28,0.56645,0.43436,1,0.43355,0.56574,0.91877,0.33602,0.72943,1,11,0.32407,0.45895,1,17,0.34375,0.81272,1
"protein-containing complex [GO:0032991]",29,0.62945,0.78072,1,0.37055,0.21938,0.53189,0.3566,0.83692,1,10,0.44249,0.87681,1,19,0.3114,0.67793,1
"protein retention in Golgi apparatus [GO:0045053]",6,0.52974,0.37586,1,0.47026,0.62424,0.98574,0.35836,0.69153,1,3,0.41783,0.70303,1,3,0.29888,0.55944,1
"fungal-type cell wall organization [GO:0031505]",26,0.65964,0.87461,1,0.34036,0.12549,0.38166,0.25478,0.17108,0.79673,9,0.38476,0.69943,1,17,0.18596,0.045695,0.38937
"structural molecule activity [GO:0005198]",18,0.64158,0.77212,1,0.35842,0.22798,0.54376,0.31591,0.57384,1,7,0.48451,0.90491,1,11,0.20861,0.16658,0.7713
"Golgi to endosome transport [GO:0006895]",6,0.93043,0.9965,1,0.069566,0.0035996,0.044583,0.13913,0.051595,0.4957,0,NA,NA,NA,6,0.13913,0.077392,0.54497
"vesicle-mediated transport [GO:0016192]",97,0.68155,0.9984,1,0.31845,0.0016998,0.02427,0.237,0.0033997,0.12051,28,0.30731,0.29167,1,69,0.20847,0.0048995,0.14364
"clathrin-coated pit [GO:0005905]",6,0.88446,0.985,1,0.11554,0.015098,0.11329,0.23109,0.25997,0.93136,0,NA,NA,NA,6,0.23109,0.33407,1
"cytoplasmic vesicle membrane [GO:0030659]",6,0.74814,0.86631,1,0.25186,0.13379,0.39359,0.3895,0.76992,1,1,0.6573,0.82432,1,5,0.33593,0.68203,1
"cytoplasmic vesicle [GO:0031410]",25,0.82972,0.9999,1,0.17028,0.00019998,0.0073421,0.25637,0.18298,0.81567,3,0.64925,0.9623,1,22,0.2028,0.060894,0.47444
"spindle [GO:0005819]",5,0.69532,0.75232,1,0.30468,0.24778,0.56477,0.46377,0.89191,1,2,0.81802,0.9838,1,3,0.2276,0.39296,1
"mitotic spindle pole body [GO:0044732]",12,0.57987,0.50205,1,0.42013,0.49805,0.86486,0.47395,0.9758,1,5,0.56043,0.94801,1,7,0.41218,0.88481,1
"mitotic spindle [GO:0072686]",7,0.63503,0.65423,1,0.36497,0.34587,0.70095,0.40399,0.81912,1,3,0.61973,0.94621,1,4,0.24219,0.40526,1
"mitotic spindle midzone [GO:1990023]",8,0.68543,0.79422,1,0.31457,0.20588,0.51122,0.39188,0.81262,1,2,0.52546,0.82392,1,6,0.34735,0.72713,1
"RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]",31,0.54014,0.28067,0.92182,0.45986,0.71943,1,0.32825,0.67193,1,13,0.29479,0.30487,1,18,0.35242,0.85061,1
"hexosyltransferase activity [GO:0016758]",5,0.60576,0.56604,1,0.39424,0.43406,0.79823,0.17531,0.14649,0.75672,2,0.23352,0.36366,1,3,0.1365,0.18268,0.79162
"phosphatidylinositol metabolic process [GO:0046488]",5,0.74239,0.83722,1,0.25761,0.16288,0.43846,0.28249,0.45955,1,1,0.41816,0.67103,1,4,0.24857,0.42356,1
"phosphatidylinositol dephosphorylation [GO:0046856]",6,0.84927,0.969,1,0.15073,0.031097,0.17335,0.30146,0.50475,1,0,NA,NA,NA,6,0.30146,0.58314,1
"protein kinase activator activity [GO:0030295]",7,0.41953,0.13139,0.68215,0.58047,0.86871,1,0.28672,0.44286,1,4,0.23507,0.26107,1,3,0.3556,0.68483,1
"establishment or maintenance of cell polarity [GO:0007163]",9,0.85733,0.9926,1,0.14267,0.0074993,0.073556,0.10912,0.0056994,0.16669,1,0.20704,0.42486,1,8,0.096884,0.0074993,0.18105
"cellular bud tip [GO:0005934]",11,0.73237,0.92151,1,0.26763,0.078592,0.28448,0.24366,0.22398,0.87527,3,0.4654,0.78442,1,8,0.16051,0.076792,0.54497
"mating projection tip [GO:0043332]",18,0.80303,0.9972,1,0.19697,0.0028997,0.037733,0.26824,0.28277,0.93367,3,0.62293,0.94841,1,15,0.1973,0.091091,0.60635
"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]",20,0.76647,0.9921,1,0.23353,0.0079992,0.074756,0.25521,0.20318,0.84998,4,0.47038,0.82112,1,16,0.20142,0.093891,0.60705
"intracellular transport [GO:0046907]",10,0.6574,0.75312,1,0.3426,0.24698,0.56477,0.24933,0.27117,0.93367,4,0.45516,0.79402,1,6,0.11211,0.035396,0.3709
"COPII-coated ER to Golgi transport vesicle [GO:0030134]",18,0.7739,0.9924,1,0.2261,0.0076992,0.073556,0.22312,0.087091,0.6029,4,0.48459,0.83912,1,14,0.14842,0.017198,0.2673
"peptidyl-prolyl cis-trans isomerase activity [GO:0003755]",19,0.47026,0.10399,0.65246,0.52974,0.89611,1,0.28218,0.35416,0.99647,10,0.26156,0.20428,1,9,0.3051,0.60694,1
"cyclosporin A binding [GO:0016018]",7,0.26737,0.014999,0.22346,0.73263,0.9851,1,0.24155,0.27977,0.93367,5,0.14339,0.054495,0.78274,2,0.48693,0.84982,1
"protein tyrosine phosphatase activity [GO:0004725]",6,0.56952,0.47605,1,0.43048,0.52405,0.88429,0.27445,0.40896,1,3,0.41348,0.69383,1,3,0.13541,0.17978,0.78917
"protein phosphatase regulator activity [GO:0019888]",6,0.86949,0.9791,1,0.13051,0.020998,0.13926,0.26102,0.35956,0.99647,0,NA,NA,NA,6,0.26102,0.44096,1
"electron transfer activity [GO:0009055]",11,0.28237,0.0054995,0.15148,0.71763,0.9946,1,0.32297,0.58134,1,9,0.32026,0.44636,1,2,0.33516,0.64654,1
"SRP-dependent cotranslational protein targeting to membrane [GO:0006614]",9,0.85696,0.9925,1,0.14304,0.0075992,0.073556,0.22624,0.19198,0.82923,1,0.73072,0.86221,1,8,0.16318,0.082192,0.57478
"mRNA 3'-end processing [GO:0031124]",10,0.5188,0.30007,0.93632,0.4812,0.70003,1,0.32566,0.60124,1,5,0.36326,0.60914,1,5,0.28805,0.54235,1
"mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]",10,0.63433,0.68703,1,0.36567,0.31307,0.65414,0.35824,0.72963,1,3,0.37817,0.62084,1,7,0.3497,0.73913,1
"ribosomal small subunit assembly [GO:0000028]",12,0.62557,0.67083,1,0.37443,0.32927,0.67428,0.53266,0.9957,1,3,0.56759,0.90881,1,9,0.52102,0.9919,1
"cytosolic small ribosomal subunit [GO:0022627]",29,0.80425,0.9999,1,0.19575,0.00019998,0.0073421,0.29435,0.41096,1,5,0.7183,0.9965,1,24,0.20603,0.057094,0.45229
"ATPase activator activity [GO:0001671]",7,0.53289,0.37216,1,0.46711,0.62794,0.99006,0.27132,0.38546,0.99647,3,0.22663,0.27517,1,4,0.30485,0.58344,1
"cytoplasmic microtubule [GO:0005881]",6,0.93729,0.9975,1,0.062707,0.0025997,0.034708,0.12541,0.037796,0.43172,0,NA,NA,NA,6,0.12541,0.055394,0.44228
"microtubule cytoskeleton [GO:0015630]",10,0.7434,0.92961,1,0.2566,0.070493,0.27141,0.22258,0.17438,0.79673,3,0.51563,0.85581,1,7,0.096988,0.011599,0.21937
"cell cortex of cell tip [GO:0051285]",8,0.9598,1,1,0.040201,9.999e-05,0.0046723,0.080402,0.0018998,0.09765,0,NA,NA,NA,8,0.080402,0.0026997,0.13036
"GTPase regulator activity [GO:0030695]",7,0.78184,0.93171,1,0.21816,0.068393,0.26531,0.18079,0.10129,0.63868,1,0.10564,0.26417,1,6,0.19331,0.20468,0.8303
"ergosterol biosynthetic process [GO:0006696]",19,0.91922,1,1,0.080778,9.999e-05,0.0046723,0.086539,9.999e-05,0.011421,1,0.28733,0.54125,1,18,0.075384,9.999e-05,0.014484
"sterol metabolic process [GO:0016125]",5,0.44387,0.22028,0.87431,0.55613,0.77982,1,0.23307,0.30037,0.96081,3,0.26734,0.36426,1,2,0.18167,0.35976,1
