Rxn name	Formula	Gene-reaction association	LB	UB	Objective
522	dolichyl D-mannosyl phosphate_C26H47O9P(C5H8)n[er] + 6-O-{alpha-D-mannosyl-(1-6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1-4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol[er] + 0.024907 prot_Q6CAB8[c] => 6-O-{alpha-D-mannosyl-(1-2)-alpha-D-mannosyl-(1-6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1-4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol[er] 	YALI0D04202g	  0.00	1000.00	  0.00
522_REV	6-O-{alpha-D-mannosyl-(1-2)-alpha-D-mannosyl-(1-6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1-4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol[er] + 0.024907 prot_Q6CAB8[c] => dolichyl D-mannosyl phosphate_C26H47O9P(C5H8)n[er] + 6-O-{alpha-D-mannosyl-(1-6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1-4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol[er] 	YALI0D04202g	  0.00	1000.00	  0.00
523_EXP_1	phosphatidylethanolamine[er] + 6-O-{alpha-D-mannosyl-(1-2)-alpha-D-mannosyl-(1-6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1-4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol[er] + 5.3477 prot_Q6C741[c] => 6-[6-(2-aminoethylphosphoryl)-alpha-mannosyl-(1-6)-2-(2-aminoethylphosphoryl)-alpha-mannosyl-(1-6)-alpha-2-(2-aminoethylphosphoryl)mannosyl-(1-4)-alpha-glucosaminyl]-O-acyl-1-phosphatidyl-1D-myo-inositol[er] + diglyceride_ActiveX VT_ERROR:[er] 	YALI0E03960g	  0.00	1000.00	  0.00
523_EXP_2	phosphatidylethanolamine[er] + 6-O-{alpha-D-mannosyl-(1-2)-alpha-D-mannosyl-(1-6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1-4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol[er] + 5.761 prot_Q6C664[c] => 6-[6-(2-aminoethylphosphoryl)-alpha-mannosyl-(1-6)-2-(2-aminoethylphosphoryl)-alpha-mannosyl-(1-6)-alpha-2-(2-aminoethylphosphoryl)mannosyl-(1-4)-alpha-glucosaminyl]-O-acyl-1-phosphatidyl-1D-myo-inositol[er] + diglyceride_ActiveX VT_ERROR:[er] 	YALI0E12089g	  0.00	1000.00	  0.00
523_REV_EXP_1	6-[6-(2-aminoethylphosphoryl)-alpha-mannosyl-(1-6)-2-(2-aminoethylphosphoryl)-alpha-mannosyl-(1-6)-alpha-2-(2-aminoethylphosphoryl)mannosyl-(1-4)-alpha-glucosaminyl]-O-acyl-1-phosphatidyl-1D-myo-inositol[er] + diglyceride_ActiveX VT_ERROR:[er] + 0.0040015 prot_Q6C741[c] => phosphatidylethanolamine[er] + 6-O-{alpha-D-mannosyl-(1-2)-alpha-D-mannosyl-(1-6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1-4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol[er] 	YALI0E03960g	  0.00	1000.00	  0.00
523_REV_EXP_2	6-[6-(2-aminoethylphosphoryl)-alpha-mannosyl-(1-6)-2-(2-aminoethylphosphoryl)-alpha-mannosyl-(1-6)-alpha-2-(2-aminoethylphosphoryl)mannosyl-(1-4)-alpha-glucosaminyl]-O-acyl-1-phosphatidyl-1D-myo-inositol[er] + diglyceride_ActiveX VT_ERROR:[er] + 0.018643 prot_Q6C664[c] => phosphatidylethanolamine[er] + 6-O-{alpha-D-mannosyl-(1-2)-alpha-D-mannosyl-(1-6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1-4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol[er] 	YALI0E12089g	  0.00	1000.00	  0.00
524	GTP[c] + H2O[c] + 15.9574 prot_Q6CHC2[c] => H+_p+1[c] + 7,8-dihydroneopterin 3'-triphosphate[c] + formate[c] 	YALI0A10310g	  0.00	1000.00	  0.00
525	GTP[c] + 3 H2O[c] + 0.022302 prot_Q6C7A9[c] => 2 H+_p+1[c] + diphosphate[c] + formate[c] + 2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine[c] 	YALI0E02288g	  0.00	1000.00	  0.00
526	H+_p+1[c] + H2O[c] + guanine[c] + 0.021374 prot_Q6C4L7[c] => ammonium[c] + 9H-xanthine[c] 	YALI0E25740g	  0.00	1000.00	  0.00
527	PRPP[c] + guanine[c] + 1.5006 prot_Q6C5M6[c] => diphosphate[c] + GMP[c] 	YALI0E16753g	  0.00	1000.00	  0.00
528	ATP[c] + GMP[c] + 0.01466 prot_Q6CBQ9[c] => ADP[c] + GDP[c] 	YALI0C16434g	  0.00	1000.00	  0.00
528_REV	ADP[c] + GDP[c] + 5.8952 prot_Q6CBQ9[c] => ATP[c] + GMP[c] 	YALI0C16434g	  0.00	1000.00	  0.00
529	dATP[c] + GMP[c] + 0.01466 prot_Q6CBQ9[c] => GDP[c] + dADP[c] 	YALI0C16434g	  0.00	1000.00	  0.00
529_REV	GDP[c] + dADP[c] + 4.438 prot_Q6CBQ9[c] => dATP[c] + GMP[c] 	YALI0C16434g	  0.00	1000.00	  0.00
530	NADH[m] + heme o[m] + oxygen[m] + 0.61814 prot_Q6C0H5[c] + 0.55341 prot_Q6CEL0[c] + 0.19289 prot_Q6CFZ5[c] => H2O[m] + NAD[m] + heme a[m] 	YALI0B14839g and YALI0F24651g and YALI0B02222g	  0.00	1000.00	  0.00
531	H2O[m] + ferroheme b[m] + farnesyl diphosphate[m] + 93.6051 prot_Q6C0L2[c] => diphosphate[m] + heme o[m] 	YALI0F23727g	  0.00	1000.00	  0.00
532	H+_p+1[m] + S-adenosyl-L-methionine[m] + 2-hexaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone[m] + 0.086923 prot_F2Z6J4[c] + 0.048901 prot_Q6C071[c] + 0.051596 prot_Q6C074[c] + 0.037501 prot_Q6C5T9[c] + 0.05644 prot_Q6CBJ6[c] + 0.071575 prot_Q6CEG2[c] + 0.11097 prot_Q6CEH1[c] => ubiquinol-6[m] + S-adenosyl-L-homocysteine[m] 	YALI0F27247g and YALI0B15664g and YALI0A09042g and YALI0F27313g and YALI0C18205g and YALI0B15884g and YALI0E15224g	  0.00	1000.00	  0.00
533	ATP[c] + D-fructose[c] + 0.26384 prot_F2Z672[c] => H+_p+1[c] + ADP[c] + D-fructose 6-phosphate[c] 	YALI0B22308g	  0.00	1000.00	  0.00
534_EXP_1	ATP[c] + D-glucose[c] + 9.8426 prot_F2Z672[c] => H+_p+1[c] + ADP[c] + D-glucose 6-phosphate[c] 	YALI0B22308g	  0.00	1000.00	  0.00
534_EXP_2	ATP[c] + D-glucose[c] + 8.0677 prot_Q6C5S9[c] => H+_p+1[c] + ADP[c] + D-glucose 6-phosphate[c] 	YALI0E15488g	  0.00	1000.00	  0.00
535	ATP[c] + D-mannose[c] + 0.26384 prot_F2Z672[c] => H+_p+1[c] + ADP[c] + D-mannose 6-phosphate[c] 	YALI0B22308g	  0.00	1000.00	  0.00
536	2 NAD[c] + H2O[c] + L-histidinol[c] + 0.72833 prot_Q6CGV2[c] => 3 H+_p+1[c] + 2 NADH[c] + L-histidine[c] 	YALI0A15950g	  0.00	1000.00	  0.00
537	H2O[c] + L-histidinol phosphate[c] + 0.0046758 prot_Q6C6Z5[c] => phosphate[c] + L-histidinol[c] 	YALI0E05049g	  0.00	1000.00	  0.00
538	L-glutamate[c] + 3-(imidazol-4-yl)-2-oxopropyl dihydrogen phosphate[c] + 5.1583 prot_Q6C7F4[c] => 2-oxoglutarate[c] + L-histidinol phosphate[c] 	YALI0E01254g	  0.00	1000.00	  0.00
539	ATP[c] + L-histidine[c] + tRNA(His)_ActiveX VT_ERROR:[c] + 0.41987 prot_Q6C624[c] => diphosphate[c] + His-tRNA(His)_C16H24N3O11PR2(C5H8O6PR)n[c] + AMP[c] 	YALI0E13123g	  0.00	1000.00	  0.00
540	ATP[m] + L-histidine[m] + tRNA(His), mitchondrial[m] + 0.41987 prot_Q6C624[c] => diphosphate[m] + AMP[m] + His-tRNA(His)_C16H24N3O11PR2(C5H8O6PR)n[m] 	YALI0E13123g	  0.00	1000.00	  0.00
541	S-adenosyl-L-methionine[c] + L-histidine[c] + 1.0079 prot_Q6C5G4[c] => H+_p+1[c] + S-adenosyl-L-homocysteine[c] + N(pros)-methyl-L-histidine[c] 	YALI0E18282g	  0.00	1000.00	  0.00
542	H2O[m] + but-1-ene-1,2,4-tricarboxylic acid[m] + 1.882 prot_Q6C791[c] => homoisocitrate[m] 	YALI0E02728g	  0.00	1000.00	  0.00
542_REV	homoisocitrate[m] + 38.061 prot_Q6C791[c] => H2O[m] + but-1-ene-1,2,4-tricarboxylic acid[m] 	YALI0E02728g	  0.00	1000.00	  0.00
543	acetyl-CoA[nu] + 2-oxoglutarate[nu] + H2O[nu] + 5.0047 prot_Q12726[c] => coenzyme A[nu] + H+_p+1[nu] + homocitrate[nu] 	YALI0F31075g	  0.00	1000.00	  0.00
544	L-homocysteine[c] + S-adenosyl-L-methionine[c] + 256.5399 prot_Q6C0D6[c] => H+_p+1[c] + S-adenosyl-L-homocysteine[c] + L-methionine[c] 	YALI0F25641g	  0.00	1000.00	  0.00
545	NAD[m] + homoisocitrate[m] + 0.64345 prot_Q6C9K0[c] => H+_p+1[m] + NADH[m] + carbon dioxide[m] + 2-oxoadipic acid[m] 	YALI0D10593g	  0.00	1000.00	  0.00
547	H+_p+1[c] + L-aspartate 4-semialdehyde[c] + NADPH[c] + 0.29756 prot_Q6CAP2[c] => NADP(+)[c] + L-homoserine[c] 	YALI0D01089g	  0.00	1000.00	  0.00
548	ATP[c] + L-homoserine[c] + 0.26002 prot_Q6C1T8[c] => H+_p+1[c] + ADP[c] + O-phospho-L-homoserine[c] 	YALI0F13453g	  0.00	1000.00	  0.00
549	L-homoserine[c] + acetyl-CoA[c] + 0.40134 prot_Q6C7H3[c] => O-acetyl-L-homoserine[c] + coenzyme A[c] 	YALI0E00836g	  0.00	1000.00	  0.00
550	hydrogen peroxide[c] + TRX1[c] + 3.7046e-06 prot_Q6C399[c] + 7.0075e-06 prot_Q6CEJ7[c] => 2 H2O[c] + TRX1-disulphide[c] 	YALI0B15125g and YALI0F01496g	  0.00	1000.00	  0.00
551_EXP_1	hydrogen peroxide[m] + TRX1[m] + 9.2232e-06 prot_Q6C2G0[c] + 3.7046e-06 prot_Q6C399[c] => 2 H2O[m] + TRX1-disulphide[m] 	YALI0F08195g and YALI0F01496g	  0.00	1000.00	  0.00
551_EXP_2	hydrogen peroxide[m] + TRX1[m] + 7.0392e-06 prot_Q6C4U8[c] => 2 H2O[m] + TRX1-disulphide[m] 	YALI0E23540g	  0.00	1000.00	  0.00
552	hydrogen peroxide[pe] + TRX1[pe] + 3.7046e-06 prot_Q6C399[c] + 6.8863e-06 prot_Q6C4N1[c] => 2 H2O[pe] + TRX1-disulphide[pe] 	YALI0E25091g and YALI0F01496g	  0.00	1000.00	  0.00
553	H2O[c] + (R)-S-lactoylglutathione[c] + 0.013248 prot_Q6CA02[c] => (R)-lactate[c] + H+_p+1[c] + glutathione[c] 	YALI0D06974g	  0.00	1000.00	  0.00
554	H2O[m] + (R)-S-lactoylglutathione[m] + 0.013248 prot_Q6CA02[c] => (R)-lactate[m] + H+_p+1[m] + glutathione[m] 	YALI0D06974g	  0.00	1000.00	  0.00
555	4-hydroxybenzoate[m] + hexaprenyl diphosphate[m] + 11.1926 prot_Q6C2S2[c] => diphosphate[m] + 3-hexaprenyl-4-hydroxybenzoic acid[m] 	YALI0F05610g	  0.00	1000.00	  0.00
556	ATP[c] + 5-(2-hydroxyethyl)-4-methylthiazole[c] + 18.3467 prot_Q6CBT9[c] => H+_p+1[c] + ADP[c] + 4-methyl-5-(2-phosphonooxyethyl)thiazole[c] 	YALI0C15554g	  0.00	1000.00	  0.00
557	H2O[c] + 4 porphobilinogen[c] + 41.0522 prot_Q6C097[c] => 4 ammonium[c] + preuroporphyrinogen[c] 	YALI0F26609g	  0.00	1000.00	  0.00
558	2 H+_p+1[c] + 2 NADPH[c] + 3-hydroxy-3-methylglutaryl-CoA[c] + 2.1697 prot_Q6C704[c] => 2 NADP(+)[c] + (R)-mevalonate[c] + coenzyme A[c] 	YALI0E04807g	  0.00	1000.00	  0.00
559	acetoacetyl-CoA[c] + H2O[c] + acetyl-CoA[c] + 2.4749 prot_Q6BZW0[c] => H+_p+1[c] + 3-hydroxy-3-methylglutaryl-CoA[c] + coenzyme A[c] 	YALI0F30481g	  0.00	1000.00	  0.00
560	acetoacetyl-CoA[m] + H2O[m] + acetyl-CoA[m] + 2.4749 prot_Q6BZW0[c] => H+_p+1[m] + 3-hydroxy-3-methylglutaryl-CoA[m] + coenzyme A[m] 	YALI0F30481g	  0.00	1000.00	  0.00
561	ATP[c] + 4-amino-5-hydroxymethyl-2-methylpyrimidine[c] + 0.28908 prot_Q6C731[c] => H+_p+1[c] + ADP[c] + 4-amino-2-methyl-5-phosphomethylpyrimidine[c] 	YALI0E04224g	  0.00	1000.00	  0.00
562	PRPP[c] + hypoxanthine[c] + 1.3376 prot_Q6C5M6[c] => diphosphate[c] + IMP[c] 	YALI0E16753g	  0.00	1000.00	  0.00
563	L-glutamine[c] + 5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide[c] + 0.002675 prot_Q6CCR8[c] => H+_p+1[c] + AICAR[c] + L-glutamate[c] + D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate[c] 	YALI0C07128g	  0.00	1000.00	  0.00
564	D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate[c] + 0.0067333 prot_Q6C3L0[c] => H2O[c] + 3-(imidazol-4-yl)-2-oxopropyl dihydrogen phosphate[c] 	YALI0E33957g	  0.00	1000.00	  0.00
565	NAD[c] + H2O[c] + IMP[c] + 6.3922 prot_Q6C897[c] => H+_p+1[c] + NADH[c] + xanthosine-5-phosphate[c] 	YALI0D21530g	  0.00	1000.00	  0.00
566	H+_p+1[c] + 1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate[c] + 0.96945 prot_Q6C9H7[c] => H2O[c] + 1-C-(indol-3-yl)glycerol 3-phosphate[c] + carbon dioxide[c] 	YALI0D11110g	  0.00	1000.00	  0.00
568_EXP_1	diphosphate[c] + H2O[c] + 0.035078 prot_Q6CC75[c] => H+_p+1[c] + 2 phosphate[c] 	YALI0C11803g	  0.00	1000.00	  0.00
568_EXP_2	diphosphate[c] + H2O[c] + 0.034338 prot_Q6C1T4[c] => H+_p+1[c] + 2 phosphate[c] 	YALI0F13541g	  0.00	1000.00	  0.00
569_EXP_1	diphosphate[m] + H2O[m] + 0.035078 prot_Q6CC75[c] => H+_p+1[m] + 2 phosphate[m] 	YALI0C11803g	  0.00	1000.00	  0.00
569_EXP_2	diphosphate[m] + H2O[m] + 0.034338 prot_Q6C1T4[c] => H+_p+1[m] + 2 phosphate[m] 	YALI0F13541g	  0.00	1000.00	  0.00
57	(R)-3-hydroxytetradecanoyl-CoA_ActiveX VT_ERROR:[pe] + NAD[pe] + 0.37539 prot_F2Z6I5[c] => 3-oxotetradecanoyl-CoA[pe] + H+_p+1[pe] + NADH[pe] 	YALI0E15378g	  0.00	1000.00	  0.00
570	phosphoribosyl-formamido-carboxamide[c] + 2.0877 prot_Q6C7Y2[c] => H2O[c] + IMP[c] 	YALI0D24409g	  0.00	1000.00	  0.00
570_REV	H2O[c] + IMP[c] + 38.2987 prot_Q6C7Y2[c] => phosphoribosyl-formamido-carboxamide[c] 	YALI0D24409g	  0.00	1000.00	  0.00
571	ATP[nu] + H+_p+1[nu] + myo-inositol 1,3,4,5,6-pentakisphosphate_ActiveX VT_ERROR:[nu] + 12.4667 prot_Q6C6Q7[c] => ADP[nu] + myo-inositol hexakisphosphate[nu] 	YALI0E07161g	  0.00	1000.00	  0.00
572	ATP[nu] + H+_p+1[nu] + 1D-myo-inositol 1,3,4,5-tetrakisphosphate_ActiveX VT_ERROR:[nu] + 0.90824 prot_Q6CF09[c] => myo-inositol 1,3,4,5,6-pentakisphosphate_ActiveX VT_ERROR:[nu] + ADP[nu] 	YALI0B11286g	  0.00	1000.00	  0.00
573	ATP[nu] + H+_p+1[nu] + 1D-myo-inositol 1,4,5,6-tetrakisphosphate_ActiveX VT_ERROR:[nu] + 0.90824 prot_Q6CF09[c] => myo-inositol 1,3,4,5,6-pentakisphosphate_ActiveX VT_ERROR:[nu] + ADP[nu] 	YALI0B11286g	  0.00	1000.00	  0.00
574	ATP[nu] + H+_p+1[nu] + 1D-myo-inositol 1,4,5-trisphosphate[nu] + 222.1939 prot_Q6CF09[c] => ADP[nu] + 1D-myo-inositol 1,4,5,6-tetrakisphosphate_ActiveX VT_ERROR:[nu] 	YALI0B11286g	  0.00	1000.00	  0.00
575	ATP[nu] + H+_p+1[nu] + 1D-myo-inositol 1,4,5-trisphosphate[nu] + 222.1939 prot_Q6CF09[c] => ADP[nu] + 1D-myo-inositol 1,3,4,5-tetrakisphosphate_ActiveX VT_ERROR:[nu] 	YALI0B11286g	  0.00	1000.00	  0.00
576u	mannosylinositol phosphorylceramide A (C24)[go] + 1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:[gm] + 1.8972 prot_Q6C5P1[c] => inositol phosphomannosylinositol phosphoceramide A (C24)[go] + diglyceride_ActiveX VT_ERROR:[gm] 	YALI0E16434g	  0.00	  0.00	  0.00
577u	mannosylinositol phosphorylceramide A (C26)[go] + 1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:[gm] + 1.9263 prot_Q6C5P1[c] => inositol phosphomannosylinositol phosphoceramide A (C26)[go] + diglyceride_ActiveX VT_ERROR:[gm] 	YALI0E16434g	  0.00	  0.00	  0.00
578u	mannosylinositol phosphorylceramide B' (C24)[go] + 1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:[gm] + 1.8367 prot_Q6C5P1[c] => inositol phosphomannosylinositol phosphoceramide B' (C24)[go] + diglyceride_ActiveX VT_ERROR:[gm] 	YALI0E16434g	  0.00	  0.00	  0.00
579u	mannosylinositol phosphorylceramide B' (C26)[go] + 1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:[gm] + 1.8685 prot_Q6C5P1[c] => inositol phosphomannosylinositol phosphoceramide B' (C26)[go] + diglyceride_ActiveX VT_ERROR:[gm] 	YALI0E16434g	  0.00	  0.00	  0.00
57_REV	3-oxotetradecanoyl-CoA[pe] + H+_p+1[pe] + NADH[pe] + 1.6002 prot_F2Z6I5[c] => (R)-3-hydroxytetradecanoyl-CoA_ActiveX VT_ERROR:[pe] + NAD[pe] 	YALI0E15378g	  0.00	1000.00	  0.00
58	oxygen[c] + 3-hydroxyanthranilate[c] + 0.21722 prot_Q6CFX1[c] => H+_p+1[c] + 2-amino-3-carboxymuconate-6-semialdehyde[c] 	YALI0B02852g	  0.00	1000.00	  0.00
580u	mannosylinositol phosphorylceramide B (C24)[go] + 1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:[gm] + 1.8795 prot_Q6C5P1[c] => inositol phosphomannosylinositol phosphoceramide B (C24)[go] + diglyceride_ActiveX VT_ERROR:[gm] 	YALI0E16434g	  0.00	  0.00	  0.00
581u	mannosylinositol phosphorylceramide B (C26)[go] + 1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:[gm] + 1.9093 prot_Q6C5P1[c] => inositol phosphomannosylinositol phosphoceramide B (C26)[go] + diglyceride_ActiveX VT_ERROR:[gm] 	YALI0E16434g	  0.00	  0.00	  0.00
582u	mannosylinositol phosphorylceramide C (C24)[go] + 1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:[gm] + 1.8144 prot_Q6C5P1[c] => inositol phosphomannosylinositol phosphoceramide C (C24)[go] + diglyceride_ActiveX VT_ERROR:[gm] 	YALI0E16434g	  0.00	  0.00	  0.00
583u	mannosylinositol phosphorylceramide C (C26)[go] + 1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:[gm] + 1.847 prot_Q6C5P1[c] => inositol phosphomannosylinositol phosphoceramide C (C26)[go] + diglyceride_ActiveX VT_ERROR:[gm] 	YALI0E16434g	  0.00	  0.00	  0.00
584u	mannosylinositol phosphorylceramide D (C24)[go] + 1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:[gm] + 1.8449 prot_Q6C5P1[c] => inositol phosphomannosylinositol phosphoceramide D (C24)[go] + diglyceride_ActiveX VT_ERROR:[gm] 	YALI0E16434g	  0.00	  0.00	  0.00
585u	mannosylinositol phosphorylceramide D (C26)[go] + 1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:[gm] + 1.876 prot_Q6C5P1[c] => inositol phosphomannosylinositol phosphoceramide D (C26)[go] + diglyceride_ActiveX VT_ERROR:[gm] 	YALI0E16434g	  0.00	  0.00	  0.00
586u	ceramide-2'-(C24)[go] + 1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:[gm] + 0.0080988 prot_Q6C5P1[c] => diglyceride_ActiveX VT_ERROR:[gm] + inositol-P-ceramide B'-(C24)[go] 	YALI0E16434g	  0.00	  0.00	  0.00
587u	ceramide-2'-(C26)[go] + 1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:[gm] + 0.0080988 prot_Q6C5P1[c] => diglyceride_ActiveX VT_ERROR:[gm] + inositol-P-ceramide B'-(C26)[go] 	YALI0E16434g	  0.00	  0.00	  0.00
588u	ceramide-3-(C24)[go] + 1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:[gm] + 0.0080988 prot_Q6C5P1[c] => diglyceride_ActiveX VT_ERROR:[gm] + inositol-P-ceramide C-(C24)[go] 	YALI0E16434g	  0.00	  0.00	  0.00
589u	ceramide-3-(C26)[go] + 1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:[gm] + 0.0080988 prot_Q6C5P1[c] => diglyceride_ActiveX VT_ERROR:[gm] + inositol-P-ceramide C-(C26)[go] 	YALI0E16434g	  0.00	  0.00	  0.00
590u	ceramide-1-(C24)[go] + 1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:[gm] + 0.0080988 prot_Q6C5P1[c] => diglyceride_ActiveX VT_ERROR:[gm] + inositol-P-ceramide A-(C24)[go] 	YALI0E16434g	  0.00	  0.00	  0.00
591u	ceramide-1-(C26)[go] + 1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:[gm] + 0.0080988 prot_Q6C5P1[c] => diglyceride_ActiveX VT_ERROR:[gm] + inositol-P-ceramide A-(C26)[go] 	YALI0E16434g	  0.00	  0.00	  0.00
592u	ceramide-2-(C24)[go] + 1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:[gm] + 0.0080988 prot_Q6C5P1[c] => diglyceride_ActiveX VT_ERROR:[gm] + inositol-P-ceramide B-(C24)[go] 	YALI0E16434g	  0.00	  0.00	  0.00
593u	ceramide-2-(C26)[go] + 1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:[gm] + 0.0080988 prot_Q6C5P1[c] => diglyceride_ActiveX VT_ERROR:[gm] + inositol-P-ceramide B-(C26)[go] 	YALI0E16434g	  0.00	  0.00	  0.00
594u	ceramide-4-(C24)[go] + 1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:[gm] + 0.0080988 prot_Q6C5P1[c] => diglyceride_ActiveX VT_ERROR:[gm] + inositol-P-ceramide D-(C24)[go] 	YALI0E16434g	  0.00	  0.00	  0.00
595u	ceramide-4-(C26)[go] + 1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:[gm] + 0.0080988 prot_Q6C5P1[c] => diglyceride_ActiveX VT_ERROR:[gm] + inositol-P-ceramide D-(C26)[go] 	YALI0E16434g	  0.00	  0.00	  0.00
596	H2O[er] + mannosylinositol phosphorylceramide A (C24)[er] + 5.8353 prot_Q6C8M5[c] => ceramide-1-(C24)[er] + mannose-1D-myo-inositol 1-phosphate[er] 	YALI0D18458g	  0.00	1000.00	  0.00
597	H2O[er] + mannosylinositol phosphorylceramide A (C26)[er] + 5.8572 prot_Q6C8M5[c] => ceramide-1-(C26)[er] + mannose-1D-myo-inositol 1-phosphate[er] 	YALI0D18458g	  0.00	1000.00	  0.00
598	H2O[er] + mannosylinositol phosphorylceramide B' (C24)[er] + 5.8908 prot_Q6C8M5[c] => ceramide-2'-(C24)[er] + mannose-1D-myo-inositol 1-phosphate[er] 	YALI0D18458g	  0.00	1000.00	  0.00
599	H2O[er] + mannosylinositol phosphorylceramide B' (C26)[er] + 5.9096 prot_Q6C8M5[c] => ceramide-2'-(C26)[er] + mannose-1D-myo-inositol 1-phosphate[er] 	YALI0D18458g	  0.00	1000.00	  0.00
5_EXP_1	UDP-D-glucose[c] + 1.1905 prot_Q6CDD3[c] => (1-3)-beta-D-glucan[en] + H+_p+1[c] + UDP[c] 	YALI0C01411g	  0.00	1000.00	  0.00
5_EXP_2	UDP-D-glucose[c] + 22.6894 prot_Q6C549[c] => (1-3)-beta-D-glucan[en] + H+_p+1[c] + UDP[c] 	YALI0E21021g	  0.00	1000.00	  0.00
6	UDP-D-glucose[c] + 0.37798 prot_Q6CBZ2[c] => H+_p+1[c] + UDP[c] + (1-6)-beta-D-glucan[en] 	YALI0C14190g	  0.00	1000.00	  0.00
60	(2R,3S)-3-isopropylmalate[c] + 1.4332 prot_Q6CG29[c] => H2O[c] + 2-isopropylmaleic acid[c] 	YALI0B01364g	  0.00	1000.00	  0.00
600	H2O[er] + mannosylinositol phosphorylceramide B (C24)[er] + 6.0086 prot_Q6C8M5[c] => ceramide-2-(C24)[er] + mannose-1D-myo-inositol 1-phosphate[er] 	YALI0D18458g	  0.00	1000.00	  0.00
601	H2O[er] + mannosylinositol phosphorylceramide B (C26)[er] + 6.0199 prot_Q6C8M5[c] => ceramide-2-(C26)[er] + mannose-1D-myo-inositol 1-phosphate[er] 	YALI0D18458g	  0.00	1000.00	  0.00
602	H2O[er] + mannosylinositol phosphorylceramide C (C24)[er] + 6.0898 prot_Q6C8M5[c] => ceramide-3-(C24)[er] + mannose-1D-myo-inositol 1-phosphate[er] 	YALI0D18458g	  0.00	1000.00	  0.00
603	H2O[er] + mannosylinositol phosphorylceramide C (C26)[er] + 6.0962 prot_Q6C8M5[c] => ceramide-3-(C26)[er] + mannose-1D-myo-inositol 1-phosphate[er] 	YALI0D18458g	  0.00	1000.00	  0.00
604	H2O[er] + mannosylinositol phosphorylceramide D (C24)[er] + 6.0954 prot_Q6C8M5[c] => ceramide-4-(C24)[er] + mannose-1D-myo-inositol 1-phosphate[er] 	YALI0D18458g	  0.00	1000.00	  0.00
605	H2O[er] + mannosylinositol phosphorylceramide D (C26)[er] + 6.1014 prot_Q6C8M5[c] => ceramide-4-(C26)[er] + mannose-1D-myo-inositol 1-phosphate[er] 	YALI0D18458g	  0.00	1000.00	  0.00
606	H2O[er] + inositol phosphomannosylinositol phosphoceramide A (C24)[er] + 5.4843 prot_Q6C8M5[c] => ceramide-1-(C24)[er] + mannose-(1D-myo-inositol 1-phosphate)2[er] 	YALI0D18458g	  0.00	1000.00	  0.00
