Rxn name	Formula	Gene-reaction association	LB	UB	Objective
1852_REV	inositol-P-ceramide B (C24)[er] => inositol-P-ceramide B (C24)[go] 		  0.00	1000.00	  0.00
1853	inositol-P-ceramide B' (C24)[go] => inositol-P-ceramide B' (C24)[er] 		  0.00	1000.00	  0.00
1853_REV	inositol-P-ceramide B' (C24)[er] => inositol-P-ceramide B' (C24)[go] 		  0.00	1000.00	  0.00
1854	inositol-P-ceramide C (C24)[go] => inositol-P-ceramide C (C24)[er] 		  0.00	1000.00	  0.00
1854_REV	inositol-P-ceramide C (C24)[er] => inositol-P-ceramide C (C24)[go] 		  0.00	1000.00	  0.00
1855	inositol-P-ceramide D (C24)[go] => inositol-P-ceramide D (C24)[er] 		  0.00	1000.00	  0.00
1855_REV	inositol-P-ceramide D (C24)[er] => inositol-P-ceramide D (C24)[go] 		  0.00	1000.00	  0.00
1856	inositol-P-ceramide A (C26)[go] => inositol-P-ceramide A (C26)[er] 		  0.00	1000.00	  0.00
1856_REV	inositol-P-ceramide A (C26)[er] => inositol-P-ceramide A (C26)[go] 		  0.00	1000.00	  0.00
1857	inositol-P-ceramide B (C26)[go] => inositol-P-ceramide B (C26)[er] 		  0.00	1000.00	  0.00
1857_REV	inositol-P-ceramide B (C26)[er] => inositol-P-ceramide B (C26)[go] 		  0.00	1000.00	  0.00
1858	inositol-P-ceramide B' (C26)[go] => inositol-P-ceramide B' (C26)[er] 		  0.00	1000.00	  0.00
1858_REV	inositol-P-ceramide B' (C26)[er] => inositol-P-ceramide B' (C26)[go] 		  0.00	1000.00	  0.00
1859	inositol-P-ceramide C (C26)[go] => inositol-P-ceramide C (C26)[er] 		  0.00	1000.00	  0.00
1859_REV	inositol-P-ceramide C (C26)[er] => inositol-P-ceramide C (C26)[go] 		  0.00	1000.00	  0.00
1860	inositol-P-ceramide D (C26)[go] => inositol-P-ceramide D (C26)[er] 		  0.00	1000.00	  0.00
1860_REV	inositol-P-ceramide D (C26)[er] => inositol-P-ceramide D (C26)[go] 		  0.00	1000.00	  0.00
1861	iron[e] <=>  		  0.00	  0.00	  0.00
1862	isoamyl acetate_ActiveX VT_ERROR:[e] <=>  		  0.00	  0.00	  0.00
1863	isoamylol[c] => isoamylol[e] 		  0.00	1000.00	  0.00
1863_REV	isoamylol[e] => isoamylol[c] 		  0.00	1000.00	  0.00
1864	isoamylol[c] => isoamylol[m] 		  0.00	1000.00	  0.00
1864_REV	isoamylol[m] => isoamylol[c] 		  0.00	1000.00	  0.00
1865	isoamylol[e] <=>  		  0.00	  0.00	  0.00
1871	H2O[m] + H+_p+1[m] + 1-pyrroline-3-hydroxy-5-carboxylic acid[m] => L-4-hydroxyglutamic semialdehyde[m] 		  0.00	1000.00	  0.00
1872	H+_p+1[c] + L-2-amino-3-oxobutanoate[c] => aminoacetone_ActiveX VT_ERROR:[c] + carbon dioxide[c] 		  0.00	1000.00	  0.00
1873	L-alanine[e] <=>  		  0.00	1000.00	  0.00
1874	L-alanine[m] => L-alanine[c] 		  0.00	1000.00	  0.00
1875	L-arabinitol[e] <=>  		  0.00	1000.00	  0.00
1876	L-arabinitol[e] => L-arabinitol[c] 		  0.00	1000.00	  0.00
1876_REV	L-arabinitol[c] => L-arabinitol[e] 		  0.00	1000.00	  0.00
1877	L-arabinose[e] => L-arabinose[c] 		  0.00	1000.00	  0.00
1877_REV	L-arabinose[c] => L-arabinose[e] 		  0.00	1000.00	  0.00
1878	L-arabinose[e] <=>  		  0.00	  0.00	  0.00
1879	L-arginine[e] <=>  		  0.00	  0.00	  0.00
188	7,8-dihydroneopterin 3'-triphosphate[c] + 3 H2O[c] + 111.1237 prot_Q6C1F6[c] => 2 H+_p+1[c] + 7,8-dihydroneopterin[c] + 3 phosphate[c] 	YALI0F16709g	  0.00	1000.00	  0.00
1880	L-asparagine[e] <=>  		  0.00	1000.00	  0.00
1881	L-aspartate[e] <=>  		  0.00	1000.00	  0.00
1882	(R)-carnitine[m] => (R)-carnitine[c] 		  0.00	1000.00	  0.00
1883	L-cysteine[e] <=>  		  0.00	  0.00	  0.00
1884	erythro-4-hydroxy-L-glutamic acid[c] => erythro-4-hydroxy-L-glutamic acid[m] 		  0.00	1000.00	  0.00
1884_REV	erythro-4-hydroxy-L-glutamic acid[m] => erythro-4-hydroxy-L-glutamic acid[c] 		  0.00	1000.00	  0.00
1885	erythro-4-hydroxy-L-glutamic acid[c] => erythro-4-hydroxy-L-glutamic acid[pe] 		  0.00	1000.00	  0.00
1885_REV	erythro-4-hydroxy-L-glutamic acid[pe] => erythro-4-hydroxy-L-glutamic acid[c] 		  0.00	1000.00	  0.00
1886	L-glucitol[e] <=>  		  0.00	  0.00	  0.00
1887	L-glutamic 5-semialdehyde[c] + 0.78094 prot_standard[c] => H+_p+1[c] + H2O[c] + 1-pyrroline-5-carboxylate[c] 		  0.00	1000.00	  0.00
1887_REV	H+_p+1[c] + H2O[c] + 1-pyrroline-5-carboxylate[c] + 0.78094 prot_standard[c] => L-glutamic 5-semialdehyde[c] 		  0.00	1000.00	  0.00
1889	L-glutamate[e] <=>  		  0.00	1000.00	  0.00
189	allantoate[c] + H2O[c] + 0.0073927 prot_Q6C8N1[c] => urea[c] + ureidoglycolic acid[c] 	YALI0D18337g	  0.00	1000.00	  0.00
1890	L-glutamate[c] => L-glutamate[nu] 		  0.00	1000.00	  0.00
1890_REV	L-glutamate[nu] => L-glutamate[c] 		  0.00	1000.00	  0.00
1891	L-glutamine[e] <=>  		  0.00	  0.00	  0.00
1892	L-glutamine[c] => L-glutamine[nu] 		  0.00	1000.00	  0.00
1892_REV	L-glutamine[nu] => L-glutamine[c] 		  0.00	1000.00	  0.00
1893	L-histidine[e] <=>  		  0.00	  0.00	  0.00
1895	L-homoserine[e] => L-homoserine[c] 		  0.00	1000.00	  0.00
1895_REV	L-homoserine[c] => L-homoserine[e] 		  0.00	1000.00	  0.00
1896	L-homoserine[e] <=>  		  0.00	  0.00	  0.00
1897	L-isoleucine[e] <=>  		  0.00	  0.00	  0.00
1898	L-isoleucine[m] => L-isoleucine[c] 		  0.00	1000.00	  0.00
1899	L-leucine[e] <=>  		  0.00	  0.00	  0.00
189_REV	urea[c] + ureidoglycolic acid[c] + 0.0018115 prot_Q6C8N1[c] => allantoate[c] + H2O[c] 	YALI0D18337g	  0.00	1000.00	  0.00
18_EXP_1	2-oxoadipic acid[c] + L-glutamate[c] + 1.5204 prot_Q6C6L9[c] => 2-oxoglutarate[c] + L-2-aminoadipate[c] 	YALI0E08360g	  0.00	1000.00	  0.00
18_EXP_2	2-oxoadipic acid[c] + L-glutamate[c] + 0.073979 prot_Q6C551[c] => 2-oxoglutarate[c] + L-2-aminoadipate[c] 	YALI0E20977g	  0.00	1000.00	  0.00
18_EXP_3	2-oxoadipic acid[c] + L-glutamate[c] + 8.6473 prot_Q6C490[c] => 2-oxoglutarate[c] + L-2-aminoadipate[c] 	YALI0E28787g	  0.00	1000.00	  0.00
18_REV_EXP_1	2-oxoglutarate[c] + L-2-aminoadipate[c] + 1.7381 prot_Q6C6L9[c] => 2-oxoadipic acid[c] + L-glutamate[c] 	YALI0E08360g	  0.00	1000.00	  0.00
18_REV_EXP_2	2-oxoglutarate[c] + L-2-aminoadipate[c] + 0.027448 prot_Q6C551[c] => 2-oxoadipic acid[c] + L-glutamate[c] 	YALI0E20977g	  0.00	1000.00	  0.00
18_REV_EXP_3	2-oxoglutarate[c] + L-2-aminoadipate[c] + 1.7743 prot_Q6C490[c] => 2-oxoadipic acid[c] + L-glutamate[c] 	YALI0E28787g	  0.00	1000.00	  0.00
19	H+_p+1[c] + NADPH[c] + 2-dehydropantoate[c] + 0.35014 prot_Q6C0X8[c] => NADP(+)[c] + (R)-pantoate[c] 	YALI0F20900g	  0.00	1000.00	  0.00
190	allantoin[c] + H2O[c] + 0.032831 prot_Q6C0N2[c] => H+_p+1[c] + allantoate[c] 	YALI0F23243g	  0.00	1000.00	  0.00
1900	L-lysine[e] <=>  		  0.00	1000.00	  0.00
1901	(S)-malate[e] => (S)-malate[c] 		  0.00	1000.00	  0.00
1901_REV	(S)-malate[c] => (S)-malate[e] 		  0.00	1000.00	  0.00
1902	L-methionine[e] <=>  		  0.00	  0.00	  0.00
1903	L-phenylalanine[e] <=>  		  0.00	  0.00	  0.00
1904	L-proline[e] <=>  		  0.00	  0.00	  0.00
1905	L-proline[c] => L-proline[m] 		  0.00	1000.00	  0.00
1905_REV	L-proline[m] => L-proline[c] 		  0.00	1000.00	  0.00
1906	L-serine[e] <=>  		  0.00	1000.00	  0.00
1907	L-serine[c] => L-serine[er] 		  0.00	1000.00	  0.00
1907_REV	L-serine[er] => L-serine[c] 		  0.00	1000.00	  0.00
1908	L-glucitol[e] => L-glucitol[c] 		  0.00	1000.00	  0.00
1908_REV	L-glucitol[c] => L-glucitol[e] 		  0.00	1000.00	  0.00
1909	L-sorbose[e] <=>  		  0.00	  0.00	  0.00
190_REV	H+_p+1[c] + allantoate[c] + 1.2629 prot_Q6C0N2[c] => allantoin[c] + H2O[c] 	YALI0F23243g	  0.00	1000.00	  0.00
1910	L-sorbose[e] => L-sorbose[c] 		  0.00	1000.00	  0.00
1910_REV	L-sorbose[c] => L-sorbose[e] 		  0.00	1000.00	  0.00
1911	L-threonine[e] <=>  		  0.00	1000.00	  0.00
1912	L-tryptophan[e] <=>  		  0.00	  0.00	  0.00
1913	L-tyrosine[e] <=>  		  0.00	  0.00	  0.00
1914	L-valine[e] <=>  		  0.00	  0.00	  0.00
1915	lanosterol[e] <=>  		  0.00	  0.00	  0.00
1916	laurate[e] <=>  		  0.00	  0.00	  0.00
1919	L-lysine[c] => L-lysine[m] 		  0.00	1000.00	  0.00
191_EXP_1	3 H+_p+1[c] + urea-1-carboxylic acid[c] + H2O[c] + 0.59509 prot_Q6CEM0[c] => 2 ammonium[c] + 2 carbon dioxide[c] 	YALI0B14619g	  0.00	1000.00	  0.00
191_EXP_2	3 H+_p+1[c] + urea-1-carboxylic acid[c] + H2O[c] + 1.5947 prot_Q6C6Q4[c] => 2 ammonium[c] + 2 carbon dioxide[c] 	YALI0E07271g	  0.00	1000.00	  0.00
191_EXP_3	3 H+_p+1[c] + urea-1-carboxylic acid[c] + H2O[c] + 5.9445 prot_Q6C3G2[c] => 2 ammonium[c] + 2 carbon dioxide[c] 	YALI0E35156g	  0.00	1000.00	  0.00
1920	inositol phosphomannosylinositol phosphoceramide A (C24)[go] => inositol phosphomannosylinositol phosphoceramide A (C24)[er] 		  0.00	1000.00	  0.00
1920_REV	inositol phosphomannosylinositol phosphoceramide A (C24)[er] => inositol phosphomannosylinositol phosphoceramide A (C24)[go] 		  0.00	1000.00	  0.00
1921	inositol phosphomannosylinositol phosphoceramide B (C24)[go] => inositol phosphomannosylinositol phosphoceramide B (C24)[er] 		  0.00	1000.00	  0.00
1921_REV	inositol phosphomannosylinositol phosphoceramide B (C24)[er] => inositol phosphomannosylinositol phosphoceramide B (C24)[go] 		  0.00	1000.00	  0.00
1922	inositol phosphomannosylinositol phosphoceramide B' (C24)[go] => inositol phosphomannosylinositol phosphoceramide B' (C24)[er] 		  0.00	1000.00	  0.00
1922_REV	inositol phosphomannosylinositol phosphoceramide B' (C24)[er] => inositol phosphomannosylinositol phosphoceramide B' (C24)[go] 		  0.00	1000.00	  0.00
1923	inositol phosphomannosylinositol phosphoceramide C (C24)[go] => inositol phosphomannosylinositol phosphoceramide C (C24)[er] 		  0.00	1000.00	  0.00
1923_REV	inositol phosphomannosylinositol phosphoceramide C (C24)[er] => inositol phosphomannosylinositol phosphoceramide C (C24)[go] 		  0.00	1000.00	  0.00
1924	inositol phosphomannosylinositol phosphoceramide D (C24)[go] => inositol phosphomannosylinositol phosphoceramide D (C24)[er] 		  0.00	1000.00	  0.00
1924_REV	inositol phosphomannosylinositol phosphoceramide D (C24)[er] => inositol phosphomannosylinositol phosphoceramide D (C24)[go] 		  0.00	1000.00	  0.00
1925	inositol phosphomannosylinositol phosphoceramide A (C26)[go] => inositol phosphomannosylinositol phosphoceramide A (C26)[er] 		  0.00	1000.00	  0.00
1925_REV	inositol phosphomannosylinositol phosphoceramide A (C26)[er] => inositol phosphomannosylinositol phosphoceramide A (C26)[go] 		  0.00	1000.00	  0.00
1926	inositol phosphomannosylinositol phosphoceramide B (C26)[go] => inositol phosphomannosylinositol phosphoceramide B (C26)[er] 		  0.00	1000.00	  0.00
1926_REV	inositol phosphomannosylinositol phosphoceramide B (C26)[er] => inositol phosphomannosylinositol phosphoceramide B (C26)[go] 		  0.00	1000.00	  0.00
1927	inositol phosphomannosylinositol phosphoceramide B' (C26)[go] => inositol phosphomannosylinositol phosphoceramide B' (C26)[er] 		  0.00	1000.00	  0.00
1927_REV	inositol phosphomannosylinositol phosphoceramide B' (C26)[er] => inositol phosphomannosylinositol phosphoceramide B' (C26)[go] 		  0.00	1000.00	  0.00
1928	inositol phosphomannosylinositol phosphoceramide C (C26)[go] => inositol phosphomannosylinositol phosphoceramide C (C26)[er] 		  0.00	1000.00	  0.00
1928_REV	inositol phosphomannosylinositol phosphoceramide C (C26)[er] => inositol phosphomannosylinositol phosphoceramide C (C26)[go] 		  0.00	1000.00	  0.00
1929	inositol phosphomannosylinositol phosphoceramide D (C26)[go] => inositol phosphomannosylinositol phosphoceramide D (C26)[er] 		  0.00	1000.00	  0.00
1929_REV	inositol phosphomannosylinositol phosphoceramide D (C26)[er] => inositol phosphomannosylinositol phosphoceramide D (C26)[go] 		  0.00	1000.00	  0.00
192_EXP_1	beta-D-mannosyldiacetylchitobiosyldiphosphodolichol[go] + GDP-alpha-D-mannose[go] + 1.8185 prot_Q6CHQ0[c] => alpha-D-mannosyl-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol_C38H68N2O27P2(C5H8)n[go] + GDP[go] + H+_p+1[go] 	YALI0A06589g	  0.00	1000.00	  0.00
192_EXP_2	beta-D-mannosyldiacetylchitobiosyldiphosphodolichol[go] + GDP-alpha-D-mannose[go] + 0.17402 prot_Q6CG17[c] => alpha-D-mannosyl-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol_C38H68N2O27P2(C5H8)n[go] + GDP[go] + H+_p+1[go] 	YALI0B01672g	  0.00	1000.00	  0.00
192_EXP_3	beta-D-mannosyldiacetylchitobiosyldiphosphodolichol[go] + GDP-alpha-D-mannose[go] + 12.4342 prot_Q6C7C7[c] => alpha-D-mannosyl-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol_C38H68N2O27P2(C5H8)n[go] + GDP[go] + H+_p+1[go] 	YALI0E01892g	  0.00	1000.00	  0.00
192_EXP_4	beta-D-mannosyldiacetylchitobiosyldiphosphodolichol[go] + GDP-alpha-D-mannose[go] + 5.7466 prot_Q6C0C8[c] => alpha-D-mannosyl-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol_C38H68N2O27P2(C5H8)n[go] + GDP[go] + H+_p+1[go] 	YALI0F25817g	  0.00	1000.00	  0.00
1930	oxaloacetate[c] + (S)-malate[pe] => oxaloacetate[pe] + (S)-malate[c] 		  0.00	1000.00	  0.00
1930_REV	oxaloacetate[pe] + (S)-malate[c] => oxaloacetate[c] + (S)-malate[pe] 		  0.00	1000.00	  0.00
1931	maltose[e] <=>  		  0.00	  0.00	  0.00
1932	mannan[c] => mannan[er] 		  0.00	1000.00	  0.00
1932_REV	mannan[er] => mannan[c] 		  0.00	1000.00	  0.00
1935	L-methionine[m] => L-methionine[c] 		  0.00	1000.00	  0.00
1937	mannosylinositol phosphorylceramide A (C24)[go] => mannosylinositol phosphorylceramide A (C24)[er] 		  0.00	1000.00	  0.00
1937_REV	mannosylinositol phosphorylceramide A (C24)[er] => mannosylinositol phosphorylceramide A (C24)[go] 		  0.00	1000.00	  0.00
1938	mannosylinositol phosphorylceramide B (C24)[go] => mannosylinositol phosphorylceramide B (C24)[er] 		  0.00	1000.00	  0.00
1938_REV	mannosylinositol phosphorylceramide B (C24)[er] => mannosylinositol phosphorylceramide B (C24)[go] 		  0.00	1000.00	  0.00
1939	mannosylinositol phosphorylceramide B' (C24)[go] => mannosylinositol phosphorylceramide B' (C24)[er] 		  0.00	1000.00	  0.00
1939_REV	mannosylinositol phosphorylceramide B' (C24)[er] => mannosylinositol phosphorylceramide B' (C24)[go] 		  0.00	1000.00	  0.00
194	trehalose[c] + H2O[c] + 0.12197 prot_Q6C8Z4[c] => 2 D-glucose[c] 	YALI0D15598g	  0.00	1000.00	  0.00
1940	mannosylinositol phosphorylceramide C (C24)[go] => mannosylinositol phosphorylceramide C (C24)[er] 		  0.00	1000.00	  0.00
1940_REV	mannosylinositol phosphorylceramide C (C24)[er] => mannosylinositol phosphorylceramide C (C24)[go] 		  0.00	1000.00	  0.00
1941	mannosylinositol phosphorylceramide D (C24)[go] => mannosylinositol phosphorylceramide D (C24)[er] 		  0.00	1000.00	  0.00
1941_REV	mannosylinositol phosphorylceramide D (C24)[er] => mannosylinositol phosphorylceramide D (C24)[go] 		  0.00	1000.00	  0.00
1942	mannosylinositol phosphorylceramide A (C26)[go] => mannosylinositol phosphorylceramide A (C26)[er] 		  0.00	1000.00	  0.00
1942_REV	mannosylinositol phosphorylceramide A (C26)[er] => mannosylinositol phosphorylceramide A (C26)[go] 		  0.00	1000.00	  0.00
1943	mannosylinositol phosphorylceramide B (C26)[go] => mannosylinositol phosphorylceramide B (C26)[er] 		  0.00	1000.00	  0.00
1943_REV	mannosylinositol phosphorylceramide B (C26)[er] => mannosylinositol phosphorylceramide B (C26)[go] 		  0.00	1000.00	  0.00
1944	mannosylinositol phosphorylceramide B' (C26)[go] => mannosylinositol phosphorylceramide B' (C26)[er] 		  0.00	1000.00	  0.00
1944_REV	mannosylinositol phosphorylceramide B' (C26)[er] => mannosylinositol phosphorylceramide B' (C26)[go] 		  0.00	1000.00	  0.00
1945	mannosylinositol phosphorylceramide C (C26)[go] => mannosylinositol phosphorylceramide C (C26)[er] 		  0.00	1000.00	  0.00
1945_REV	mannosylinositol phosphorylceramide C (C26)[er] => mannosylinositol phosphorylceramide C (C26)[go] 		  0.00	1000.00	  0.00
1946	mannosylinositol phosphorylceramide D (C26)[go] => mannosylinositol phosphorylceramide D (C26)[er] 		  0.00	1000.00	  0.00
1946_REV	mannosylinositol phosphorylceramide D (C26)[er] => mannosylinositol phosphorylceramide D (C26)[go] 		  0.00	1000.00	  0.00
1947	myo-inositol[e] <=>  		  0.00	1000.00	  0.00
195	UDP-D-glucose[c] + D-glucose 6-phosphate[c] + 1.5598 prot_O74932[c] + 3.4271 prot_Q6C3Z3[c] + 2.6557 prot_Q6C939[c] => H+_p+1[c] + UDP[c] + alpha,alpha-trehalose 6-phosphate[c] 	YALI0D14476g and YALI0E14685g and YALI0E31086g	  0.00	1000.00	  0.00
1963	NADP(+)[c] => NADP(+)[er] 		  0.00	1000.00	  0.00
1963_REV	NADP(+)[er] => NADP(+)[c] 		  0.00	1000.00	  0.00
1964	NADPH[c] => NADPH[er] 		  0.00	1000.00	  0.00
1964_REV	NADPH[er] => NADPH[c] 		  0.00	1000.00	  0.00
1965	ammonium[c] => ammonium[m] 		  0.00	1000.00	  0.00
1965_REV	ammonium[m] => ammonium[c] 		  0.00	1000.00	  0.00
1966	nicotinamide[c] => nicotinamide[nu] 		  0.00	1000.00	  0.00
1966_REV	nicotinamide[nu] => nicotinamide[c] 		  0.00	1000.00	  0.00
1967	nicotinate[e] <=>  		  0.00	  0.00	  0.00
1968	NMN[e] <=>  		  0.00	  0.00	  0.00
1970	NMN[c] => NMN[nu] 		  0.00	1000.00	  0.00
1970_REV	NMN[nu] => NMN[c] 		  0.00	1000.00	  0.00
1971	NMN[c] => NMN[pe] 		  0.00	1000.00	  0.00
1971_REV	NMN[pe] => NMN[c] 		  0.00	1000.00	  0.00
1972	NMN[e] => NMN[c] 		  0.00	1000.00	  0.00
1974	H2O[c] + dGDP[c] + 0.78094 prot_standard[c] => H+_p+1[c] + phosphate[c] + dGMP[c] 		  0.00	1000.00	  0.00
1975	H2O[c] + dGTP[c] + 0.78094 prot_standard[c] => H+_p+1[c] + phosphate[c] + dGDP[c] 		  0.00	1000.00	  0.00
1976	O-acetylcarnitine[c] => O-acetylcarnitine[m] 		  0.00	1000.00	  0.00
1977	oxygen[c] => oxygen[er] 		  0.00	1000.00	  0.00
1977_REV	oxygen[er] => oxygen[c] 		  0.00	1000.00	  0.00
1978	oxygen[c] => oxygen[m] 		  0.00	1000.00	  0.00
1978_REV	oxygen[m] => oxygen[c] 		  0.00	1000.00	  0.00
1979	oxygen[e] => oxygen[c] 		  0.00	1000.00	  0.00
1979_REV	oxygen[c] => oxygen[e] 		  0.00	1000.00	  0.00
1980	oxygen[c] => oxygen[pe] 		  0.00	1000.00	  0.00
1980_REV	oxygen[pe] => oxygen[c] 		  0.00	1000.00	  0.00
1981	stearate[e] => stearate[c] 		  0.00	1000.00	  0.00
1981_REV	stearate[c] => stearate[e] 		  0.00	1000.00	  0.00
1984	octanoate[e] <=>  		  0.00	  0.00	  0.00
1987	ornithine[e] <=>  		  0.00	  0.00	  0.00
1988	oxaloacetate[c] => oxaloacetate[e] 		  0.00	1000.00	  0.00
1988_REV	oxaloacetate[e] => oxaloacetate[c] 		  0.00	1000.00	  0.00
1989	oxaloacetate[e] <=>  		  0.00	  0.00	  0.00
199	4-guanidinobutanamide[c] + H2O[c] + 1.0733 prot_Q6C0M4[c] => 4-guanidinobutanoic acid[c] + ammonium[c] 	YALI0F23441g	  0.00	1000.00	  0.00
1990	glutathione disulfide[e] => glutathione disulfide[c] 		  0.00	1000.00	  0.00
1991	TRX1-disulphide[c] => TRX1-disulphide[pe] 		  0.00	1000.00	  0.00
1991_REV	TRX1-disulphide[pe] => TRX1-disulphide[c] 		  0.00	1000.00	  0.00
1992	oxygen[e] <=>  		-1000.00	1000.00	  0.00
1993	palmitate[e] <=>  		  0.00	1000.00	  0.00
1994	palmitoleate[e] <=>  		  0.00	  0.00	  0.00
1995	palmitoyl-CoA[c] => palmitoyl-CoA[er] 		  0.00	1000.00	  0.00
1995_REV	palmitoyl-CoA[er] => palmitoyl-CoA[c] 		  0.00	1000.00	  0.00
1996	pantetheine 4'-phosphate[c] => pantetheine 4'-phosphate[m] 		  0.00	1000.00	  0.00
1996_REV	pantetheine 4'-phosphate[m] => pantetheine 4'-phosphate[c] 		  0.00	1000.00	  0.00
1997	pantetheine 4'-phosphate[m] + H+_p+1[m] + ATP[m] + 0.78094 prot_standard[c] => diphosphate[m] + 3'-dephospho-CoA[m] 		  0.00	1000.00	  0.00
1998	adenosine 3',5'-bismonophosphate[e] => adenosine 3',5'-bismonophosphate[c] 		  0.00	1000.00	  0.00
1998_REV	adenosine 3',5'-bismonophosphate[c] => adenosine 3',5'-bismonophosphate[e] 		  0.00	1000.00	  0.00
1999	pectin_ActiveX VT_ERROR:[e] <=>  		  0.00	  0.00	  0.00
1_EXP_1	(R)-lactate[c] + 2 ferricytochrome c[m] + 0.27979 prot_Q6C773[c] + 0.053642 prot_Q6C9Q0[c] => 2 ferrocytochrome c[m] + pyruvate[c] 	YALI0D09273g and YALI0E03212g	  0.00	1000.00	  0.00
1_EXP_2	(R)-lactate[c] + 2 ferricytochrome c[m] + 3.5986 prot_Q6CCU5[c] => 2 ferrocytochrome c[m] + pyruvate[c] 	YALI0C06446g	  0.00	1000.00	  0.00
2	2 ferricytochrome c[m] + (R)-lactate[m] + 0.27979 prot_Q6C773[c] + 0.053642 prot_Q6C9Q0[c] => 2 ferrocytochrome c[m] + pyruvate[m] 	YALI0E03212g and YALI0D09273g	  0.00	1000.00	  0.00
200	oxygen[c] + aminoacetone_ActiveX VT_ERROR:[c] + H2O[c] + 0.78094 prot_standard[c] => hydrogen peroxide[c] + methylglyoxal[c] + ammonium[c] 		  0.00	1000.00	  0.00
2004	L-phenylalanine[c] => L-phenylalanine[m] 		  0.00	1000.00	  0.00
2005	phosphate[e] <=>  		-1000.00	1000.00	  0.00
2008	phosphate[c] => phosphate[va] 		  0.00	  0.00	  0.00
201_EXP_1	H2O[m] + NAD[m] + 4-aminobutanal[m] + 1.4981 prot_Q6C9V7[c] => 2 H+_p+1[m] + NADH[m] + gamma-aminobutyrate[m] 	YALI0D07942g	  0.00	1000.00	  0.00
201_EXP_2	H2O[m] + NAD[m] + 4-aminobutanal[m] + 1.0301 prot_Q6C2W9[c] => 2 H+_p+1[m] + NADH[m] + gamma-aminobutyrate[m] 	YALI0F04444g	  0.00	1000.00	  0.00
202	PRPP[c] + anthranilate[c] + 0.10687 prot_Q6C7L2[c] => diphosphate[c] + N-(5-phospho-beta-D-ribosyl)anthranilate[c] 	YALI0D27170g	  0.00	1000.00	  0.00
2020	potassium_K.H[e] <=>  		  0.00	  0.00	  0.00
2022	protoporphyrinogen[c] => protoporphyrinogen[m] 		  0.00	1000.00	  0.00
2022_REV	protoporphyrinogen[m] => protoporphyrinogen[c] 		  0.00	1000.00	  0.00
2023	PRPP[c] => PRPP[m] 		  0.00	1000.00	  0.00
2023_REV	PRPP[m] => PRPP[c] 		  0.00	1000.00	  0.00
2024	putrescine[e] <=>  		  0.00	  0.00	  0.00
2025	ATP[c] + pyridoxal[c] + 0.78094 prot_standard[c] => H+_p+1[c] + ADP[c] + pyridoxal 5'-phosphate[c] 		  0.00	1000.00	  0.00
2026	ATP[c] + pyridoxamine[c] + 0.78094 prot_standard[c] => H+_p+1[c] + ADP[c] + pyridoxamine 5'-phosphate[c] 		  0.00	1000.00	  0.00
2027	H2O[c] + pyridoxamine 5'-phosphate[c] + 0.78094 prot_standard[c] => phosphate[c] + pyridoxamine[c] 		  0.00	1000.00	  0.00
2028	pyridoxine[e] <=>  		  0.00	  0.00	  0.00
2029	ATP[c] + pyridoxine[c] + 0.077156 prot_Q6CHH8[c] => H+_p+1[c] + ADP[c] + pyridoxine 5'-phosphate[c] 	YALI0A08668g	  0.00	1000.00	  0.00
203	chorismate[c] + L-glutamine[c] + 0.040855 prot_Q6C5V8[c] + 0.038016 prot_Q6C9H7[c] => pyruvate[c] + H+_p+1[c] + anthranilate[c] + L-glutamate[c] 	YALI0E14751g and YALI0D11110g	  0.00	1000.00	  0.00
2030	H2O[c] + 5-amino-6-(5-phosphoribitylamino)uracil[c] + 0.78094 prot_standard[c] => phosphate[c] + 5-amino-6-(D-ribitylamino)uracil[c] 		  0.00	1000.00	  0.00
2031	uridine[c] + phosphate[c] + 0.78094 prot_standard[c] => uracil[c] + alpha-D-ribose 1-phosphate[c] 		  0.00	1000.00	  0.00
2031_REV	uracil[c] + alpha-D-ribose 1-phosphate[c] + 0.78094 prot_standard[c] => uridine[c] + phosphate[c] 		  0.00	1000.00	  0.00
2032	diphosphate[c] => diphosphate[m] 		  0.00	1000.00	  0.00
2032_REV	diphosphate[m] => diphosphate[c] 		  0.00	1000.00	  0.00
2033	pyruvate[e] <=>  		  0.00	  0.00	  0.00
2034	pyruvate[c] + H+_p+1[c] => pyruvate[m] + H+_p+1[m] 		  0.00	1000.00	  0.00
2036	quinolinate[c] => quinolinate[m] 		  0.00	1000.00	  0.00
2036_REV	quinolinate[m] => quinolinate[c] 		  0.00	1000.00	  0.00
2037	TRX1[c] => TRX1[pe] 		  0.00	1000.00	  0.00
2037_REV	TRX1[pe] => TRX1[c] 		  0.00	1000.00	  0.00
2038	riboflavin[e] <=>  		  0.00	  0.00	  0.00
2039	riboflavin[c] => riboflavin[m] 		  0.00	1000.00	  0.00
204	P(1),P(4)-bis(5'-adenosyl) tetraphosphate[c] + H2O[c] + 1.3935 prot_B5FVG6[c] => 2 H+_p+1[c] + 2 ADP[c] 	YALI0E32736g	  0.00	1000.00	  0.00
2040	riboflavin[e] => riboflavin[c] 		  0.00	1000.00	  0.00
