UniProt_Entry	PARe.1	PARe.2	PARe.3	PARn.1	PARn.2	PARn.3	CARe.1	CARe.2	CARe.3	CARn.1	CARn.2	CARn.3	OBEe.1	OBEe.2	OBEe.3	OBEn.1	OBEn.2	OBEn.3
Q6C0U9	0.000553835	0.000552012	0.000682046	0.000602112	0.000643589	0.000798062	0.000594761	0.000577467	0.000492442	0.000679619	0.000782491	0.000600924	0.000592588	0.000542854	0.000688765	0.0008942	0.00091122	0.000861664
Q6C0V2	0.061602025	0.061019665	0.071641403	0.04255198	0.033739351	0.035430731	0.071830229	0.085357958	0.081164563	0.043347644	0.036723024	0.037872886	0.063418126	0.07519099	0.066529858	0.045878708	0.043095833	0.040582261
F2Z694	0.183804123	0.164939541	0.171435923	0.102170458	0.058925089	0.081055852	0.10926293	0.104866372	0.091453068	0.059979585	0.068849276	0.055326939	0.206078569	0.182758057	0.168130729	0.04131631	0.073670493	0.08269842
F2Z5Z3	1.070829128	0.981618732	1.057409606	0.203774294	0.279424681	0.262741817	0.977316176	1.024741186	0.966594444	0.221908872	0.224432675	0.359508399	1.007206381	0.876893496	0.79505996	0.12685933	0.168040834	0.176633109
Q6CC11	0.007553015	0.007643186	0.008801734	0.006086988	0.005175497	0.005989535	0.008263877	0.00819333	0.008308039	0.005930418	0.005416009	0.004825222	0.008786116	0.008297441	0.007073157	0.005274415	0.005524697	0.005530049
Q6C3Z9	0.150102046	0.163851432	0.142513094	0.066595271	0.070298013	0.054377892	0.139990621	0.148785369	0.183442381	0.061588157	0.059946753	0.066086441	0.098769264	0.111237516	0.108935968	0.062072149	0.059327398	0.059011195
F2Z630	0.017674491	0.011779052	0.01103806	0.007614146	0.009166422	0.007564539	0.013912993	0.024258295	0.010750196	0.010311673	0.007775141	0.00755412	0.017206559	0.01969443	0.019022677	NA	0.005425777	0.006905629
Q9UVF3	0.454120428	0.441725689	0.396573802	0.369821253	0.445736935	0.430960952	0.394327252	0.379412446	0.362111888	0.367896261	0.381155531	0.298641301	0.318382163	0.297846832	0.287593835	0.237444603	0.261633738	0.27288249
Q99148	0.16888817	0.181768102	0.196445598	0.069734385	0.07704253	0.074237879	0.195952403	0.204842283	0.216835741	0.068222362	0.0730189	0.088654605	0.233139808	0.221802027	0.239825679	0.064371914	0.0737261	0.074015074
F2Z678	0.061729503	0.059718246	0.063552334	0.028531423	0.027959668	0.027373019	0.076753567	0.089162778	0.094822492	0.033258758	0.032586325	0.035309436	0.125904406	0.125430182	0.117310784	0.037406046	0.041941649	0.044366865
Q6CH03	0.009391801	0.007073943	0.007870785	NA	0.002060078	NA	0.009699484	0.008338267	0.010282773	NA	NA	0.003955806	0.009222239	0.014126329	0.019695589	NA	NA	NA
Q6CG57	0.049502049	0.030910592	0.04031895	0.010824696	0.021116913	0.010814166	0.059553927	0.04856742	0.04496614	0.013131638	0.014252785	0.021047972	0.12125217	0.118161371	0.283407033	0.020303351	0.019476596	0.014117484
Q6C0A1	0.035955128	0.035240299	0.035061538	0.013509304	0.010169779	0.010112675	0.029332744	0.031361024	0.033206551	0.012529918	0.010995818	0.012988421	0.039855728	0.040460192	0.04096012	0.013166895	0.011980964	0.014295512
Q6C0R5	0.020928193	0.021548351	0.021585403	0.004205772	0.005455536	0.005032596	0.01844748	0.025610112	0.025098256	0.003413573	0.003846953	0.00712083	0.017430854	0.016182061	0.014986151	0.002169806	0.00303547	0.003430302
Q6C188	0.006627817	0.008046439	0.005818128	NA	NA	NA	0.003450103	0.004348394	0.004831991	NA	NA	NA	0.003826171	0.00398244	0.003677835	NA	NA	NA
Q6C749	0.021774619	0.022113349	0.022817558	0.015191443	0.01233378	0.013921356	0.019322488	0.019697346	0.020730423	0.012561734	0.011809099	0.01223395	0.018832918	0.020663534	0.019804363	0.013271238	0.010283308	0.011621083
Q6CFD4	0.054243911	0.055815219	0.047197903	0.035312126	0.038842097	0.036886769	0.040425694	0.037955457	0.037560948	0.025658645	0.033713221	0.025349296	0.031266912	0.034091938	0.031184574	0.021107876	0.023018655	0.027670612
Q6C8T3	0.061019827	0.054438519	0.061689779	0.016710141	0.020891587	0.02017239	0.069315838	0.067228484	0.070336499	0.015344471	0.014990552	0.024665792	0.084094521	0.099163908	0.129865764	0.015338939	0.015387293	0.015615106
Q6C520	0.004113616	0.004177482	0.00482757	0.001492833	0.001321081	0.001541792	0.003541187	0.003933776	0.00371589	0.001576275	0.001603604	0.001575842	0.002909842	0.002965275	0.003056392	0.001103125	0.001534616	0.001850972
Q6CFS9	0.083636461	0.082398958	0.089371135	0.030405286	0.030885522	0.032268359	0.079999587	0.084963971	0.082184729	0.032524511	0.032476771	0.036547757	0.083427754	0.075098177	0.074519689	0.02779593	0.027126151	0.030230257
Q6CEA5	0.018126342	0.013794171	0.013203362	0.008851317	0.010070094	0.009624635	0.009749596	0.011149811	0.010310258	0.010739505	0.008741648	0.006124433	0.009163384	0.006556745	0.006328451	0.002887364	0.010511452	0.003345526
Q6C9T3	0.017019648	0.018335441	0.018353612	0.012478589	0.015277546	0.008929548	0.013476866	0.019192635	0.015386687	0.010644711	0.008044706	0.007467083	0.012381108	0.014107416	0.017010415	0.005041664	0.00966662	0.009704618
Q6C3P1	0.00182621	0.001015803	0.001003605	NA	NA	0.001139778	0.002357685	0.002617397	NA	NA	0.001332574	0.002136896	0.002324564	0.001448099	0.001856988	NA	NA	0.000576616
Q6CF02	0.001394591	0.001216477	0.001066757	0.002786508	NA	0.000872007	0.000830585	0.001272146	0.000777883	0.000544377	0.000884236	0.000638158	0.001087192	NA	0.000863964	0.001289244	0.000830516	0.00124586
Q6C3V7	0.010696505	0.010107196	0.010813945	0.008809294	0.004273772	0.006538166	0.008374347	0.009050066	0.009303712	0.006296253	0.005753306	0.005203507	0.00918454	0.009734205	0.008901426	0.005986181	0.00669501	0.006519905
Q6C4K6	0.005702001	0.004533345	0.006255836	NA	NA	0.003507433	0.00838927	0.010844835	0.010943747	0.003741012	0.001906031	0.003107153	0.007012191	0.006917158	0.006162992	0.013039897	0.006784603	0.004962041
F2Z6J3	0.003050932	0.002177657	0.001984175	0.004389297	0.001622142	0.004933886	0.002370293	0.002062999	0.001990315	0.002680306	0.002736855	0.002582638	0.004671915	0.0042471	0.002614691	0.005270233	0.006908797	0.007775788
F2Z6H3	0.007944299	0.008137804	0.006692935	NA	NA	0.006934619	0.006041819	0.006280857	0.008813925	0.011704126	0.006168288	0.00529664	0.010834664	0.007784001	0.009160037	0.0140801	0.011004817	0.011148357
Q6CG88	0.011504348	0.011553497	0.013752466	0.003267601	0.00470985	0.003757134	0.0118234	0.012397139	0.012305125	0.003958086	0.002990779	0.004944041	0.012007623	0.010631172	0.009926781	NA	0.001521372	0.001110619
Q6CD41	0.024862708	0.026331996	0.030187767	0.012531544	0.010917607	0.010748358	0.025444929	0.027436533	0.027984145	0.011958402	0.010884843	0.011487926	0.025048864	0.025376076	0.024938704	0.007355228	0.010437276	0.008017711
Q6CA53	0.019880159	0.016301772	0.01634918	0.012173464	0.014754109	0.011096199	0.02193266	0.016968027	0.014867922	0.013394004	0.01121101	0.009260015	0.018402005	0.019670138	0.023108318	0.007489045	0.008514159	0.007811922
Q6CEE1	0.025800999	0.025858775	0.022916144	0.014145214	0.013763421	0.017124783	0.020369814	0.020557339	0.021517745	0.012712248	0.014718418	0.012195006	0.017825937	0.018231052	0.01864414	0.010366438	0.00960589	0.01214121
Q6C846	0.055875115	0.059016266	0.060384346	0.027203865	0.02532499	0.02380305	0.059646044	0.063525302	0.069408062	0.023545969	0.024710593	0.026807129	0.060330473	0.065386504	0.067809869	0.02481593	0.023162091	0.027331963
Q6C1X5	0.059712247	0.061381966	0.067488152	0.022796821	0.02179349	0.022532562	0.059116876	0.064490034	0.064011375	0.022660993	0.023351377	0.025216925	0.081181591	0.078134861	0.072052506	0.019598737	0.023215568	0.024886307
Q6C061	0.014838087	0.016834306	0.017260562	0.015300257	0.013653661	0.011980788	0.015920373	0.017264162	0.018207025	0.013930769	0.012481564	0.010859117	0.020152802	0.018819691	0.02003962	0.015931129	0.016212489	0.015364038
Q6C982	0.005298832	0.004373309	0.004340855	0.00453871	0.004575068	0.003980805	0.004786559	0.004074527	0.004302861	0.004779876	0.00378146	0.003052152	0.004661265	0.004036214	0.003609182	0.001204152	0.003784563	0.002972068
Q6CCY2	0.033328083	0.033408715	0.038667285	0.01623934	0.017623557	0.017256084	0.039090941	0.040987859	0.039872461	0.015467599	0.015687361	0.017702627	0.038572747	0.036840472	0.035677244	0.013606028	0.014374146	0.015960113
Q6CI62	0.012627629	0.01384301	0.01510301	0.007569894	0.009345002	0.007967124	0.017434002	0.017511933	0.019211635	0.007599982	0.006614506	0.006538893	0.015121247	0.01778962	0.017526495	0.003717495	0.007963544	0.006325709
Q6C7U0	0.000370472	0.000359201	NA	NA	NA	NA	0.000167451	NA	0.000111683	NA	NA	NA	NA	NA	0.000156238	NA	NA	NA
Q6CFR0	0.000951464	0.000783274	0.000810593	0.001139048	0.001375186	0.001377922	0.000682297	0.000821491	0.000795495	0.001128521	0.001283888	0.000978779	0.000534638	0.000465599	0.000610868	0.000857884	0.000903551	0.000997002
Q6C315	0.001508188	0.00171237	0.000884001	0.002100203	0.002576019	0.001341409	NA	NA	NA	0.002159185	0.001617362	0.001260177	NA	NA	NA	0.00151307	0.001868675	0.001429897
Q6C2N7	0.003990106	0.004114239	0.010305968	0.008944267	0.005416314	0.00658267	NA	0.01027605	NA	0.007114616	0.006276322	0.003698882	NA	NA	NA	0.00753366	0.005779886	0.006550326
Q6C0L6	NA	NA	NA	0.002070002	NA	0.001107112	NA	NA	NA	0.001348571	0.000610965	0.000732078	NA	NA	NA	0.00288229	0.001108628	0.000618699
Q6C044	0.017801035	0.005359499	NA	0.012697385	0.012196179	0.012034628	NA	NA	NA	0.013708544	0.010507139	0.00723593	NA	0.02564367	0.040504831	0.013739661	0.010282446	0.010799008
Q6C6M0	0.002483613	0.001569568	0.001613516	0.001897726	0.003488719	0.003001698	0.001065092	0.00152391	0.001642559	0.003911453	0.002736614	0.001849771	0.001578947	0.000746478	0.000629845	0.001829508	0.002402398	0.002328113
Q6CD56	0.003789177	0.002117996	0.001359968	0.006386114	0.008015961	0.005411448	0.000979749	0.001131584	NA	0.007656503	0.006473761	0.003923733	NA	0.000398705	0.000647998	0.004246788	0.005086624	0.005006428
Q6C8M8	0.013578741	0.013705279	0.014900554	0.022333875	0.020125156	0.022914359	0.008715558	0.010463917	0.009347626	0.01751144	0.017100379	0.012277589	0.015525942	0.015043061	0.015643924	0.016901031	0.017411556	0.018434929
Q6CBS9	0.003578585	0.002015015	0.001948933	0.003527599	0.004942291	0.002768654	0.002811141	0.002094492	0.002138974	0.002605617	0.002457664	0.002327388	0.002677385	0.003086358	0.002892876	0.00253491	0.002147588	0.001975782
Q6C4Q9	0.007813802	0.008905931	0.008338457	0.006527144	0.006123328	0.005122464	0.005398907	0.005924953	0.005799452	0.007136498	0.005954326	0.004670921	0.005669709	0.007215604	0.007981899	0.009502882	0.008728366	0.009989027
Q6CH28	0.004567358	0.004169091	0.003420955	0.007189059	0.007207793	0.005924164	0.003039075	0.002825488	0.003566146	0.007063864	0.005610031	0.004703981	0.002672826	0.003354445	0.003772967	0.005476676	0.005260934	0.00671297
Q6C4Q6	0.000743054	NA	NA	0.00031144	0.000775728	0.000922532	NA	NA	NA	0.000315918	0.000619538	0.000663506	NA	NA	NA	NA	NA	NA
Q6CBC3	0.003089927	NA	NA	0.004692138	0.004569507	0.00549591	NA	NA	NA	0.005130564	0.004216601	0.002317589	NA	NA	NA	0.003246399	0.003385577	0.004723178
Q6C794	0.013330471	0.008924948	0.007311465	0.03968688	0.045822133	0.038466892	0.007007588	0.009161255	0.0084169	0.037207316	0.039789246	0.024388548	0.00486511	NA	0.002046856	0.032039801	0.023680351	0.027924725
Q6C2F5	0.001446292	NA	NA	0.001039826	0.000699158	0.001715356	NA	NA	0.000678757	0.000725097	0.001543507	0.000811689	NA	NA	NA	NA	0.000608661	0.001149607
Q6C6N0	0.008708782	0.007997976	0.009499482	0.00421024	0.0045736	0.004298617	0.007876811	0.008259039	0.008081459	0.004084386	0.003594624	0.00429146	0.00902996	0.007075795	0.007547264	0.00261119	0.002413192	0.002747665
Q6C326	1.362254356	1.36270923	1.32860344	0.553704489	0.505225242	0.63589231	1.260523286	1.316229602	1.284776267	0.525907859	0.581445066	0.61026561	1.159782099	1.117758341	1.10122565	0.375788209	0.406887659	0.428292848
Q6C9E6	0.482684957	0.389310697	0.40831354	0.210113861	0.198768491	0.236183098	0.672331109	0.427120695	0.39513834	0.238011407	0.222947578	0.295812702	0.641090985	0.662388554	0.681724744	0.183137053	0.193824388	0.154641115
Q6C8S0	0.012570908	0.012130914	0.015832909	0.009577674	0.008848123	0.009474075	0.014516669	0.013138969	0.01574951	0.009011541	0.008252287	0.007611173	0.01942471	0.015267547	0.019561305	0.013220077	0.00860272	0.007661408
B5FVB3	0.099247766	0.091698034	0.094986102	0.073745147	0.088947525	0.078917171	0.089027884	0.08658368	0.081017331	0.082505606	0.070638459	0.057957027	0.093921157	0.085989936	0.086048714	0.082306132	0.0657997	0.077348593
Q6CFT7	1.661051674	1.765600027	1.800474557	0.598956668	0.552639721	0.658857875	1.597311186	1.69816439	1.77823709	0.623935453	0.688541966	0.709389619	1.537109836	1.532222855	1.538258703	0.567416774	0.615071053	0.574647511
B5FVB8	0.050790545	0.049335156	0.055977941	0.024046565	0.041908073	0.01681871	0.066976811	0.056607147	0.048582741	0.02628631	0.020780048	0.022995094	0.061703021	0.058637866	0.051072522	0.022548228	0.023818116	0.023470505
Q6C253	0.0047833	0.004271345	0.003343028	NA	0.002360021	NA	0.005052884	0.004612503	0.004211615	NA	0.000566797	0.001393796	0.005901219	0.005928684	0.005654915	NA	NA	0.000320479
Q6C7D6	0.009051464	0.009090134	0.009799839	0.002471943	0.002613656	0.004144808	0.008888031	0.010566282	0.010618141	0.003399523	0.003493497	0.004405364	0.009313428	0.009762522	0.010134535	0.001480265	0.003424838	0.00246756
Q6C338	0.393900404	0.42001254	0.377515701	0.13831319	0.140918155	0.13961871	0.384896481	0.369106484	0.37502805	0.146318667	0.146743007	0.162504107	0.348771933	0.372850323	0.362615085	0.14798563	0.139154482	0.145293557
Q6C105	0.28518776	0.247730867	0.238862744	0.095021107	0.094096708	0.111128036	0.248635929	0.235163102	0.224440067	0.09310105	0.091637884	0.122384062	0.231938712	0.214057971	0.217171511	0.068575462	0.068863395	0.071443097
Q6C9B1	0.272847976	0.257813516	0.252080084	0.122162124	0.10845263	0.131334169	0.240869217	0.244547357	0.242264581	0.119532506	0.122693418	0.105686086	0.269871444	0.29588688	0.332757541	0.088586498	0.105311737	0.095497971
Q36258	0.067104202	0.055382029	0.063289781	0.02053999	0.027014887	0.030801484	0.046911026	0.059111196	0.057530417	0.022636189	0.021992211	0.028197141	0.058439898	0.060736217	0.058564726	0.01110388	0.024688693	0.019415625
Q6CFH9	0.237880128	0.192883286	0.214758306	0.050790051	0.086646872	0.048578001	0.276613263	0.215279674	0.221195907	0.06708363	0.063525961	0.089856862	0.290311712	0.315535	0.326225191	0.075045051	0.071960725	0.06285613
Q92389	0.01426338	0.102728864	0.005038879	0.062848217	0.050162593	0.051448658	NA	0.071278004	NA	0.046612349	0.042061379	0.018617962	0.004461417	NA	NA	0.035856123	0.021669176	0.022094256
Q6CAZ7	0.003920495	0.00389634	0.004071007	0.004882782	0.004878146	0.004496195	0.003634109	0.004207056	0.003882711	0.004765124	0.004476405	0.002607965	0.003065517	0.003139319	0.003373223	0.003059638	0.003113826	0.002959932
Q6CB07	0.002470051	0.002832684	0.002329761	0.003093031	0.001348147	0.001779597	0.001552661	0.002829112	0.002190921	0.001383623	0.001117161	0.003741775	0.002729501	0.00145556	0.002061865	NA	0.001287942	0.001970552
Q6CFZ3	0.008987587	0.009337225	0.010574532	0.013525132	0.015499394	0.01271593	0.008838702	0.010059709	0.008648463	0.013939739	0.011548208	0.009110237	0.007593978	0.008777769	0.008803756	0.012896183	0.011421711	0.0123666
Q6C379	0.004158656	0.003922062	0.005095332	NA	NA	NA	0.004418135	0.004547238	0.004543985	NA	NA	0.001163053	0.002589539	0.00070612	0.002306317	NA	NA	NA
Q6CDC8	0.004365456	0.003853356	0.004909516	0.003557551	0.003175303	0.003166676	0.003958791	0.004271008	0.003658314	0.002502605	0.002418857	0.002496155	0.003915505	0.003506089	0.003433186	0.001529883	0.002370312	0.002946064
Q6CAV3	0.005049369	0.00474589	0.004529095	0.00365392	0.002986733	0.003124669	0.003986472	0.004328208	0.004391993	0.002848195	0.002492816	0.00241657	0.003495193	0.003615399	0.002608894	0.002357068	0.001316861	0.00235351
Q6CAT8	0.008735709	0.00961659	0.010530009	0.009865143	0.006785945	0.0049689	0.010073662	0.009961377	0.009716968	0.006301598	0.006347202	0.006467268	0.010783629	0.010630716	0.012162748	0.008349814	0.006486109	0.007564471
Q6C5G9	NA	NA	NA	NA	0.003947617	0.003259199	NA	NA	NA	0.005523086	0.004013732	0.002008965	NA	NA	NA	NA	NA	0.003306252
Q6C806	0.003711291	0.002383189	0.002885374	0.015486884	0.009805142	0.013070303	0.005458811	0.004118237	0.004837466	0.012599796	0.013135157	0.007917498	0.022616645	0.021851585	0.021059238	0.015253872	0.013064057	0.018445983
Q6C819	NA	NA	NA	NA	0.001354806	0.003003995	NA	NA	NA	0.001734638	0.001795977	0.001296785	NA	NA	NA	NA	NA	NA
Q6CBE3	NA	0.029275646	NA	NA	NA	NA	NA	0.028542125	NA	NA	NA	0.017204825	NA	NA	NA	NA	NA	NA
Q6C5R9	0.082117305	0.07229349	0.067924547	0.02874622	0.026838523	0.033082173	0.054071048	0.059965746	0.060602861	0.026970803	0.030127465	0.030345277	0.100736668	0.099595815	0.095441752	0.038389812	0.038554755	0.040212389
Q6CFX8	0.004298347	0.00183344	0.001879994	0.002936916	0.003661169	0.001958746	0.002322653	0.004126438	0.002481895	0.001887779	0.002245248	0.00209717	0.002593889	0.004932073	0.003955263	0.006071934	0.003837834	0.002773264
Q6C4G2	0.005468026	0.005495983	0.005353194	0.003354468	0.004509972	0.003148905	0.003722717	0.005362226	0.004392174	0.003189985	0.002794714	0.002210282	0.005044958	0.005589239	0.00459233	0.001854707	0.002947013	0.002890516
Q6C3Q8	0.005299731	0.005175552	0.004509206	0.001292892	0.001786071	0.0023914	0.002957905	0.003897738	0.003416616	0.002477528	0.00180662	0.00213921	0.003976654	0.003689788	0.00284011	0.000843606	0.001868167	0.001878829
Q6BZR7	0.00632825	0.005607986	0.00477548	NA	0.003222992	0.001962463	0.003753177	0.005102218	0.005164361	0.002393684	0.00176309	0.002038431	0.004686562	0.005322588	0.003470925	NA	0.002336717	0.002760287
Q6CEL5	0.009318225	0.00830017	0.007957499	0.012402557	0.00997497	0.008388202	0.0073604	0.007196333	0.007062637	0.009792171	0.011375	0.007188023	0.005444759	0.005563304	0.005545801	0.005485734	0.008418289	0.007445395
Q6CEL1	0.00576009	0.005404129	0.005906773	0.003266719	0.003365606	0.003580227	0.005052429	0.005399948	0.00470482	0.004082158	0.003859521	0.00330137	0.004817495	0.004040231	0.004114719	0.005463277	0.00431011	0.004705051
Q6CEK5	0.001659897	0.001698649	0.002016454	0.001025259	0.001890135	0.001205405	0.001157909	0.001453498	0.00088922	0.001524861	0.001317794	0.000858414	0.000881099	0.000956377	0.000739815	NA	NA	0.00103229
Q6C9G1	0.004029405	0.003541769	0.003949533	0.00330559	0.002729773	0.003694243	0.005393001	0.004646189	0.003373014	0.005174627	0.003777092	0.00323912	0.003143579	0.00405115	0.006047435	0.006627059	0.00524585	0.006910085
A0A371BZZ3	0.005368469	0.005690035	0.00622831	0.004289198	0.004693233	0.005280545	0.004271242	0.005500435	0.005247459	0.005207269	0.004875875	0.004048379	0.005150708	0.005982447	0.005634792	0.003846767	0.004066001	0.005568983
Q6C0P0	0.020599638	0.02127685	0.022473418	0.008827596	0.009132695	0.008935271	0.016017345	0.020193506	0.019779023	0.008409104	0.007795655	0.008183366	0.018030735	0.01736557	0.015601053	0.005123833	0.006429476	0.007040009
Q6C2S5	1.605748545	1.59705297	1.560740058	0.222013531	0.294633517	0.29425635	1.822397877	1.673296863	1.692313447	0.275175927	0.300668165	0.594139009	1.455043421	1.422842883	1.412181393	0.243836495	0.248275848	0.243829103
Q6CI80	0.008032223	0.007874478	0.008603769	0.04127017	0.039698239	0.037767845	0.016222703	0.018574052	0.018484708	0.038789843	0.042094099	0.024607632	0.031139104	0.027424507	0.029807298	0.029842404	0.032723357	0.033605193
Q6C5A7	0.006932238	0.008544677	0.015384218	NA	NA	0.003735442	0.005078509	0.008675262	0.009306726	NA	0.002153888	0.003333607	0.013205121	0.012694495	0.015301627	NA	NA	0.004521345
Q6C5A6	0.020016803	0.019941501	0.020155626	0.011176388	0.011063103	0.010772466	0.018267875	0.020955173	0.021043385	0.010301194	0.010712801	0.009682573	0.021811737	0.022391402	0.023106865	0.011846177	0.008711905	0.011665852
Q6C0A6	0.035947236	0.034470978	0.032240114	0.021846468	0.024531182	0.024498464	0.031410133	0.033515039	0.032278176	0.021871367	0.020476427	0.019693731	0.036334076	0.036109735	0.037860313	0.019723551	0.022158387	0.018566091
Q6C012	0.008068606	0.007334681	0.008579117	0.001975364	0.001534749	0.002145956	0.006166238	0.007751104	0.006706411	0.002116166	0.002090473	0.002910575	0.006079415	0.005747571	0.005742147	0.002214939	0.002095011	0.002017781
Q6C0W2	NA	0.001078396	NA	NA	NA	0.000913528	0.002012888	0.002125593	0.002011895	0.002427016	0.001914989	0.001199912	0.002183312	NA	0.000741282	0.004364559	NA	0.003093202
Q6CHF4	0.003364491	0.0041694	0.004053008	NA	NA	NA	0.004093781	0.004439989	0.004807562	NA	NA	NA	0.003571475	0.004190325	0.003553488	NA	NA	NA
Q6C6B0	0.006672132	0.007860363	0.006398188	0.00572313	0.005553159	0.004697632	0.004665097	0.007805035	0.006237161	0.006511726	0.003513576	0.004885859	0.003761465	0.007661137	0.003496951	0.005339215	0.005787103	0.003076673
Q6C8C3	0.012901572	0.015390978	0.015177567	0.007251269	0.005389422	0.007333033	0.012121973	0.012790139	0.013409313	0.007219735	0.006829993	0.007034535	0.017546568	0.018195734	0.016983096	0.011775221	0.008837132	0.009331576
Q6C5B8	0.013943325	0.019198936	0.017554022	0.007063183	0.003710976	0.009647631	0.013167624	0.02017197	0.021357066	0.005953781	0.003890812	0.003146828	0.01610931	0.016110824	0.01825341	NA	0.001823655	0.005842777
Q6C111	0.008745037	0.007425767	0.005924417	0.00709536	0.006701143	0.010129902	NA	0.005007359	0.002546923	0.012188256	0.011853938	0.007675638	0.002736648	0.002358312	0.003220684	0.01528562	0.002349236	NA
Q6CH57	0.012263761	0.013110745	0.013798228	0.007574453	0.003720218	0.007348874	0.01227896	0.013009621	0.013782852	0.007878564	0.007130605	0.006980226	0.008946417	0.008613839	0.006961526	0.008579312	0.005762446	0.008785992
A0A371BYB7	0.001967271	0.002412465	0.001759009	0.000806321	0.001473853	NA	0.002982301	0.002792884	0.002336576	0.000437948	0.000536461	0.000748045	0.00293344	0.002406304	0.002297426	0.000944952	0.000619525	0.000718372
Q6CFW7	0.014240138	0.015773134	0.016725327	0.008243077	0.00628833	0.005035767	0.019737834	0.018340608	0.020825358	0.010070861	0.006920079	0.009200953	0.016101685	0.014676661	0.011722087	0.012702264	0.008648793	0.008100689
Q6C199	0.029487419	0.030999791	0.030648561	0.016780426	0.01770274	0.018842488	0.019921164	0.022976639	0.023926794	0.017395508	0.017073453	0.014834358	0.02195915	0.023051269	0.023265584	0.013440286	0.011454595	0.014130299
Q6CBW3	0.00232062	0.002398992	0.003545098	0.002551002	0.004146198	0.002610718	0.003191483	0.00265401	0.002788217	NA	0.004112818	0.007124734	NA	NA	NA	NA	NA	NA
Q6C800	0.052136765	0.055373003	0.061051649	0.041885724	0.037517067	0.031523673	0.019895079	0.019441682	0.023141633	0.029030717	0.026652881	0.015852176	0.02744368	0.024118254	0.023572939	0.04508958	0.038310607	0.034053335
Q6C272	0.03530461	0.034104756	0.041179605	0.030827022	0.029565846	0.027721433	0.03901275	0.038696072	0.039091252	0.029187087	0.026306446	0.021305325	0.03995742	0.037259215	0.040040827	0.036961154	0.031864172	0.032530781
Q6C6W0	0.014676424	0.020445125	0.040149611	0.046382588	0.053564616	0.021938991	0.006901427	0.032203099	0.023648395	0.039229455	0.039809082	0.02335495	0.026458157	0.012552123	0.024634786	0.03781043	0.047342831	0.03497084
Q6CG45	0.004424545	0.005744357	0.00377029	0.008166404	0.008860915	0.006460597	0.003909314	0.005952818	0.00417229	0.007173709	0.006342429	0.004259627	0.005941728	0.005660589	0.00358559	0.009000407	0.006784132	0.010094823
Q6C0V4	0.024701685	0.025502746	0.034016812	0.011519422	0.014579883	0.0165085	0.051602368	0.056820583	0.05915144	0.008228596	0.009722548	0.019102822	0.127706709	0.123113345	0.11548892	0.011512384	0.011668151	0.012507865
Q6CG49	0.01026654	0.009021601	0.012974074	0.007984441	0.007291171	0.007792124	0.009732113	0.009621264	0.010128632	0.007817318	0.008130524	0.006443971	0.008706478	0.006867712	0.008531257	0.006522092	0.005230036	0.007203596
Q6CC54	0.059873393	0.062296003	0.062166724	0.032540651	0.024382319	0.025682449	0.059430148	0.05845388	0.064040968	0.032226801	0.030663078	0.026407967	0.054835889	0.054723429	0.05478185	0.042396828	0.033699825	0.037123372
Q6C393	0.002554185	0.002434175	NA	NA	NA	NA	0.002549106	0.001889771	NA	NA	NA	NA	NA	NA	NA	0.002458195	0.000923684	0.000943386
Q6C390	0.050299885	0.052297653	0.05572369	0.071887503	0.060707598	0.064645381	0.049950534	0.050127334	0.050269988	0.068013013	0.064759475	0.043510429	0.077118132	0.077137149	0.080671601	0.09073585	0.081301274	0.084177809
Q6C365	0.108092859	0.115982081	0.102377765	0.043266249	0.033558785	0.028318751	0.056579754	0.054614201	0.062348828	0.032638016	0.034115404	0.030947458	0.058964103	0.058646326	0.059495097	0.037013074	0.039337467	0.03373938
Q6C2Y0	0.01179912	0.009690281	0.007740379	0.010685586	0.009347315	0.008020188	0.004859928	0.00557567	0.004830543	0.013137632	0.010724576	0.007614385	0.013300514	0.011507516	0.011390041	0.020089569	0.017872409	0.017028226
Q6C7I9	0.095016083	0.102762169	0.103448464	0.051129054	0.051236724	0.040951521	0.091693236	0.092655679	0.104823705	0.044494715	0.038677555	0.040574559	0.094595504	0.093994047	0.104852965	0.044574635	0.042072118	0.031394521
Q6C7D4	0.004178148	0.004231815	0.004777968	0.002332826	0.003735832	0.002506576	0.004620229	0.004802994	0.004900562	0.001514555	0.003057249	0.002997291	0.003832895	0.005105819	0.004321962	0.002012502	0.001566647	0.001996019
Q6C7B6	0.034039163	0.020235704	0.0223486	0.0130886	0.023424225	0.01111378	0.029374321	0.034299702	0.031563699	0.015473166	0.01196838	0.014652809	0.044001952	0.053410845	0.049080007	0.023807437	0.019191468	0.016972924
Q6C1P3	0.119747356	0.121077033	0.133415367	0.048359057	0.047529691	0.042899582	0.096900476	0.105766688	0.119860956	0.040096848	0.039813351	0.045676374	0.105430272	0.105591353	0.10812521	0.03228311	0.037741511	0.037276686
Q6BZV7	0.015367659	0.013021858	0.012893041	0.008424378	0.010041494	0.007949081	0.015868379	0.012601545	0.011262627	0.006611526	0.008600609	0.007792537	0.020996728	0.025651465	0.036647164	0.010573335	0.010844026	0.011310257
Q6BZT6	0.011832297	0.011544946	0.01513701	0.010976754	0.008251716	0.005279329	0.012028923	0.012899287	0.014339971	0.006891104	0.004781704	0.004552255	0.014808196	0.015052838	0.012010764	0.001708537	0.003838115	0.00312039
