rxn_IDs	rxnNames	slope	grRules	rxn_formula
888	phosphoglucomutase	0.0726575672291109	YALI0E02090g	D-glucose 6-phosphate[c] <=> D-glucose 1-phosphate[c]
5	1,3-beta-glucan synthase	0.0721330466650635	YALI0C01411g or YALI0E21021g	UDP-D-glucose[c] => (1-3)-beta-D-glucan[en] + H+_p+1[c] + UDP[c]
1069	UDP-N-acetylglucosamine diphosphorylase	0.0663954339644631	YALI0E03146g	H+_p+1[c] + UTP[c] + N-acetyl-alpha-D-glucosamine 1-phosphate[c] <=> diphosphate[c] + UDP-N-acetyl-alpha-D-glucosamine[c]
272	chitin synthase	0.0663954339644631	YALI0B16324g or YALI0D25938g or YALI0D03179g or YALI0C24354g or YALI0E10417g or YALI0E22198g or YALI0F28655g	UDP-N-acetyl-alpha-D-glucosamine[c] => H+_p+1[c] + UDP[c] + chitin_H2O(C8H13NO5)n[c]
477	glutamine-fructose-6-phosphate transaminase	0.0663954339644631	YALI0B21428g	L-glutamine[c] + D-fructose 6-phosphate[c] => L-glutamate[c] + alpha-D-glucosamine 6-phosphate[c]
760	N-acetylglucosamine-6-phosphate synthase	0.0663954339644631	YALI0D20152g	alpha-D-glucosamine 6-phosphate[c] + acetyl-CoA[c] <=> H+_p+1[c] + coenzyme A[c] + N-acetyl-D-glucosamine 6-phosphate[c]
882	phosphoacetylglucosamine mutase	0.0663954339644631	YALI0E29579g	N-acetyl-D-glucosamine 6-phosphate[c] <=> N-acetyl-alpha-D-glucosamine 1-phosphate[c]
891	phosphoglycerate dehydrogenase	0.0569853389770102	YALI0F09966g	NAD[c] + 3-phosphoglycerate[c] => H+_p+1[c] + NADH[c] + 3-phospho-hydroxypyruvate[c]
917	phosphoserine phosphatase (L-serine)	0.0569853389770102	YALI0B20438g	H2O[c] + 3-phospho-serine[c] => phosphate[c] + L-serine[c]
918	phosphoserine transaminase	0.0569853389770102	YALI0F06468g	L-glutamate[c] + 3-phospho-hydroxypyruvate[c] => 2-oxoglutarate[c] + 3-phospho-serine[c]
148	adenylate kinase	0.0557539232687646	YALI0B00704g	ATP[c] + AMP[c] => 2 ADP[c]
452	fumarase, cytoplasmic	0.047953712459591	YALI0C06776g	fumarate[c] + H2O[c] <=> (S)-malate[c]
718	malic enzyme (NAD)	0.044610703354404	YALI0E18634g	NAD[m] + (S)-malate[m] => pyruvate[m] + NADH[m] + carbon dioxide[m]
2131	isocitrate dehydrogenase	0.0446107033544039	YALI0F04095g	NADP(+)[m] + isocitrate[m] <=> NADPH[m] + 2-oxoglutarate[m] + carbon dioxide[m]
502	glycine hydroxymethyltransferase	0.0327630404978793	YALI0D22484g or YALI0E16346g	L-serine[c] + THF[c] <=> 5,10-methylenetetrahydrofolate[c] + L-glycine[c] + H2O[c]
352	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	0.0280855530008598	YALI0C23408g	(R)-2,3-dihydroxy-3-methylbutanoate[m] => H2O[m] + 3-methyl-2-oxobutanoate[m]
96	acetohydroxy acid isomeroreductase	0.0280855530008598	YALI0D03135g	2-acetyllactic acid[m] + NADPH[m] + H+_p+1[m] => (R)-2,3-dihydroxy-3-methylbutanoate[m] + NADP(+)[m]
800	nucleoside diphosphate kinase	0.027159001951993	YALI0F09229g	ATP[c] + GDP[c] => ADP[c] + GTP[c]
732	methylenetetrahydrofolate dehydrogenase (NADP)	0.0236729309093455	YALI0E01056g or YALI0F30745g	5,10-methylenetetrahydrofolate[c] + NADP(+)[c] <=> 5,10-methenyl-THF[c] + NADPH[c]
