rxn_IDs	rxnNames	slope	grRules	rxn_formula
1110	ADP/ATP transporter	2.54718095216381	YALI0A10659g or YALI0D08228g or YALI0F19712g	ADP[c] + ATP[m] <=> ATP[c] + ADP[m]
1115	ammonia transport	0.518658473288771	YALI0E27203g or YALI0F12925g or YALI0C23617g or YALI0A19228g or YALI0F16896g or YALI0A02244g or YALI0B13794g	ammonium[e] <=> ammonium[c]
1129	coenzyme A transport	0.34198455506602	YALI0F15433g	coenzyme A[c] => coenzyme A[m]
1126	citrate transport	0.160639899550511	YALI0F26323g	citrate[c] + (S)-malate[m] <=> citrate[m] + (S)-malate[c]
1265	succinate-fumarate transport	0.030129341490257	YALI0E34672g	fumarate[m] + succinate[c] => fumarate[c] + succinate[m]
