rxn_IDs	rxnNames	slope	grRules	rxn_formula
217	aspartate transaminase	5.15515193614263	YALI0B02178g or YALI0F29337g	2-oxoglutarate[m] + L-aspartate[m] <=> L-glutamate[m] + oxaloacetate[m]
300	citrate synthase	4.92301802346025	YALI0E00638g or YALI0E02684g	H2O[m] + acetyl-CoA[m] + oxaloacetate[m] => H+_p+1[m] + citrate[m] + coenzyme A[m]
466	glucose 6-phosphate dehydrogenase	3.3560317056688	YALI0E22649g	D-glucose 6-phosphate[c] + NADP(+)[c] => H+_p+1[c] + 6-O-phosphono-D-glucono-1,5-lactone[c] + NADPH[c]
889	phosphogluconate dehydrogenase	3.3560317056688	YALI0B15598g	6-phospho-D-gluconate[c] + NADP(+)[c] => NADPH[c] + carbon dioxide[c] + D-ribulose 5-phosphate[c]
91	6-phosphogluconolactonase	3.3560317056688	YALI0C19085g or YALI0E11671g	6-O-phosphono-D-glucono-1,5-lactone[c] + H2O[c] => H+_p+1[c] + 6-phospho-D-gluconate[c]
984	ribulose 5-phosphate 3-epimerase	2.39701485908232	YALI0C11880g	D-ribulose 5-phosphate[c] <=> D-xylulose 5-phosphate[c]
962	pyruvate kinase	2.29001572411529	YALI0F09185g	H+_p+1[c] + phosphoenolpyruvate[c] + ADP[c] => pyruvate[c] + ATP[c]
366	enolase	2.13200536521727	YALI0F16819g	2-phospho-D-glyceric acid[c] <=> phosphoenolpyruvate[c] + H2O[c]
893	phosphoglycerate mutase	2.13200536521727	YALI0B02728g	3-phosphoglycerate[c] <=> 2-phospho-D-glyceric acid[c]
569	inorganic diphosphatase	1.80567902908541	YALI0C11803g or YALI0F13541g	diphosphate[m] + H2O[m] => H+_p+1[m] + 2 phosphate[m]
486	glyceraldehyde-3-phosphate dehydrogenase	1.66471629392518	YALI0C06369g	NAD[c] + phosphate[c] + glyceraldehyde 3-phosphate[c] <=> H+_p+1[c] + NADH[c] + 1,3-bisphospho-D-glycerate[c]
892	phosphoglycerate kinase	1.66471629392518	YALI0D12400g	ADP[c] + 1,3-bisphospho-D-glycerate[c] <=> ATP[c] + 3-phosphoglycerate[c]
958	pyruvate carboxylase	1.55757021313822	YALI0C24101g	pyruvate[c] + ATP[c] + bicarbonate[c] => H+_p+1[c] + ADP[c] + oxaloacetate[c] + phosphate[c]
1050	transketolase 2	1.23801001926567	YALI0E06479g	D-erythrose 4-phosphate[c] + D-xylulose 5-phosphate[c] <=> D-fructose 6-phosphate[c] + glyceraldehyde 3-phosphate[c]
811	nucleoside-diphosphate kinase (ATP:UDP)	1.17612740376203	YALI0F09229g	UDP[c] + ATP[c] => ADP[c] + UTP[c]
1048	transaldolase	1.15900483981666	YALI0F15587g	glyceraldehyde 3-phosphate[c] + sedoheptulose 7-phosphate[c] <=> D-erythrose 4-phosphate[c] + D-fructose 6-phosphate[c]
1049	transketolase 1	1.15900483981666	YALI0E06479g	ribose-5-phosphate[c] + D-xylulose 5-phosphate[c] <=> glyceraldehyde 3-phosphate[c] + sedoheptulose 7-phosphate[c]
280	cis-aconitate(3-) to isocitrate	1.1327122462297	YALI0D09361g or YALI0E14949g	H2O[m] + cis-aconitate[m] <=> isocitrate[m]
302	citrate to cis-aconitate(3-)	1.1327122462297	YALI0D09361g or YALI0E14949g	citrate[m] <=> H2O[m] + cis-aconitate[m]
1084	UTP-glucose-1-phosphate uridylyltransferase	0.595803898380385	YALI0A02310g	H+_p+1[c] + UTP[c] + D-glucose 1-phosphate[c] <=> UDP-D-glucose[c] + diphosphate[c]
888	phosphoglucomutase	0.595803898380385	YALI0E02090g	D-glucose 6-phosphate[c] <=> D-glucose 1-phosphate[c]
5	1,3-beta-glucan synthase	0.591502744230058	YALI0C01411g or YALI0E21021g	UDP-D-glucose[c] => (1-3)-beta-D-glucan[en] + H+_p+1[c] + UDP[c]
2183	stearoyl-CoA desaturase (n-C18:0CoA - n-C18:1CoA), ER membrane	0.56396842845155	YALI0C05951g	stearoyl-CoA[em] + oxygen[em] + NADH[em] + H+_p+1[em] => 2 H2O[em] + NAD[em] + oleoyl-CoA[em]
1069	UDP-N-acetylglucosamine diphosphorylase	0.544453384544852	YALI0E03146g	H+_p+1[c] + UTP[c] + N-acetyl-alpha-D-glucosamine 1-phosphate[c] <=> diphosphate[c] + UDP-N-acetyl-alpha-D-glucosamine[c]
272	chitin synthase	0.544453384544852	YALI0B16324g or YALI0D25938g or YALI0D03179g or YALI0C24354g or YALI0E10417g or YALI0E22198g or YALI0F28655g	UDP-N-acetyl-alpha-D-glucosamine[c] => H+_p+1[c] + UDP[c] + chitin_H2O(C8H13NO5)n[c]
477	glutamine-fructose-6-phosphate transaminase	0.544453384544852	YALI0B21428g	L-glutamine[c] + D-fructose 6-phosphate[c] => L-glutamate[c] + alpha-D-glucosamine 6-phosphate[c]
760	N-acetylglucosamine-6-phosphate synthase	0.544453384544852	YALI0D20152g	alpha-D-glucosamine 6-phosphate[c] + acetyl-CoA[c] <=> H+_p+1[c] + coenzyme A[c] + N-acetyl-D-glucosamine 6-phosphate[c]
882	phosphoacetylglucosamine mutase	0.544453384544852	YALI0E29579g	N-acetyl-D-glucosamine 6-phosphate[c] <=> N-acetyl-alpha-D-glucosamine 1-phosphate[c]
891	phosphoglycerate dehydrogenase	0.467289071292084	YALI0F09966g	NAD[c] + 3-phosphoglycerate[c] => H+_p+1[c] + NADH[c] + 3-phospho-hydroxypyruvate[c]
917	phosphoserine phosphatase (L-serine)	0.467289071292084	YALI0B20438g	H2O[c] + 3-phospho-serine[c] => phosphate[c] + L-serine[c]
918	phosphoserine transaminase	0.467289071292084	YALI0F06468g	L-glutamate[c] + 3-phospho-hydroxypyruvate[c] => 2-oxoglutarate[c] + 3-phospho-serine[c]
148	adenylate kinase	0.452875762189948	YALI0B00704g	ATP[c] + AMP[c] => 2 ADP[c]
452	fumarase, cytoplasmic	0.393228261209752	YALI0C06776g	fumarate[c] + H2O[c] <=> (S)-malate[c]
718	malic enzyme (NAD)	0.365815041456488	YALI0E18634g	NAD[m] + (S)-malate[m] => pyruvate[m] + NADH[m] + carbon dioxide[m]
2131	isocitrate dehydrogenase	0.365815041456488	YALI0F04095g	NADP(+)[m] + isocitrate[m] <=> NADPH[m] + 2-oxoglutarate[m] + carbon dioxide[m]
502	glycine hydroxymethyltransferase	0.268662274222319	YALI0D22484g or YALI0E16346g	L-serine[c] + THF[c] <=> 5,10-methylenetetrahydrofolate[c] + L-glycine[c] + H2O[c]
336u_1	diacylglycerol acyltransferase	0.265759019032975	YALI0E32769g or YALI0D07986g	diglyceride_ActiveX VT_ERROR:[em] + acyl-CoA[em] <=> triglyceride_ActiveX VT_ERROR:[em] + coenzyme A[em]
337u	diacylglycerol pyrophosphate phosphatase	0.265759019032975	YALI0D27016g	H2O[em] + phosphatidate_ActiveX VT_ERROR:[em] => phosphate[em] + diglyceride_ActiveX VT_ERROR:[em]
495	glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase	0.243819997914304	YALI0C00209g	acyl-CoA[em] + glycerol 3-phosphate[em] => coenzyme A[em] + 1-acyl-sn-glycerol 3-phosphate_ActiveX VT_ERROR:[em]
8u	1-acyl-sn-gylcerol-3-phosphate acyltransferase	0.243819997914304	YALI0E18964g or YALI0F19514g	acyl-CoA[em] + 1-acyl-sn-glycerol 3-phosphate_ActiveX VT_ERROR:[em] => coenzyme A[em] + phosphatidate_ActiveX VT_ERROR:[em]
490	glycerol-3-phosphate dehydrogenase (fad)	0.243292071996728	YALI0B13970g	FAD[m] + glycerol 3-phosphate[m] => dihydroxyacetone phosphate[m] + FADH2[m]
yli0053	FAD:ubiquinone oxidoreductase	0.243292071996728	YALI0C14806g	ubiquinone-6[m] + FADH2[m] => ubiquinol-6[m] + FAD[m]
352	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	0.230306114066764	YALI0C23408g	(R)-2,3-dihydroxy-3-methylbutanoate[m] => H2O[m] + 3-methyl-2-oxobutanoate[m]
96	acetohydroxy acid isomeroreductase	0.230306114066764	YALI0D03135g	2-acetyllactic acid[m] + NADPH[m] + H+_p+1[m] => (R)-2,3-dihydroxy-3-methylbutanoate[m] + NADP(+)[m]
800	nucleoside diphosphate kinase	0.222708244388463	YALI0F09229g	ATP[c] + GDP[c] => ADP[c] + GTP[c]
732	methylenetetrahydrofolate dehydrogenase (NADP)	0.194121893418275	YALI0E01056g or YALI0F30745g	5,10-methylenetetrahydrofolate[c] + NADP(+)[c] <=> 5,10-methenyl-THF[c] + NADPH[c]
